"Status","Year","Region_ITL1","Responsibility_level","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","North West (England)","AA/AO","Undeclared","80","80","20550","21010"
"New entrant CS","2021","North West (England)","AA/AO","Unknown","1070","1040","20770","20500"
"New entrant CS","2021","North West (England)","EO","Declared disabled","170","170","27290","27570"
"New entrant CS","2021","North West (England)","EO","Declared non-disabled","1030","1010","27080","27570"
"New entrant CS","2021","North West (England)","EO","Undeclared","50","50","27030","27570"
"New entrant CS","2021","North West (England)","EO","Unknown","660","650","26610","25560"
"New entrant CS","2021","North West (England)","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","G6/G7","Declared non-disabled","130","120","56950","55000"
"New entrant CS","2021","North West (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","G6/G7","Unknown","140","140","54280","52580"
"New entrant CS","2021","North West (England)","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","SEO/HEO","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","North West (England)","SEO/HEO","Declared non-disabled","370","350","33950","31990"
"New entrant CS","2021","North West (England)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","SEO/HEO","Unknown","380","380","34180","32480"
"New entrant CS","2021","North West (England)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","Declared non-disabled","90","70","26240","22920"
"New entrant CS","2021","North West (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Unknown","Unknown","50","40","[c]","[c]"
"New entrant CS","2021","Northern Ireland","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","AA/AO","Declared non-disabled","90","80","20180","20140"
"New entrant CS","2021","Northern Ireland","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","AA/AO","Unknown","130","120","20220","20140"
"New entrant CS","2021","Northern Ireland","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","EO","Unknown","60","60","26220","25560"
"New entrant CS","2021","Northern Ireland","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","AA/AO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","EO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","AA/AO","Declared disabled","140","130","20520","20140"
"New entrant CS","2021","Scotland","AA/AO","Declared non-disabled","1010","980","20770","20760"
"New entrant CS","2021","Scotland","AA/AO","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Scotland","AA/AO","Unknown","1030","1000","20850","20140"
"New entrant CS","2021","Scotland","EO","Declared disabled","100","100","27100","27570"
"New entrant CS","2021","Scotland","EO","Declared non-disabled","700","690","26720","27570"
"New entrant CS","2021","Scotland","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","EO","Unknown","320","310","26120","26160"
"New entrant CS","2021","Scotland","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","G6/G7","Declared non-disabled","110","100","56920","55560"
"New entrant CS","2021","Scotland","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","G6/G7","Unknown","160","150","55710","52480"
"New entrant CS","2021","Scotland","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","SEO/HEO","Declared disabled","50","50","34330","32140"
"New entrant CS","2021","Scotland","SEO/HEO","Declared non-disabled","390","380","35180","33550"
"New entrant CS","2021","Scotland","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","SEO/HEO","Unknown","370","350","34890","32140"
"New entrant CS","2021","Scotland","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","AA/AO","Declared disabled","120","110","21950","21010"
"New entrant CS","2021","South East (England)","AA/AO","Declared non-disabled","1190","1170","23000","21430"
"New entrant CS","2021","South East (England)","AA/AO","Undeclared","70","60","22710","21010"
"New entrant CS","2021","South East (England)","AA/AO","Unknown","820","790","22840","21430"
"New entrant CS","2021","South East (England)","EO","Declared disabled","220","210","28010","27570"
"New entrant CS","2021","South East (England)","EO","Declared non-disabled","1460","1420","27900","27570"
"New entrant CS","2021","South East (England)","EO","Undeclared","90","80","27800","27570"
"New entrant CS","2021","South East (England)","EO","Unknown","490","470","27090","26970"
"New entrant CS","2021","South East (England)","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","G6/G7","Declared non-disabled","90","90","57620","54260"
"New entrant CS","2021","South East (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","G6/G7","Unknown","90","80","58420","52330"
"New entrant CS","2021","South East (England)","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","SEO/HEO","Declared disabled","40","30","[c]","[c]"
"New entrant CS","2021","South East (England)","SEO/HEO","Declared non-disabled","410","390","34540","33000"
"New entrant CS","2021","South East (England)","SEO/HEO","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","South East (England)","SEO/HEO","Unknown","250","240","33760","33000"
"New entrant CS","2021","South East (England)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Unknown","Declared non-disabled","150","140","24210","22920"
"New entrant CS","2021","South East (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Unknown","Unknown","70","60","23570","22920"
"New entrant CS","2021","South West (England)","AA/AO","Declared disabled","120","110","20760","21010"
"New entrant CS","2021","South West (England)","AA/AO","Declared non-disabled","1010","970","20960","21010"
"New entrant CS","2021","South West (England)","AA/AO","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","South West (England)","AA/AO","Unknown","460","450","21360","21010"
"New entrant CS","2021","South West (England)","EO","Declared disabled","150","150","26240","27570"
"New entrant CS","2021","South West (England)","EO","Declared non-disabled","990","950","26270","27570"
"New entrant CS","2021","South West (England)","EO","Undeclared","50","50","[c]","[c]"
"New entrant CS","2021","South West (England)","EO","Unknown","400","390","25740","27130"
"New entrant CS","2021","South West (England)","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","G6/G7","Declared non-disabled","170","170","56740","54540"
"New entrant CS","2021","South West (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","G6/G7","Unknown","90","80","57400","53860"
"New entrant CS","2021","South West (England)","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","SEO/HEO","Declared disabled","70","60","33370","32060"
"New entrant CS","2021","South West (England)","SEO/HEO","Declared non-disabled","790","760","34460","33000"
"New entrant CS","2021","South West (England)","SEO/HEO","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","South West (England)","SEO/HEO","Unknown","270","260","35860","36500"
"New entrant CS","2021","South West (England)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Unknown","Declared non-disabled","190","170","31290","26740"
"New entrant CS","2021","South West (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Unknown","Unknown","70","70","24870","22920"
"New entrant CS","2021","Unknown","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Declared non-disabled","70","70","21550","21010"
"New entrant CS","2021","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Declared non-disabled","130","130","27640","27570"
"New entrant CS","2021","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Unknown","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Declared non-disabled","60","50","35060","34550"
"New entrant CS","2021","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Unknown","110","110","29960","28000"
"New entrant CS","2021","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","320","320","[c]","[c]"
"New entrant CS","2021","Wales","AA/AO","Declared disabled","80","80","20310","20920"
"New entrant CS","2021","Wales","AA/AO","Declared non-disabled","760","730","20610","21010"
"New entrant CS","2021","Wales","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","AA/AO","Unknown","670","640","20500","20140"
"New entrant CS","2021","Wales","EO","Declared disabled","50","50","26670","27570"
"New entrant CS","2021","Wales","EO","Declared non-disabled","390","380","26860","27570"
"New entrant CS","2021","Wales","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","EO","Unknown","250","250","24940","23320"
"New entrant CS","2021","Wales","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","G6/G7","Declared non-disabled","50","50","57510","53740"
"New entrant CS","2021","Wales","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","G6/G7","Unknown","60","60","55180","52450"
"New entrant CS","2021","Wales","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","SEO/HEO","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","Wales","SEO/HEO","Declared non-disabled","220","210","34620","34170"
"New entrant CS","2021","Wales","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","SEO/HEO","Unknown","240","230","33220","30730"
"New entrant CS","2021","Wales","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Unknown","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Wales","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","AA/AO","Declared disabled","70","70","20400","20550"
"New entrant CS","2021","West Midlands (England)","AA/AO","Declared non-disabled","700","680","21070","21010"
"New entrant CS","2021","West Midlands (England)","AA/AO","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","AA/AO","Unknown","570","560","20730","20250"
"New entrant CS","2021","West Midlands (England)","EO","Declared disabled","150","140","27160","27570"
"New entrant CS","2021","West Midlands (England)","EO","Declared non-disabled","730","710","26960","27570"
"New entrant CS","2021","West Midlands (England)","EO","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","EO","Unknown","280","280","26520","25560"
"New entrant CS","2021","West Midlands (England)","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","G6/G7","Declared non-disabled","80","70","56930","52580"
"New entrant CS","2021","West Midlands (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","G6/G7","Unknown","80","80","57070","52580"
"New entrant CS","2021","West Midlands (England)","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","SEO/HEO","Declared non-disabled","230","220","35730","35790"
"New entrant CS","2021","West Midlands (England)","SEO/HEO","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","SEO/HEO","Unknown","220","210","35260","36500"
"New entrant CS","2021","West Midlands (England)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Unknown","Declared non-disabled","130","120","22880","22920"
"New entrant CS","2021","West Midlands (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Unknown","Unknown","30","20","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","AA/AO","Declared disabled","120","120","20890","21010"
"New entrant CS","2021","Yorkshire and The Humber","AA/AO","Declared non-disabled","800","790","21100","21010"
"New entrant CS","2021","Yorkshire and The Humber","AA/AO","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","AA/AO","Unknown","810","800","20960","20600"
"New entrant CS","2021","Yorkshire and The Humber","EO","Declared disabled","160","160","27070","27570"
"New entrant CS","2021","Yorkshire and The Humber","EO","Declared non-disabled","890","870","27060","27570"
"New entrant CS","2021","Yorkshire and The Humber","EO","Undeclared","70","70","26830","27570"
"New entrant CS","2021","Yorkshire and The Humber","EO","Unknown","420","410","25980","25560"
"New entrant CS","2021","Yorkshire and The Humber","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","G6/G7","Declared non-disabled","110","110","58040","55000"
"New entrant CS","2021","Yorkshire and The Humber","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","G6/G7","Unknown","160","150","54220","49860"
"New entrant CS","2021","Yorkshire and The Humber","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","SEO/HEO","Declared disabled","50","50","32960","31810"
"New entrant CS","2021","Yorkshire and The Humber","SEO/HEO","Declared non-disabled","310","300","33080","31990"
"New entrant CS","2021","Yorkshire and The Humber","SEO/HEO","Undeclared","40","30","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","SEO/HEO","Unknown","390","380","32960","31810"
"New entrant CS","2021","Yorkshire and The Humber","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Unknown","Declared non-disabled","70","70","22280","22920"
"New entrant CS","2021","Yorkshire and The Humber","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Unknown","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","AA/AO","Declared disabled","140","130","21280","21260"
"New entrant CS","2022","East Midlands (England)","AA/AO","Declared non-disabled","960","940","21720","21260"
"New entrant CS","2022","East Midlands (England)","AA/AO","Undeclared","50","50","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","AA/AO","Unknown","460","450","21410","21250"
"New entrant CS","2022","East Midlands (England)","EO","Declared disabled","60","60","26870","27570"
"New entrant CS","2022","East Midlands (England)","EO","Declared non-disabled","440","430","26580","26590"
"New entrant CS","2022","East Midlands (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","EO","Unknown","260","250","26810","26590"
"New entrant CS","2022","East Midlands (England)","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","G6/G7","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","SEO/HEO","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","SEO/HEO","Declared non-disabled","270","260","34540","33080"
"New entrant CS","2022","East Midlands (England)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","SEO/HEO","Unknown","150","150","34000","33080"
"New entrant CS","2022","East Midlands (England)","Unknown","Declared disabled","110","100","28930","28200"
"New entrant CS","2022","East Midlands (England)","Unknown","Declared non-disabled","290","270","27770","24770"
"New entrant CS","2022","East Midlands (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Unknown","Unknown","250","220","28150","26310"
"New entrant CS","2022","East of England","AA/AO","Declared disabled","80","80","22470","21790"
"New entrant CS","2022","East of England","AA/AO","Declared non-disabled","810","800","23390","23140"
"New entrant CS","2022","East of England","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","AA/AO","Unknown","380","380","22730","21680"
"New entrant CS","2022","East of England","EO","Declared disabled","70","70","27740","27570"
"New entrant CS","2022","East of England","EO","Declared non-disabled","410","390","27530","27570"
"New entrant CS","2022","East of England","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","EO","Unknown","180","170","28180","26590"
"New entrant CS","2022","East of England","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","G6/G7","Declared non-disabled","50","40","[c]","[c]"
"New entrant CS","2022","East of England","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","SEO/HEO","Declared non-disabled","200","200","35670","33370"
"New entrant CS","2022","East of England","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","SEO/HEO","Unknown","90","80","36250","35300"
"New entrant CS","2022","East of England","Unknown","Declared disabled","110","100","27130","24800"
"New entrant CS","2022","East of England","Unknown","Declared non-disabled","420","390","27850","24800"
"New entrant CS","2022","East of England","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Unknown","Unknown","350","310","26670","24800"
"New entrant CS","2022","London","AA/AO","Declared disabled","110","110","24200","24540"
"New entrant CS","2022","London","AA/AO","Declared non-disabled","880","850","25110","24590"
"New entrant CS","2022","London","AA/AO","Undeclared","50","50","[c]","[c]"
"New entrant CS","2022","London","AA/AO","Unknown","860","840","25470","24950"
"New entrant CS","2022","London","EO","Declared disabled","290","280","28900","28500"
"New entrant CS","2022","London","EO","Declared non-disabled","1840","1790","28790","28700"
"New entrant CS","2022","London","EO","Undeclared","100","100","28730","29970"
"New entrant CS","2022","London","EO","Unknown","1550","1460","29000","28650"
"New entrant CS","2022","London","G6/G7","Declared disabled","100","90","57250","54700"
"New entrant CS","2022","London","G6/G7","Declared non-disabled","960","930","57480","54700"
"New entrant CS","2022","London","G6/G7","Undeclared","60","60","57530","54700"
"New entrant CS","2022","London","G6/G7","Unknown","670","620","59980","57430"
"New entrant CS","2022","London","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","SCS","Declared non-disabled","90","90","101220","93000"
"New entrant CS","2022","London","SCS","Unknown","100","90","100970","92000"
"New entrant CS","2022","London","SEO/HEO","Declared disabled","320","320","35550","34260"
"New entrant CS","2022","London","SEO/HEO","Declared non-disabled","2430","2390","36660","35570"
"New entrant CS","2022","London","SEO/HEO","Undeclared","180","170","36110","34710"
"New entrant CS","2022","London","SEO/HEO","Unknown","2100","2000","35120","34500"
"New entrant CS","2022","London","Unknown","Declared disabled","170","160","34890","33700"
"New entrant CS","2022","London","Unknown","Declared non-disabled","540","520","34540","31000"
"New entrant CS","2022","London","Unknown","Undeclared","60","50","35430","32040"
"New entrant CS","2022","London","Unknown","Unknown","320","290","33130","31100"
"New entrant CS","2022","North East (England)","AA/AO","Declared disabled","130","130","21250","21260"
"New entrant CS","2022","North East (England)","AA/AO","Declared non-disabled","1230","1190","21430","21260"
"New entrant CS","2022","North East (England)","AA/AO","Undeclared","60","50","21470","21260"
"New entrant CS","2022","North East (England)","AA/AO","Unknown","630","610","21540","21260"
"New entrant CS","2022","North East (England)","EO","Declared disabled","70","60","26550","26590"
"New entrant CS","2022","North East (England)","EO","Declared non-disabled","550","540","26800","27570"
"New entrant CS","2022","North East (England)","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","EO","Unknown","290","280","26240","26590"
"New entrant CS","2022","North East (England)","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","G6/G7","Declared non-disabled","100","100","52750","50210"
"New entrant CS","2022","North East (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","G6/G7","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","North East (England)","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","SEO/HEO","Declared non-disabled","320","310","33730","33080"
"New entrant CS","2022","North East (England)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","SEO/HEO","Unknown","190","190","33350","33080"
"New entrant CS","2022","North East (England)","Unknown","Declared disabled","70","70","28520","28200"
"New entrant CS","2022","North East (England)","Unknown","Declared non-disabled","300","290","27890","24800"
"New entrant CS","2022","North East (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Unknown","Unknown","130","120","28440","28200"
"New entrant CS","2022","North West (England)","AA/AO","Declared disabled","260","260","21280","21260"
"New entrant CS","2022","North West (England)","AA/AO","Declared non-disabled","2120","2050","21370","21260"
"New entrant CS","2022","North West (England)","AA/AO","Undeclared","100","100","21310","21260"
"New entrant CS","2022","North West (England)","AA/AO","Unknown","1180","1140","21380","21250"
"New entrant CS","2022","North West (England)","EO","Declared disabled","150","140","26850","27570"
"New entrant CS","2022","North West (England)","EO","Declared non-disabled","1080","1070","26800","27570"
"New entrant CS","2022","North West (England)","EO","Undeclared","50","50","26490","26880"
"New entrant CS","2022","North West (England)","EO","Unknown","830","810","26550","26590"
"New entrant CS","2022","North West (England)","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","G6/G7","Declared non-disabled","190","190","54960","52080"
"New entrant CS","2022","North West (England)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","G6/G7","Unknown","150","150","57490","55250"
"New entrant CS","2022","North West (England)","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","SCS","Unknown","[c]","[c]","[c]","[c]"
