"Status","Year","Parent_department","Region_ITL1","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Department for Work and Pensions","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","London","EO","90","90","30920","31060"
"Leaver Dept.","2021","Department for Work and Pensions","London","G6/G7","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","London","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","London","SEO/HEO","60","60","38090","36650"
"Leaver Dept.","2021","Department for Work and Pensions","North East (England)","AA/AO","80","70","20950","21010"
"Leaver Dept.","2021","Department for Work and Pensions","North East (England)","EO","70","70","27460","27570"
"Leaver Dept.","2021","Department for Work and Pensions","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","North East (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","North East (England)","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","North West (England)","AA/AO","60","50","21050","21010"
"Leaver Dept.","2021","Department for Work and Pensions","North West (England)","EO","130","120","27430","27570"
"Leaver Dept.","2021","Department for Work and Pensions","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","North West (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","North West (England)","SEO/HEO","50","50","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Scotland","AA/AO","50","50","20550","21010"
"Leaver Dept.","2021","Department for Work and Pensions","Scotland","EO","80","70","27420","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","South East (England)","EO","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","South West (England)","EO","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Wales","EO","50","50","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","West Midlands (England)","AA/AO","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","West Midlands (England)","EO","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Yorkshire and The Humber","EO","70","60","27450","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Yorkshire and The Humber","SEO/HEO","70","60","35020","35310"
"Leaver Dept.","2021","Department of Health and Social Care","East of England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","London","G6/G7","70","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","London","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","London","SEO/HEO","70","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","London","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","London","G6/G7","80","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","London","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","London","SEO/HEO","120","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Overseas","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","East of England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","London","AA/AO","40","40","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","London","EO","50","50","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","London","G6/G7","110","110","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","London","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","London","SEO/HEO","130","130","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","London","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","North East (England)","AA/AO","130","130","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","North East (England)","EO","50","50","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","North East (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","North East (England)","SEO/HEO","40","30","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","North West (England)","AA/AO","180","170","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","North West (England)","EO","60","60","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","North West (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","North West (England)","SEO/HEO","70","70","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Scotland","AA/AO","120","120","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Scotland","EO","50","50","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","South East (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Wales","AA/AO","70","70","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Wales","EO","30","30","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Wales","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","West Midlands (England)","AA/AO","60","50","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Yorkshire and The Humber","AA/AO","50","50","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Yorkshire and The Humber","EO","30","30","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
