"Status","Year","Sexual_orientation","Profession_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","LGBO","Commercial","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Communications","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Corporate Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Corporate Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Corporate Finance","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Corporate Finance","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Counter Fraud","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Counter Fraud","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Counter Fraud","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Counter Fraud","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Counter Fraud","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Counter Fraud","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Counter Fraud","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Digital, Data and Technology","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Economics","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Economics","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Economics","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Economics","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Economics","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Economics","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Economics","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Economics","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Economics","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Economics","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Economics","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Economics","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Economics","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Economics","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Economics","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Economics","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Economics","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Economics","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Economics","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Economics","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Finance","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Geography","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Geography","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Geography","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Government Legal Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","UK Health Security Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Human Resources","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Inspector of Education and Training","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Inspector of Education and Training","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Intelligence Analysis","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Intelligence Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Intelligence Analysis","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Intelligence Analysis","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Intelligence Analysis","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Internal Audit","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Internal Audit","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Internal Audit","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Internal Audit","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Internal Audit","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","International Trade","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Knowledge and Information Management","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Knowledge and Information Management","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Knowledge and Information Management","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Knowledge and Information Management","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Knowledge and Information Management","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Knowledge and Information Management","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Knowledge and Information Management","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Knowledge and Information Management","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
