"Status","Year","Parent_department","Sexual_orientation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Cabinet Office","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office","Unknown","Female","160","150","50450","40600"
"Leaver CS","2022","Cabinet Office","Unknown","Male","200","200","52970","49700"
"Leaver CS","2022","Chancellor's other departments","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Chancellor's other departments","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Charity Commission","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Heterosexual / straight","Female","50","40","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Heterosexual / straight","Male","30","30","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Competition and Markets Authority","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","Female","210","190","36730","33640"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","Male","240","230","43840","40050"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","LGBO","Male","30","30","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","Female","40","40","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","Male","50","50","40730","39910"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Female","100","80","29690","25450"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Male","140","120","33370","30660"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Female","60","50","40150","34170"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","Male","50","50","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Heterosexual / straight","Female","150","140","43650","36780"
"Leaver CS","2022","Department for Education","Heterosexual / straight","Male","140","130","42960","37100"
"Leaver CS","2022","Department for Education","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education","Unknown","Female","70","60","33990","28500"
"Leaver CS","2022","Department for Education","Unknown","Male","50","50","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Female","290","270","28380","24920"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Heterosexual / straight","Male","240","230","32040","26320"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","LGBO","Female","40","40","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Undeclared","Female","40","40","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Female","140","130","26450","24370"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Unknown","Male","150","140","28800","24920"
"Leaver CS","2022","Department for International Trade","Heterosexual / straight","Female","40","40","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Heterosexual / straight","Male","60","60","[c]","[c]"
"Leaver CS","2022","Department for International Trade","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Unknown","Female","50","40","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Unknown","Male","50","50","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Heterosexual / straight","Female","70","70","43700","39720"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Heterosexual / straight","Male","90","90","45880","41020"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Heterosexual / straight","Female","280","240","30980","26350"
"Leaver CS","2022","Department for Transport","Heterosexual / straight","Male","380","350","35750","29730"
"Leaver CS","2022","Department for Transport","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Undeclared","Female","100","70","25850","21840"
"Leaver CS","2022","Department for Transport","Undeclared","Male","110","100","31290","26780"
"Leaver CS","2022","Department for Transport","Unknown","Female","140","130","27220","21840"
"Leaver CS","2022","Department for Transport","Unknown","Male","220","210","28700","26130"
"Leaver CS","2022","Department for Work and Pensions","Heterosexual / straight","Female","3560","3050","27090","27570"
"Leaver CS","2022","Department for Work and Pensions","Heterosexual / straight","Male","2220","2090","27830","27570"
"Leaver CS","2022","Department for Work and Pensions","LGBO","Female","230","210","26620","27570"
"Leaver CS","2022","Department for Work and Pensions","LGBO","Male","260","250","27080","27570"
"Leaver CS","2022","Department for Work and Pensions","Undeclared","Female","410","320","27310","27570"
"Leaver CS","2022","Department for Work and Pensions","Undeclared","Male","230","200","29410","27570"
"Leaver CS","2022","Department for Work and Pensions","Unknown","Female","1260","1030","25960","26120"
"Leaver CS","2022","Department for Work and Pensions","Unknown","Male","700","640","28790","27570"
"Leaver CS","2022","Department of Health and Social Care","Heterosexual / straight","Female","1360","1130","40800","37190"
"Leaver CS","2022","Department of Health and Social Care","Heterosexual / straight","Male","510","420","43090","36330"
"Leaver CS","2022","Department of Health and Social Care","LGBO","Female","80","60","35240","28590"
"Leaver CS","2022","Department of Health and Social Care","LGBO","Male","50","50","41300","32330"
"Leaver CS","2022","Department of Health and Social Care","Undeclared","Female","450","190","41350","36330"
"Leaver CS","2022","Department of Health and Social Care","Undeclared","Male","280","110","45900","40070"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Female","320","290","47450","40650"
"Leaver CS","2022","Department of Health and Social Care","Unknown","Male","160","150","55440","49530"
"Leaver CS","2022","Estyn","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Heterosexual / straight","Male","40","40","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Heterosexual / straight","Female","60","50","44830","35930"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Heterosexual / straight","Male","80","80","48020","41480"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Unknown","Female","110","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Unknown","Male","150","30","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Heterosexual / straight","Female","130","100","33000","27130"
"Leaver CS","2022","HM Land Registry","Heterosexual / straight","Male","100","90","34850","33840"
"Leaver CS","2022","HM Land Registry","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Unknown","Female","80","70","29340","27130"
"Leaver CS","2022","HM Land Registry","Unknown","Male","60","50","33600","33840"
"Leaver CS","2022","HM Revenue and Customs","Heterosexual / straight","Female","140","110","29280","25750"
"Leaver CS","2022","HM Revenue and Customs","Heterosexual / straight","Male","100","80","34580","28920"
"Leaver CS","2022","HM Revenue and Customs","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","Female","2600","2090","25870","22080"
"Leaver CS","2022","HM Revenue and Customs","Unknown","Male","2070","1860","32300","26030"
"Leaver CS","2022","HM Treasury","Heterosexual / straight","Female","80","80","[c]","[c]"
"Leaver CS","2022","HM Treasury","Heterosexual / straight","Male","90","90","[c]","[c]"
"Leaver CS","2022","HM Treasury","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Heterosexual / straight","Female","730","600","30900","25630"
"Leaver CS","2022","Home Office","Heterosexual / straight","Male","710","610","33060","27370"
"Leaver CS","2022","Home Office","LGBO","Female","30","30","[c]","[c]"
"Leaver CS","2022","Home Office","LGBO","Male","40","40","[c]","[c]"
"Leaver CS","2022","Home Office","Undeclared","Female","130","100","30810","27370"
"Leaver CS","2022","Home Office","Undeclared","Male","130","110","35140","30810"
"Leaver CS","2022","Home Office","Unknown","Female","140","140","28480","25630"
"Leaver CS","2022","Home Office","Unknown","Male","180","170","32740","28650"
"Leaver CS","2022","Ministry of Defence","Heterosexual / straight","Female","1260","1150","30300","26670"
"Leaver CS","2022","Ministry of Defence","Heterosexual / straight","Male","2100","2020","33710","31530"
"Leaver CS","2022","Ministry of Defence","LGBO","Female","50","50","28740","26350"
"Leaver CS","2022","Ministry of Defence","LGBO","Male","70","70","33500","29890"
"Leaver CS","2022","Ministry of Defence","Undeclared","Female","200","180","30690","26720"
"Leaver CS","2022","Ministry of Defence","Undeclared","Male","380","360","36030","35300"
"Leaver CS","2022","Ministry of Defence","Unknown","Female","290","270","30730","26670"
"Leaver CS","2022","Ministry of Defence","Unknown","Male","690","680","33070","30780"
"Leaver CS","2022","Ministry of Justice","Heterosexual / straight","Female","3060","2730","26790","21210"
"Leaver CS","2022","Ministry of Justice","Heterosexual / straight","Male","2770","2620","30130","22740"
