"Status","Year","Profession_of_post","Parent_department","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Statistics","Welsh Government","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Welsh Government","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","HM Revenue and Customs","Angus and Dundee City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","HM Revenue and Customs","Belfast","130","120","21830","20140"
"New entrant CS","2021","Tax","HM Revenue and Customs","Birmingham","200","200","21500","20140"
"New entrant CS","2021","Tax","HM Revenue and Customs","Bradford","60","60","20140","20140"
"New entrant CS","2021","Tax","HM Revenue and Customs","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","HM Revenue and Customs","Cardiff and Vale of Glamorgan","240","230","21660","20140"
"New entrant CS","2021","Tax","HM Revenue and Customs","City of Edinburgh","350","340","20940","20140"
"New entrant CS","2021","Tax","HM Revenue and Customs","Croydon","80","80","30790","29570"
"New entrant CS","2021","Tax","HM Revenue and Customs","Durham CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","HM Revenue and Customs","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","HM Revenue and Customs","Greater Manchester South West","390","390","22900","20140"
"New entrant CS","2021","Tax","HM Revenue and Customs","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","HM Revenue and Customs","Leeds","280","280","22590","20140"
"New entrant CS","2021","Tax","HM Revenue and Customs","Leicester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","HM Revenue and Customs","Liverpool","160","160","20520","20140"
"New entrant CS","2021","Tax","HM Revenue and Customs","Manchester","50","40","[c]","[c]"
"New entrant CS","2021","Tax","HM Revenue and Customs","Mid Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","HM Revenue and Customs","North Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","HM Revenue and Customs","Nottingham","170","160","26300","25560"
"New entrant CS","2021","Tax","HM Revenue and Customs","Portsmouth","80","80","20140","20140"
"New entrant CS","2021","Tax","HM Revenue and Customs","Sefton","70","60","21100","20140"
"New entrant CS","2021","Tax","HM Revenue and Customs","South Lanarkshire","100","100","20140","20140"
"New entrant CS","2021","Tax","HM Revenue and Customs","Sunderland","140","130","21390","20140"
"New entrant CS","2021","Tax","HM Revenue and Customs","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","HM Revenue and Customs","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","HM Revenue and Customs","Tyneside","660","650","23150","20140"
"New entrant CS","2021","Tax","HM Revenue and Customs","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tax","HM Treasury","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Ards and North Down","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Blackpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Lambeth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Leeds","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Medway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Mid Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Milton Keynes","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","North Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","South Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Suffolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Tower Hamlets","160","160","43130","40600"
"New entrant CS","2021","Unknown","Cabinet Office","Tyneside","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","Unknown","210","210","36760","28000"
"New entrant CS","2021","Unknown","Cabinet Office","Westminster","1000","990","40480","28000"
"New entrant CS","2021","Unknown","Cabinet Office","Wiltshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office","York","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","Charity Commission","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Charity Commission","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs","West Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Transport","East Sussex CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Transport","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Transport","North Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Transport","Swansea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Transport","Westminster","50","50","38000","34710"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Aberdeen City and Aberdeenshire","50","50","27300","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Angus and Dundee City","70","70","22790","21010"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Barking & Dagenham and Havering","150","150","29930","31060"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Barnet","140","130","30270","31060"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Barnsley, Doncaster and Rotherham","150","150","24760","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Bath and North East Somerset, North Somerset and South Gloucestershire","120","120","27060","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Bedford","60","60","26820","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Berkshire","180","180","28490","29290"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Bexley and Greenwich","160","150","30370","31060"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Birmingham","220","220","26600","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Blackpool","680","670","22910","21010"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Bournemouth and Poole","80","70","26720","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Bradford","150","140","26010","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Brent","120","120","30250","31060"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Bridgend and Neath Port Talbot","50","50","23990","21010"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Brighton and Hove","100","100","26460","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Bristol, City of","120","120","26590","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Bromley","90","90","29370","31060"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Buckinghamshire CC","90","90","26750","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Calderdale and Kirklees","120","120","26750","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Cambridgeshire CC","90","90","27190","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Camden and City of London","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Cardiff and Vale of Glamorgan","110","110","24900","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Central Hampshire","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Central Valleys","80","80","24100","21010"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Cheshire East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Cheshire West and Chester","130","120","22430","21010"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","City of Edinburgh","100","100","27170","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Clackmannanshire and Fife","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Cornwall and Isles of Scilly","130","130","25360","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Coventry","110","110","26810","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Croydon","90","90","29210","31060"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Derby","100","100","25330","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Devon CC","240","220","24110","21010"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Dorset CC","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Dudley","100","90","24990","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Durham CC","90","80","21620","21010"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Ealing","150","150","30530","31060"
"New entrant CS","2021","Unknown","Department for Work and Pensions","East Ayrshire and North Ayrshire mainland","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","East Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","East Derbyshire","50","50","26820","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","East Kent","230","220","27130","29290"
"New entrant CS","2021","Unknown","Department for Work and Pensions","East Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","East Merseyside","120","120","26520","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","East Riding of Yorkshire","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","East Surrey","70","60","28340","29290"
"New entrant CS","2021","Unknown","Department for Work and Pensions","East Sussex CC","230","220","24130","21010"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Enfield","130","120","30450","31060"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Essex Haven Gateway","70","70","28140","29290"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Essex Thames Gateway","120","120","27500","29290"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Falkirk","120","110","21820","21010"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Flintshire and Wrexham","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Glasgow City","240","240","23790","21010"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Gloucestershire","90","90","26850","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Greater Manchester North East","220","220","26750","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Greater Manchester North West","150","150","23890","21010"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Greater Manchester South East","170","160","22910","21010"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Greater Manchester South West","100","100","25160","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Gwent Valleys","60","60","25930","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Gwynedd","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Hackney and Newham","300","290","29980","31060"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Haringey and Islington","210","210","30170","31060"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Harrow and Hillingdon","200","200","30680","31060"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Hartlepool and Stockton-on-Tees","70","60","23780","21010"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Heart of Essex","70","70","29140","29290"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Herefordshire, County of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Hertfordshire","260","250","28050","29290"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Hounslow and Richmond upon Thames","120","110","30240","31060"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Inverness and Nairn and Moray, Badenoch and Strathspey","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Isle of Anglesey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Isle of Wight","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Kensington & Chelsea and Hammersmith & Fulham","110","110","30240","31060"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Kent Thames Gateway","110","110","28370","29290"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Kingston upon Hull, City of","60","60","27040","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Lambeth","190","190","29730","31060"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Lancaster and Wyre","110","100","22820","21010"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Leeds","630","620","27420","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Leicester","240","230","24610","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Lewisham and Southwark","190","190","29890","31060"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Lincolnshire","70","70","27190","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Luton","80","80","25840","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Manchester","340","340","32790","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Medway","70","70","29060","29290"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Merton, Kingston upon Thames and Sutton","160","150","30260","31060"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Mid Kent","80","80","28790","29290"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Mid Lancashire","100","90","23080","21010"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Milton Keynes","70","70","25650","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Monmouthshire and Newport","100","100","26460","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","North and North East Lincolnshire","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","North and West Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","North Hampshire","70","70","25690","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","North Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","North Northamptonshire","100","100","27470","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","North Nottinghamshire","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","North Yorkshire CC","60","50","26970","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Northumberland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Norwich and East Norfolk","60","60","26790","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Nottingham","130","130","25880","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Orkney Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Oxfordshire","90","90","25920","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Perth and Kinross and Stirling","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Peterborough","70","60","27070","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Plymouth","50","50","26150","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Portsmouth","100","90","27020","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Powys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Redbridge and Waltham Forest","250","250","29390","31060"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Sandwell","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Scottish Borders","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Sefton","70","70","26000","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Sheffield","320","310","25390","21010"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Shetland Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Shropshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Solihull","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Somerset","80","80","24780","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","South and West Derbyshire","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","South Ayrshire","70","70","27170","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","South Hampshire","70","70","26440","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","South Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","South Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","South Teesside","70","70","21990","21010"
"New entrant CS","2021","Unknown","Department for Work and Pensions","South West Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Southampton","60","60","26190","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Southend-on-Sea","80","80","27540","29290"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Staffordshire CC","130","130","25940","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Stoke-on-Trent","90","90","27080","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Suffolk","190","190","26160","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Sunderland","150","150","26770","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Swansea","90","80","25120","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Swindon","60","60","26170","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Telford and Wrekin","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Thurrock","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Torbay","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Tower Hamlets","100","100","30240","31060"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Tyneside","1000","990","24100","21010"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Unknown","320","310","28900","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Wakefield","70","70","26860","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Walsall","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Wandsworth","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Warrington","130","120","27510","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Warwickshire","60","60","25040","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","West Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","West Essex","60","60","28620","29290"
"New entrant CS","2021","Unknown","Department for Work and Pensions","West Kent","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions","West Lothian","60","50","22870","21010"
"New entrant CS","2021","Unknown","Department for Work and Pensions","West Northamptonshire","50","50","27430","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","West Surrey","120","110","28890","29290"
"New entrant CS","2021","Unknown","Department for Work and Pensions","West Sussex (North East)","110","110","26690","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","West Sussex (South West)","90","80","26650","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Westminster","320","310","35190","31060"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Wiltshire","100","100","25450","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Wirral","70","70","22870","21010"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Wolverhampton","60","50","24820","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","Worcestershire","60","60","26300","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions","York","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care","Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care","Tower Hamlets","90","90","39150","32640"
"New entrant CS","2021","Unknown","Department of Health and Social Care","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs","Bradford","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs","Bristol, City of","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs","Cardiff and Vale of Glamorgan","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs","City of Edinburgh","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs","Croydon","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs","Dudley","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs","Durham CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs","Greater Manchester South West","60","60","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs","Leeds","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs","Leicester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs","Mid Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs","North Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs","South Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs","Southend-on-Sea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs","Sunderland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs","Tower Hamlets","[c]","[c]","[c]","[c]"
