"Status","Year","Ethnicity","Age","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Mixed","50-59","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","50-59","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","50-59","Scotland","60","60","39430","31870"
"In post","2021","Mixed","50-59","South East (England)","160","150","32850","29290"
"In post","2021","Mixed","50-59","South West (England)","110","110","38640","36140"
"In post","2021","Mixed","50-59","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","50-59","Wales","70","70","33390","28530"
"In post","2021","Mixed","50-59","West Midlands (England)","90","90","29860","27570"
"In post","2021","Mixed","50-59","Yorkshire and The Humber","100","90","33970","27570"
"In post","2021","Mixed","60-64","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","60-64","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","60-64","London","120","110","37780","32090"
"In post","2021","Mixed","60-64","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","60-64","North West (England)","40","30","[c]","[c]"
"In post","2021","Mixed","60-64","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","60-64","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","60-64","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","60-64","South East (England)","40","40","[c]","[c]"
"In post","2021","Mixed","60-64","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","60-64","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","60-64","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","60-64","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","65+","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","65+","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","65+","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","65+","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","65+","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","65+","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","65+","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","65+","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","65+","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","65+","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","65+","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","65+","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","65+","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","16-19","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","16-19","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","16-19","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","16-19","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","16-19","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","16-19","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","16-19","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","16-19","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","16-19","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","16-19","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","16-19","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","16-19","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","20-29","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","20-29","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","20-29","London","270","270","35290","32950"
"In post","2021","Other ethnicity","20-29","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","20-29","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","20-29","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","20-29","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","20-29","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","20-29","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","20-29","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","20-29","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","20-29","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","20-29","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","30-39","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","30-39","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","30-39","London","320","300","43070","38690"
"In post","2021","Other ethnicity","30-39","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","30-39","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","30-39","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","30-39","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","30-39","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","30-39","South East (England)","50","40","[c]","[c]"
"In post","2021","Other ethnicity","30-39","South West (England)","60","50","30740","28120"
"In post","2021","Other ethnicity","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","30-39","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","30-39","West Midlands (England)","30","30","[c]","[c]"
"In post","2021","Other ethnicity","30-39","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","40-49","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","40-49","East of England","30","30","[c]","[c]"
"In post","2021","Other ethnicity","40-49","London","290","270","44100","37210"
"In post","2021","Other ethnicity","40-49","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","40-49","North West (England)","50","50","30420","27570"
"In post","2021","Other ethnicity","40-49","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","40-49","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","40-49","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","40-49","South East (England)","60","60","31770","27570"
"In post","2021","Other ethnicity","40-49","South West (England)","50","50","34790","31830"
"In post","2021","Other ethnicity","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","40-49","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","40-49","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","Other ethnicity","40-49","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","50-59","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","50-59","East of England","40","40","[c]","[c]"
"In post","2021","Other ethnicity","50-59","London","280","260","43670","35200"
"In post","2021","Other ethnicity","50-59","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","50-59","North West (England)","50","50","32700","27570"
"In post","2021","Other ethnicity","50-59","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","50-59","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","50-59","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","50-59","South East (England)","60","60","32330","31530"
"In post","2021","Other ethnicity","50-59","South West (England)","30","30","[c]","[c]"
"In post","2021","Other ethnicity","50-59","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","50-59","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","50-59","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","Other ethnicity","50-59","Yorkshire and The Humber","40","30","[c]","[c]"
"In post","2021","Other ethnicity","60-64","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","60-64","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","60-64","London","90","70","43170","32520"
"In post","2021","Other ethnicity","60-64","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","60-64","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","60-64","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","60-64","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","60-64","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","60-64","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","60-64","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","60-64","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","60-64","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","60-64","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","65+","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","65+","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","65+","London","30","30","[c]","[c]"
"In post","2021","Other ethnicity","65+","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","65+","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","65+","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","65+","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","65+","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","65+","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","65+","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","65+","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","65+","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","65+","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","16-19","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","16-19","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","16-19","London","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","16-19","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","16-19","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","16-19","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","16-19","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","20-29","East Midlands (England)","50","50","[c]","[c]"
"In post","2021","Undeclared","20-29","East of England","40","40","[c]","[c]"
"In post","2021","Undeclared","20-29","London","500","490","37000","34320"
"In post","2021","Undeclared","20-29","North East (England)","40","40","[c]","[c]"
"In post","2021","Undeclared","20-29","North West (England)","110","110","26940","27000"
"In post","2021","Undeclared","20-29","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","20-29","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","20-29","Scotland","90","90","27960","26160"
"In post","2021","Undeclared","20-29","South East (England)","140","130","28900","27570"
"In post","2021","Undeclared","20-29","South West (England)","210","210","29440","28650"
"In post","2021","Undeclared","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","20-29","Wales","100","100","26780","26290"
"In post","2021","Undeclared","20-29","West Midlands (England)","90","80","25880","25830"
"In post","2021","Undeclared","20-29","Yorkshire and The Humber","90","90","27030","25560"
"In post","2021","Undeclared","30-39","East Midlands (England)","130","120","28400","26990"
"In post","2021","Undeclared","30-39","East of England","160","150","31820","30400"
"In post","2021","Undeclared","30-39","London","940","910","45590","42590"
"In post","2021","Undeclared","30-39","North East (England)","150","140","28590","25560"
"In post","2021","Undeclared","30-39","North West (England)","310","300","29880","27570"
"In post","2021","Undeclared","30-39","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","30-39","Overseas","40","40","[c]","[c]"
"In post","2021","Undeclared","30-39","Scotland","280","270","32350","29080"
"In post","2021","Undeclared","30-39","South East (England)","340","320","33910","32100"
