"Status","Year","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Commercial","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Defence","160","150","32620","27500"
"New entrant CS","2021","Commercial","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Other Cabinet Office Agencies","60","60","32510","30500"
"New entrant CS","2021","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Department for Education","70","70","29870","28500"
"New entrant CS","2021","Communications","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"New entrant CS","2021","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Department for Transport","40","40","[c]","[c]"
"New entrant CS","2021","Communications","Department of Health and Social Care","80","80","39500","32330"
"New entrant CS","2021","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Ministry of Defence","30","30","[c]","[c]"
"New entrant CS","2021","Communications","Ministry of Housing, Communities and Local Government","30","30","[c]","[c]"
"New entrant CS","2021","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy","110","110","36340","32640"
"New entrant CS","2021","Digital, Data and Technology","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Department for Education","110","110","39800","36500"
"New entrant CS","2021","Digital, Data and Technology","Department for Environment, Food and Rural Affairs","140","140","39630","35900"
"New entrant CS","2021","Digital, Data and Technology","Department for International Trade","50","50","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Department for Transport","140","140","37740","32010"
"New entrant CS","2021","Digital, Data and Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Department of Health and Social Care","60","60","39790","32790"
"New entrant CS","2021","Digital, Data and Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","HM Land Registry","100","100","31780","27130"
"New entrant CS","2021","Digital, Data and Technology","HM Revenue and Customs","230","220","37010","31810"
"New entrant CS","2021","Digital, Data and Technology","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Home Office","170","170","50770","48210"
"New entrant CS","2021","Digital, Data and Technology","Ministry of Defence","130","130","35150","33000"
"New entrant CS","2021","Digital, Data and Technology","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Ministry of Justice","210","200","49790","52850"
"New entrant CS","2021","Digital, Data and Technology","National Crime Agency","70","70","36230","32260"
"New entrant CS","2021","Digital, Data and Technology","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Office of Gas and Electricity Markets","30","30","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Other Cabinet Office Agencies","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","United Kingdom Statistics Authority","130","130","37420","36030"
"New entrant CS","2021","Digital, Data and Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"New entrant CS","2021","Economics","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"New entrant CS","2021","Economics","Department for International Trade","50","50","30150","31800"
"New entrant CS","2021","Economics","Department for Transport","50","50","[c]","[c]"
"New entrant CS","2021","Economics","Department of Health and Social Care","30","30","[c]","[c]"
"New entrant CS","2021","Economics","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","HM Treasury","60","60","29760","28500"
"New entrant CS","2021","Economics","Home Office","30","30","[c]","[c]"
"New entrant CS","2021","Economics","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","United Kingdom Statistics Authority","50","50","26260","23050"
"New entrant CS","2021","Economics","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Education","50","50","34900","31150"
"New entrant CS","2021","Finance","Department for Environment, Food and Rural Affairs","50","50","[c]","[c]"
"New entrant CS","2021","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department for Transport","40","40","[c]","[c]"
"New entrant CS","2021","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Department of Health and Social Care","150","150","36850","32790"
"New entrant CS","2021","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","HM Revenue and Customs","40","40","[c]","[c]"
"New entrant CS","2021","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Defence","180","180","30700","26350"
"New entrant CS","2021","Finance","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Education","30","30","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Transport","30","30","[c]","[c]"
"New entrant CS","2021","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Department of Health and Social Care","90","90","32160","27270"
"New entrant CS","2021","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Revenue and Customs","40","40","[c]","[c]"
"New entrant CS","2021","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Home Office","40","40","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Defence","160","150","28770","20920"
"New entrant CS","2021","Human Resources","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","National Crime Agency","30","30","[c]","[c]"
"New entrant CS","2021","Human Resources","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Office for Standards in Education","90","90","63580","70500"
"New entrant CS","2021","Intelligence Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Department of Health and Social Care","70","60","51160","53360"
"New entrant CS","2021","Intelligence Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Home Office","40","40","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Ministry of Defence","40","40","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Department for International Trade","140","140","33280","31800"
"New entrant CS","2021","International Trade","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Department of Health and Social Care","40","40","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Ministry of Defence","70","70","29550","28000"
"New entrant CS","2021","Knowledge and Information Management","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Attorney General's Departments","530","520","45710","48080"
"New entrant CS","2021","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","HM Revenue and Customs","90","80","34220","25560"
"New entrant CS","2021","Legal","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Ministry of Justice","150","150","29340","26550"
"New entrant CS","2021","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Scottish Government","40","40","[c]","[c]"
"New entrant CS","2021","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Department of Health and Social Care","100","70","75100","82100"
"New entrant CS","2021","Medicine","Ministry of Defence","290","240","43940","36370"
"New entrant CS","2021","Medicine","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Attorney General's Departments","350","350","21520","20120"
"New entrant CS","2021","Operational Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Department for Business, Energy and Industrial Strategy","550","540","26100","23560"
"New entrant CS","2021","Operational Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Department for Education","140","140","33290","29360"
"New entrant CS","2021","Operational Delivery","Department for Environment, Food and Rural Affairs","480","460","24440","23680"
"New entrant CS","2021","Operational Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Department for Transport","560","520","24000","21590"
"New entrant CS","2021","Operational Delivery","Department for Work and Pensions","120","110","34540","31660"
"New entrant CS","2021","Operational Delivery","Department of Health and Social Care","1320","1150","32940","28590"
"New entrant CS","2021","Operational Delivery","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","HM Land Registry","520","510","22820","22350"
"New entrant CS","2021","Operational Delivery","HM Revenue and Customs","570","560","22260","20140"
"New entrant CS","2021","Operational Delivery","HM Treasury","40","40","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Home Office","1140","1120","24960","24880"
"New entrant CS","2021","Operational Delivery","Ministry of Defence","130","130","27310","21920"
"New entrant CS","2021","Operational Delivery","Ministry of Housing, Communities and Local Government","90","90","27750","26050"
"New entrant CS","2021","Operational Delivery","Ministry of Justice","7960","7710","23520","22850"
"New entrant CS","2021","Operational Delivery","National Crime Agency","890","880","33510","32770"
"New entrant CS","2021","Operational Delivery","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Other Cabinet Office Agencies","60","60","35270","27770"
"New entrant CS","2021","Operational Delivery","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Scottish Government","400","390","21930","20810"
"New entrant CS","2021","Operational Delivery","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","UK Export Finance","60","60","47340","44080"
"New entrant CS","2021","Operational Delivery","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","United Kingdom Statistics Authority","440","410","28340","29540"
"New entrant CS","2021","Operational Delivery","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Delivery","Welsh Government","70","60","23130","20500"
"New entrant CS","2021","Operational Research","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Attorney General's Departments","60","60","27360","26950"
"New entrant CS","2021","Other","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Chancellor's other departments","40","40","[c]","[c]"
"New entrant CS","2021","Other","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Department for Transport","70","70","34390","29970"
"New entrant CS","2021","Other","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Home Office","340","330","33470","28650"
"New entrant CS","2021","Other","Ministry of Defence","960","940","24700","20920"
"New entrant CS","2021","Other","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Office of Gas and Electricity Markets","200","200","29620","25000"
"New entrant CS","2021","Other","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Scottish Government","50","50","[c]","[c]"
"New entrant CS","2021","Other","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Department for Business, Energy and Industrial Strategy","550","540","38060","33570"
"New entrant CS","2021","Policy","Department for Digital, Culture, Media and Sport","250","250","37600","34020"
"New entrant CS","2021","Policy","Department for Education","280","270","36520","32940"
