"Status","Year","Region_ITL3","Parent_department","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Berkshire","Ministry of Defence","AA/AO","660","650","30000","27680"
"In post","2021","Berkshire","Ministry of Defence","EO","130","130","37730","43770"
"In post","2021","Berkshire","Ministry of Defence","G6/G7","30","30","[c]","[c]"
"In post","2021","Berkshire","Ministry of Defence","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Ministry of Defence","SEO/HEO","150","140","42310","40580"
"In post","2021","Berkshire","Ministry of Defence","Unknown","50","50","[c]","[c]"
"In post","2021","Berkshire","Ministry of Justice","AA/AO","70","60","21100","22080"
"In post","2021","Berkshire","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Ministry of Justice","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Ministry of Justice","Unknown","140","140","28340","24800"
"In post","2021","Berkshire","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","National Crime Agency","EO","70","70","36870","37560"
"In post","2021","Berkshire","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","National Crime Agency","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Bexley and Greenwich","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Department for Transport","EO","40","30","[c]","[c]"
"In post","2021","Bexley and Greenwich","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Department for Work and Pensions","AA/AO","40","40","[c]","[c]"
"In post","2021","Bexley and Greenwich","Department for Work and Pensions","EO","320","300","31150","31060"
"In post","2021","Bexley and Greenwich","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Ministry of Defence","AA/AO","40","30","[c]","[c]"
"In post","2021","Bexley and Greenwich","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Ministry of Defence","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Bexley and Greenwich","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Ministry of Justice","AA/AO","780","750","28960","30060"
"In post","2021","Bexley and Greenwich","Ministry of Justice","EO","170","160","33860","36140"
"In post","2021","Bexley and Greenwich","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Ministry of Justice","SEO/HEO","120","110","43290","41500"
"In post","2021","Bexley and Greenwich","Ministry of Justice","Unknown","110","100","33760","34100"
"In post","2021","Birmingham","Attorney General's Departments","AA/AO","110","100","21760","21950"
"In post","2021","Birmingham","Attorney General's Departments","EO","90","90","27130","28430"
"In post","2021","Birmingham","Attorney General's Departments","G6/G7","210","190","55630","55610"
"In post","2021","Birmingham","Attorney General's Departments","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Attorney General's Departments","SEO/HEO","70","70","35040","34480"
"In post","2021","Birmingham","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Cabinet Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for Business, Energy and Industrial Strategy","AA/AO","170","160","20570","20880"
"In post","2021","Birmingham","Department for Business, Energy and Industrial Strategy","EO","110","110","25340","24570"
"In post","2021","Birmingham","Department for Business, Energy and Industrial Strategy","G6/G7","80","80","55350","52930"
"In post","2021","Birmingham","Department for Business, Energy and Industrial Strategy","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for Business, Energy and Industrial Strategy","SEO/HEO","290","280","36660","36740"
"In post","2021","Birmingham","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for International Trade","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for Transport","EO","80","70","26140","26470"
"In post","2021","Birmingham","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for Transport","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for Transport","SEO/HEO","50","50","[c]","[c]"
"In post","2021","Birmingham","Department for Work and Pensions","AA/AO","550","460","20620","21010"
"In post","2021","Birmingham","Department for Work and Pensions","EO","1390","1250","27360","27570"
"In post","2021","Birmingham","Department for Work and Pensions","G6/G7","40","40","[c]","[c]"
"In post","2021","Birmingham","Department for Work and Pensions","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for Work and Pensions","SEO/HEO","260","250","35730","33360"
"In post","2021","Birmingham","Department of Health and Social Care","AA/AO","80","80","20310","19630"
"In post","2021","Birmingham","Department of Health and Social Care","EO","80","70","24180","23770"
"In post","2021","Birmingham","Department of Health and Social Care","G6/G7","90","90","55380","51200"
"In post","2021","Birmingham","Department of Health and Social Care","SCS","40","40","[c]","[c]"
"In post","2021","Birmingham","Department of Health and Social Care","SEO/HEO","160","140","35240","36330"
"In post","2021","Birmingham","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Food Standards Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Food Standards Agency","SEO/HEO","50","50","[c]","[c]"
"In post","2021","Birmingham","HM Revenue and Customs","AA/AO","770","700","20470","20140"
"In post","2021","Birmingham","HM Revenue and Customs","EO","740","680","25980","25560"
"In post","2021","Birmingham","HM Revenue and Customs","G6/G7","330","320","55650","52580"
"In post","2021","Birmingham","HM Revenue and Customs","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","HM Revenue and Customs","SEO/HEO","1130","1070","34080","31810"
"In post","2021","Birmingham","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","HM Treasury","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Home Office","EO","80","70","25410","24890"
"In post","2021","Birmingham","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Ministry of Defence","AA/AO","90","80","20360","20920"
"In post","2021","Birmingham","Ministry of Defence","EO","40","40","[c]","[c]"
"In post","2021","Birmingham","Ministry of Defence","G6/G7","40","40","[c]","[c]"
"In post","2021","Birmingham","Ministry of Defence","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Ministry of Defence","SEO/HEO","90","90","37930","40000"
"In post","2021","Birmingham","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Ministry of Housing, Communities and Local Government","G6/G7","40","40","[c]","[c]"
"In post","2021","Birmingham","Ministry of Housing, Communities and Local Government","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Ministry of Housing, Communities and Local Government","SEO/HEO","80","70","34200","32780"
"In post","2021","Birmingham","Ministry of Justice","AA/AO","1720","1580","21370","19930"
"In post","2021","Birmingham","Ministry of Justice","EO","440","430","23730","22570"
"In post","2021","Birmingham","Ministry of Justice","G6/G7","120","110","57290","55330"
"In post","2021","Birmingham","Ministry of Justice","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Ministry of Justice","SEO/HEO","420","410","32960","30990"
"In post","2021","Birmingham","Ministry of Justice","Unknown","440","400","30160","28200"
"In post","2021","Birmingham","National Crime Agency","AA/AO","30","30","[c]","[c]"
"In post","2021","Birmingham","National Crime Agency","EO","190","180","32770","32770"
"In post","2021","Birmingham","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","National Crime Agency","SEO/HEO","170","160","41830","40300"
"In post","2021","Birmingham","Office for Standards in Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Office for Standards in Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Office for Standards in Education","G6/G7","60","60","75310","75500"
"In post","2021","Birmingham","Office for Standards in Education","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Office for Standards in Education","SEO/HEO","70","60","46120","51360"
"In post","2021","Birmingham","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Other Cabinet Office Agencies","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Other Cabinet Office Agencies","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Other Cabinet Office Agencies","SEO/HEO","40","30","[c]","[c]"
"In post","2021","Birmingham","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Water Services Regulation Authority","G6/G7","40","30","[c]","[c]"
"In post","2021","Birmingham","Water Services Regulation Authority","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Water Services Regulation Authority","SEO/HEO","110","100","47300","46920"
"In post","2021","Blackburn with Darwen","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Department for Work and Pensions","AA/AO","110","90","20880","21010"
"In post","2021","Blackburn with Darwen","Department for Work and Pensions","EO","200","180","27500","27570"
"In post","2021","Blackburn with Darwen","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Department for Work and Pensions","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Department for Work and Pensions","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Blackburn with Darwen","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Ministry of Justice","AA/AO","30","30","[c]","[c]"
"In post","2021","Blackburn with Darwen","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Ministry of Justice","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Ministry of Justice","Unknown","70","60","28470","28200"
"In post","2021","Blackpool","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Cabinet Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Department for Work and Pensions","AA/AO","1710","1540","20870","21010"
"In post","2021","Blackpool","Department for Work and Pensions","EO","1840","1660","27460","27570"
"In post","2021","Blackpool","Department for Work and Pensions","G6/G7","370","350","55390","52680"
"In post","2021","Blackpool","Department for Work and Pensions","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Department for Work and Pensions","SEO/HEO","960","910","34330","33980"
"In post","2021","Blackpool","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","HM Treasury","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
