"Status","Year","Profession_of_post","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Communications","Wakefield","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wakefield","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wandsworth","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Warrington","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Warwickshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Kent","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Northamptonshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Surrey","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Sussex (North East)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Sussex (North East)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Sussex (South West)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Westminster","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Westminster","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Westminster","Communications","1510","1480","46170","42470"
"In post","2021","Communications","Westminster","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Westminster","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Westminster","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Westminster","No function","90","90","44070","40220"
"In post","2021","Communications","Westminster","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Westminster","Unknown","160","150","49750","44220"
"In post","2021","Communications","Wiltshire","Communications","50","50","32690","29600"
"In post","2021","Communications","Wiltshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wirral","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Worcestershire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Communications","York","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Birmingham","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Birmingham","No function","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Cardiff and Vale of Glamorgan","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Central Hampshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Central Hampshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Devon CC","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Glasgow City","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Lambeth","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Sefton","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","South Hampshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Suffolk","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Tower Hamlets","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Kent","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Westminster","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Westminster","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Westminster","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Westminster","No function","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Wiltshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Wiltshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Wiltshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Barking & Dagenham and Havering","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Barnsley, Doncaster and Rotherham","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Bedford","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Belfast","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Birmingham","Counter Fraud","70","70","37270","36720"
"In post","2021","Counter Fraud","Birmingham","No function","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Blackpool","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Bournemouth and Poole","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Bristol, City of","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cambridgeshire CC","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Cardiff and Vale of Glamorgan","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Central Valleys","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","City of Edinburgh","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Croydon","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Croydon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Derby","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Devon CC","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Durham CC","Unknown","30","30","[c]","[c]"
"In post","2021","Counter Fraud","East Ayrshire and North Ayrshire mainland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Merseyside","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Sussex CC","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Enfield","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Essex Haven Gateway","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Falkirk","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Glasgow City","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Glasgow City","No function","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Glasgow City","Unknown","60","60","25480","25040"
"In post","2021","Counter Fraud","Greater Manchester North East","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Greater Manchester North West","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Greater Manchester South West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Hackney and Newham","Counter Fraud","40","40","[c]","[c]"
"In post","2021","Counter Fraud","Harrow and Hillingdon","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Heart of Essex","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Hertfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Leeds","Counter Fraud","30","30","[c]","[c]"
"In post","2021","Counter Fraud","Leicester","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Lincolnshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Liverpool","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Liverpool","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Manchester","Counter Fraud","60","50","39650","39490"
"In post","2021","Counter Fraud","Merton, Kingston upon Thames and Sutton","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Monmouthshire and Newport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North Yorkshire CC","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Nottingham","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Oxfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Perth and Kinross and Stirling","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Peterborough","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Plymouth","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Sefton","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Sheffield","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South Hampshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South Nottinghamshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Southampton","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Southend-on-Sea","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Staffordshire CC","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Suffolk","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Swansea","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Swindon","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Tower Hamlets","No function","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Tyneside","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Sussex (South West)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Westminster","Counter Fraud","280","280","44820","40000"
"In post","2021","Counter Fraud","Westminster","No function","40","30","[c]","[c]"
"In post","2021","Counter Fraud","Westminster","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wirral","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","York","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Aberdeen City and Aberdeenshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Aberdeen City and Aberdeenshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Antrim and Newtownabbey","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Ards and North Down","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Barnet","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Digital, Data and Technology","Barnet","Unknown","130","130","45330","44730"
"In post","2021","Digital, Data and Technology","Barnsley, Doncaster and Rotherham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","Digital, Data & Technology","70","70","38170","36300"
"In post","2021","Digital, Data and Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","Project Delivery","260","250","43570","43970"
"In post","2021","Digital, Data and Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","Property","30","30","[c]","[c]"
"In post","2021","Digital, Data and Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Bedford","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Bedford","No function","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Belfast","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Belfast","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Berkshire","Digital, Data & Technology","110","100","40070","36460"
"In post","2021","Digital, Data and Technology","Bexley and Greenwich","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Birmingham","Digital, Data & Technology","230","220","41310","37590"
"In post","2021","Digital, Data and Technology","Birmingham","No function","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Birmingham","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Blackburn with Darwen","No function","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Bournemouth and Poole","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Bradford","Digital, Data & Technology","190","180","37590","31870"
"In post","2021","Digital, Data and Technology","Breckland and South Norfolk","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Bridgend and Neath Port Talbot","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Brighton and Hove","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Brighton and Hove","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Bristol, City of","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Bristol, City of","Digital, Data & Technology","310","300","41570","39660"
"In post","2021","Digital, Data and Technology","Bristol, City of","No function","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Buckinghamshire CC","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Calderdale and Kirklees","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data and Technology","Cambridgeshire CC","Digital, Data & Technology","30","30","[c]","[c]"
