"Status","Year","Responsibility_level","Age","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","EO","40-49","Office for Standards in Education","50","50","[c]","[c]"
"In post","2021","EO","40-49","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","EO","40-49","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","EO","40-49","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","EO","40-49","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","EO","40-49","Scottish Government","1090","1050","30390","29350"
"In post","2021","EO","40-49","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","EO","40-49","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","EO","40-49","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","EO","40-49","United Kingdom Statistics Authority","120","110","24100","23520"
"In post","2021","EO","40-49","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","EO","40-49","Welsh Government","240","230","28800","28850"
"In post","2021","EO","50-59","Attorney General's Departments","490","460","28750","28430"
"In post","2021","EO","50-59","Cabinet Office","120","120","27860","27500"
"In post","2021","EO","50-59","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","EO","50-59","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","EO","50-59","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","EO","50-59","Department for Business, Energy and Industrial Strategy","430","410","27040","26860"
"In post","2021","EO","50-59","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","EO","50-59","Department for Education","160","150","27150","26000"
"In post","2021","EO","50-59","Department for Environment, Food and Rural Affairs","470","450","26540","26320"
"In post","2021","EO","50-59","Department for International Trade","60","60","28570","29310"
"In post","2021","EO","50-59","Department for Transport","1340","1290","28180","26780"
"In post","2021","EO","50-59","Department for Work and Pensions","16680","15170","28070","27570"
"In post","2021","EO","50-59","Department of Health and Social Care","280","260","27390","27520"
"In post","2021","EO","50-59","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","EO","50-59","Food Standards Agency","190","190","27300","26750"
"In post","2021","EO","50-59","Foreign, Commonwealth and Development Office","260","250","30820","30630"
"In post","2021","EO","50-59","HM Land Registry","990","860","27410","27130"
"In post","2021","EO","50-59","HM Revenue and Customs","4160","3830","27230","27230"
"In post","2021","EO","50-59","HM Treasury","40","40","[c]","[c]"
"In post","2021","EO","50-59","Home Office","4070","3670","27610","27370"
"In post","2021","EO","50-59","Ministry of Defence","3410","3340","28000","26670"
"In post","2021","EO","50-59","Ministry of Housing, Communities and Local Government","90","90","29600","29100"
"In post","2021","EO","50-59","Ministry of Justice","3190","3070","28990","27380"
"In post","2021","EO","50-59","National Crime Agency","530","520","35160","35940"
"In post","2021","EO","50-59","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","EO","50-59","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","EO","50-59","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","EO","50-59","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","EO","50-59","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","EO","50-59","Other Cabinet Office Agencies","30","30","[c]","[c]"
"In post","2021","EO","50-59","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","EO","50-59","Scottish Government","1580","1510","31510","33650"
"In post","2021","EO","50-59","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","EO","50-59","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","EO","50-59","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","EO","50-59","United Kingdom Statistics Authority","170","150","24290","23520"
"In post","2021","EO","50-59","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","EO","50-59","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","EO","50-59","Welsh Government","250","240","28830","28850"
"In post","2021","EO","60-64","Attorney General's Departments","90","80","28600","28430"
"In post","2021","EO","60-64","Cabinet Office","30","30","[c]","[c]"
"In post","2021","EO","60-64","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","EO","60-64","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","EO","60-64","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","EO","60-64","Department for Business, Energy and Industrial Strategy","120","100","27360","27460"
"In post","2021","EO","60-64","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","EO","60-64","Department for Education","30","30","[c]","[c]"
"In post","2021","EO","60-64","Department for Environment, Food and Rural Affairs","170","150","26550","26330"
"In post","2021","EO","60-64","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","EO","60-64","Department for Transport","500","420","28210","26780"
"In post","2021","EO","60-64","Department for Work and Pensions","4630","3540","28040","27570"
"In post","2021","EO","60-64","Department of Health and Social Care","90","80","27570","27730"
"In post","2021","EO","60-64","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","EO","60-64","Food Standards Agency","80","70","27650","26750"
"In post","2021","EO","60-64","Foreign, Commonwealth and Development Office","60","60","30000","30340"
"In post","2021","EO","60-64","HM Land Registry","180","120","27390","27130"
"In post","2021","EO","60-64","HM Revenue and Customs","1350","1000","27790","28130"
"In post","2021","EO","60-64","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","EO","60-64","Home Office","860","640","28320","27370"
"In post","2021","EO","60-64","Ministry of Defence","1100","1020","27300","26730"
"In post","2021","EO","60-64","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","EO","60-64","Ministry of Justice","700","570","29020","27380"
"In post","2021","EO","60-64","National Crime Agency","110","100","35260","36150"
"In post","2021","EO","60-64","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","EO","60-64","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","EO","60-64","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","EO","60-64","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","EO","60-64","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","EO","60-64","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","EO","60-64","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","EO","60-64","Scottish Government","360","270","31230","33190"
"In post","2021","EO","60-64","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","EO","60-64","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","EO","60-64","United Kingdom Statistics Authority","50","40","24850","24240"
"In post","2021","EO","60-64","Welsh Government","70","60","28990","28850"
"In post","2021","EO","65+","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","EO","65+","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","EO","65+","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"In post","2021","EO","65+","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","EO","65+","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","EO","65+","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"In post","2021","EO","65+","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","EO","65+","Department for Transport","210","150","27910","26780"
"In post","2021","EO","65+","Department for Work and Pensions","1210","840","28140","27570"
"In post","2021","EO","65+","Department of Health and Social Care","40","30","[c]","[c]"
"In post","2021","EO","65+","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","65+","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","EO","65+","HM Land Registry","50","30","28000","27130"
"In post","2021","EO","65+","HM Revenue and Customs","370","250","28360","28130"
"In post","2021","EO","65+","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","EO","65+","Home Office","270","180","28930","28810"
"In post","2021","EO","65+","Ministry of Defence","410","360","27140","26930"
"In post","2021","EO","65+","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","EO","65+","Ministry of Justice","160","120","27870","27380"
"In post","2021","EO","65+","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","EO","65+","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","EO","65+","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","EO","65+","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","EO","65+","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","EO","65+","Scottish Government","80","60","30760","30080"
"In post","2021","EO","65+","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","EO","65+","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","EO","65+","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","EO","65+","United Kingdom Statistics Authority","40","30","[c]","[c]"
"In post","2021","EO","65+","Welsh Government","30","20","[c]","[c]"
"In post","2021","EO","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","20-29","Attorney General's Departments","150","150","50830","50520"
"In post","2021","G6/G7","20-29","Cabinet Office","430","430","56050","54700"
"In post","2021","G6/G7","20-29","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","20-29","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","20-29","Competition and Markets Authority","40","40","[c]","[c]"
"In post","2021","G6/G7","20-29","Department for Business, Energy and Industrial Strategy","510","510","55480","53600"
"In post","2021","G6/G7","20-29","Department for Digital, Culture, Media and Sport","190","190","56480","51730"
"In post","2021","G6/G7","20-29","Department for Education","250","250","53550","53420"
"In post","2021","G6/G7","20-29","Department for Environment, Food and Rural Affairs","150","150","52800","52290"
"In post","2021","G6/G7","20-29","Department for International Trade","230","230","51520","51970"
"In post","2021","G6/G7","20-29","Department for Transport","180","180","55150","54650"
"In post","2021","G6/G7","20-29","Department for Work and Pensions","90","90","54730","54070"
"In post","2021","G6/G7","20-29","Department of Health and Social Care","320","320","54700","53360"
"In post","2021","G6/G7","20-29","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","20-29","Foreign, Commonwealth and Development Office","150","150","51100","53000"
"In post","2021","G6/G7","20-29","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","20-29","HM Revenue and Customs","500","500","54650","52580"
"In post","2021","G6/G7","20-29","HM Treasury","320","320","54010","52530"
"In post","2021","G6/G7","20-29","Home Office","220","220","58460","57460"
"In post","2021","G6/G7","20-29","Ministry of Defence","90","90","54510","57640"
"In post","2021","G6/G7","20-29","Ministry of Housing, Communities and Local Government","150","150","53830","53130"
"In post","2021","G6/G7","20-29","Ministry of Justice","140","140","55240","53000"
"In post","2021","G6/G7","20-29","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","20-29","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","20-29","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","20-29","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"In post","2021","G6/G7","20-29","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","20-29","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","20-29","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","20-29","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","20-29","Scottish Government","50","50","52210","48930"
"In post","2021","G6/G7","20-29","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","20-29","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","20-29","United Kingdom Statistics Authority","70","70","50820","49100"
"In post","2021","G6/G7","20-29","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","20-29","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","30-39","Attorney General's Departments","1270","1200","54910","51830"
"In post","2021","G6/G7","30-39","Cabinet Office","1100","1090","58750","56340"
"In post","2021","G6/G7","30-39","Chancellor's other departments","60","50","73860","66000"
"In post","2021","G6/G7","30-39","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","30-39","Competition and Markets Authority","190","190","65990","62890"
"In post","2021","G6/G7","30-39","Department for Business, Energy and Industrial Strategy","1110","1080","57780","55600"
"In post","2021","G6/G7","30-39","Department for Digital, Culture, Media and Sport","360","350","58880","57730"
"In post","2021","G6/G7","30-39","Department for Education","860","820","55710","53760"
"In post","2021","G6/G7","30-39","Department for Environment, Food and Rural Affairs","580","560","53590","52940"
