"Status","Year","Region_ITL2","Organisation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Dorset and Somerset","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Planning Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Rural Payments Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","UK Health Security Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","UK Hydrographic Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","UK Hydrographic Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","UK Hydrographic Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","UK Hydrographic Office","SEO/HEO","40","30","[c]","[c]"
"Leaver CS","2022","East Anglia","Advisory, Conciliation and Arbitration Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Animal and Plant Health Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Animal and Plant Health Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Cabinet Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Cabinet Office (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Centre for Environment, Fisheries and Aquaculture Science","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Criminal Injuries Compensation Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Crown Commercial Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Crown Commercial Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Crown Commercial Service","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Crown Commercial Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Crown Prosecution Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Crown Prosecution Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Crown Prosecution Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Defence Equipment and Support","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Defence Equipment and Support","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Department for Education (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Department for Work and Pensions (excl. agencies)","AA/AO","80","70","21180","21260"
"Leaver CS","2022","East Anglia","Department for Work and Pensions (excl. agencies)","EO","160","140","27570","27570"
"Leaver CS","2022","East Anglia","Department for Work and Pensions (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Department for Work and Pensions (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Department of Health and Social Care (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Driver and Vehicle Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","HM Courts and Tribunals Service","AA/AO","50","50","19980","20370"
"Leaver CS","2022","East Anglia","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","HM Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","HM Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","HM Prison and Probation Service","AA/AO","390","370","[c]","[c]"
"Leaver CS","2022","East Anglia","HM Prison and Probation Service","EO","40","40","[c]","[c]"
"Leaver CS","2022","East Anglia","HM Prison and Probation Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","HM Prison and Probation Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","HM Prison and Probation Service","Unknown","90","80","[c]","[c]"
"Leaver CS","2022","East Anglia","HM Revenue and Customs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","HM Revenue and Customs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","HM Revenue and Customs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","HM Revenue and Customs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","HM Treasury (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Met Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Ministry of Defence (excl. agencies)","AA/AO","110","100","22330","21170"
"Leaver CS","2022","East Anglia","Ministry of Defence (excl. agencies)","EO","40","30","[c]","[c]"
"Leaver CS","2022","East Anglia","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Ministry of Defence (excl. agencies)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Ministry of Defence (excl. agencies)","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2022","East Anglia","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Office for Standards in Education, Children's Services and Skills","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Public Health England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Public Health England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Public Health England","G6/G7","40","40","[c]","[c]"
"Leaver CS","2022","East Anglia","Public Health England","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Public Health England","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2022","East Anglia","Rural Payments Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Rural Payments Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","The Insolvency Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","The Insolvency Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","The Insolvency Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","UK Health Security Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","UK Health Security Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","UK Health Security Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","UK Health Security Agency","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","UK Health Security Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Valuation Office Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Valuation Office Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Valuation Office Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Advisory, Conciliation and Arbitration Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Advisory, Conciliation and Arbitration Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Animal and Plant Health Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Animal and Plant Health Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Animal and Plant Health Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Cabinet Office (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Cabinet Office (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Companies House","AA/AO","40","30","[c]","[c]"
"Leaver CS","2022","East Wales","Companies House","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Companies House","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Companies House","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Crown Commercial Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Crown Commercial Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Crown Commercial Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Crown Prosecution Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Crown Prosecution Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Crown Prosecution Service","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Defence Electronics and Components Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Defence Electronics and Components Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Defence Electronics and Components Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Defence Electronics and Components Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Department for Work and Pensions (excl. agencies)","AA/AO","70","60","20920","21260"
"Leaver CS","2022","East Wales","Department for Work and Pensions (excl. agencies)","EO","70","60","27370","27570"
"Leaver CS","2022","East Wales","Department for Work and Pensions (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Driver and Vehicle Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Driver and Vehicle Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Estyn","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Estyn","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Government Internal Audit Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Health and Safety Executive","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Health and Safety Executive","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Health and Safety Executive","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","HM Courts and Tribunals Service","AA/AO","50","40","19740","20100"
"Leaver CS","2022","East Wales","HM Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","HM Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","HM Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","HM Prison and Probation Service","AA/AO","230","220","[c]","[c]"
"Leaver CS","2022","East Wales","HM Prison and Probation Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","HM Prison and Probation Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","HM Prison and Probation Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","HM Prison and Probation Service","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","East Wales","HM Revenue and Customs (excl. agencies)","AA/AO","190","160","[c]","[c]"
"Leaver CS","2022","East Wales","HM Revenue and Customs (excl. agencies)","EO","70","60","[c]","[c]"
"Leaver CS","2022","East Wales","HM Revenue and Customs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","HM Revenue and Customs (excl. agencies)","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2022","East Wales","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Intellectual Property Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Intellectual Property Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Intellectual Property Office","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Intellectual Property Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Maritime and Coastguard Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Maritime and Coastguard Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Met Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Ministry of Defence (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Ministry of Justice (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Ministry of Justice (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Planning Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Public Health England","SEO/HEO","[c]","[c]","[c]","[c]"
