"Status","Year","Region_ITL2","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Merseyside","SEO/HEO","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","Merseyside","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Merseyside","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Eastern Scotland","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Eastern Scotland","EO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Eastern Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Eastern Scotland","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Eastern Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","EO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","EO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","EO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","G6/G7","No function","30","30","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","SEO/HEO","No function","60","50","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North Yorkshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","EO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","AA/AO","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","AA/AO","No function","120","110","20980","21260"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","AA/AO","Unknown","110","100","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","EO","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","EO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","EO","No function","110","110","27030","27570"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","EO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","EO","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","SEO/HEO","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","SEO/HEO","No function","90","80","34220","32000"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","SEO/HEO","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northumberland, and Tyne and Wear","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - East and North East","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - East and North East","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - East and North East","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - East and North East","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - East and North East","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - East and North East","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - East and North East","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - East and North East","EO","No function","60","60","30880","31060"
"Leaver Dept.","2022","Outer London - East and North East","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - East and North East","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - East and North East","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - East and North East","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - East and North East","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - East and North East","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - East and North East","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - East and North East","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - South","AA/AO","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - South","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - South","AA/AO","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - South","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - South","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - South","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - South","EO","No function","60","60","30540","31060"
"Leaver Dept.","2022","Outer London - South","EO","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","Outer London - South","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - South","G6/G7","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2022","Outer London - South","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - South","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - South","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - South","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - South","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - South","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - South","SEO/HEO","No function","40","40","[c]","[c]"
"Leaver Dept.","2022","Outer London - South","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - South","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - South","SEO/HEO","Unknown","100","100","38730","37460"
"Leaver Dept.","2022","Outer London - South","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - South","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","AA/AO","No function","180","140","23290","23780"
"Leaver Dept.","2022","Outer London - West and North West","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","EO","No function","240","220","27920","27150"
"Leaver Dept.","2022","Outer London - West and North West","EO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","EO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","EO","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","G6/G7","No function","240","220","59770","55130"
"Leaver Dept.","2022","Outer London - West and North West","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","SCS","No function","40","40","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","SEO/HEO","Digital, Data & Technology","30","30","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","SEO/HEO","No function","390","370","37480","40070"
"Leaver Dept.","2022","Outer London - West and North West","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","EO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Shropshire and Staffordshire","AA/AO","No function","30","30","[c]","[c]"
"Leaver Dept.","2022","Shropshire and Staffordshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Shropshire and Staffordshire","EO","Communications","[c]","[c]","[c]","[c]"
