"Status","Year","Sex","Function_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Male","Internal Audit","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Internal Audit","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Internal Audit","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Internal Audit","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Internal Audit","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Internal Audit","Plymouth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Internal Audit","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Internal Audit","Somerset CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Internal Audit","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Internal Audit","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Internal Audit","Swindon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Internal Audit","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Internal Audit","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Internal Audit","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Internal Audit","Wiltshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Angus and Dundee City","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Berkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Brighton and Hove","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","East Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","East Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Enfield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Falkirk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Gloucestershire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Heart of Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Hertfordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Lambeth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Leicester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Lincolnshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Mid Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Mid Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","North Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Peterborough","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Plymouth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","South Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Sunderland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Swansea","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Warrington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","West Lothian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","West Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","West Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","Westminster","160","160","39410","39880"
"New entrant CS","2022","Male","Legal","Wirral","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Legal","York","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","Aberdeen City and Aberdeenshire","60","60","34090","26480"
"New entrant CS","2022","Male","No function","Angus and Dundee City","40","40","[c]","[c]"
"New entrant CS","2022","Male","No function","Ards and North Down","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","Barking & Dagenham and Havering","40","40","[c]","[c]"
"New entrant CS","2022","Male","No function","Barnet","110","100","31830","26970"
"New entrant CS","2022","Male","No function","Barnsley, Doncaster and Rotherham","120","120","26760","23140"
"New entrant CS","2022","Male","No function","Bath and North East Somerset, North Somerset and South Gloucestershire","100","100","27690","26830"
"New entrant CS","2022","Male","No function","Bedford","70","70","27790","28140"
"New entrant CS","2022","Male","No function","Belfast","180","170","26210","26590"
"New entrant CS","2022","Male","No function","Berkshire","80","80","29970","28000"
"New entrant CS","2022","Male","No function","Bexley and Greenwich","100","100","29220","29020"
"New entrant CS","2022","Male","No function","Birmingham","650","630","27500","26130"
"New entrant CS","2022","Male","No function","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","Blackpool","220","220","23630","21260"
"New entrant CS","2022","Male","No function","Bournemouth, Christchurch and Poole","30","30","[c]","[c]"
"New entrant CS","2022","Male","No function","Bradford","190","180","23530","21250"
"New entrant CS","2022","Male","No function","Breckland and South Norfolk","50","50","[c]","[c]"
"New entrant CS","2022","Male","No function","Brent","30","30","[c]","[c]"
"New entrant CS","2022","Male","No function","Bridgend and Neath Port Talbot","40","40","[c]","[c]"
"New entrant CS","2022","Male","No function","Brighton and Hove","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","Bristol, City of","290","290","29550","26590"
"New entrant CS","2022","Male","No function","Bromley","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","Buckinghamshire","60","60","[c]","[c]"
"New entrant CS","2022","Male","No function","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","Calderdale and Kirklees","60","60","25960","27570"
"New entrant CS","2022","Male","No function","Cambridgeshire CC","120","110","27810","26140"
"New entrant CS","2022","Male","No function","Camden and City of London","40","40","[c]","[c]"
"New entrant CS","2022","Male","No function","Cardiff and Vale of Glamorgan","270","260","25960","23140"
"New entrant CS","2022","Male","No function","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","Central Hampshire","130","130","31040","28140"
"New entrant CS","2022","Male","No function","Central Valleys","80","80","28170","27570"
"New entrant CS","2022","Male","No function","Cheshire East","40","40","[c]","[c]"
"New entrant CS","2022","Male","No function","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","Chorley and West Lancashire","90","90","24760","23140"
"New entrant CS","2022","Male","No function","City of Edinburgh","260","250","25640","22000"
"New entrant CS","2022","Male","No function","Clackmannanshire and Fife","40","40","[c]","[c]"
"New entrant CS","2022","Male","No function","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","Cornwall and Isles of Scilly","80","70","24560","21260"
"New entrant CS","2022","Male","No function","Coventry","60","60","31420","29360"
"New entrant CS","2022","Male","No function","Croydon","120","120","31960","30750"
"New entrant CS","2022","Male","No function","Darlington","60","60","33230","29360"
"New entrant CS","2022","Male","No function","Derby","70","60","24500","23170"
"New entrant CS","2022","Male","No function","Derry City and Strabane","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","Devon CC","160","160","25450","23140"
"New entrant CS","2022","Male","No function","Dorset","80","80","24570","23140"
"New entrant CS","2022","Male","No function","Dudley","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","Durham","150","150","24340","23140"
"New entrant CS","2022","Male","No function","Ealing","30","30","[c]","[c]"
"New entrant CS","2022","Male","No function","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","East Cumbria","50","50","27490","26940"
"New entrant CS","2022","Male","No function","East Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","40","40","[c]","[c]"
"New entrant CS","2022","Male","No function","East Kent","60","50","26060","24920"
"New entrant CS","2022","Male","No function","East Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","East Merseyside","40","40","[c]","[c]"
"New entrant CS","2022","Male","No function","East Riding of Yorkshire","110","110","24570","23140"
"New entrant CS","2022","Male","No function","East Surrey","70","70","29920","31020"
"New entrant CS","2022","Male","No function","East Sussex CC","100","100","25390","23510"
"New entrant CS","2022","Male","No function","Enfield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","Essex Thames Gateway","40","40","[c]","[c]"
"New entrant CS","2022","Male","No function","Falkirk","50","50","22320","21640"
"New entrant CS","2022","Male","No function","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","Flintshire and Wrexham","120","120","24730","23140"
"New entrant CS","2022","Male","No function","Glasgow City","350","350","27150","23840"
"New entrant CS","2022","Male","No function","Gloucestershire CC","60","60","27800","27130"
"New entrant CS","2022","Male","No function","Greater Manchester North East","60","50","26660","25920"
"New entrant CS","2022","Male","No function","Greater Manchester North West","90","90","24560","23140"
"New entrant CS","2022","Male","No function","Greater Manchester South East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","Greater Manchester South West","430","420","26040","21250"
"New entrant CS","2022","Male","No function","Gwent Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","Gwynedd","30","30","[c]","[c]"
"New entrant CS","2022","Male","No function","Hackney and Newham","130","130","33720","31060"
"New entrant CS","2022","Male","No function","Haringey and Islington","130","120","31880","31060"
"New entrant CS","2022","Male","No function","Harrow and Hillingdon","40","40","[c]","[c]"
"New entrant CS","2022","Male","No function","Hartlepool and Stockton-on-Tees","90","90","26000","23140"
"New entrant CS","2022","Male","No function","Heart of Essex","90","90","27260","26140"
"New entrant CS","2022","Male","No function","Herefordshire, County of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","Hertfordshire CC","120","120","29320","29290"
"New entrant CS","2022","Male","No function","Hounslow and Richmond upon Thames","110","110","30600","31020"
"New entrant CS","2022","Male","No function","Inverclyde, East Renfrewshire, and Renfrewshire","30","30","[c]","[c]"
"New entrant CS","2022","Male","No function","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","Isle of Anglesey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","Isle of Wight","40","40","[c]","[c]"
"New entrant CS","2022","Male","No function","Kensington & Chelsea and Hammersmith & Fulham","80","80","30540","30520"
"New entrant CS","2022","Male","No function","Kent Thames Gateway","80","80","26760","28140"
"New entrant CS","2022","Male","No function","Kingston upon Hull, City of","80","80","24800","23140"
"New entrant CS","2022","Male","No function","Lambeth","270","250","39010","32330"
"New entrant CS","2022","Male","No function","Lancaster and Wyre","40","40","[c]","[c]"
"New entrant CS","2022","Male","No function","Leeds","530","520","29250","27470"
"New entrant CS","2022","Male","No function","Leicester","140","130","24740","21260"
"New entrant CS","2022","Male","No function","Leicestershire CC and Rutland","100","100","25940","23140"
"New entrant CS","2022","Male","No function","Lewisham and Southwark","80","80","34990","31060"
"New entrant CS","2022","Male","No function","Lincolnshire CC","130","130","25930","24860"
"New entrant CS","2022","Male","No function","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","Liverpool","410","400","25540","23170"
"New entrant CS","2022","Male","No function","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","Luton","30","30","[c]","[c]"
"New entrant CS","2022","Male","No function","Manchester","300","300","27600","25000"
"New entrant CS","2022","Male","No function","Medway","100","100","27260","27040"
"New entrant CS","2022","Male","No function","Merton, Kingston upon Thames and Sutton","50","50","[c]","[c]"
"New entrant CS","2022","Male","No function","Mid and East Antrim","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","Mid Kent","60","60","26600","24860"
"New entrant CS","2022","Male","No function","Mid Lancashire","140","140","25570","22600"
"New entrant CS","2022","Male","No function","Mid Ulster","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","Milton Keynes","80","80","27280","28140"
"New entrant CS","2022","Male","No function","Monmouthshire and Newport","170","170","27010","24030"
"New entrant CS","2022","Male","No function","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","North and West Norfolk","30","30","[c]","[c]"
"New entrant CS","2022","Male","No function","North Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","North Lanarkshire","60","60","23180","21640"
"New entrant CS","2022","Male","No function","North Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","North Nottinghamshire","50","50","[c]","[c]"
"New entrant CS","2022","Male","No function","North Yorkshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","Northumberland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","Norwich and East Norfolk","180","170","25120","23140"
"New entrant CS","2022","Male","No function","Nottingham","330","320","26230","24800"
"New entrant CS","2022","Male","No function","Orkney Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","Oxfordshire CC","100","90","29430","28140"
"New entrant CS","2022","Male","No function","Perth and Kinross, and Stirling","50","40","[c]","[c]"
"New entrant CS","2022","Male","No function","Peterborough","40","40","[c]","[c]"
"New entrant CS","2022","Male","No function","Plymouth","30","30","[c]","[c]"
"New entrant CS","2022","Male","No function","Portsmouth","40","40","[c]","[c]"
"New entrant CS","2022","Male","No function","Powys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","Redbridge and Waltham Forest","60","50","33290","31060"
"New entrant CS","2022","Male","No function","Sandwell","40","40","[c]","[c]"
"New entrant CS","2022","Male","No function","Scottish Borders","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","Sefton","160","150","27380","26370"
"New entrant CS","2022","Male","No function","Sheffield","140","140","29330","27570"
"New entrant CS","2022","Male","No function","Shetland Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","Shropshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","Solihull","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","Somerset CC","100","90","29260","24090"
"New entrant CS","2022","Male","No function","South and West Derbyshire","30","30","[c]","[c]"
"New entrant CS","2022","Male","No function","South Ayrshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","South Hampshire","140","110","24440","19860"
"New entrant CS","2022","Male","No function","South Lanarkshire","70","60","22530","21250"
"New entrant CS","2022","Male","No function","South Nottinghamshire","50","50","[c]","[c]"
"New entrant CS","2022","Male","No function","South Teesside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","South West Wales","40","40","[c]","[c]"
"New entrant CS","2022","Male","No function","Southampton","60","60","34530","27570"
"New entrant CS","2022","Male","No function","Southend-on-Sea","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","Staffordshire CC","180","170","24520","23140"
"New entrant CS","2022","Male","No function","Stoke-on-Trent","50","50","25440","20970"
"New entrant CS","2022","Male","No function","Suffolk CC","170","160","26550","24800"
"New entrant CS","2022","Male","No function","Sunderland","90","80","24400","21260"
"New entrant CS","2022","Male","No function","Swansea","280","270","21850","21840"
"New entrant CS","2022","Male","No function","Swindon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","Thurrock","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","Torbay","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","Tower Hamlets","130","130","37050","29040"
"New entrant CS","2022","Male","No function","Tyneside","540","530","25180","21260"
"New entrant CS","2022","Male","No function","Unknown","170","150","28920","28000"
"New entrant CS","2022","Male","No function","Wakefield","90","90","25840","23140"
"New entrant CS","2022","Male","No function","Walsall","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","Wandsworth","80","80","29050","30520"
"New entrant CS","2022","Male","No function","Warrington","100","90","31130","29010"
"New entrant CS","2022","Male","No function","Warwickshire CC","50","50","[c]","[c]"
"New entrant CS","2022","Male","No function","West Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","West Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","West Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","West Lothian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","West Northamptonshire","70","70","25680","24800"
"New entrant CS","2022","Male","No function","West Surrey","120","110","28530","28140"
"New entrant CS","2022","Male","No function","West Sussex (North East)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","No function","West Sussex (South West)","60","50","26850","27570"
"New entrant CS","2022","Male","No function","Westminster","1620","1590","38040","33570"
"New entrant CS","2022","Male","No function","Wiltshire","300","300","29970","26140"
"New entrant CS","2022","Male","No function","Wirral","90","90","24750","21260"
"New entrant CS","2022","Male","No function","Wolverhampton","70","70","29340","27570"
"New entrant CS","2022","Male","No function","Worcestershire CC","140","130","25840","23140"
"New entrant CS","2022","Male","No function","York","120","110","30450","27570"
"New entrant CS","2022","Male","Project Delivery","Bath and North East Somerset, North Somerset and South Gloucestershire","480","480","33640","32000"
"New entrant CS","2022","Male","Project Delivery","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Berkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Blackpool","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Buckinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Central Hampshire","40","40","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Central Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Cheshire East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Derby","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Dorset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","East Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","East Sussex CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Gloucestershire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Gwent Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Hertfordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Isle of Anglesey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Lambeth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Lincolnshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Mid Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","North and West Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","North Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","North Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","North Yorkshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Oxfordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Plymouth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Sandwell","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Project Delivery","Sefton","[c]","[c]","[c]","[c]"
