"Status","Year","Sex","Responsibility_level","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Female","Unknown","Calderdale and Kirklees","60","50","27530","24450"
"New entrant CS","2022","Female","Unknown","Cambridgeshire CC","70","70","27060","24800"
"New entrant CS","2022","Female","Unknown","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Cardiff and Vale of Glamorgan","70","70","24430","23170"
"New entrant CS","2022","Female","Unknown","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Central Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Cheshire East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Cheshire West and Chester","40","40","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Cornwall and Isles of Scilly","30","30","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Coventry","30","30","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Croydon","30","30","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Derby","80","60","27300","26310"
"New entrant CS","2022","Female","Unknown","Devon CC","50","50","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Dorset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Dudley","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Durham","70","60","27710","24800"
"New entrant CS","2022","Female","Unknown","Ealing","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","East Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","East Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","East Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","East Lancashire","50","40","[c]","[c]"
"New entrant CS","2022","Female","Unknown","East Merseyside","80","70","30000","26310"
"New entrant CS","2022","Female","Unknown","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","East Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","East Sussex CC","30","30","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Enfield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Essex Haven Gateway","50","40","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Gloucestershire CC","60","50","26810","24090"
"New entrant CS","2022","Female","Unknown","Greater Manchester North East","60","60","25790","24090"
"New entrant CS","2022","Female","Unknown","Greater Manchester North West","70","60","28260","27300"
"New entrant CS","2022","Female","Unknown","Greater Manchester South East","40","40","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Greater Manchester South West","80","80","25960","23170"
"New entrant CS","2022","Female","Unknown","Gwent Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Gwynedd","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Haringey and Islington","80","70","32990","32090"
"New entrant CS","2022","Female","Unknown","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Hartlepool and Stockton-on-Tees","80","80","28160","27610"
"New entrant CS","2022","Female","Unknown","Heart of Essex","70","60","25960","23170"
"New entrant CS","2022","Female","Unknown","Herefordshire, County of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Hertfordshire CC","80","80","28640","26310"
"New entrant CS","2022","Female","Unknown","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Isle of Anglesey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Kent Thames Gateway","50","40","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Kingston upon Hull, City of","60","60","27200","25480"
"New entrant CS","2022","Female","Unknown","Lambeth","70","70","44310","36580"
"New entrant CS","2022","Female","Unknown","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Leeds","110","100","27730","24800"
"New entrant CS","2022","Female","Unknown","Leicester","100","90","26910","24090"
"New entrant CS","2022","Female","Unknown","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Lewisham and Southwark","110","110","34300","33700"
"New entrant CS","2022","Female","Unknown","Lincolnshire CC","70","70","28050","25480"
"New entrant CS","2022","Female","Unknown","Liverpool","140","130","26450","24800"
"New entrant CS","2022","Female","Unknown","Luton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Manchester","100","90","27040","23170"
"New entrant CS","2022","Female","Unknown","Medway","40","30","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Merton, Kingston upon Thames and Sutton","40","30","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Mid Kent","70","60","28500","26400"
"New entrant CS","2022","Female","Unknown","Mid Lancashire","80","80","29500","25480"
"New entrant CS","2022","Female","Unknown","Milton Keynes","30","30","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","North and North East Lincolnshire","40","40","[c]","[c]"
"New entrant CS","2022","Female","Unknown","North and West Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","North Hampshire","40","40","[c]","[c]"
"New entrant CS","2022","Female","Unknown","North Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","North Nottinghamshire","50","50","27620","25480"
"New entrant CS","2022","Female","Unknown","North Yorkshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Northumberland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Norwich and East Norfolk","120","110","22540","19650"
"New entrant CS","2022","Female","Unknown","Nottingham","80","80","27520","24800"
"New entrant CS","2022","Female","Unknown","Oxfordshire CC","90","80","29560","24800"
"New entrant CS","2022","Female","Unknown","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Peterborough","50","40","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Plymouth","60","50","25900","24050"
"New entrant CS","2022","Female","Unknown","Portsmouth","40","30","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Powys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Redbridge and Waltham Forest","60","50","32470","30200"
"New entrant CS","2022","Female","Unknown","Sandwell","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Sefton","60","50","26060","23170"
"New entrant CS","2022","Female","Unknown","Sheffield","90","80","27550","24800"
"New entrant CS","2022","Female","Unknown","Shropshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Solihull","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Somerset CC","50","50","26490","24090"
"New entrant CS","2022","Female","Unknown","South and West Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","South Hampshire","30","30","[c]","[c]"
"New entrant CS","2022","Female","Unknown","South Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","South Teesside","40","30","[c]","[c]"
"New entrant CS","2022","Female","Unknown","South West Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Southampton","50","50","27780","24800"
"New entrant CS","2022","Female","Unknown","Southend-on-Sea","50","50","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Staffordshire CC","60","60","26260","24090"
"New entrant CS","2022","Female","Unknown","Stoke-on-Trent","50","50","27010","24800"
"New entrant CS","2022","Female","Unknown","Suffolk CC","80","70","28700","24800"
"New entrant CS","2022","Female","Unknown","Sunderland","40","40","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Swansea","40","40","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Swindon","30","30","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Torbay","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Tyneside","140","130","26790","23170"
"New entrant CS","2022","Female","Unknown","Unknown","220","200","26690","22940"
"New entrant CS","2022","Female","Unknown","Wakefield","70","70","27970","24800"
"New entrant CS","2022","Female","Unknown","Walsall","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Wandsworth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Warrington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Warwickshire CC","40","40","[c]","[c]"
"New entrant CS","2022","Female","Unknown","West Cumbria","30","30","[c]","[c]"
"New entrant CS","2022","Female","Unknown","West Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","West Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","West Northamptonshire","50","40","[c]","[c]"
"New entrant CS","2022","Female","Unknown","West Surrey","70","60","28870","24870"
"New entrant CS","2022","Female","Unknown","West Sussex (North East)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","West Sussex (South West)","30","30","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Wiltshire","30","30","[c]","[c]"
"New entrant CS","2022","Female","Unknown","Wirral","60","50","27340","24800"
"New entrant CS","2022","Female","Unknown","Wolverhampton","60","50","29190","28200"
"New entrant CS","2022","Female","Unknown","Worcestershire CC","60","60","28680","24980"
"New entrant CS","2022","Female","Unknown","York","50","40","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Aberdeen City and Aberdeenshire","40","40","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Angus and Dundee City","160","150","21450","21050"
"New entrant CS","2022","Male","AA/AO","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Ards and North Down","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Barnet","30","20","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Barnsley, Doncaster and Rotherham","100","100","22090","21260"
"New entrant CS","2022","Male","AA/AO","Bath and North East Somerset, North Somerset and South Gloucestershire","40","40","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Bedford","50","50","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Belfast","100","100","21240","21250"
"New entrant CS","2022","Male","AA/AO","Berkshire","80","80","26060","25540"
"New entrant CS","2022","Male","AA/AO","Bexley and Greenwich","80","80","28360","29020"
"New entrant CS","2022","Male","AA/AO","Birmingham","360","350","21480","21250"
"New entrant CS","2022","Male","AA/AO","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Blackpool","170","170","21260","21260"
"New entrant CS","2022","Male","AA/AO","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Bradford","190","190","21230","21250"
"New entrant CS","2022","Male","AA/AO","Breckland and South Norfolk","40","40","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Brent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Brighton and Hove","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Bristol, City of","110","110","21220","21260"
"New entrant CS","2022","Male","AA/AO","Bromley","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Buckinghamshire","50","50","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Cambridgeshire CC","90","80","24190","23540"
"New entrant CS","2022","Male","AA/AO","Camden and City of London","30","30","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Cardiff and Vale of Glamorgan","260","260","21370","21250"
"New entrant CS","2022","Male","AA/AO","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Central Hampshire","60","60","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Central Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Cheshire East","50","50","21440","21170"
"New entrant CS","2022","Male","AA/AO","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Chorley and West Lancashire","80","80","23100","23140"
"New entrant CS","2022","Male","AA/AO","City of Edinburgh","330","320","22240","21250"
"New entrant CS","2022","Male","AA/AO","Clackmannanshire and Fife","30","30","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Cornwall and Isles of Scilly","60","60","21770","21260"
"New entrant CS","2022","Male","AA/AO","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Croydon","40","40","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Derby","40","40","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Devon CC","160","160","21270","21260"
"New entrant CS","2022","Male","AA/AO","Dorset","80","80","23220","23140"
"New entrant CS","2022","Male","AA/AO","Dudley","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Durham","180","170","22430","22010"
"New entrant CS","2022","Male","AA/AO","Ealing","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","East Ayrshire and North Ayrshire mainland","40","30","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","East Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","East Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","110","110","23340","22630"
"New entrant CS","2022","Male","AA/AO","East Kent","120","120","23310","24250"
"New entrant CS","2022","Male","AA/AO","East Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","East Riding of Yorkshire","100","100","22830","23140"
"New entrant CS","2022","Male","AA/AO","East Surrey","60","60","28980","31020"
"New entrant CS","2022","Male","AA/AO","East Sussex CC","80","80","22990","21260"
"New entrant CS","2022","Male","AA/AO","Enfield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Falkirk","60","50","21800","21640"
"New entrant CS","2022","Male","AA/AO","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Flintshire and Wrexham","100","100","22490","23140"
"New entrant CS","2022","Male","AA/AO","Glasgow City","360","350","21190","21050"
"New entrant CS","2022","Male","AA/AO","Gloucestershire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Greater Manchester North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Greater Manchester North West","60","50","21840","21260"
"New entrant CS","2022","Male","AA/AO","Greater Manchester South East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Greater Manchester South West","290","280","21200","21250"
"New entrant CS","2022","Male","AA/AO","Gwent Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Gwynedd","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Haringey and Islington","60","60","29000","30520"
"New entrant CS","2022","Male","AA/AO","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Hartlepool and Stockton-on-Tees","50","50","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Heart of Essex","40","40","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Herefordshire, County of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Hertfordshire CC","70","70","25130","24250"
"New entrant CS","2022","Male","AA/AO","Hounslow and Richmond upon Thames","70","70","27030","29020"
"New entrant CS","2022","Male","AA/AO","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Inverness and Nairn, Moray, and Badenoch and Strathspey","30","30","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Isle of Anglesey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Isle of Wight","60","60","22650","23140"
"New entrant CS","2022","Male","AA/AO","Kensington & Chelsea and Hammersmith & Fulham","60","60","29610","30520"
"New entrant CS","2022","Male","AA/AO","Kent Thames Gateway","70","70","26470","28140"
"New entrant CS","2022","Male","AA/AO","Kingston upon Hull, City of","60","60","22000","21260"
"New entrant CS","2022","Male","AA/AO","Lambeth","40","40","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Lancaster and Wyre","40","40","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Leeds","290","280","21750","21260"
"New entrant CS","2022","Male","AA/AO","Leicester","100","100","21460","21260"
"New entrant CS","2022","Male","AA/AO","Leicestershire CC and Rutland","90","80","22690","23140"
"New entrant CS","2022","Male","AA/AO","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Lincolnshire CC","90","90","22310","21430"
"New entrant CS","2022","Male","AA/AO","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Liverpool","290","280","21200","21250"
"New entrant CS","2022","Male","AA/AO","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Luton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Manchester","160","160","21260","21260"
"New entrant CS","2022","Male","AA/AO","Medway","80","80","25950","26140"
"New entrant CS","2022","Male","AA/AO","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Mid Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Mid Lancashire","100","100","21540","21260"
"New entrant CS","2022","Male","AA/AO","Milton Keynes","70","70","26180","28140"
"New entrant CS","2022","Male","AA/AO","Monmouthshire and Newport","130","130","20750","19860"
"New entrant CS","2022","Male","AA/AO","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","North and West Norfolk","30","30","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","North Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","North Lanarkshire","60","60","21350","21260"
"New entrant CS","2022","Male","AA/AO","North Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","North Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","North Yorkshire CC","40","40","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Northumberland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Norwich and East Norfolk","70","70","22030","23140"
"New entrant CS","2022","Male","AA/AO","Nottingham","230","220","21480","21250"
"New entrant CS","2022","Male","AA/AO","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Oxfordshire CC","80","80","24190","22630"
"New entrant CS","2022","Male","AA/AO","Perth and Kinross, and Stirling","40","40","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Peterborough","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Plymouth","80","80","22480","22010"
"New entrant CS","2022","Male","AA/AO","Portsmouth","50","50","22580","21250"
"New entrant CS","2022","Male","AA/AO","Powys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Redbridge and Waltham Forest","30","30","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Sandwell","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Scottish Borders","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Sefton","90","90","20680","21260"
"New entrant CS","2022","Male","AA/AO","Sheffield","90","80","21330","21260"
"New entrant CS","2022","Male","AA/AO","Shetland Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Shropshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Solihull","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Somerset CC","60","60","21030","20420"
"New entrant CS","2022","Male","AA/AO","South and West Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","South Ayrshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","South Hampshire","110","80","20920","19860"
"New entrant CS","2022","Male","AA/AO","South Lanarkshire","100","100","21250","21250"
"New entrant CS","2022","Male","AA/AO","South Nottinghamshire","40","40","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","South Teesside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","South West Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Southend-on-Sea","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Staffordshire CC","140","140","22450","23140"
"New entrant CS","2022","Male","AA/AO","Stoke-on-Trent","30","30","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Suffolk CC","150","150","23080","21510"
"New entrant CS","2022","Male","AA/AO","Sunderland","90","90","21250","21260"
"New entrant CS","2022","Male","AA/AO","Swansea","290","270","20420","21260"
"New entrant CS","2022","Male","AA/AO","Swindon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Thurrock","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Torbay","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Tower Hamlets","60","50","22040","22770"
"New entrant CS","2022","Male","AA/AO","Tyneside","490","480","21240","21260"
"New entrant CS","2022","Male","AA/AO","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Wakefield","50","50","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Walsall","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Wandsworth","60","60","27830","30520"
"New entrant CS","2022","Male","AA/AO","Warrington","30","30","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Warwickshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","West Cumbria","40","40","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","West Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","West Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","West Lothian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","West Northamptonshire","30","30","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","West Surrey","70","70","25680","24370"
"New entrant CS","2022","Male","AA/AO","West Sussex (North East)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","West Sussex (South West)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Westminster","190","180","22950","23460"
"New entrant CS","2022","Male","AA/AO","Wiltshire","140","140","21220","20890"
"New entrant CS","2022","Male","AA/AO","Wirral","70","70","21490","21260"
"New entrant CS","2022","Male","AA/AO","Wolverhampton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","AA/AO","Worcestershire CC","90","90","22300","23140"
"New entrant CS","2022","Male","AA/AO","York","40","40","[c]","[c]"
"New entrant CS","2022","Male","EO","Aberdeen City and Aberdeenshire","40","40","[c]","[c]"
"New entrant CS","2022","Male","EO","Angus and Dundee City","100","100","27430","27230"
"New entrant CS","2022","Male","EO","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Ards and North Down","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Barnet","50","50","28380","26880"
"New entrant CS","2022","Male","EO","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Bath and North East Somerset, North Somerset and South Gloucestershire","260","250","22370","22950"
"New entrant CS","2022","Male","EO","Bedford","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Belfast","70","70","26290","26590"
"New entrant CS","2022","Male","EO","Berkshire","40","40","[c]","[c]"
"New entrant CS","2022","Male","EO","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Birmingham","330","320","26850","26590"
"New entrant CS","2022","Male","EO","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Blackpool","80","80","27570","27570"
"New entrant CS","2022","Male","EO","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Bradford","40","40","[c]","[c]"
"New entrant CS","2022","Male","EO","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Brent","30","30","[c]","[c]"
"New entrant CS","2022","Male","EO","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Brighton and Hove","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","EO","Bristol, City of","80","70","25750","26130"
"New entrant CS","2022","Male","EO","Bromley","[c]","[c]","[c]","[c]"
