"Status","Year","Profession_of_post","Responsibility_level","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Digital, Data and Technology","SEO/HEO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","SEO/HEO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","SEO/HEO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","SEO/HEO","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","SEO/HEO","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","SEO/HEO","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","SEO/HEO","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","SEO/HEO","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","SEO/HEO","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","SEO/HEO","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","SEO/HEO","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","SEO/HEO","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","SEO/HEO","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","SEO/HEO","United Kingdom Statistics Authority","60","60","34500","36030"
"New entrant CS","2021","Digital, Data and Technology","SEO/HEO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","SEO/HEO","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Unknown","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","AA/AO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","AA/AO","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","AA/AO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","AA/AO","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","AA/AO","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","AA/AO","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","AA/AO","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","AA/AO","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","AA/AO","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","AA/AO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","AA/AO","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","AA/AO","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","AA/AO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","AA/AO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","EO","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","EO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","EO","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","EO","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","EO","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","EO","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","EO","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","EO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","EO","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","EO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","EO","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","EO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","EO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","EO","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G6/G7","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G6/G7","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G6/G7","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G6/G7","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G6/G7","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G6/G7","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G6/G7","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G6/G7","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G6/G7","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G6/G7","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G6/G7","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G6/G7","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G6/G7","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","G6/G7","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","SEO/HEO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","SEO/HEO","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","SEO/HEO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","SEO/HEO","Department for International Trade","30","30","[c]","[c]"
"New entrant CS","2021","Economics","SEO/HEO","Department for Transport (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","Economics","SEO/HEO","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","SEO/HEO","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","SEO/HEO","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","SEO/HEO","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","SEO/HEO","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","SEO/HEO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","SEO/HEO","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","SEO/HEO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","SEO/HEO","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","SEO/HEO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","SEO/HEO","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","SEO/HEO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","SEO/HEO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","SEO/HEO","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","SEO/HEO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","SEO/HEO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","SEO/HEO","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA/AO","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA/AO","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA/AO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA/AO","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA/AO","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA/AO","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA/AO","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA/AO","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA/AO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA/AO","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA/AO","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA/AO","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA/AO","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA/AO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA/AO","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA/AO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA/AO","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA/AO","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA/AO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA/AO","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA/AO","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA/AO","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA/AO","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA/AO","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA/AO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA/AO","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA/AO","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","EO","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","EO","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","EO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","EO","Defence Equipment and Support","50","50","[c]","[c]"
"New entrant CS","2021","Finance","EO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","EO","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","EO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","EO","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","EO","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","EO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","EO","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","EO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","EO","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","EO","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","EO","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","EO","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","Finance","EO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","EO","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","EO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","EO","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","EO","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","EO","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","EO","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","EO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","EO","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","G6/G7","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SCS","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SCS","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SCS","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SCS","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SCS","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SCS","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SCS","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SCS","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SCS","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Department for Environment, Food and Rural Affairs (excl. agencies)","40","30","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Department of Health and Social Care (excl. agencies)","70","70","34560","32790"
"New entrant CS","2021","Finance","SEO/HEO","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","Ministry of Defence (excl. agencies)","80","70","20780","20920"
"New entrant CS","2021","Human Resources","AA/AO","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","EO","Department for International Trade","[c]","[c]","[c]","[c]"
