"Status","Year","Region_ITL2","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Lancashire","Operational Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Operational Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Operational Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Operational Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Operational Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Operational Delivery","Ministry of Justice","200","190","21460","20600"
"New entrant CS","2021","Lancashire","Operational Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Other","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Other","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Policy","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Policy","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Psychology","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Science and Engineering","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Tax","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Unknown","Department for Work and Pensions","920","920","23120","21010"
"New entrant CS","2021","Lancashire","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Digital, Data and Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Digital, Data and Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Intelligence Analysis","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Medicine","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Operational Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Operational Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Operational Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Operational Delivery","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Operational Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Operational Delivery","Ministry of Justice","270","260","21250","20600"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Operational Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Other","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Other","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Psychology","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Science and Engineering","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Science and Engineering","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Tax","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Department for Work and Pensions","400","390","25730","27570"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Digital, Data and Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Digital, Data and Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Intelligence Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Knowledge and Information Management","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Medicine","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Operational Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Operational Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Operational Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Operational Delivery","Ministry of Justice","90","90","23270","20600"
"New entrant CS","2021","Lincolnshire","Operational Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Operational Research","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Other","Ministry of Defence","30","30","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Policy","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Science and Engineering","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Science and Engineering","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Unknown","Department for Work and Pensions","70","70","27190","27570"
"New entrant CS","2021","Lincolnshire","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lincolnshire","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Commercial","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Digital, Data and Technology","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Digital, Data and Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Digital, Data and Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Digital, Data and Technology","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Digital, Data and Technology","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Digital, Data and Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Digital, Data and Technology","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Finance","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Finance","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Human Resources","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Human Resources","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Human Resources","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Merseyside","Intelligence Analysis","Department of Health and Social Care","[c]","[c]","[c]","[c]"
