"Status","Year","Sexual_orientation","Organisation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Unknown","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Digital, Culture, Media and Sport","No function","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","No function","100","100","35500","32940"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","No function","170","170","36540","32560"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for International Trade","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for International Trade","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for International Trade","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for International Trade","No function","90","90","31900","31800"
"New entrant CS","2021","Unknown","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Transport (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Transport (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Transport (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Transport (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Transport (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Transport (excl. agencies)","No function","100","100","39380","34710"
"New entrant CS","2021","Unknown","Department for Transport (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","1770","1730","27630","27570"
"New entrant CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","Analysis","60","60","50630","53360"
"New entrant CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","Commercial","60","60","46750","40650"
"New entrant CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","Communications","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","Finance","110","100","34530","32790"
"New entrant CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","Human Resources","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","No function","490","480","40270","32790"
"New entrant CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Disclosure Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Driver and Vehicle Licensing Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Driver and Vehicle Licensing Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Driver and Vehicle Licensing Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Driver and Vehicle Licensing Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Driver and Vehicle Licensing Agency","No function","120","100","20760","21590"
"New entrant CS","2021","Unknown","Driver and Vehicle Licensing Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Driver and Vehicle Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Driver and Vehicle Standards Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Driver and Vehicle Standards Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Driver and Vehicle Standards Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Driver and Vehicle Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Driver and Vehicle Standards Agency","No function","120","110","26000","26130"
"New entrant CS","2021","Unknown","Driver and Vehicle Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Driver and Vehicle Standards Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Driver and Vehicle Standards Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Education and Skills Funding Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Education and Skills Funding Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Education and Skills Funding Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Forestry and Land Scotland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Forestry and Land Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Forestry and Land Scotland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Forestry and Land Scotland","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Forestry and Land Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Forestry and Land Scotland","Property","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Government Actuary's Department","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Government Actuary's Department","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Government Actuary's Department","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Government Internal Audit Agency","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Government Legal Department","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Government Legal Department","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Government Legal Department","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Government Property Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Government Property Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Government Property Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Health and Safety Executive","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Health and Safety Executive","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Health and Safety Executive","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Courts and Tribunals Service","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Courts and Tribunals Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Courts and Tribunals Service","Legal","70","70","27930","27370"
"New entrant CS","2021","Unknown","HM Courts and Tribunals Service","No function","970","950","20570","19930"
"New entrant CS","2021","Unknown","HM Courts and Tribunals Service","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Courts and Tribunals Service","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Land Registry","Digital, Data & Technology","60","60","33570","27130"
"New entrant CS","2021","Unknown","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Land Registry","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Land Registry","No function","240","230","22780","22350"
"New entrant CS","2021","Unknown","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Prison and Probation Service","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Prison and Probation Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Prison and Probation Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Prison and Probation Service","No function","2070","1970","23850","22850"
"New entrant CS","2021","Unknown","HM Prison and Probation Service","Security","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","Analysis","50","50","33220","36160"
"New entrant CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","Communications","460","460","26530","25560"
"New entrant CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","Counter Fraud","80","80","28450","25560"
"New entrant CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","Debt","680","660","20420","20140"
"New entrant CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","Digital, Data & Technology","160","160","37820","31810"
"New entrant CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","Finance","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","No function","1380","1350","21640","20140"
"New entrant CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","Project Delivery","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","510","490","[c]","[c]"
"New entrant CS","2021","Unknown","HM Treasury (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Home Office (incl. agencies)","Unknown","1460","1430","31400","25720"
"New entrant CS","2021","Unknown","Insolvency Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Insolvency Service","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Insolvency Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Insolvency Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Insolvency Service","No function","100","100","21950","20880"
"New entrant CS","2021","Unknown","Institute for Apprenticeships and Technical Education","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Institute for Apprenticeships and Technical Education","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Institute for Apprenticeships and Technical Education","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Institute for Apprenticeships and Technical Education","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal Aid Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal Aid Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Legal Aid Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Maritime and Coastguard Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Maritime and Coastguard Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Maritime and Coastguard Agency","No function","60","50","28000","26590"
"New entrant CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Met Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Met Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Met Office","Digital, Data & Technology","60","60","31230","30930"
"New entrant CS","2021","Unknown","Met Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Met Office","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Met Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Met Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence (excl. agencies)","Project Delivery","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence (excl. agencies)","Security","190","190","27260","23540"
"New entrant CS","2021","Unknown","Ministry of Defence (excl. agencies)","Unknown","240","220","33980","26670"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice (excl. agencies)","Digital, Data & Technology","80","80","52330","54580"
"New entrant CS","2021","Unknown","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice (excl. agencies)","No function","70","70","33530","30990"
"New entrant CS","2021","Unknown","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","No function","90","90","35690","34140"
"New entrant CS","2021","Unknown","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Northern Ireland Office","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Gas and Electricity Markets","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Qualifications and Examinations Regulation","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of Rail and Road","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of the Public Guardian","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Office of the Public Guardian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Planning Inspectorate","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Planning Inspectorate","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Planning Inspectorate","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Planning Inspectorate","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Public Health England","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Public Health England","No function","50","40","[c]","[c]"
"New entrant CS","2021","Unknown","Registers of Scotland","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Registers of Scotland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Registers of Scotland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Registers of Scotland","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Registers of Scotland","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Registers of Scotland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Rural Payments Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Rural Payments Agency","Grants Management","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Rural Payments Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Forestry","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Forestry","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Forestry","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Government (excl. agencies)","Unknown","420","410","38330","30650"
"New entrant CS","2021","Unknown","Scottish Housing Regulator","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Prison Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Prison Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Prison Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Prison Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Prison Service","No function","210","210","21580","20810"
"New entrant CS","2021","Unknown","Scottish Prison Service","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Serious Fraud Office","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Serious Fraud Office","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Social Security Scotland","Unknown","120","110","27180","20060"
"New entrant CS","2021","Unknown","Standards and Testing Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Submarine Delivery Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Submarine Delivery Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Submarine Delivery Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Submarine Delivery Agency","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","Teaching Regulation Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","The National Archives","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Transport Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Hydrographic Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Hydrographic Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Hydrographic Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Hydrographic Office","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Intellectual Property Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Intellectual Property Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Intellectual Property Office","No function","100","90","24020","23320"
"New entrant CS","2021","Unknown","UK Intellectual Property Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Space Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","Analysis","120","120","29340","29540"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","Digital, Data & Technology","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","No function","100","90","27780","23090"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","United Kingdom Statistics Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Valuation Office Agency","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Valuation Office Agency","Project Delivery","[c]","[c]","[c]","[c]"
