"Status","Year","Function_of_post","Profession_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Digital, Data & Technology","Knowledge and Information Management","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Knowledge and Information Management","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Knowledge and Information Management","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Knowledge and Information Management","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Knowledge and Information Management","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Knowledge and Information Management","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Knowledge and Information Management","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Knowledge and Information Management","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Knowledge and Information Management","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Operational Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Operational Delivery","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Operational Delivery","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Other","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Project Delivery","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Project Delivery","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Project Delivery","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Project Delivery","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Project Delivery","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Science and Engineering","Met Office","60","60","25320","21430"
"New entrant CS","2022","Digital, Data & Technology","Science and Engineering","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Tax","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Cabinet Office (excl. agencies)","250","240","43170","40600"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Commercial","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Commercial","Department for Work and Pensions (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","Finance","Commercial","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Communications","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Corporate Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Corporate Finance","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Corporate Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Corporate Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Corporate Finance","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Corporate Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Corporate Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Digital, Data and Technology","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Digital, Data and Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","Defence Equipment and Support","50","50","[c]","[c]"
"New entrant CS","2022","Finance","Finance","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","Department for Education (excl. agencies)","50","50","31870","29360"
"New entrant CS","2022","Finance","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","60","60","37820","35900"
"New entrant CS","2022","Finance","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","Department for Transport (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","Finance","Finance","Department for Work and Pensions (excl. agencies)","80","70","32140","31060"
"New entrant CS","2022","Finance","Finance","Department of Health and Social Care (excl. agencies)","130","70","34220","32790"
"New entrant CS","2022","Finance","Finance","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","Education and Skills Funding Agency","80","80","36110","30830"
"New entrant CS","2022","Finance","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","HM Revenue and Customs (excl. agencies)","110","110","32460","33080"
"New entrant CS","2022","Finance","Finance","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","Ministry of Defence (excl. agencies)","80","80","32700","28350"
"New entrant CS","2022","Finance","Finance","Ministry of Justice (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","Finance","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Finance","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Human Resources","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Operational Delivery","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Operational Delivery","HM Revenue and Customs (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","Finance","Operational Delivery","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Operational Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Other","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Security","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Tax","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Finance","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Operational Delivery","Rural Payments Agency","520","500","21610","21300"
"New entrant CS","2022","Human Resources","Commercial","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Communications","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Corporate Finance","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Digital, Data and Technology","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Finance","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","90","90","36880","32560"
"New entrant CS","2022","Human Resources","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Department of Health and Social Care (excl. agencies)","70","50","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","HM Revenue and Customs (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Ministry of Defence (excl. agencies)","170","160","28310","21170"
"New entrant CS","2022","Human Resources","Human Resources","Ministry of Justice (excl. agencies)","70","70","32650","30450"
"New entrant CS","2022","Human Resources","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","UK Health Security Agency","120","120","41300","36330"
"New entrant CS","2022","Human Resources","Human Resources","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Human Resources","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Knowledge and Information Management","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Operational Delivery","Department for Work and Pensions (excl. agencies)","70","70","28140","27570"
"New entrant CS","2022","Human Resources","Operational Delivery","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Operational Delivery","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Operational Delivery","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Operational Delivery","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Operational Delivery","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Operational Delivery","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Other","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Other","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Other","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Policy","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Policy","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Project Delivery","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Property","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Security","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Statistics","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Tax","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Cabinet Office (excl. agencies)","150","150","30620","24100"
"New entrant CS","2022","Human Resources","Unknown","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Internal Audit","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Internal Audit","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Internal Audit","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Internal Audit","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Internal Audit","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Internal Audit","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Internal Audit","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Internal Audit","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Internal Audit","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Internal Audit","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Communications","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Communications","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Digital, Data and Technology","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Human Resources","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Human Resources","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Knowledge and Information Management","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Knowledge and Information Management","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Knowledge and Information Management","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Legal","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Legal","Crown Office and Procurator Fiscal Service","90","80","37960","41750"
"New entrant CS","2022","Legal","Legal","Crown Prosecution Service","250","240","44220","48080"
"New entrant CS","2022","Legal","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Legal","Government Legal Department","200","190","46900","50500"
"New entrant CS","2022","Legal","Legal","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Legal","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Legal","HM Revenue and Customs (excl. agencies)","70","70","41200","37610"
"New entrant CS","2022","Legal","Legal","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Legal","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Legal","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Legal","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Legal","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Legal","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Legal","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Legal","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Legal","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Legal","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Operational Delivery","Crown Prosecution Service","350","350","22410","22200"
"New entrant CS","2022","Legal","Operational Delivery","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Operational Delivery","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other","Government Legal Department","90","90","27260","26950"
"New entrant CS","2022","Legal","Other","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Other","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Policy","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Policy","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Project Delivery","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Property","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Property","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Security","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Tax","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Commercial","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Commercial","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Commercial","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Communications","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Communications","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Communications","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Communications","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Corporate Finance","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","No function","Corporate Finance","UK Health Security Agency","[c]","[c]","[c]","[c]"
