"Status","Year","Ethnicity","Region_ITL1","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Black","East of England","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","Black","East of England","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Black","East of England","Ministry of Justice","140","140","28930","26940"
"In post","2021","Black","East of England","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","East of England","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Black","East of England","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Black","London","Attorney General's Departments","440","420","40550","32160"
"In post","2021","Black","London","Cabinet Office","240","230","42400","35600"
"In post","2021","Black","London","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Black","London","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Black","London","Competition and Markets Authority","40","40","[c]","[c]"
"In post","2021","Black","London","Department for Business, Energy and Industrial Strategy","310","310","40730","38190"
"In post","2021","Black","London","Department for Digital, Culture, Media and Sport","90","90","41080","34020"
"In post","2021","Black","London","Department for Education","180","180","41980","40230"
"In post","2021","Black","London","Department for Environment, Food and Rural Affairs","150","150","35880","32560"
"In post","2021","Black","London","Department for International Trade","120","120","38300","33830"
"In post","2021","Black","London","Department for Transport","180","180","38980","35430"
"In post","2021","Black","London","Department for Work and Pensions","2210","2100","30870","31060"
"In post","2021","Black","London","Department of Health and Social Care","480","450","39320","33100"
"In post","2021","Black","London","Food Standards Agency","30","30","[c]","[c]"
"In post","2021","Black","London","Foreign, Commonwealth and Development Office","170","170","37440","35140"
"In post","2021","Black","London","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Black","London","HM Revenue and Customs","780","760","35980","36160"
"In post","2021","Black","London","HM Treasury","100","100","38080","32960"
"In post","2021","Black","London","Home Office","1550","1460","33890","29370"
"In post","2021","Black","London","Ministry of Defence","220","210","33040","29720"
"In post","2021","Black","London","Ministry of Housing, Communities and Local Government","140","140","41710","38230"
"In post","2021","Black","London","Ministry of Justice","2280","2220","31310","29100"
"In post","2021","Black","London","National Crime Agency","80","80","36300","36200"
"In post","2021","Black","London","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Black","London","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Black","London","Office of Gas and Electricity Markets","50","50","[c]","[c]"
"In post","2021","Black","London","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Black","London","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Black","London","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Black","London","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Black","London","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Black","London","UK Export Finance","30","30","[c]","[c]"
"In post","2021","Black","London","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Black","London","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Black","London","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Black","London","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Black","London","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Department for Work and Pensions","50","50","24580","21010"
"In post","2021","Black","North East (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","HM Revenue and Customs","50","40","[c]","[c]"
"In post","2021","Black","North East (England)","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","North East (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Department for Education","40","40","[c]","[c]"
"In post","2021","Black","North West (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Department for Work and Pensions","250","240","26800","27570"
"In post","2021","Black","North West (England)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","HM Revenue and Customs","170","160","26170","25560"
"In post","2021","Black","North West (England)","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Home Office","70","60","28540","25040"
"In post","2021","Black","North West (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Ministry of Justice","100","90","28090","22920"
"In post","2021","Black","North West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Black","North West (England)","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","Foreign, Commonwealth and Development Office","50","50","[c]","[c]"
"In post","2021","Black","Overseas","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","Department for Work and Pensions","60","60","29840","27570"
"In post","2021","Black","Scotland","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","HM Revenue and Customs","60","60","26490","20140"
"In post","2021","Black","Scotland","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
