"Status","Year","Region_ITL2","Organisation","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Tees Valley and Durham","HM Courts and Tribunals Service","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","HM Land Registry","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","HM Land Registry","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","HM Land Registry","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","HM Land Registry","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","HM Prison and Probation Service","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","HM Prison and Probation Service","20-29","220","220","22830","23140"
"New entrant CS","2022","Tees Valley and Durham","HM Prison and Probation Service","30-39","110","110","24310","23140"
"New entrant CS","2022","Tees Valley and Durham","HM Prison and Probation Service","40-49","100","100","27260","24430"
"New entrant CS","2022","Tees Valley and Durham","HM Prison and Probation Service","50-59","110","100","29640","28200"
"New entrant CS","2022","Tees Valley and Durham","HM Prison and Probation Service","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","HM Prison and Probation Service","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","HM Revenue and Customs (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","HM Revenue and Customs (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","HM Treasury (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","HM Treasury (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","HM Treasury (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","HM Treasury (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","HM Treasury (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Home Office","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Home Office","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Home Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Home Office","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Institute for Apprenticeships and Technical Education","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Institute for Apprenticeships and Technical Education","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Institute for Apprenticeships and Technical Education","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Institute for Apprenticeships and Technical Education","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Legal Aid Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Ministry of Defence (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Ministry of Justice (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Ministry of Justice (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Ministry of Justice (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Ministry of Justice (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Ministry of Justice (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","National Savings and Investments","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","National Savings and Investments","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","National Savings and Investments","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Office for Standards in Education, Children's Services and Skills","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Office for Standards in Education, Children's Services and Skills","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Planning Inspectorate","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Standards and Testing Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Standards and Testing Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","UK Health Security Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","UK Statistics Authority","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","UK Statistics Authority","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","UK Statistics Authority","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","UK Statistics Authority","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Valuation Office Agency","20-29","60","50","22190","21750"
"New entrant CS","2022","Tees Valley and Durham","Valuation Office Agency","30-39","40","40","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Valuation Office Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Valuation Office Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Tees Valley and Durham","Valuation Office Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Animal and Plant Health Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Animal and Plant Health Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Animal and Plant Health Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Animal and Plant Health Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Animal and Plant Health Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Cabinet Office (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Cabinet Office (excl. agencies)","20-29","110","100","29830","28000"
"New entrant CS","2022","Unknown","Cabinet Office (excl. agencies)","30-39","40","40","[c]","[c]"
"New entrant CS","2022","Unknown","Cabinet Office (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Cabinet Office (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Criminal Injuries Compensation Authority","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Driver and Vehicle Licensing Agency","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Driver and Vehicle Licensing Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Driver and Vehicle Licensing Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Driver and Vehicle Licensing Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Driver and Vehicle Licensing Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Driver and Vehicle Licensing Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Courts and Tribunals Service","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Courts and Tribunals Service","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Courts and Tribunals Service","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Courts and Tribunals Service","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Prison and Probation Service","20-29","70","70","[c]","[c]"
"New entrant CS","2022","Unknown","HM Prison and Probation Service","30-39","60","60","[c]","[c]"
"New entrant CS","2022","Unknown","HM Prison and Probation Service","40-49","60","50","[c]","[c]"
"New entrant CS","2022","Unknown","HM Prison and Probation Service","50-59","50","40","[c]","[c]"
"New entrant CS","2022","Unknown","HM Prison and Probation Service","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Prison and Probation Service","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","HM Treasury (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Legal Aid Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ministry of Defence (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ministry of Defence (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ministry of Defence (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ministry of Defence (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ministry of Justice (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ministry of Justice (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Ministry of Justice (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","National Crime Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of the Public Guardian","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Office of the Public Guardian","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Royal Fleet Auxiliary","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Royal Fleet Auxiliary","20-29","80","80","20110","16190"
"New entrant CS","2022","Unknown","Royal Fleet Auxiliary","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Royal Fleet Auxiliary","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Royal Fleet Auxiliary","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Royal Fleet Auxiliary","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","Advisory, Conciliation and Arbitration Service","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","Cabinet Office (excl. agencies)","20-29","40","40","[c]","[c]"
"New entrant CS","2022","West Central Scotland","Cabinet Office (excl. agencies)","30-39","40","40","[c]","[c]"
"New entrant CS","2022","West Central Scotland","Cabinet Office (excl. agencies)","40-49","30","30","[c]","[c]"
"New entrant CS","2022","West Central Scotland","Cabinet Office (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","Cabinet Office (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","Companies House","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","Criminal Injuries Compensation Authority","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","Criminal Injuries Compensation Authority","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","Criminal Injuries Compensation Authority","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","Criminal Injuries Compensation Authority","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","Criminal Injuries Compensation Authority","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","Crown Office and Procurator Fiscal Service","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","Crown Office and Procurator Fiscal Service","20-29","80","80","25500","21050"
"New entrant CS","2022","West Central Scotland","Crown Office and Procurator Fiscal Service","30-39","40","40","[c]","[c]"
"New entrant CS","2022","West Central Scotland","Crown Office and Procurator Fiscal Service","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","Crown Office and Procurator Fiscal Service","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","Defence Equipment and Support","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","Defence Equipment and Support","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","Defence Equipment and Support","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","Defence Equipment and Support","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Central Scotland","Defence Equipment and Support","60-64","[c]","[c]","[c]","[c]"
