"Status","Year","Profession_of_post","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Operational Delivery","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Unknown","Department for Business, Energy and Industrial Strategy","60","60","29430","24250"
"Leaver Dept.","2022","Operational Delivery","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Unknown","Department for Transport","50","50","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Unknown","Department for Work and Pensions","140","140","27550","27570"
"Leaver Dept.","2022","Operational Delivery","Unknown","Department of Health and Social Care","750","640","43320","39170"
"Leaver Dept.","2022","Operational Delivery","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Unknown","Home Office","80","80","27820","24880"
"Leaver Dept.","2022","Operational Delivery","Unknown","Ministry of Justice","260","250","28910","23040"
"Leaver Dept.","2022","Operational Delivery","Unknown","National Crime Agency","40","40","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Delivery","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Declared disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Declared non-disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Declared non-disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Declared non-disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Operational Research","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Declared disabled","Department for Work and Pensions","40","40","[c]","[c]"
"Leaver Dept.","2022","Other","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Declared non-disabled","Attorney General's Departments","30","30","[c]","[c]"
"Leaver Dept.","2022","Other","Declared non-disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Declared non-disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Declared non-disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Declared non-disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Declared non-disabled","Department for Work and Pensions","220","210","28410","27570"
"Leaver Dept.","2022","Other","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Declared non-disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Declared non-disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Declared non-disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Declared non-disabled","Home Office","60","60","40270","35130"
"Leaver Dept.","2022","Other","Declared non-disabled","Ministry of Defence","140","140","26620","21880"
"Leaver Dept.","2022","Other","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Declared non-disabled","Office of Gas and Electricity Markets","60","60","35010","27330"
"Leaver Dept.","2022","Other","Declared non-disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Declared non-disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Unknown","Home Office","40","40","[c]","[c]"
"Leaver Dept.","2022","Other","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","Declared non-disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning","Declared non-disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","Declared non-disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectors","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared disabled","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared disabled","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared non-disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared non-disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared non-disabled","Department for Business, Energy and Industrial Strategy","270","260","47130","40220"
"Leaver Dept.","2022","Policy","Declared non-disabled","Department for Digital, Culture, Media and Sport","110","100","44930","37320"
"Leaver Dept.","2022","Policy","Declared non-disabled","Department for Education","140","130","45940","40860"
"Leaver Dept.","2022","Policy","Declared non-disabled","Department for Environment, Food and Rural Affairs","200","190","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared non-disabled","Department for Levelling Up, Housing and Communities","110","110","42820","39600"
"Leaver Dept.","2022","Policy","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared non-disabled","Department for Work and Pensions","40","40","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared non-disabled","Department of Health and Social Care","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared non-disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared non-disabled","HM Treasury","100","100","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared non-disabled","Home Office","180","170","48850","42170"
"Leaver Dept.","2022","Policy","Declared non-disabled","Ministry of Defence","40","40","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared non-disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared non-disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared non-disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared non-disabled","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared non-disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Declared non-disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Unknown","Department for Business, Energy and Industrial Strategy","90","90","43230","40050"
"Leaver Dept.","2022","Policy","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Unknown","Department for Education","90","80","40900","36660"
"Leaver Dept.","2022","Policy","Unknown","Department for Environment, Food and Rural Affairs","50","50","[c]","[c]"
"Leaver Dept.","2022","Policy","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Unknown","Department for Levelling Up, Housing and Communities","40","40","[c]","[c]"
"Leaver Dept.","2022","Policy","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Unknown","Department of Health and Social Care","390","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Unknown","Home Office","50","50","[c]","[c]"
"Leaver Dept.","2022","Policy","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared non-disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared non-disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared non-disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared non-disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared non-disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared non-disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared non-disabled","Department for Work and Pensions","40","40","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared non-disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared non-disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared non-disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared non-disabled","Home Office","50","50","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared non-disabled","Ministry of Defence","160","150","42230","40000"
"Leaver Dept.","2022","Project Delivery","Declared non-disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared non-disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
