"Status","Year","Organisation","Parent_department","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Charity Commission","Charity Commission","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Charity Commission","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Charity Commission","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Department for Business, Energy and Industrial Strategy","20-29","70","70","24110","20100"
"New entrant CS","2022","Companies House","Department for Business, Energy and Industrial Strategy","30-39","40","40","[c]","[c]"
"New entrant CS","2022","Companies House","Department for Business, Energy and Industrial Strategy","40-49","30","30","[c]","[c]"
"New entrant CS","2022","Companies House","Department for Business, Energy and Industrial Strategy","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Companies House","Department for Business, Energy and Industrial Strategy","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Competition and Markets Authority","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Competition and Markets Authority","20-29","70","70","32620","33120"
"New entrant CS","2022","Competition and Markets Authority","Competition and Markets Authority","30-39","40","30","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Competition and Markets Authority","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Competition and Markets Authority","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Competition and Markets Authority","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Ministry of Justice","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Ministry of Justice","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Ministry of Justice","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Ministry of Justice","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Criminal Injuries Compensation Authority","Ministry of Justice","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Cabinet Office","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Cabinet Office","20-29","50","50","26920","25520"
"New entrant CS","2022","Crown Commercial Service","Cabinet Office","30-39","40","40","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Cabinet Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Cabinet Office","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Cabinet Office","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Scottish Government","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Scottish Government","20-29","230","220","25170","21050"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Scottish Government","30-39","100","100","29230","27230"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Scottish Government","40-49","40","40","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Scottish Government","50-59","40","40","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Scottish Government","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","Scottish Government","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Attorney General's Departments","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Attorney General's Departments","20-29","350","350","25190","23770"
"New entrant CS","2022","Crown Prosecution Service","Attorney General's Departments","30-39","150","140","36370","38000"
"New entrant CS","2022","Crown Prosecution Service","Attorney General's Departments","40-49","100","90","43360","48080"
"New entrant CS","2022","Crown Prosecution Service","Attorney General's Departments","50-59","50","50","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Attorney General's Departments","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Crown Prosecution Service","Attorney General's Departments","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Ministry of Defence","16-19","60","60","17960","17140"
"New entrant CS","2022","Defence Equipment and Support","Ministry of Defence","20-29","360","360","24910","24750"
"New entrant CS","2022","Defence Equipment and Support","Ministry of Defence","30-39","210","210","33430","33000"
"New entrant CS","2022","Defence Equipment and Support","Ministry of Defence","40-49","160","160","36650","35550"
"New entrant CS","2022","Defence Equipment and Support","Ministry of Defence","50-59","160","150","37650","38000"
"New entrant CS","2022","Defence Equipment and Support","Ministry of Defence","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Ministry of Defence","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Equipment and Support","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Ministry of Defence","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Ministry of Defence","20-29","370","370","25520","25050"
"New entrant CS","2022","Defence Science and Technology Laboratory","Ministry of Defence","30-39","110","110","35120","33260"
"New entrant CS","2022","Defence Science and Technology Laboratory","Ministry of Defence","40-49","80","80","38110","38070"
"New entrant CS","2022","Defence Science and Technology Laboratory","Ministry of Defence","50-59","40","40","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Ministry of Defence","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Defence Science and Technology Laboratory","Ministry of Defence","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","20-29","390","390","33660","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","30-39","180","170","40670","38620"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","40-49","80","80","44370","39810"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","50-59","40","30","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","20-29","270","270","32880","34020"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","30-39","90","90","39410","34020"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","20-29","380","380","29840","28500"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","30-39","250","230","37080","36500"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","40-49","120","110","39760","36500"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","50-59","60","60","44100","40230"
"New entrant CS","2022","Department for Education (excl. agencies)","Department for Education","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","20-29","810","810","33480","32560"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","30-39","450","440","39840","36880"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","40-49","320","310","43010","38750"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","50-59","180","170","40660","36640"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Department for International Trade","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Department for International Trade","20-29","280","280","31240","31800"
"New entrant CS","2022","Department for International Trade","Department for International Trade","30-39","90","80","42790","41300"
"New entrant CS","2022","Department for International Trade","Department for International Trade","40-49","40","40","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for International Trade","Department for International Trade","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","20-29","320","310","31520","30190"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","30-39","150","150","39600","37300"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","40-49","100","90","42230","39600"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Department for Transport","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Department for Transport","20-29","350","350","36410","34710"
"New entrant CS","2022","Department for Transport (excl. agencies)","Department for Transport","30-39","210","210","47490","46900"
"New entrant CS","2022","Department for Transport (excl. agencies)","Department for Transport","40-49","100","100","48830","48770"
"New entrant CS","2022","Department for Transport (excl. agencies)","Department for Transport","50-59","50","50","[c]","[c]"
"New entrant CS","2022","Department for Transport (excl. agencies)","Department for Transport","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","16-19","150","140","22550","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","20-29","3950","3900","25470","25110"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","30-39","2510","2450","27140","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","40-49","1760","1700","27400","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","50-59","1520","1480","26190","27570"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","60-64","310","300","24290","21260"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","65+","70","60","23920","21260"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","20-29","440","330","31300","31840"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","30-39","250","160","39040","36820"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","40-49","140","70","45930","40650"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","50-59","100","50","50900","49530"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Scottish Government","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Scottish Government","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Scottish Government","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Scottish Government","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Scottish Government","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Disclosure Scotland","Scottish Government","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","16-19","70","60","18990","18310"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","20-29","250","240","20770","21840"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","30-39","160","150","24050","21840"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","40-49","90","80","22490","21840"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","50-59","80","80","22870","21840"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","Department for Transport","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Department for Transport","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Department for Transport","20-29","130","120","24250","21840"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Department for Transport","30-39","140","140","26470","26130"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Department for Transport","40-49","130","130","27010","26130"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Department for Transport","50-59","190","190","27340","26130"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Department for Transport","60-64","30","30","[c]","[c]"
"New entrant CS","2022","Driver and Vehicle Standards Agency","Department for Transport","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Department for Education","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Department for Education","20-29","80","80","30340","29360"
"New entrant CS","2022","Education and Skills Funding Agency","Department for Education","30-39","50","50","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Department for Education","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Department for Education","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education and Skills Funding Agency","Department for Education","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","Scottish Government","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","Scottish Government","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","Scottish Government","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","Scottish Government","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Education Scotland","Scottish Government","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Estyn","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Estyn","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Estyn","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Estyn","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","20-29","60","60","29650","30350"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","30-39","60","60","32580","30810"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","40-49","40","40","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Food Standards Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Scottish Government","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Scottish Government","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Scottish Government","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Scottish Government","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Scottish Government","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Scottish Government","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Scotland","Scottish Government","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Chancellor's other departments","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Chancellor's other departments","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Chancellor's other departments","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Chancellor's other departments","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Chancellor's other departments","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Actuary's Department","Chancellor's other departments","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","HM Treasury","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","HM Treasury","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","HM Treasury","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","HM Treasury","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","HM Treasury","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Attorney General's Departments","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Attorney General's Departments","20-29","140","130","31360","26950"
"New entrant CS","2022","Government Legal Department","Attorney General's Departments","30-39","100","100","45740","50500"
"New entrant CS","2022","Government Legal Department","Attorney General's Departments","40-49","60","50","48170","50500"
"New entrant CS","2022","Government Legal Department","Attorney General's Departments","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Attorney General's Departments","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","Attorney General's Departments","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Cabinet Office","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Cabinet Office","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Cabinet Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Cabinet Office","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Property Agency","Cabinet Office","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Department for Work and Pensions","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Department for Work and Pensions","20-29","110","110","26790","26370"
"New entrant CS","2022","Health and Safety Executive","Department for Work and Pensions","30-39","70","70","34250","31660"
"New entrant CS","2022","Health and Safety Executive","Department for Work and Pensions","40-49","60","60","43630","39340"
"New entrant CS","2022","Health and Safety Executive","Department for Work and Pensions","50-59","40","40","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Department for Work and Pensions","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Health and Safety Executive","Department for Work and Pensions","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Ministry of Justice","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Courts and Tribunals Service","Ministry of Justice","20-29","920","900","23710","20970"
"New entrant CS","2022","HM Courts and Tribunals Service","Ministry of Justice","30-39","390","380","25460","20970"
"New entrant CS","2022","HM Courts and Tribunals Service","Ministry of Justice","40-49","240","230","26350","20970"
"New entrant CS","2022","HM Courts and Tribunals Service","Ministry of Justice","50-59","250","240","23230","20970"
"New entrant CS","2022","HM Courts and Tribunals Service","Ministry of Justice","60-64","70","60","21200","20970"
"New entrant CS","2022","HM Courts and Tribunals Service","Ministry of Justice","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","HM Land Registry","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","HM Land Registry","20-29","170","170","25600","22600"
"New entrant CS","2022","HM Land Registry","HM Land Registry","30-39","140","140","27750","27130"
"New entrant CS","2022","HM Land Registry","HM Land Registry","40-49","100","100","29120","24230"
"New entrant CS","2022","HM Land Registry","HM Land Registry","50-59","80","70","27100","22600"
"New entrant CS","2022","HM Land Registry","HM Land Registry","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Prison and Probation Service","Ministry of Justice","16-19","180","180","23270","23140"
"New entrant CS","2022","HM Prison and Probation Service","Ministry of Justice","20-29","5190","5140","24090","23170"
"New entrant CS","2022","HM Prison and Probation Service","Ministry of Justice","30-39","3390","3220","26230","24800"
"New entrant CS","2022","HM Prison and Probation Service","Ministry of Justice","40-49","2660","2500","29600","27060"
"New entrant CS","2022","HM Prison and Probation Service","Ministry of Justice","50-59","2580","2400","29620","28200"
"New entrant CS","2022","HM Prison and Probation Service","Ministry of Justice","60-64","870","760","29720","28200"
"New entrant CS","2022","HM Prison and Probation Service","Ministry of Justice","65+","330","240","31050","28200"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","16-19","140","130","22050","21250"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","20-29","3640","3580","25960","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","30-39","2320","2240","27890","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","40-49","1150","1120","28530","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","50-59","670","650","28430","26590"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","60-64","90","90","27950","21250"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","20-29","200","200","29080","28500"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","30-39","50","50","36880","32320"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury (excl. agencies)","HM Treasury","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","16-19","40","40","[c]","[c]"
"New entrant CS","2022","Home Office","Home Office","20-29","1150","1140","26990","24880"
"New entrant CS","2022","Home Office","Home Office","30-39","560","550","30400","24880"
"New entrant CS","2022","Home Office","Home Office","40-49","340","330","33820","25770"
"New entrant CS","2022","Home Office","Home Office","50-59","410","350","32910","30820"
"New entrant CS","2022","Home Office","Home Office","60-64","70","40","34060","34630"
"New entrant CS","2022","Home Office","Home Office","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Department for Education","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Department for Education","30-39","30","30","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Department for Education","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","Department for Education","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","20-29","90","90","26000","24030"
"New entrant CS","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","30-39","60","60","28660","24030"
"New entrant CS","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","40-49","40","40","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","Ministry of Justice","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","Ministry of Justice","20-29","50","40","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","Ministry of Justice","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","Ministry of Justice","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","Ministry of Justice","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","Ministry of Justice","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal Aid Agency","Ministry of Justice","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Department for Transport","20-29","60","60","27140","26840"
"New entrant CS","2022","Maritime and Coastguard Agency","Department for Transport","30-39","40","40","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Department for Transport","40-49","40","40","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Department for Transport","50-59","40","40","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Department for Transport","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Maritime and Coastguard Agency","Department for Transport","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","50-59","[c]","[c]","[c]","[c]"
