"Status","Year","Responsibility_level","Organisation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","G6/G7","Crown Prosecution Service","North Yorkshire","60","50","60190","57500"
"In post","2022","G6/G7","Crown Prosecution Service","Northumberland, and Tyne and Wear","110","100","54620","54200"
"In post","2022","G6/G7","Crown Prosecution Service","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Crown Prosecution Service","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Crown Prosecution Service","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Crown Prosecution Service","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Crown Prosecution Service","Shropshire and Staffordshire","40","30","[c]","[c]"
"In post","2022","G6/G7","Crown Prosecution Service","South Yorkshire","50","40","[c]","[c]"
"In post","2022","G6/G7","Crown Prosecution Service","Surrey, East and West Sussex","90","80","60230","62120"
"In post","2022","G6/G7","Crown Prosecution Service","Tees Valley and Durham","40","40","[c]","[c]"
"In post","2022","G6/G7","Crown Prosecution Service","West Midlands","230","220","54870","54200"
"In post","2022","G6/G7","Crown Prosecution Service","West Wales and The Valleys","50","40","[c]","[c]"
"In post","2022","G6/G7","Crown Prosecution Service","West Yorkshire","200","180","54580","54670"
"In post","2022","G6/G7","Defence Electronics and Components Agency","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Defence Equipment and Support","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Defence Equipment and Support","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Defence Equipment and Support","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Defence Equipment and Support","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Defence Equipment and Support","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Defence Equipment and Support","Devon","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Defence Equipment and Support","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Defence Equipment and Support","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Defence Equipment and Support","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Defence Equipment and Support","Gloucestershire, Wiltshire and Bath/Bristol area","1640","1590","56220","55000"
"In post","2022","G6/G7","Defence Equipment and Support","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Defence Equipment and Support","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Defence Equipment and Support","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Defence Equipment and Support","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Defence Equipment and Support","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Defence Equipment and Support","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Defence Equipment and Support","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Defence Equipment and Support","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Defence Equipment and Support","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Defence Equipment and Support","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Defence Equipment and Support","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Defence Equipment and Support","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Defence Equipment and Support","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Defence Science and Technology Laboratory","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Defence Science and Technology Laboratory","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Defence Science and Technology Laboratory","Gloucestershire, Wiltshire and Bath/Bristol area","1140","1100","53110","47760"
"In post","2022","G6/G7","Defence Science and Technology Laboratory","Hampshire and Isle of Wight","730","690","52330","47760"
"In post","2022","G6/G7","Defence Science and Technology Laboratory","Kent","60","60","50340","47180"
"In post","2022","G6/G7","Defence Science and Technology Laboratory","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","Greater Manchester","70","70","54540","52080"
"In post","2022","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","2360","2300","58680","56550"
"In post","2022","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands","90","90","53220","49190"
"In post","2022","G6/G7","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Digital, Culture, Media and Sport","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Digital, Culture, Media and Sport","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Digital, Culture, Media and Sport","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Digital, Culture, Media and Sport","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Digital, Culture, Media and Sport","Greater Manchester","40","40","[c]","[c]"
"In post","2022","G6/G7","Department for Digital, Culture, Media and Sport","Inner London - West","840","820","56510","54700"
"In post","2022","G6/G7","Department for Digital, Culture, Media and Sport","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Digital, Culture, Media and Sport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Digital, Culture, Media and Sport","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Digital, Culture, Media and Sport","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Digital, Culture, Media and Sport","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Digital, Culture, Media and Sport","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Education (excl. agencies)","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Education (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Education (excl. agencies)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Education (excl. agencies)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Education (excl. agencies)","Derbyshire and Nottinghamshire","100","100","53440","50630"
"In post","2022","G6/G7","Department for Education (excl. agencies)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Education (excl. agencies)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Education (excl. agencies)","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Education (excl. agencies)","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Education (excl. agencies)","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Education (excl. agencies)","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Education (excl. agencies)","Essex","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Education (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","90","80","54760","50630"
"In post","2022","G6/G7","Department for Education (excl. agencies)","Greater Manchester","350","340","53810","50400"
"In post","2022","G6/G7","Department for Education (excl. agencies)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Education (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Education (excl. agencies)","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Education (excl. agencies)","Inner London - West","920","880","58830","54640"
"In post","2022","G6/G7","Department for Education (excl. agencies)","Kent","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Education (excl. agencies)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Education (excl. agencies)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Education (excl. agencies)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Education (excl. agencies)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Education (excl. agencies)","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Education (excl. agencies)","Northumberland, and Tyne and Wear","30","30","[c]","[c]"
"In post","2022","G6/G7","Department for Education (excl. agencies)","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Education (excl. agencies)","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Education (excl. agencies)","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Education (excl. agencies)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Education (excl. agencies)","South Yorkshire","390","370","53820","50630"
"In post","2022","G6/G7","Department for Education (excl. agencies)","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Education (excl. agencies)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Education (excl. agencies)","Tees Valley and Durham","170","160","53270","50400"
"In post","2022","G6/G7","Department for Education (excl. agencies)","West Midlands","170","170","54200","50400"
"In post","2022","G6/G7","Department for Education (excl. agencies)","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Education (excl. agencies)","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","60","60","53000","49460"
"In post","2022","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","Cheshire","100","100","51970","49140"
"In post","2022","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","Devon","50","50","[c]","[c]"
"In post","2022","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","East Anglia","60","50","51140","48840"
"In post","2022","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","350","340","52050","49070"
"In post","2022","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","50","50","[c]","[c]"
"In post","2022","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","Inner London - West","920","890","57190","54650"
"In post","2022","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","Kent","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Department for Environment, Food and Rural Affairs (excl. agencies)","Lancashire","[c]","[c]","[c]","[c]"
