"Status","Year","Sex","Region_ITL1","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Female","East of England","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","East of England","Crown Prosecution Service","50","50","[c]","[c]"
"New entrant CS","2022","Female","East of England","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","East of England","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","East of England","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","East of England","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","East of England","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","East of England","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","East of England","Department for Work and Pensions (excl. agencies)","360","340","26420","27570"
"New entrant CS","2022","Female","East of England","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","East of England","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","East of England","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","East of England","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","East of England","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","East of England","HM Courts and Tribunals Service","50","50","23600","20970"
"New entrant CS","2022","Female","East of England","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","East of England","HM Prison and Probation Service","970","910","26350","24800"
"New entrant CS","2022","Female","East of England","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","East of England","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","East of England","Home Office","40","40","[c]","[c]"
"New entrant CS","2022","Female","East of England","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","East of England","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","East of England","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","East of England","Ministry of Defence (excl. agencies)","150","140","27720","26350"
"New entrant CS","2022","Female","East of England","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","East of England","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","East of England","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","East of England","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","East of England","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","East of England","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","East of England","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","East of England","UK Health Security Agency","70","60","33990","30460"
"New entrant CS","2022","Female","East of England","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","London","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","London","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","London","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","London","Cabinet Office (excl. agencies)","530","520","36010","28000"
"New entrant CS","2022","Female","London","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","London","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","London","Competition and Markets Authority","60","60","38910","33120"
"New entrant CS","2022","Female","London","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","London","Crown Prosecution Service","140","130","31470","24590"
"New entrant CS","2022","Female","London","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","London","Department for Business, Energy and Industrial Strategy (excl. agencies)","270","270","38110","33570"
"New entrant CS","2022","Female","London","Department for Digital, Culture, Media and Sport","190","180","34140","34020"
"New entrant CS","2022","Female","London","Department for Education (excl. agencies)","110","100","36170","32940"
"New entrant CS","2022","Female","London","Department for Environment, Food and Rural Affairs (excl. agencies)","440","440","38410","33340"
"New entrant CS","2022","Female","London","Department for International Trade","190","190","34540","31800"
"New entrant CS","2022","Female","London","Department for Levelling Up, Housing and Communities (excl. agencies)","200","200","36160","33210"
"New entrant CS","2022","Female","London","Department for Transport (excl. agencies)","250","250","43300","42470"
"New entrant CS","2022","Female","London","Department for Work and Pensions (excl. agencies)","730","710","30790","31060"
"New entrant CS","2022","Female","London","Department of Health and Social Care (excl. agencies)","420","310","37070","32790"
"New entrant CS","2022","Female","London","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","London","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","London","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","London","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","London","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","London","Government Legal Department","210","200","40840","43920"
"New entrant CS","2022","Female","London","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","London","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","London","HM Courts and Tribunals Service","290","290","28740","23720"
"New entrant CS","2022","Female","London","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","London","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","London","HM Prison and Probation Service","1190","1150","31770","30200"
"New entrant CS","2022","Female","London","HM Revenue and Customs (excl. agencies)","340","340","36510","37610"
"New entrant CS","2022","Female","London","HM Treasury (excl. agencies)","120","110","31630","28500"
"New entrant CS","2022","Female","London","Home Office","450","440","33480","28650"
"New entrant CS","2022","Female","London","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","London","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","London","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","London","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","London","Medicines and Healthcare Products Regulatory Agency","30","30","[c]","[c]"
"New entrant CS","2022","Female","London","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","London","Ministry of Defence (excl. agencies)","140","130","34690","30450"
"New entrant CS","2022","Female","London","Ministry of Justice (excl. agencies)","260","260","36810","34260"
"New entrant CS","2022","Female","London","National Crime Agency","80","80","41820","37560"
"New entrant CS","2022","Female","London","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","London","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","London","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","London","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","London","Office for Standards in Education, Children's Services and Skills","40","30","[c]","[c]"
"New entrant CS","2022","Female","London","Office of Gas and Electricity Markets","120","120","37730","32320"
"New entrant CS","2022","Female","London","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","London","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","London","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","London","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","London","Public Health England","110","90","41160","38150"
"New entrant CS","2022","Female","London","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","London","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","London","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","London","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","London","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","London","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","London","The National Archives","60","50","31740","28040"
"New entrant CS","2022","Female","London","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","London","UK Export Finance","70","60","41450","34180"
"New entrant CS","2022","Female","London","UK Health Security Agency","650","610","38190","32330"
"New entrant CS","2022","Female","London","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","London","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","London","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","London","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","London","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","London","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North East (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North East (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North East (England)","Cabinet Office (excl. agencies)","60","50","24490","21050"
"New entrant CS","2022","Female","North East (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North East (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North East (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North East (England)","Department for Education (excl. agencies)","70","70","31270","29360"
"New entrant CS","2022","Female","North East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","50","50","[c]","[c]"
"New entrant CS","2022","Female","North East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North East (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North East (England)","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North East (England)","Department for Work and Pensions (excl. agencies)","690","670","24640","21260"
"New entrant CS","2022","Female","North East (England)","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North East (England)","Driver and Vehicle Standards Agency","30","30","[c]","[c]"
"New entrant CS","2022","Female","North East (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North East (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North East (England)","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North East (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North East (England)","HM Courts and Tribunals Service","40","40","[c]","[c]"
"New entrant CS","2022","Female","North East (England)","HM Land Registry","30","30","[c]","[c]"
"New entrant CS","2022","Female","North East (England)","HM Prison and Probation Service","570","550","26070","23170"
"New entrant CS","2022","Female","North East (England)","HM Revenue and Customs (excl. agencies)","580","550","24540","21250"
"New entrant CS","2022","Female","North East (England)","HM Treasury (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","Female","North East (England)","Home Office","50","40","[c]","[c]"
"New entrant CS","2022","Female","North East (England)","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North East (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North East (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North East (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North East (England)","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North East (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North East (England)","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North East (England)","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North East (England)","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North East (England)","Rural Payments Agency","60","60","21620","21300"
"New entrant CS","2022","Female","North East (England)","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North East (England)","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North East (England)","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North East (England)","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North East (England)","Valuation Office Agency","110","110","22950","22010"
"New entrant CS","2022","Female","North West (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North West (England)","Animal and Plant Health Agency","40","40","[c]","[c]"
"New entrant CS","2022","Female","North West (England)","Cabinet Office (excl. agencies)","60","60","42810","37300"
"New entrant CS","2022","Female","North West (England)","Charity Commission","40","40","[c]","[c]"
"New entrant CS","2022","Female","North West (England)","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North West (England)","Crown Commercial Service","40","40","[c]","[c]"
"New entrant CS","2022","Female","North West (England)","Crown Prosecution Service","50","50","[c]","[c]"
"New entrant CS","2022","Female","North West (England)","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North West (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","60","60","33000","30360"
"New entrant CS","2022","Female","North West (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North West (England)","Department for Education (excl. agencies)","100","100","33190","29360"
"New entrant CS","2022","Female","North West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","80","80","35080","29230"
"New entrant CS","2022","Female","North West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North West (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North West (England)","Department for Work and Pensions (excl. agencies)","1090","1060","25270","21260"
"New entrant CS","2022","Female","North West (England)","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North West (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North West (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North West (England)","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North West (England)","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North West (England)","Health and Safety Executive","70","70","26680","26370"
"New entrant CS","2022","Female","North West (England)","HM Courts and Tribunals Service","170","160","23270","20970"
"New entrant CS","2022","Female","North West (England)","HM Land Registry","50","50","[c]","[c]"
"New entrant CS","2022","Female","North West (England)","HM Prison and Probation Service","1400","1330","26060","23170"
"New entrant CS","2022","Female","North West (England)","HM Revenue and Customs (excl. agencies)","1110","1060","24950","21250"
"New entrant CS","2022","Female","North West (England)","Home Office","230","220","26570","24880"
"New entrant CS","2022","Female","North West (England)","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North West (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North West (England)","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North West (England)","Ministry of Defence (excl. agencies)","70","60","23420","21170"
"New entrant CS","2022","Female","North West (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North West (England)","National Crime Agency","50","50","[c]","[c]"
"New entrant CS","2022","Female","North West (England)","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North West (England)","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North West (England)","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North West (England)","Rural Payments Agency","100","100","21520","21300"
"New entrant CS","2022","Female","North West (England)","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North West (England)","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North West (England)","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North West (England)","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North West (England)","UK Health Security Agency","70","60","33780","23390"
"New entrant CS","2022","Female","North West (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North West (England)","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Northern Ireland","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Northern Ireland","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Northern Ireland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Northern Ireland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Northern Ireland","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Northern Ireland","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Northern Ireland","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Northern Ireland","HM Revenue and Customs (excl. agencies)","220","220","26560","26590"
"New entrant CS","2022","Female","Northern Ireland","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Northern Ireland","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Northern Ireland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Northern Ireland","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Northern Ireland","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Northern Ireland","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Overseas","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Overseas","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Overseas","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Overseas","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scotland","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scotland","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scotland","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scotland","Cabinet Office (excl. agencies)","70","70","38070","32000"
"New entrant CS","2022","Female","Scotland","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scotland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scotland","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scotland","Crown Office and Procurator Fiscal Service","280","280","26120","21050"
"New entrant CS","2022","Female","Scotland","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scotland","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scotland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scotland","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scotland","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scotland","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scotland","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scotland","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scotland","Department for Work and Pensions (excl. agencies)","610","590","24440","21260"
"New entrant CS","2022","Female","Scotland","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scotland","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scotland","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scotland","Education Scotland","40","40","[c]","[c]"
"New entrant CS","2022","Female","Scotland","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scotland","Food Standards Scotland","40","40","[c]","[c]"
"New entrant CS","2022","Female","Scotland","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scotland","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scotland","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scotland","HM Revenue and Customs (excl. agencies)","480","460","24780","21250"
"New entrant CS","2022","Female","Scotland","Home Office","80","70","24930","24880"
"New entrant CS","2022","Female","Scotland","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scotland","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scotland","Ministry of Defence (excl. agencies)","80","80","29170","23540"
"New entrant CS","2022","Female","Scotland","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scotland","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scotland","National Records of Scotland","40","30","[c]","[c]"
"New entrant CS","2022","Female","Scotland","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scotland","Office of Gas and Electricity Markets","100","100","31380","26000"
"New entrant CS","2022","Female","Scotland","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scotland","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scotland","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scotland","Registers of Scotland","30","30","[c]","[c]"
"New entrant CS","2022","Female","Scotland","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scotland","Scottish Courts and Tribunals Service","220","210","23230","22000"
"New entrant CS","2022","Female","Scotland","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scotland","Scottish Government (excl. agencies)","850","820","35120","31540"
"New entrant CS","2022","Female","Scotland","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scotland","Scottish Prison Service","190","190","22910","21640"
"New entrant CS","2022","Female","Scotland","Scottish Public Pensions Agency","30","30","[c]","[c]"
"New entrant CS","2022","Female","Scotland","Social Security Scotland","860","830","27410","27230"
"New entrant CS","2022","Female","Scotland","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scotland","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scotland","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scotland","Transport Scotland","30","30","[c]","[c]"
"New entrant CS","2022","Female","Scotland","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scotland","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Scotland","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South East (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South East (England)","Animal and Plant Health Agency","90","80","28150","24920"
"New entrant CS","2022","Female","South East (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South East (England)","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South East (England)","Crown Prosecution Service","60","50","30390","26970"
"New entrant CS","2022","Female","South East (England)","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South East (England)","Defence Science and Technology Laboratory","70","70","29320","26030"
"New entrant CS","2022","Female","South East (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","Female","South East (England)","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South East (England)","Department for Work and Pensions (excl. agencies)","380","360","25570","27570"
"New entrant CS","2022","Female","South East (England)","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South East (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South East (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South East (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South East (England)","HM Courts and Tribunals Service","70","70","23610","20970"
"New entrant CS","2022","Female","South East (England)","HM Prison and Probation Service","1400","1320","27130","25960"
"New entrant CS","2022","Female","South East (England)","HM Revenue and Customs (excl. agencies)","50","50","[c]","[c]"
"New entrant CS","2022","Female","South East (England)","Home Office","110","100","25120","24880"
"New entrant CS","2022","Female","South East (England)","Maritime and Coastguard Agency","60","50","29910","26840"
"New entrant CS","2022","Female","South East (England)","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South East (England)","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South East (England)","Ministry of Defence (excl. agencies)","320","300","28540","26350"
"New entrant CS","2022","Female","South East (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South East (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South East (England)","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South East (England)","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South East (England)","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South East (England)","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South East (England)","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South East (England)","UK Health Security Agency","60","50","35740","31830"
"New entrant CS","2022","Female","South East (England)","UK Space Agency","[c]","[c]","[c]","[c]"
