"Status","Year","Region_ITL1","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","North East (England)","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Department for Environment, Food and Rural Affairs","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Department for Environment, Food and Rural Affairs","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Department for Transport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Department for Transport","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Department for Transport","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Department for Work and Pensions","Unknown","200","190","27100","27570"
"Leaver Dept.","2021","North East (England)","HM Revenue and Customs","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","HM Revenue and Customs","Unknown","210","200","[c]","[c]"
"Leaver Dept.","2021","North East (England)","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Home Office","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Ministry of Housing, Communities and Local Government","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Ministry of Justice","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Cabinet Office","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department for Business, Energy and Industrial Strategy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department for Environment, Food and Rural Affairs","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department for Environment, Food and Rural Affairs","No function","30","30","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department for Transport","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department for Work and Pensions","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department for Work and Pensions","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department for Work and Pensions","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department for Work and Pensions","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department for Work and Pensions","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Department for Work and Pensions","Unknown","240","230","28950","27570"
"Leaver Dept.","2021","North West (England)","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","HM Revenue and Customs","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","HM Revenue and Customs","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","HM Revenue and Customs","Unknown","350","340","[c]","[c]"
"Leaver Dept.","2021","North West (England)","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Home Office","Unknown","180","160","26800","24880"
"Leaver Dept.","2021","North West (England)","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Ministry of Housing, Communities and Local Government","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Ministry of Housing, Communities and Local Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Ministry of Housing, Communities and Local Government","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Ministry of Housing, Communities and Local Government","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Ministry of Justice","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Ministry of Justice","No function","60","60","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Office for Standards in Education","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Office for Standards in Education","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Office for Standards in Education","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Office for Standards in Education","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Office for Standards in Education","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other Cabinet Office Agencies","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other Cabinet Office Agencies","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other Cabinet Office Agencies","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other Cabinet Office Agencies","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Northern Ireland Office","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Northern Ireland Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Department for International Trade","No function","40","40","[c]","[c]"
"Leaver Dept.","2021","Overseas","Foreign, Commonwealth and Development Office","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Foreign, Commonwealth and Development Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Foreign, Commonwealth and Development Office","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Cabinet Office","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Cabinet Office","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Competition and Markets Authority","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Department for Business, Energy and Industrial Strategy","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Department for Business, Energy and Industrial Strategy","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Department for Environment, Food and Rural Affairs","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Department for International Trade","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Department for Transport","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Department for Work and Pensions","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Department for Work and Pensions","Unknown","150","140","25960","27570"
"Leaver Dept.","2021","Scotland","Foreign, Commonwealth and Development Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Foreign, Commonwealth and Development Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Foreign, Commonwealth and Development Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Foreign, Commonwealth and Development Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Foreign, Commonwealth and Development Office","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","HM Revenue and Customs","Unknown","200","200","[c]","[c]"
"Leaver Dept.","2021","Scotland","Home Office","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Scotland","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Ministry of Defence","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Ministry of Justice","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Office of Gas and Electricity Markets","Digital, Data & Technology","[c]","[c]","[c]","[c]"
