"Status","Year","Disability","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Commercial","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Submarine Delivery Agency","100","100","40470","38200"
"In post","2021","Declared non-disabled","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","UK Export Finance","190","180","54290","50430"
"In post","2021","Declared non-disabled","Commercial","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Cabinet Office (excl. agencies)","210","200","47320","40850"
"In post","2021","Declared non-disabled","Communications","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Competition and Markets Authority","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Crown Prosecution Service","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Defence Equipment and Support","190","190","27880","23150"
"In post","2021","Declared non-disabled","Communications","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","50","50","53420","46530"
"In post","2021","Declared non-disabled","Communications","Department for Digital, Culture, Media and Sport","40","30","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Education (excl. agencies)","150","140","40170","36980"
"In post","2021","Declared non-disabled","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","170","160","41360","37360"
"In post","2021","Declared non-disabled","Communications","Department for International Trade","50","50","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Department for Transport (excl. agencies)","70","70","47540","43690"
"In post","2021","Declared non-disabled","Communications","Department of Health and Social Care (excl. agencies)","40","30","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Driver and Vehicle Licensing Agency","50","50","30600","26780"
"In post","2021","Declared non-disabled","Communications","Driver and Vehicle Standards Agency","50","50","32490","31050"
"In post","2021","Declared non-disabled","Communications","Education and Skills Funding Agency","70","70","42670","40300"
"In post","2021","Declared non-disabled","Communications","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","80","80","49700","46880"
"In post","2021","Declared non-disabled","Communications","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","HM Revenue and Customs (excl. agencies)","2180","2090","30110","25560"
"In post","2021","Declared non-disabled","Communications","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Met Office","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Ministry of Defence (excl. agencies)","360","340","34040","33300"
"In post","2021","Declared non-disabled","Communications","Ministry of Housing, Communities and Local Government (excl. agencies)","70","60","43050","39600"
"In post","2021","Declared non-disabled","Communications","Ministry of Justice (excl. agencies)","80","80","44110","39560"
"In post","2021","Declared non-disabled","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Office for Standards in Education, Children's Services and Skills","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Office of Gas and Electricity Markets","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Public Health England","50","50","47160","41030"
"In post","2021","Declared non-disabled","Communications","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Rural Payments Agency","100","90","29140","26030"
"In post","2021","Declared non-disabled","Communications","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","UK Export Finance","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Cabinet Office (excl. agencies)","70","70","48440","53230"
"In post","2021","Declared non-disabled","Counter Fraud","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Driver and Vehicle Standards Agency","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","HM Revenue and Customs (excl. agencies)","5410","5090","33770","31810"
"In post","2021","Declared non-disabled","Counter Fraud","Insolvency Service","180","170","40510","39490"
"In post","2021","Declared non-disabled","Counter Fraud","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Serious Fraud Office","160","160","45370","40000"
"In post","2021","Declared non-disabled","Counter Fraud","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Debt","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Debt","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Debt","HM Revenue and Customs (excl. agencies)","2300","2060","24140","21440"
"In post","2021","Declared non-disabled","Debt","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Cabinet Office (excl. agencies)","730","720","52050","54700"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
