"Status","Year","Region_ITL3","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Bexley and Greenwich","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","No function","Department for Transport","60","50","33630","31680"
"In post","2021","Bexley and Greenwich","No function","Ministry of Justice","1160","1120","31600","31590"
"In post","2021","Bexley and Greenwich","Project Delivery","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","Department for Work and Pensions","390","360","31090","31060"
"In post","2021","Bexley and Greenwich","Unknown","Ministry of Defence","90","80","32350","29250"
"In post","2021","Birmingham","Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Analysis","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Analysis","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Analysis","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Analysis","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Analysis","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Commercial","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Commercial","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Commercial","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Communications","HM Revenue and Customs","210","200","29400","25560"
"In post","2021","Birmingham","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Communications","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Counter Fraud","Department for Business, Energy and Industrial Strategy","50","50","38100","38810"
"In post","2021","Birmingham","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Counter Fraud","HM Revenue and Customs","520","480","31930","31810"
"In post","2021","Birmingham","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Debt","HM Revenue and Customs","410","370","21770","20140"
"In post","2021","Birmingham","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"In post","2021","Birmingham","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Digital, Data & Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Digital, Data & Technology","HM Revenue and Customs","60","60","35680","31810"
"In post","2021","Birmingham","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Digital, Data & Technology","Ministry of Justice","70","70","43190","45190"
"In post","2021","Birmingham","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Digital, Data & Technology","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Digital, Data & Technology","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Finance","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Finance","Ministry of Justice","30","30","[c]","[c]"
"In post","2021","Birmingham","Finance","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Human Resources","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Human Resources","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Human Resources","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Legal","Attorney General's Departments","470","440","39930","38000"
"In post","2021","Birmingham","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Legal","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Legal","HM Revenue and Customs","60","50","32010","31810"
"In post","2021","Birmingham","Legal","Ministry of Justice","80","80","34250","30660"
"In post","2021","Birmingham","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","No function","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","No function","Department for Business, Energy and Industrial Strategy","500","470","31030","26380"
"In post","2021","Birmingham","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","No function","Department for Transport","130","130","29250","26780"
"In post","2021","Birmingham","No function","Department for Work and Pensions","80","70","43550","45710"
"In post","2021","Birmingham","No function","Department of Health and Social Care","440","400","41720","34530"
"In post","2021","Birmingham","No function","Food Standards Agency","50","50","39080","37910"
"In post","2021","Birmingham","No function","HM Revenue and Customs","1370","1290","32160","31810"
"In post","2021","Birmingham","No function","Ministry of Housing, Communities and Local Government","90","80","36390","31910"
"In post","2021","Birmingham","No function","Ministry of Justice","2840","2640","24660","21550"
"In post","2021","Birmingham","No function","National Crime Agency","380","370","37300","36410"
"In post","2021","Birmingham","No function","Office for Standards in Education","130","130","57580","51360"
"In post","2021","Birmingham","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","No function","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","No function","Water Services Regulation Authority","80","80","52380","50130"
"In post","2021","Birmingham","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Project Delivery","HM Revenue and Customs","130","120","43910","38630"
"In post","2021","Birmingham","Project Delivery","Ministry of Defence","50","50","42940","40580"
"In post","2021","Birmingham","Project Delivery","Ministry of Housing, Communities and Local Government","30","30","[c]","[c]"
"In post","2021","Birmingham","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Project Delivery","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Project Delivery","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Property","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Property","HM Revenue and Customs","180","170","33810","31100"
"In post","2021","Birmingham","Property","Ministry of Defence","30","30","[c]","[c]"
"In post","2021","Birmingham","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Property","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Property","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Security","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Security","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Unknown","Department for Work and Pensions","2160","1920","26690","27570"
"In post","2021","Birmingham","Unknown","Home Office","130","120","29970","25310"
"In post","2021","Birmingham","Unknown","Ministry of Defence","110","110","30110","22290"
"In post","2021","Birmingham","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Counter Fraud","HM Revenue and Customs","[c]","[c]","[c]","[c]"
