"Status","Year","Profession_of_post","Sex","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Property","Male","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","West Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","West Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Male","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","Female","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","Female","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","Female","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","Female","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","Female","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","Female","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","Male","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","Male","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","Male","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","Male","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","Male","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","Male","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Barnet","350","330","41020","40070"
"Leaver Dept.","2022","Science and Engineering","Female","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Birmingham","100","90","36080","36330"
"Leaver Dept.","2022","Science and Engineering","Female","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Bristol, City of","100","90","35330","32310"
"Leaver Dept.","2022","Science and Engineering","Female","Bromley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Buckinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Cambridgeshire CC","70","60","36740","32880"
"Leaver Dept.","2022","Science and Engineering","Female","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Dorset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Ealing","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","East Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","East Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Lambeth","120","100","42370","40060"
"Leaver Dept.","2022","Science and Engineering","Female","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Leeds","40","40","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Manchester","80","70","32050","28590"
"Leaver Dept.","2022","Science and Engineering","Female","Medway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Nottingham","50","40","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Oxfordshire CC","100","90","43700","40300"
"Leaver Dept.","2022","Science and Engineering","Female","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Powys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Solihull","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Thurrock","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","West Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","West Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","West Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Wiltshire","250","230","35850","34530"
"Leaver Dept.","2022","Science and Engineering","Female","Wirral","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Female","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Barnet","140","140","43460","40520"
"Leaver Dept.","2022","Science and Engineering","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","60","60","31530","27540"
"Leaver Dept.","2022","Science and Engineering","Male","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Bristol, City of","40","40","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Bromley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Buckinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Dorset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Ealing","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","East Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","East Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Lambeth","50","50","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Manchester","50","50","36500","29740"
"Leaver Dept.","2022","Science and Engineering","Male","Medway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Oxfordshire CC","80","80","47290","42380"
"Leaver Dept.","2022","Science and Engineering","Male","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Powys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Solihull","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Thurrock","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","West Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","West Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","West Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Wiltshire","140","140","40080","36940"
"Leaver Dept.","2022","Science and Engineering","Male","Wirral","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Male","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Blackpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Lambeth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Medway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Powys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","South Teesside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Female","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Blackpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Lambeth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Medway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Powys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","South Teesside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Male","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Female","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Female","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Female","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Female","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Female","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Female","Lambeth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Female","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Female","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Female","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Female","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Female","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Male","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Male","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Male","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Male","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Male","Croydon","[c]","[c]","[c]","[c]"
