"Status","Year","Function_of_post","Sex","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Commercial","Female","SEO/HEO","150","140","36940","36590"
"New entrant CS","2021","Commercial","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Male","AA/AO","30","30","[c]","[c]"
"New entrant CS","2021","Commercial","Male","EO","50","50","25570","26350"
"New entrant CS","2021","Commercial","Male","G6/G7","70","70","69920","63130"
"New entrant CS","2021","Commercial","Male","SCS","90","90","85060","72000"
"New entrant CS","2021","Commercial","Male","SEO/HEO","130","130","37390","36800"
"New entrant CS","2021","Commercial","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","AA/AO","40","40","[c]","[c]"
"New entrant CS","2021","Communications","Female","EO","360","350","25830","25560"
"New entrant CS","2021","Communications","Female","G6/G7","40","40","[c]","[c]"
"New entrant CS","2021","Communications","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","SEO/HEO","210","200","35110","33210"
"New entrant CS","2021","Communications","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","EO","410","410","25530","25560"
"New entrant CS","2021","Communications","Male","G6/G7","40","40","[c]","[c]"
"New entrant CS","2021","Communications","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Male","SEO/HEO","170","170","34310","31810"
"New entrant CS","2021","Communications","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","EO","50","50","26220","25560"
"New entrant CS","2021","Counter Fraud","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","EO","50","50","26390","25560"
"New entrant CS","2021","Counter Fraud","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","SEO/HEO","50","50","[c]","[c]"
"New entrant CS","2021","Debt","Female","AA/AO","500","490","20350","20140"
"New entrant CS","2021","Debt","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Male","AA/AO","440","430","20290","20140"
"New entrant CS","2021","Debt","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","AA/AO","50","50","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","EO","140","140","26290","26180"
"New entrant CS","2021","Digital, Data & Technology","Female","G6/G7","170","160","56680","54700"
"New entrant CS","2021","Digital, Data & Technology","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Female","SEO/HEO","350","340","36010","35500"
"New entrant CS","2021","Digital, Data & Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Male","AA/AO","50","50","21420","21040"
"New entrant CS","2021","Digital, Data & Technology","Male","EO","240","240","26490","26130"
"New entrant CS","2021","Digital, Data & Technology","Male","G6/G7","320","310","57700","54990"
"New entrant CS","2021","Digital, Data & Technology","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Male","SEO/HEO","510","510","36670","36500"
"New entrant CS","2021","Digital, Data & Technology","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","AA/AO","60","60","20500","20150"
"New entrant CS","2021","Finance","Female","EO","110","100","25180","26350"
"New entrant CS","2021","Finance","Female","G6/G7","40","40","[c]","[c]"
"New entrant CS","2021","Finance","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","SEO/HEO","210","210","36450","36570"
"New entrant CS","2021","Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","AA/AO","50","40","[c]","[c]"
"New entrant CS","2021","Finance","Male","EO","80","80","24190","25000"
"New entrant CS","2021","Finance","Male","G6/G7","50","50","59480","57910"
"New entrant CS","2021","Finance","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","SEO/HEO","170","160","35840","34550"
"New entrant CS","2021","Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","AA/AO","150","140","20950","20920"
"New entrant CS","2021","Human Resources","Female","EO","150","150","25800","26300"
"New entrant CS","2021","Human Resources","Female","G6/G7","80","80","56740","55000"
"New entrant CS","2021","Human Resources","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","SEO/HEO","220","210","34250","33470"
"New entrant CS","2021","Human Resources","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","AA/AO","60","60","20450","20800"
"New entrant CS","2021","Human Resources","Male","EO","60","60","25840","26430"
"New entrant CS","2021","Human Resources","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","SEO/HEO","90","80","33790","33060"
"New entrant CS","2021","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Female","AA/AO","280","270","20490","20120"
"New entrant CS","2021","Legal","Female","EO","140","140","26860","26950"
"New entrant CS","2021","Legal","Female","G6/G7","250","240","53710","51250"
"New entrant CS","2021","Legal","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Female","SEO/HEO","240","240","34870","36800"
"New entrant CS","2021","Legal","Male","AA/AO","110","110","20420","20120"
"New entrant CS","2021","Legal","Male","EO","70","70","27070","26950"
"New entrant CS","2021","Legal","Male","G6/G7","170","160","53460","50520"
"New entrant CS","2021","Legal","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","Male","SEO/HEO","130","130","34990","37230"
"New entrant CS","2021","No function","Female","AA/AO","5470","5240","21270","20600"
"New entrant CS","2021","No function","Female","EO","1940","1900","26370","25970"
"New entrant CS","2021","No function","Female","G6/G7","590","560","56710","53380"
"New entrant CS","2021","No function","Female","SCS","90","70","92430","87250"
"New entrant CS","2021","No function","Female","SEO/HEO","3000","2840","33680","32790"
"New entrant CS","2021","No function","Female","Unknown","1120","1030","22850","22920"
"New entrant CS","2021","No function","Male","AA/AO","4620","4540","22130","21050"
"New entrant CS","2021","No function","Male","EO","1280","1270","27020","26200"
"New entrant CS","2021","No function","Male","G6/G7","570","550","57470","54500"
"New entrant CS","2021","No function","Male","SCS","100","90","99500","90000"
"New entrant CS","2021","No function","Male","SEO/HEO","2100","2060","34110","33210"
"New entrant CS","2021","No function","Male","Unknown","310","280","23210","22920"
"New entrant CS","2021","No function","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Female","AA/AO","50","50","[c]","[c]"
"New entrant CS","2021","Project Delivery","Female","EO","220","210","24090","25560"
"New entrant CS","2021","Project Delivery","Female","G6/G7","120","110","55450","53500"
"New entrant CS","2021","Project Delivery","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Female","SEO/HEO","380","370","35410","34710"
"New entrant CS","2021","Project Delivery","Female","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Project Delivery","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Male","EO","240","240","22640","23230"
"New entrant CS","2021","Project Delivery","Male","G6/G7","150","150","56310","54520"
"New entrant CS","2021","Project Delivery","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Male","SEO/HEO","520","520","36510","36030"
"New entrant CS","2021","Project Delivery","Male","Unknown","120","120","35670","33000"
"New entrant CS","2021","Project Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Female","AA/AO","120","120","20650","20880"
"New entrant CS","2021","Property","Female","EO","80","70","25170","24920"
"New entrant CS","2021","Property","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Female","SEO/HEO","90","80","35350","34780"
"New entrant CS","2021","Property","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Male","AA/AO","140","130","21450","20880"
"New entrant CS","2021","Property","Male","EO","90","90","25840","25000"
"New entrant CS","2021","Property","Male","G6/G7","60","60","56500","54540"
"New entrant CS","2021","Property","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Male","SEO/HEO","160","160","34530","33150"
"New entrant CS","2021","Property","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Female","AA/AO","130","130","21880","20800"
"New entrant CS","2021","Security","Female","EO","40","40","[c]","[c]"
"New entrant CS","2021","Security","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Female","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Security","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Male","AA/AO","480","480","25270","23540"
"New entrant CS","2021","Security","Male","EO","80","70","27090","26000"
"New entrant CS","2021","Security","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Male","SEO/HEO","60","60","35820","34550"
"New entrant CS","2021","Security","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","AA/AO","4060","3950","21530","21010"
"New entrant CS","2021","Unknown","Female","EO","7530","7280","28450","27570"
"New entrant CS","2021","Unknown","Female","G6/G7","370","340","58460","56120"
"New entrant CS","2021","Unknown","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","SEO/HEO","990","960","35720","35050"
"New entrant CS","2021","Unknown","Female","Unknown","220","220","[c]","[c]"
"New entrant CS","2021","Unknown","Male","AA/AO","3430","3410","21420","21010"
"New entrant CS","2021","Unknown","Male","EO","4970","4930","28220","27570"
"New entrant CS","2021","Unknown","Male","G6/G7","430","420","60220","57430"
"New entrant CS","2021","Unknown","Male","SCS","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Male","SEO/HEO","860","850","36080","35310"
"New entrant CS","2021","Unknown","Male","Unknown","120","120","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Female","AA/AO","90","80","22000","21260"
"New entrant CS","2022","Analysis","Female","EO","140","130","26890","26670"
"New entrant CS","2022","Analysis","Female","G6/G7","60","50","55590","53360"
"New entrant CS","2022","Analysis","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Female","SEO/HEO","430","410","34030","33000"
"New entrant CS","2022","Analysis","Male","AA/AO","100","100","21440","21260"
"New entrant CS","2022","Analysis","Male","EO","140","130","26640","26350"
"New entrant CS","2022","Analysis","Male","G6/G7","90","80","59110","54910"
"New entrant CS","2022","Analysis","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","Male","SEO/HEO","440","420","33770","33080"
"New entrant CS","2022","Analysis","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Female","EO","140","130","26070","26350"
"New entrant CS","2022","Commercial","Female","G6/G7","130","120","63190","62400"
"New entrant CS","2022","Commercial","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Female","SEO/HEO","250","210","35170","35000"
"New entrant CS","2022","Commercial","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","Commercial","Male","EO","80","80","25490","26130"
"New entrant CS","2022","Commercial","Male","G6/G7","130","120","70090","70000"
"New entrant CS","2022","Commercial","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Male","SEO/HEO","190","160","36190","36360"
"New entrant CS","2022","Commercial","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","AA/AO","80","80","21440","21250"
"New entrant CS","2022","Communications","Female","EO","410","390","26750","26590"
"New entrant CS","2022","Communications","Female","G6/G7","60","50","57140","54270"
"New entrant CS","2022","Communications","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Female","SEO/HEO","260","260","35810","34260"
"New entrant CS","2022","Communications","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","AA/AO","80","80","21500","21250"
"New entrant CS","2022","Communications","Male","EO","390","380","26600","26590"
"New entrant CS","2022","Communications","Male","G6/G7","30","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Male","SEO/HEO","190","190","34820","33080"
"New entrant CS","2022","Communications","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","AA/AO","300","280","22310","21260"
"New entrant CS","2022","Counter Fraud","Female","EO","460","450","27610","27570"
"New entrant CS","2022","Counter Fraud","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Female","SEO/HEO","70","60","35110","33080"
"New entrant CS","2022","Counter Fraud","Male","AA/AO","240","240","22170","21260"
"New entrant CS","2022","Counter Fraud","Male","EO","390","390","27720","27570"
"New entrant CS","2022","Counter Fraud","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Male","SEO/HEO","120","120","34920","33080"
"New entrant CS","2022","Debt","Female","AA/AO","590","560","21290","21250"
"New entrant CS","2022","Debt","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Male","AA/AO","390","380","21280","21250"
"New entrant CS","2022","Debt","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Female","AA/AO","130","130","20810","21170"
"New entrant CS","2022","Digital, Data & Technology","Female","EO","210","200","26500","26590"
"New entrant CS","2022","Digital, Data & Technology","Female","G6/G7","220","220","53700","53360"
"New entrant CS","2022","Digital, Data & Technology","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Female","SEO/HEO","540","520","35690","35310"
"New entrant CS","2022","Digital, Data & Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Male","AA/AO","150","150","20370","21110"
"New entrant CS","2022","Digital, Data & Technology","Male","EO","380","380","26530","26370"
"New entrant CS","2022","Digital, Data & Technology","Male","G6/G7","450","440","56100","54700"
"New entrant CS","2022","Digital, Data & Technology","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Male","SEO/HEO","780","750","36240","35900"
"New entrant CS","2022","Digital, Data & Technology","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Female","AA/AO","100","90","21140","21250"
"New entrant CS","2022","Finance","Female","EO","180","160","25410","25120"
"New entrant CS","2022","Finance","Female","G6/G7","80","80","55430","54110"
"New entrant CS","2022","Finance","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Female","SEO/HEO","280","250","36130","36120"
"New entrant CS","2022","Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Male","AA/AO","80","70","21180","21250"
"New entrant CS","2022","Finance","Male","EO","150","140","25280","25000"
"New entrant CS","2022","Finance","Male","G6/G7","70","70","55870","54070"
"New entrant CS","2022","Finance","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Male","SEO/HEO","220","210","36500","36500"
"New entrant CS","2022","Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Female","AA/AO","280","260","21240","21300"
"New entrant CS","2022","Grants Management","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Male","AA/AO","200","200","21190","21300"
"New entrant CS","2022","Grants Management","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Female","AA/AO","220","210","21310","21170"
"New entrant CS","2022","Human Resources","Female","EO","280","260","26110","26350"
"New entrant CS","2022","Human Resources","Female","G6/G7","110","110","55110","53290"
"New entrant CS","2022","Human Resources","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Female","SEO/HEO","320","310","34280","33080"
"New entrant CS","2022","Human Resources","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Male","AA/AO","90","90","21400","21170"
"New entrant CS","2022","Human Resources","Male","EO","110","110","26250","26880"
"New entrant CS","2022","Human Resources","Male","G6/G7","60","50","57010","55740"
"New entrant CS","2022","Human Resources","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Male","SEO/HEO","150","140","34480","33000"
"New entrant CS","2022","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Female","AA/AO","240","240","21410","21250"
"New entrant CS","2022","Legal","Female","EO","220","210","27160","26950"
"New entrant CS","2022","Legal","Female","G6/G7","250","230","53880","52080"
"New entrant CS","2022","Legal","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Female","SEO/HEO","160","150","40040","40000"
"New entrant CS","2022","Legal","Male","AA/AO","80","80","21320","21250"
"New entrant CS","2022","Legal","Male","EO","90","90","27360","26950"
"New entrant CS","2022","Legal","Male","G6/G7","120","120","53670","51200"
"New entrant CS","2022","Legal","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Male","SEO/HEO","80","80","39540","40300"
"New entrant CS","2022","No function","Female","AA/AO","9290","8910","21960","21260"
"New entrant CS","2022","No function","Female","EO","4650","4480","27490","27570"
"New entrant CS","2022","No function","Female","G6/G7","830","790","55740","53210"
"New entrant CS","2022","No function","Female","SCS","100","90","94210","89320"
"New entrant CS","2022","No function","Female","SEO/HEO","3820","3690","34060","33080"
"New entrant CS","2022","No function","Female","Unknown","6470","5950","28000","24800"
"New entrant CS","2022","No function","Male","AA/AO","7210","7080","22420","21260"
"New entrant CS","2022","No function","Male","EO","3420","3370","27580","27570"
"New entrant CS","2022","No function","Male","G6/G7","700","690","55970","53380"
"New entrant CS","2022","No function","Male","SCS","80","80","98510","87000"
"New entrant CS","2022","No function","Male","SEO/HEO","2980","2940","34100","33080"
"New entrant CS","2022","No function","Male","Unknown","2370","2180","30020","27980"
"New entrant CS","2022","Project Delivery","Female","AA/AO","90","80","21220","21300"
"New entrant CS","2022","Project Delivery","Female","EO","230","230","24250","24750"
"New entrant CS","2022","Project Delivery","Female","G6/G7","100","100","55390","54110"
"New entrant CS","2022","Project Delivery","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Female","SEO/HEO","380","370","35220","34710"
"New entrant CS","2022","Project Delivery","Female","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Project Delivery","Male","AA/AO","50","50","21270","21260"
"New entrant CS","2022","Project Delivery","Male","EO","270","270","22240","23240"
"New entrant CS","2022","Project Delivery","Male","G6/G7","160","160","56960","54110"
"New entrant CS","2022","Project Delivery","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Male","SEO/HEO","520","520","36800","36720"
"New entrant CS","2022","Project Delivery","Male","Unknown","130","130","36970","33000"
"New entrant CS","2022","Property","Female","AA/AO","180","180","21440","21750"
"New entrant CS","2022","Property","Female","EO","140","130","25260","25000"
"New entrant CS","2022","Property","Female","G6/G7","60","50","55190","54140"
"New entrant CS","2022","Property","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Female","SEO/HEO","150","140","35830","34260"
"New entrant CS","2022","Property","Male","AA/AO","140","140","21770","21750"
"New entrant CS","2022","Property","Male","EO","130","130","25600","25000"
"New entrant CS","2022","Property","Male","G6/G7","100","90","56710","54490"
"New entrant CS","2022","Property","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Male","SEO/HEO","220","220","35240","33000"
"New entrant CS","2022","Security","Female","AA/AO","90","90","23440","23540"
"New entrant CS","2022","Security","Female","EO","70","60","26060","26350"
"New entrant CS","2022","Security","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Female","SEO/HEO","70","70","35150","33570"
"New entrant CS","2022","Security","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Male","AA/AO","390","390","25430","25000"
"New entrant CS","2022","Security","Male","EO","130","120","28070","26350"
"New entrant CS","2022","Security","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Male","SEO/HEO","100","100","35550","34260"
"New entrant CS","2022","Security","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","AA/AO","1870","1790","21780","21260"
"New entrant CS","2022","Unknown","Female","EO","1790","1710","27210","27230"
"New entrant CS","2022","Unknown","Female","G6/G7","350","330","57950","55000"
"New entrant CS","2022","Unknown","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Female","SEO/HEO","1170","1130","36070","35050"
"New entrant CS","2022","Unknown","Female","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","Unknown","Male","AA/AO","1350","1330","21670","21260"
"New entrant CS","2022","Unknown","Male","EO","1570","1490","27510","27230"
"New entrant CS","2022","Unknown","Male","G6/G7","350","340","59550","57430"
"New entrant CS","2022","Unknown","Male","SCS","30","30","[c]","[c]"
"New entrant CS","2022","Unknown","Male","SEO/HEO","960","950","36160","35050"
"New entrant CS","2022","Unknown","Male","Unknown","140","130","21390","16190"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
