"Status","Year","Region_ITL2","Age","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Northern Ireland","60-64","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","65+","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","65+","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","16-19","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","16-19","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","16-19","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","16-19","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","16-19","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","20-29","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","20-29","Communications","170","170","25970","25560"
"New entrant CS","2021","Northumberland and Tyne and Wear","20-29","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","20-29","Debt","150","150","20250","20140"
"New entrant CS","2021","Northumberland and Tyne and Wear","20-29","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","20-29","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","20-29","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","20-29","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","20-29","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","20-29","No function","170","160","22080","20140"
"New entrant CS","2021","Northumberland and Tyne and Wear","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","20-29","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","20-29","Unknown","490","480","23360","21010"
"New entrant CS","2021","Northumberland and Tyne and Wear","30-39","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","30-39","Communications","80","80","26570","25560"
"New entrant CS","2021","Northumberland and Tyne and Wear","30-39","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","30-39","Debt","80","80","20500","20140"
"New entrant CS","2021","Northumberland and Tyne and Wear","30-39","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","30-39","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","30-39","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","30-39","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","30-39","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","30-39","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","30-39","No function","110","100","25180","22920"
"New entrant CS","2021","Northumberland and Tyne and Wear","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","30-39","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","30-39","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","30-39","Unknown","280","280","26260","21010"
"New entrant CS","2021","Northumberland and Tyne and Wear","40-49","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","40-49","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","40-49","Communications","50","50","27280","25560"
"New entrant CS","2021","Northumberland and Tyne and Wear","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","40-49","Debt","40","40","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","40-49","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","40-49","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","40-49","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","40-49","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","40-49","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","40-49","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","40-49","No function","80","80","26320","23490"
"New entrant CS","2021","Northumberland and Tyne and Wear","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","40-49","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","40-49","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","40-49","Unknown","210","210","25750","21010"
"New entrant CS","2021","Northumberland and Tyne and Wear","50-59","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","50-59","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","50-59","Debt","30","30","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","50-59","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","50-59","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","50-59","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","50-59","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","50-59","No function","60","50","26060","20140"
"New entrant CS","2021","Northumberland and Tyne and Wear","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","50-59","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","50-59","Unknown","190","190","23950","21010"
"New entrant CS","2021","Northumberland and Tyne and Wear","60-64","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","60-64","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","60-64","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","60-64","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","65+","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","65+","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","16-19","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","20-29","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","20-29","No function","120","120","25850","26810"
"New entrant CS","2021","Outer London - East and North East","20-29","Unknown","330","330","29890","31060"
"New entrant CS","2021","Outer London - East and North East","30-39","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","30-39","No function","50","50","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","30-39","Unknown","170","160","30090","31060"
"New entrant CS","2021","Outer London - East and North East","40-49","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","40-49","Unknown","120","110","29870","31060"
"New entrant CS","2021","Outer London - East and North East","50-59","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","50-59","Unknown","70","70","29870","31060"
"New entrant CS","2021","Outer London - East and North East","60-64","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","60-64","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","65+","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - East and North East","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","16-19","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","20-29","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","20-29","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","20-29","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","20-29","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","20-29","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","20-29","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","20-29","No function","140","140","25850","24120"
"New entrant CS","2021","Outer London - South","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","20-29","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","20-29","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","20-29","Unknown","260","260","31370","31060"
"New entrant CS","2021","Outer London - South","30-39","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","30-39","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","30-39","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","30-39","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","30-39","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","30-39","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","30-39","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","30-39","No function","60","60","29030","25850"
"New entrant CS","2021","Outer London - South","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","30-39","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","30-39","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","30-39","Unknown","160","160","37080","31060"
"New entrant CS","2021","Outer London - South","40-49","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","40-49","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","40-49","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","40-49","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","40-49","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","40-49","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","40-49","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","40-49","No function","30","30","[c]","[c]"
"New entrant CS","2021","Outer London - South","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","40-49","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","40-49","Unknown","110","110","39860","31060"
"New entrant CS","2021","Outer London - South","50-59","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","50-59","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","50-59","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","50-59","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","50-59","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","50-59","No function","40","40","[c]","[c]"
"New entrant CS","2021","Outer London - South","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","50-59","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","50-59","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","50-59","Unknown","100","100","36490","31060"
"New entrant CS","2021","Outer London - South","60-64","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","60-64","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","60-64","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","65+","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","65+","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","16-19","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","16-19","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","20-29","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","20-29","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","20-29","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","20-29","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","20-29","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","20-29","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","20-29","No function","240","230","27760","26880"
"New entrant CS","2021","Outer London - West and North West","20-29","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","20-29","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","20-29","Unknown","350","350","29860","31060"
"New entrant CS","2021","Outer London - West and North West","30-39","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","30-39","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","30-39","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","30-39","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","30-39","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","30-39","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","30-39","No function","110","100","32300","30720"
"New entrant CS","2021","Outer London - West and North West","30-39","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","30-39","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","30-39","Unknown","240","240","30500","31060"
"New entrant CS","2021","Outer London - West and North West","40-49","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","40-49","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","40-49","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","40-49","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","40-49","No function","50","40","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","40-49","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","40-49","Unknown","160","160","30370","31060"
"New entrant CS","2021","Outer London - West and North West","50-59","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","50-59","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","50-59","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","50-59","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","50-59","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","50-59","No function","40","40","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","50-59","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","50-59","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","50-59","Unknown","110","110","30940","31060"
"New entrant CS","2021","Outer London - West and North West","60-64","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","60-64","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","60-64","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","65+","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","65+","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","20-29","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","20-29","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","40-49","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","50-59","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","50-59","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","50-59","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","60-64","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","16-19","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","20-29","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","20-29","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","20-29","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","20-29","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","20-29","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","20-29","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","20-29","No function","260","250","21670","22350"
"New entrant CS","2021","Shropshire and Staffordshire","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","20-29","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","20-29","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","20-29","Unknown","90","90","25970","27570"
"New entrant CS","2021","Shropshire and Staffordshire","30-39","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","30-39","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","30-39","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","30-39","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","30-39","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","30-39","No function","120","110","22420","22350"
"New entrant CS","2021","Shropshire and Staffordshire","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","30-39","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","30-39","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","30-39","Unknown","100","90","27330","27570"
"New entrant CS","2021","Shropshire and Staffordshire","40-49","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","40-49","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","40-49","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","40-49","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","40-49","No function","70","60","20920","20060"
"New entrant CS","2021","Shropshire and Staffordshire","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","40-49","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","40-49","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","40-49","Unknown","80","80","29950","27570"
"New entrant CS","2021","Shropshire and Staffordshire","50-59","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","50-59","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","50-59","No function","70","60","21840","20820"
"New entrant CS","2021","Shropshire and Staffordshire","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","50-59","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","50-59","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","50-59","Unknown","70","70","28130","27570"
"New entrant CS","2021","Shropshire and Staffordshire","60-64","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","60-64","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","60-64","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","60-64","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","60-64","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","65+","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","16-19","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","20-29","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","20-29","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","20-29","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","20-29","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","20-29","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","20-29","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","20-29","No function","120","120","23790","22850"
"New entrant CS","2021","South Yorkshire","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","20-29","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","20-29","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","20-29","Unknown","260","260","24040","21430"
"New entrant CS","2021","South Yorkshire","30-39","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","30-39","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","30-39","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","30-39","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","30-39","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","30-39","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","30-39","No function","60","60","25790","24180"
"New entrant CS","2021","South Yorkshire","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","30-39","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","30-39","Unknown","150","140","27510","27570"
"New entrant CS","2021","South Yorkshire","40-49","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","40-49","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","40-49","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","40-49","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","40-49","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","40-49","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","40-49","No function","30","30","[c]","[c]"
"New entrant CS","2021","South Yorkshire","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","40-49","Unknown","100","100","29180","27570"
"New entrant CS","2021","South Yorkshire","50-59","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","50-59","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","50-59","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","50-59","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","50-59","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","50-59","No function","40","40","[c]","[c]"
"New entrant CS","2021","South Yorkshire","50-59","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","50-59","Unknown","90","90","25850","21430"
"New entrant CS","2021","South Yorkshire","60-64","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","16-19","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","16-19","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","16-19","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","16-19","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","20-29","Debt","40","40","[c]","[c]"
"New entrant CS","2021","Southern Scotland","20-29","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","20-29","Human Resources","[c]","[c]","[c]","[c]"
