"Status","Year","Region_ITL1","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","London","Project Delivery","Unknown","830","820","49100","42550"
"In post","2021","London","Property","Communications","[c]","[c]","[c]","[c]"
"In post","2021","London","Property","No function","[c]","[c]","[c]","[c]"
"In post","2021","London","Property","Project Delivery","90","90","56830","64590"
"In post","2021","London","Property","Property","990","950","42830","37380"
"In post","2021","London","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Psychology","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","London","Psychology","No function","60","60","41370","35950"
"In post","2021","London","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","London","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","London","Science and Engineering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","London","Science and Engineering","No function","1040","970","45120","41030"
"In post","2021","London","Science and Engineering","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","London","Science and Engineering","Property","[c]","[c]","[c]","[c]"
"In post","2021","London","Science and Engineering","Unknown","330","320","49710","42160"
"In post","2021","London","Security","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","London","Security","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","London","Security","No function","190","180","45860","43360"
"In post","2021","London","Security","Project Delivery","40","40","[c]","[c]"
"In post","2021","London","Security","Security","740","730","39070","35340"
"In post","2021","London","Security","Unknown","250","240","32560","28900"
"In post","2021","London","Social Research","Analysis","330","320","46450","42470"
"In post","2021","London","Social Research","No function","[c]","[c]","[c]","[c]"
"In post","2021","London","Social Research","Unknown","100","100","48630","43990"
"In post","2021","London","Statistics","Analysis","790","760","46960","42470"
"In post","2021","London","Statistics","Finance","[c]","[c]","[c]","[c]"
"In post","2021","London","Statistics","No function","[c]","[c]","[c]","[c]"
"In post","2021","London","Statistics","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","London","Statistics","Unknown","100","90","42440","40170"
"In post","2021","London","Tax","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","London","Tax","Communications","[c]","[c]","[c]","[c]"
"In post","2021","London","Tax","Counter Fraud","390","370","43620","36780"
"In post","2021","London","Tax","Debt","40","40","[c]","[c]"
"In post","2021","London","Tax","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","London","Tax","Finance","[c]","[c]","[c]","[c]"
"In post","2021","London","Tax","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","London","Tax","Legal","40","40","[c]","[c]"
"In post","2021","London","Tax","No function","1750","1650","43310","37900"
"In post","2021","London","Tax","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","London","Unknown","Analysis","70","70","46050","41760"
"In post","2021","London","Unknown","Commercial","760","750","75670","67770"
"In post","2021","London","Unknown","Communications","350","350","48230","43120"
"In post","2021","London","Unknown","Counter Fraud","120","120","45330","36160"
"In post","2021","London","Unknown","Debt","[c]","[c]","[c]","[c]"
"In post","2021","London","Unknown","Digital, Data & Technology","930","920","52310","54700"
"In post","2021","London","Unknown","Finance","150","150","49550","41820"
"In post","2021","London","Unknown","Human Resources","550","530","47450","41820"
"In post","2021","London","Unknown","Legal","140","130","66320","60180"
"In post","2021","London","Unknown","No function","3890","3840","43650","35060"
"In post","2021","London","Unknown","Project Delivery","230","220","67150","59160"
"In post","2021","London","Unknown","Property","70","70","53610","54700"
"In post","2021","London","Unknown","Security","180","170","44930","38580"
"In post","2021","London","Unknown","Unknown","10700","10040","34490","31060"
"In post","2021","London","Veterinarian","No function","40","40","[c]","[c]"
"In post","2021","North East (England)","Commercial","Commercial","70","70","45820","41100"
"In post","2021","North East (England)","Commercial","No function","40","40","[c]","[c]"
"In post","2021","North East (England)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Communications","Communications","120","110","33590","31810"
"In post","2021","North East (England)","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Counter Fraud","Unknown","30","30","[c]","[c]"
"In post","2021","North East (England)","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Digital, Data and Technology","Digital, Data & Technology","650","630","39240","38630"
"In post","2021","North East (England)","Digital, Data and Technology","Legal","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Economics","No function","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Finance","Finance","310","300","40020","38630"
"In post","2021","North East (England)","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Finance","No function","50","50","34860","32650"
"In post","2021","North East (England)","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Human Resources","Human Resources","120","110","36130","33250"
"In post","2021","North East (England)","Human Resources","No function","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Intelligence Analysis","Counter Fraud","30","30","[c]","[c]"
"In post","2021","North East (England)","Intelligence Analysis","No function","30","30","[c]","[c]"
"In post","2021","North East (England)","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Internal Audit","Internal Audit","50","40","[c]","[c]"
"In post","2021","North East (England)","Internal Audit","No function","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","International Trade","No function","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Knowledge and Information Management","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Knowledge and Information Management","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Legal","Counter Fraud","150","150","29010","25560"
"In post","2021","North East (England)","Legal","Legal","270","250","47750","48830"
"In post","2021","North East (England)","Medicine","No function","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Operational Delivery","Communications","630","580","27500","25560"
"In post","2021","North East (England)","Operational Delivery","Counter Fraud","180","170","28990","25560"
"In post","2021","North East (England)","Operational Delivery","Debt","260","220","22950","21440"
"In post","2021","North East (England)","Operational Delivery","Digital, Data & Technology","60","50","32300","31810"
"In post","2021","North East (England)","Operational Delivery","Finance","100","90","27510","25560"
"In post","2021","North East (England)","Operational Delivery","Grants Management","260","240","25390","21050"
"In post","2021","North East (England)","Operational Delivery","Human Resources","120","110","24440","21440"
"In post","2021","North East (England)","Operational Delivery","Legal","200","180","26090","23470"
"In post","2021","North East (England)","Operational Delivery","No function","10290","8980","25710","22350"
"In post","2021","North East (England)","Operational Delivery","Project Delivery","150","130","30460","28130"
"In post","2021","North East (England)","Operational Delivery","Property","300","280","24600","21100"
"In post","2021","North East (England)","Operational Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Operational Delivery","Unknown","1150","990","24490","21430"
"In post","2021","North East (England)","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Operational Research","No function","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Other","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Other","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Other","No function","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Other","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Other","Security","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Other","Unknown","150","140","23590","21130"
"In post","2021","North East (England)","Planning","No function","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Policy","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Policy","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Policy","No function","260","250","38790","36500"
"In post","2021","North East (England)","Policy","Project Delivery","70","60","44530","38810"
"In post","2021","North East (England)","Policy","Property","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Project Delivery","Legal","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Project Delivery","No function","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Project Delivery","Project Delivery","830","790","40800","38630"
"In post","2021","North East (England)","Project Delivery","Unknown","40","40","[c]","[c]"
"In post","2021","North East (England)","Property","No function","[c]","[c]","[c]","[c]"
