"Status","Year","Sex","Region_ITL3","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Male","Barnsley, Doncaster and Rotherham","20-29","50","50","[c]","[c]"
"New entrant CS","2021","Male","Barnsley, Doncaster and Rotherham","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Barnsley, Doncaster and Rotherham","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Barnsley, Doncaster and Rotherham","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Barnsley, Doncaster and Rotherham","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","16-19","40","40","[c]","[c]"
"New entrant CS","2021","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","20-29","240","240","26050","27540"
"New entrant CS","2021","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","30-39","150","150","34930","32390"
"New entrant CS","2021","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","40-49","120","120","39800","35000"
"New entrant CS","2021","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","50-59","90","90","44370","41000"
"New entrant CS","2021","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Bedford","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Bedford","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Bedford","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Bedford","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Bedford","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Bedford","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Belfast","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Belfast","20-29","50","50","22060","20140"
"New entrant CS","2021","Male","Belfast","30-39","60","50","23780","20140"
"New entrant CS","2021","Male","Belfast","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Belfast","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Belfast","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Belfast","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Berkshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Berkshire","20-29","70","70","27900","25540"
"New entrant CS","2021","Male","Berkshire","30-39","60","60","32470","29290"
"New entrant CS","2021","Male","Berkshire","40-49","60","50","35560","29290"
"New entrant CS","2021","Male","Berkshire","50-59","50","50","[c]","[c]"
"New entrant CS","2021","Male","Berkshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Berkshire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Bexley and Greenwich","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Bexley and Greenwich","20-29","60","60","28600","28720"
"New entrant CS","2021","Male","Bexley and Greenwich","30-39","40","40","[c]","[c]"
"New entrant CS","2021","Male","Bexley and Greenwich","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Bexley and Greenwich","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Bexley and Greenwich","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Bexley and Greenwich","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Birmingham","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Birmingham","20-29","210","200","24170","22230"
"New entrant CS","2021","Male","Birmingham","30-39","160","160","31890","27570"
"New entrant CS","2021","Male","Birmingham","40-49","100","100","34680","27570"
"New entrant CS","2021","Male","Birmingham","50-59","80","80","40700","36570"
"New entrant CS","2021","Male","Birmingham","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Birmingham","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Blackburn with Darwen","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Blackburn with Darwen","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Blackburn with Darwen","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Blackburn with Darwen","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Blackburn with Darwen","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Blackburn with Darwen","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Blackpool","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Blackpool","20-29","130","130","22360","21010"
"New entrant CS","2021","Male","Blackpool","30-39","70","70","23720","21010"
"New entrant CS","2021","Male","Blackpool","40-49","70","70","23770","21010"
"New entrant CS","2021","Male","Blackpool","50-59","60","60","25230","21010"
"New entrant CS","2021","Male","Blackpool","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Blackpool","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Bournemouth and Poole","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Bournemouth and Poole","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Bournemouth and Poole","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Bournemouth and Poole","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Bournemouth and Poole","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Bournemouth and Poole","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Bradford","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Bradford","20-29","60","60","22820","21010"
"New entrant CS","2021","Male","Bradford","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Bradford","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Bradford","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Bradford","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Breckland and South Norfolk","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Breckland and South Norfolk","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Breckland and South Norfolk","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Breckland and South Norfolk","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Breckland and South Norfolk","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Breckland and South Norfolk","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Breckland and South Norfolk","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Brent","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Brent","20-29","30","30","[c]","[c]"
"New entrant CS","2021","Male","Brent","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Brent","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Brent","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Bridgend and Neath Port Talbot","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Bridgend and Neath Port Talbot","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Bridgend and Neath Port Talbot","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Bridgend and Neath Port Talbot","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Bridgend and Neath Port Talbot","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Bridgend and Neath Port Talbot","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Bridgend and Neath Port Talbot","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Brighton and Hove","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Brighton and Hove","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Brighton and Hove","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Brighton and Hove","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Brighton and Hove","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Brighton and Hove","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Brighton and Hove","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Bristol, City of","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Bristol, City of","20-29","130","130","26020","25560"
"New entrant CS","2021","Male","Bristol, City of","30-39","100","100","31970","28370"
"New entrant CS","2021","Male","Bristol, City of","40-49","60","60","37350","35900"
"New entrant CS","2021","Male","Bristol, City of","50-59","40","40","[c]","[c]"
"New entrant CS","2021","Male","Bristol, City of","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Bristol, City of","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Bromley","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Bromley","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Bromley","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Bromley","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Bromley","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Bromley","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Buckinghamshire CC","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Buckinghamshire CC","20-29","30","30","[c]","[c]"
"New entrant CS","2021","Male","Buckinghamshire CC","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Buckinghamshire CC","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Buckinghamshire CC","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Buckinghamshire CC","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Buckinghamshire CC","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Caithness and Sutherland and Ross and Cromarty","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Caithness and Sutherland and Ross and Cromarty","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Caithness and Sutherland and Ross and Cromarty","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Caithness and Sutherland and Ross and Cromarty","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Caithness and Sutherland and Ross and Cromarty","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Calderdale and Kirklees","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Calderdale and Kirklees","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Calderdale and Kirklees","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Calderdale and Kirklees","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Calderdale and Kirklees","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Calderdale and Kirklees","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Calderdale and Kirklees","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cambridgeshire CC","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cambridgeshire CC","20-29","60","50","25820","25850"
"New entrant CS","2021","Male","Cambridgeshire CC","30-39","40","40","[c]","[c]"
"New entrant CS","2021","Male","Cambridgeshire CC","40-49","30","30","[c]","[c]"
"New entrant CS","2021","Male","Cambridgeshire CC","50-59","40","40","[c]","[c]"
"New entrant CS","2021","Male","Cambridgeshire CC","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cambridgeshire CC","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Camden and City of London","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Camden and City of London","20-29","80","80","27530","22680"
"New entrant CS","2021","Male","Camden and City of London","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Camden and City of London","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Camden and City of London","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Camden and City of London","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Camden and City of London","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cardiff and Vale of Glamorgan","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cardiff and Vale of Glamorgan","20-29","180","170","23160","20600"
"New entrant CS","2021","Male","Cardiff and Vale of Glamorgan","30-39","120","120","28300","22850"
"New entrant CS","2021","Male","Cardiff and Vale of Glamorgan","40-49","50","50","[c]","[c]"
"New entrant CS","2021","Male","Cardiff and Vale of Glamorgan","50-59","50","50","[c]","[c]"
"New entrant CS","2021","Male","Cardiff and Vale of Glamorgan","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cardiff and Vale of Glamorgan","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cardiff and Vale of Glamorgan","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Causeway Coast and Glens","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Central Bedfordshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Central Bedfordshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Central Bedfordshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Central Bedfordshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Central Bedfordshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Central Bedfordshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Central Hampshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Central Hampshire","20-29","60","60","25930","26350"
"New entrant CS","2021","Male","Central Hampshire","30-39","30","30","[c]","[c]"
"New entrant CS","2021","Male","Central Hampshire","40-49","40","40","[c]","[c]"
"New entrant CS","2021","Male","Central Hampshire","50-59","40","40","[c]","[c]"
"New entrant CS","2021","Male","Central Hampshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Central Hampshire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Central Valleys","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Central Valleys","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Central Valleys","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Central Valleys","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Central Valleys","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Central Valleys","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cheshire East","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cheshire East","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cheshire East","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cheshire East","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cheshire East","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cheshire East","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cheshire West and Chester","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cheshire West and Chester","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cheshire West and Chester","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cheshire West and Chester","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cheshire West and Chester","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cheshire West and Chester","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chorley and West Lancashire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chorley and West Lancashire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chorley and West Lancashire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chorley and West Lancashire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chorley and West Lancashire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Chorley and West Lancashire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","City of Edinburgh","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","City of Edinburgh","20-29","200","200","24740","20850"
"New entrant CS","2021","Male","City of Edinburgh","30-39","170","170","31970","27570"
"New entrant CS","2021","Male","City of Edinburgh","40-49","140","130","33070","29740"
"New entrant CS","2021","Male","City of Edinburgh","50-59","110","110","35800","28170"
"New entrant CS","2021","Male","City of Edinburgh","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","City of Edinburgh","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Clackmannanshire and Fife","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Clackmannanshire and Fife","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Clackmannanshire and Fife","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Clackmannanshire and Fife","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Clackmannanshire and Fife","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Clackmannanshire and Fife","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Conwy and Denbighshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Conwy and Denbighshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Conwy and Denbighshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Conwy and Denbighshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Conwy and Denbighshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cornwall and Isles of Scilly","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cornwall and Isles of Scilly","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cornwall and Isles of Scilly","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cornwall and Isles of Scilly","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cornwall and Isles of Scilly","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cornwall and Isles of Scilly","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Cornwall and Isles of Scilly","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Coventry","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Coventry","20-29","60","60","27790","27570"
"New entrant CS","2021","Male","Coventry","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Coventry","40-49","30","30","[c]","[c]"
"New entrant CS","2021","Male","Coventry","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Coventry","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Coventry","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Croydon","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Croydon","20-29","180","180","30470","28650"
"New entrant CS","2021","Male","Croydon","30-39","80","80","38690","35610"
"New entrant CS","2021","Male","Croydon","40-49","50","50","[c]","[c]"
"New entrant CS","2021","Male","Croydon","50-59","50","50","[c]","[c]"
"New entrant CS","2021","Male","Croydon","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Croydon","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Darlington","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Darlington","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Darlington","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Darlington","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Darlington","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Derby","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Derby","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Derby","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Derby","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Derby","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Derby","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Devon CC","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Devon CC","20-29","120","120","24120","22850"
"New entrant CS","2021","Male","Devon CC","30-39","80","80","26520","24620"
"New entrant CS","2021","Male","Devon CC","40-49","60","60","30620","27570"
"New entrant CS","2021","Male","Devon CC","50-59","70","60","27810","24010"
"New entrant CS","2021","Male","Devon CC","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Devon CC","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Dorset CC","20-29","30","30","[c]","[c]"
"New entrant CS","2021","Male","Dorset CC","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Dorset CC","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Dorset CC","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Dorset CC","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Dorset CC","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Dudley","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Dudley","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Dudley","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Dudley","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Dudley","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Dudley","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Dumfries and Galloway","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Dumfries and Galloway","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Dumfries and Galloway","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Dumfries and Galloway","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Dumfries and Galloway","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Dumfries and Galloway","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Durham CC","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Durham CC","20-29","60","60","21700","21010"
"New entrant CS","2021","Male","Durham CC","30-39","50","50","25550","22850"
"New entrant CS","2021","Male","Durham CC","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Durham CC","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Durham CC","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Durham CC","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Ealing","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Ealing","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Ealing","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Ealing","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Ealing","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Ealing","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Ayrshire and North Ayrshire mainland","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Ayrshire and North Ayrshire mainland","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Ayrshire and North Ayrshire mainland","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Ayrshire and North Ayrshire mainland","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Ayrshire and North Ayrshire mainland","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Ayrshire and North Ayrshire mainland","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Cumbria","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Cumbria","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Cumbria","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Cumbria","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Cumbria","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Cumbria","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Derbyshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Derbyshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Derbyshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Derbyshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","20-29","40","40","[c]","[c]"
"New entrant CS","2021","Male","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Kent","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Kent","20-29","80","80","24080","24180"
"New entrant CS","2021","Male","East Kent","30-39","50","50","26270","24880"
"New entrant CS","2021","Male","East Kent","40-49","40","40","[c]","[c]"
"New entrant CS","2021","Male","East Kent","50-59","50","50","[c]","[c]"
"New entrant CS","2021","Male","East Kent","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Kent","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Lancashire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Lancashire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Lancashire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Lancashire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Lancashire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Lothian and Midlothian","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Lothian and Midlothian","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Lothian and Midlothian","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Lothian and Midlothian","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Merseyside","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Merseyside","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Merseyside","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Merseyside","50-59","[c]","[c]","[c]","[c]"
