"Status","Year","Sexual_orientation","Region_ITL3","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Heterosexual / straight","East Lancashire","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East Lancashire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East Lancashire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East Lancashire","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East Lothian and Midlothian","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East Merseyside","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East Merseyside","Department for Work and Pensions","90","90","26560","27570"
"New entrant CS","2021","Heterosexual / straight","East Merseyside","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East Merseyside","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East Riding of Yorkshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East Riding of Yorkshire","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East Riding of Yorkshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East Riding of Yorkshire","Ministry of Defence","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East Riding of Yorkshire","Ministry of Justice","60","60","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East Surrey","Department for Work and Pensions","50","50","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East Surrey","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East Surrey","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East Surrey","Ministry of Justice","50","50","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East Sussex CC","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East Sussex CC","Department for Work and Pensions","180","170","24000","21010"
"New entrant CS","2021","Heterosexual / straight","East Sussex CC","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East Sussex CC","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East Sussex CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","East Sussex CC","Ministry of Justice","60","60","24230","25850"
"New entrant CS","2021","Heterosexual / straight","Enfield","Department for Work and Pensions","100","100","30580","31060"
"New entrant CS","2021","Heterosexual / straight","Enfield","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Essex Haven Gateway","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Essex Haven Gateway","Department for Work and Pensions","60","60","28160","29290"
"New entrant CS","2021","Heterosexual / straight","Essex Haven Gateway","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Essex Haven Gateway","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Essex Haven Gateway","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Essex Haven Gateway","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Essex Haven Gateway","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Essex Thames Gateway","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Essex Thames Gateway","Department for Work and Pensions","100","100","27420","29290"
"New entrant CS","2021","Heterosexual / straight","Essex Thames Gateway","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Falkirk","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Falkirk","Department for Work and Pensions","100","90","21670","21010"
"New entrant CS","2021","Heterosexual / straight","Falkirk","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Fermanagh and Omagh","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Flintshire and Wrexham","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Flintshire and Wrexham","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Flintshire and Wrexham","Department for Work and Pensions","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Flintshire and Wrexham","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Flintshire and Wrexham","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Flintshire and Wrexham","Ministry of Justice","80","70","22820","22850"
"New entrant CS","2021","Heterosexual / straight","Flintshire and Wrexham","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Glasgow City","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Glasgow City","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Glasgow City","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Glasgow City","Department for Work and Pensions","180","180","23770","21010"
"New entrant CS","2021","Heterosexual / straight","Glasgow City","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Glasgow City","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Glasgow City","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Glasgow City","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Glasgow City","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Glasgow City","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Glasgow City","Office of Gas and Electricity Markets","120","120","30110","25000"
"New entrant CS","2021","Heterosexual / straight","Glasgow City","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Glasgow City","Scottish Government","310","300","27070","20760"
"New entrant CS","2021","Heterosexual / straight","Gloucestershire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Gloucestershire","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Gloucestershire","Department for Work and Pensions","70","70","26630","27570"
"New entrant CS","2021","Heterosexual / straight","Gloucestershire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Gloucestershire","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Gloucestershire","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Gloucestershire","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Gloucestershire","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Greater Manchester North East","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Greater Manchester North East","Department for Work and Pensions","170","160","26650","27570"
"New entrant CS","2021","Heterosexual / straight","Greater Manchester North East","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Greater Manchester North East","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Greater Manchester North West","Department for Work and Pensions","110","110","23730","21010"
"New entrant CS","2021","Heterosexual / straight","Greater Manchester North West","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Greater Manchester South East","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Greater Manchester South East","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Greater Manchester South East","Department for Work and Pensions","130","130","22700","21010"
"New entrant CS","2021","Heterosexual / straight","Greater Manchester South East","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Greater Manchester South East","Ministry of Defence","40","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Greater Manchester South East","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Greater Manchester South West","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Greater Manchester South West","Department for Work and Pensions","80","70","25110","27570"
"New entrant CS","2021","Heterosexual / straight","Greater Manchester South West","HM Revenue and Customs","130","130","25840","21010"
"New entrant CS","2021","Heterosexual / straight","Greater Manchester South West","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Greater Manchester South West","Ministry of Justice","40","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Gwent Valleys","Department for Work and Pensions","50","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Gwent Valleys","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Gwent Valleys","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Gwynedd","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Gwynedd","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Gwynedd","Department for Work and Pensions","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Gwynedd","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Gwynedd","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Hackney and Newham","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Hackney and Newham","Department for Work and Pensions","240","230","30010","31060"
"New entrant CS","2021","Heterosexual / straight","Hackney and Newham","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Hackney and Newham","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Hackney and Newham","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Hackney and Newham","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Haringey and Islington","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Haringey and Islington","Department for Work and Pensions","160","150","30060","31060"
"New entrant CS","2021","Heterosexual / straight","Haringey and Islington","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Haringey and Islington","Ministry of Justice","50","50","25940","26410"
"New entrant CS","2021","Heterosexual / straight","Harrow and Hillingdon","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Harrow and Hillingdon","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Harrow and Hillingdon","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Harrow and Hillingdon","Department for Work and Pensions","160","160","30620","31060"
"New entrant CS","2021","Heterosexual / straight","Harrow and Hillingdon","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Harrow and Hillingdon","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Harrow and Hillingdon","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Harrow and Hillingdon","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Hartlepool and Stockton-on-Tees","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Hartlepool and Stockton-on-Tees","Department for Work and Pensions","50","50","23720","21010"
"New entrant CS","2021","Heterosexual / straight","Hartlepool and Stockton-on-Tees","Ministry of Justice","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Heart of Essex","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Heart of Essex","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Heart of Essex","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Heart of Essex","Department for Work and Pensions","60","60","29150","29290"
"New entrant CS","2021","Heterosexual / straight","Heart of Essex","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Heart of Essex","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Heart of Essex","Ministry of Justice","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Heart of Essex","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Herefordshire, County of","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Herefordshire, County of","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Herefordshire, County of","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Hertfordshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Hertfordshire","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Hertfordshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Hertfordshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Hertfordshire","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Hertfordshire","Department for Work and Pensions","210","210","27950","29290"
"New entrant CS","2021","Heterosexual / straight","Hertfordshire","Department of Health and Social Care","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Hertfordshire","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Hertfordshire","Ministry of Defence","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Hertfordshire","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Hertfordshire","Ministry of Justice","80","70","24150","24230"
"New entrant CS","2021","Heterosexual / straight","Hertfordshire","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Hounslow and Richmond upon Thames","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Hounslow and Richmond upon Thames","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Hounslow and Richmond upon Thames","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Hounslow and Richmond upon Thames","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Hounslow and Richmond upon Thames","Department for Work and Pensions","90","80","30100","31060"
"New entrant CS","2021","Heterosexual / straight","Hounslow and Richmond upon Thames","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Hounslow and Richmond upon Thames","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Hounslow and Richmond upon Thames","Ministry of Justice","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Hounslow and Richmond upon Thames","The National Archives","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Inverclyde, East Renfrewshire and Renfrewshire","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Inverclyde, East Renfrewshire and Renfrewshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Inverclyde, East Renfrewshire and Renfrewshire","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Inverclyde, East Renfrewshire and Renfrewshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Inverclyde, East Renfrewshire and Renfrewshire","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Inverclyde, East Renfrewshire and Renfrewshire","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Inverness and Nairn and Moray, Badenoch and Strathspey","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Inverness and Nairn and Moray, Badenoch and Strathspey","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Inverness and Nairn and Moray, Badenoch and Strathspey","Department for Work and Pensions","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Inverness and Nairn and Moray, Badenoch and Strathspey","Ministry of Defence","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Inverness and Nairn and Moray, Badenoch and Strathspey","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Inverness and Nairn and Moray, Badenoch and Strathspey","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Isle of Anglesey","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Isle of Anglesey","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Isle of Anglesey","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Isle of Anglesey","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Isle of Wight","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Isle of Wight","Ministry of Justice","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Kensington & Chelsea and Hammersmith & Fulham","Department for Work and Pensions","80","80","30120","31060"
"New entrant CS","2021","Heterosexual / straight","Kensington & Chelsea and Hammersmith & Fulham","Ministry of Justice","60","60","27990","27780"
"New entrant CS","2021","Heterosexual / straight","Kent Thames Gateway","Department for Work and Pensions","90","90","28430","29290"
"New entrant CS","2021","Heterosexual / straight","Kent Thames Gateway","Ministry of Justice","70","70","26000","27850"
"New entrant CS","2021","Heterosexual / straight","Kingston upon Hull, City of","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Kingston upon Hull, City of","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Kingston upon Hull, City of","Department for Work and Pensions","50","50","27040","27570"
"New entrant CS","2021","Heterosexual / straight","Kingston upon Hull, City of","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Kingston upon Hull, City of","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Kingston upon Hull, City of","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Lambeth","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Lambeth","Department for Work and Pensions","140","140","29590","31060"
"New entrant CS","2021","Heterosexual / straight","Lambeth","Department of Health and Social Care","490","430","39120","36330"
"New entrant CS","2021","Heterosexual / straight","Lambeth","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Lambeth","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Lambeth","Ministry of Justice","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Lambeth","National Crime Agency","230","230","38080","36200"
"New entrant CS","2021","Heterosexual / straight","Lancaster and Wyre","Department for Work and Pensions","70","70","22880","21010"
"New entrant CS","2021","Heterosexual / straight","Lancaster and Wyre","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Lancaster and Wyre","Ministry of Justice","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Leeds","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Leeds","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Leeds","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Leeds","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Leeds","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Leeds","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Leeds","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Leeds","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Leeds","Department for Work and Pensions","460","460","27390","27570"
"New entrant CS","2021","Heterosexual / straight","Leeds","Department of Health and Social Care","110","100","33530","31370"
"New entrant CS","2021","Heterosexual / straight","Leeds","HM Revenue and Customs","80","70","24750","20140"
"New entrant CS","2021","Heterosexual / straight","Leeds","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Leeds","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Leeds","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Leeds","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Leeds","Ministry of Justice","150","140","26390","22920"
"New entrant CS","2021","Heterosexual / straight","Leeds","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Leicester","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Leicester","Department for Work and Pensions","170","160","24200","21010"
"New entrant CS","2021","Heterosexual / straight","Leicester","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Leicester","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Leicester","Ministry of Justice","50","50","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Leicestershire CC and Rutland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Leicestershire CC and Rutland","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Leicestershire CC and Rutland","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Leicestershire CC and Rutland","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Leicestershire CC and Rutland","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Leicestershire CC and Rutland","Ministry of Defence","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Leicestershire CC and Rutland","Ministry of Justice","60","60","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Leicestershire CC and Rutland","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Lewisham and Southwark","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Lewisham and Southwark","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Lewisham and Southwark","Department for Work and Pensions","140","140","29820","31060"
"New entrant CS","2021","Heterosexual / straight","Lewisham and Southwark","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Lewisham and Southwark","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Lewisham and Southwark","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Lewisham and Southwark","Ministry of Justice","50","50","26730","26410"
"New entrant CS","2021","Heterosexual / straight","Lincolnshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Lincolnshire","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Lincolnshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Lincolnshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Lincolnshire","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Lincolnshire","Department for Work and Pensions","50","50","27200","27570"
"New entrant CS","2021","Heterosexual / straight","Lincolnshire","Ministry of Defence","100","100","28200","22640"
"New entrant CS","2021","Heterosexual / straight","Lincolnshire","Ministry of Justice","50","50","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Lincolnshire","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Lisburn and Castlereagh","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Lisburn and Castlereagh","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Liverpool","Attorney General's Departments","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Liverpool","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Liverpool","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Liverpool","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Liverpool","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Liverpool","HM Revenue and Customs","60","60","23730","20140"
"New entrant CS","2021","Heterosexual / straight","Liverpool","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Liverpool","Home Office","30","30","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Liverpool","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Liverpool","Ministry of Justice","40","40","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Liverpool","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Liverpool","Other Cabinet Office Agencies","60","60","37680","34800"
"New entrant CS","2021","Heterosexual / straight","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Heterosexual / straight","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Ministry of Defence","[c]","[c]","[c]","[c]"
