"Status","Year","Region_ITL3","Responsibility_level","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Central Valleys","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2021","Central Valleys","SEO/HEO","Female","350","320","39510","37410"
"In post","2021","Central Valleys","SEO/HEO","Male","180","170","41040","37810"
"In post","2021","Central Valleys","Unknown","Female","80","70","29530","28750"
"In post","2021","Central Valleys","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","AA/AO","Female","190","170","23810","21710"
"In post","2021","Cheshire East","AA/AO","Male","100","100","23960","21550"
"In post","2021","Cheshire East","EO","Female","150","130","27400","27570"
"In post","2021","Cheshire East","EO","Male","100","90","27670","27570"
"In post","2021","Cheshire East","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire East","SEO/HEO","Female","70","70","38540","37100"
"In post","2021","Cheshire East","SEO/HEO","Male","50","50","39300","38160"
"In post","2021","Cheshire East","Unknown","Female","40","30","[c]","[c]"
"In post","2021","Cheshire East","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","AA/AO","Female","90","80","20560","21010"
"In post","2021","Cheshire West and Chester","AA/AO","Male","70","70","20800","21010"
"In post","2021","Cheshire West and Chester","EO","Female","120","100","27160","27570"
"In post","2021","Cheshire West and Chester","EO","Male","60","60","27250","27570"
"In post","2021","Cheshire West and Chester","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire West and Chester","Unknown","Female","60","60","29250","28200"
"In post","2021","Cheshire West and Chester","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","AA/AO","Female","300","270","23860","23240"
"In post","2021","Chorley and West Lancashire","AA/AO","Male","420","400","26750","26300"
"In post","2021","Chorley and West Lancashire","EO","Female","170","150","28630","27570"
"In post","2021","Chorley and West Lancashire","EO","Male","160","140","30740","31610"
"In post","2021","Chorley and West Lancashire","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chorley and West Lancashire","SEO/HEO","Female","110","110","38520","38150"
"In post","2021","Chorley and West Lancashire","SEO/HEO","Male","100","90","40580","38160"
"In post","2021","Chorley and West Lancashire","Unknown","Female","50","40","[c]","[c]"
"In post","2021","Chorley and West Lancashire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","AA/AO","Female","1660","1530","22030","21490"
"In post","2021","City of Edinburgh","AA/AO","Male","1490","1450","22350","21440"
"In post","2021","City of Edinburgh","EO","Female","1340","1250","28040","27570"
"In post","2021","City of Edinburgh","EO","Male","1290","1250","28920","28170"
"In post","2021","City of Edinburgh","G6/G7","Female","1240","1160","61460","61010"
"In post","2021","City of Edinburgh","G6/G7","Male","1050","1030","62050","61010"
"In post","2021","City of Edinburgh","SCS","Female","90","90","90940","83230"
"In post","2021","City of Edinburgh","SCS","Male","110","110","90910","83230"
"In post","2021","City of Edinburgh","SEO/HEO","Female","2410","2270","37930","36780"
"In post","2021","City of Edinburgh","SEO/HEO","Male","2110","2050","38940","38540"
"In post","2021","City of Edinburgh","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","City of Edinburgh","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","AA/AO","Female","280","250","21770","21010"
"In post","2021","Clackmannanshire and Fife","AA/AO","Male","190","180","23200","21010"
"In post","2021","Clackmannanshire and Fife","EO","Female","290","260","28560","27570"
"In post","2021","Clackmannanshire and Fife","EO","Male","260","250","30500","33650"
"In post","2021","Clackmannanshire and Fife","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","SEO/HEO","Female","80","70","37550","34150"
"In post","2021","Clackmannanshire and Fife","SEO/HEO","Male","180","170","38340","39500"
"In post","2021","Clackmannanshire and Fife","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Clackmannanshire and Fife","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","AA/AO","Female","80","70","22440","23830"
"In post","2021","Conwy and Denbighshire","AA/AO","Male","50","40","[c]","[c]"
"In post","2021","Conwy and Denbighshire","EO","Female","110","100","27730","27570"
"In post","2021","Conwy and Denbighshire","EO","Male","60","60","27720","27570"
"In post","2021","Conwy and Denbighshire","G6/G7","Female","30","30","[c]","[c]"
"In post","2021","Conwy and Denbighshire","G6/G7","Male","40","40","[c]","[c]"
"In post","2021","Conwy and Denbighshire","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2021","Conwy and Denbighshire","SEO/HEO","Female","170","160","40260","37410"
"In post","2021","Conwy and Denbighshire","SEO/HEO","Male","70","70","40400","37410"
"In post","2021","Conwy and Denbighshire","Unknown","Female","60","50","29350","25560"
"In post","2021","Conwy and Denbighshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","AA/AO","Female","410","340","20780","21010"
"In post","2021","Cornwall and Isles of Scilly","AA/AO","Male","310","300","20970","21010"
"In post","2021","Cornwall and Isles of Scilly","EO","Female","350","310","27370","27570"
"In post","2021","Cornwall and Isles of Scilly","EO","Male","270","260","27020","27570"
"In post","2021","Cornwall and Isles of Scilly","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","Female","100","90","34680","33300"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","Male","120","110","36450","35480"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Female","30","30","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","AA/AO","Female","190","160","20840","21010"
"In post","2021","Coventry","AA/AO","Male","100","100","21060","21010"
"In post","2021","Coventry","EO","Female","370","330","26840","27130"
"In post","2021","Coventry","EO","Male","220","210","27300","27130"
"In post","2021","Coventry","G6/G7","Female","300","290","54270","50630"
"In post","2021","Coventry","G6/G7","Male","240","240","55230","50890"
"In post","2021","Coventry","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2021","Coventry","SEO/HEO","Female","530","510","34720","33840"
"In post","2021","Coventry","SEO/HEO","Male","370","360","35550","36500"
"In post","2021","Coventry","Unknown","Female","50","50","[c]","[c]"
"In post","2021","Coventry","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Croydon","AA/AO","Female","1090","950","24600","25630"
"In post","2021","Croydon","AA/AO","Male","640","620","24360","25630"
"In post","2021","Croydon","EO","Female","1570","1440","29650","29370"
"In post","2021","Croydon","EO","Male","1040","1020","29680","29370"
"In post","2021","Croydon","G6/G7","Female","710","680","62920","60050"
"In post","2021","Croydon","G6/G7","Male","880","860","63900","61260"
"In post","2021","Croydon","SCS","Female","40","40","[c]","[c]"
"In post","2021","Croydon","SCS","Male","30","30","[c]","[c]"
"In post","2021","Croydon","SEO/HEO","Female","1860","1770","38960","36920"
"In post","2021","Croydon","SEO/HEO","Male","1660","1630","39590","38440"
"In post","2021","Croydon","Unknown","Female","80","70","34980","34100"
"In post","2021","Croydon","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","AA/AO","Female","70","60","20370","20590"
"In post","2021","Darlington","AA/AO","Male","30","30","[c]","[c]"
"In post","2021","Darlington","EO","Female","120","110","26290","26000"
"In post","2021","Darlington","EO","Male","70","60","26530","26000"
"In post","2021","Darlington","G6/G7","Female","100","100","53560","50630"
"In post","2021","Darlington","G6/G7","Male","90","90","54650","50630"
"In post","2021","Darlington","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2021","Darlington","SEO/HEO","Female","260","240","34290","36500"
"In post","2021","Darlington","SEO/HEO","Male","170","170","34930","36500"
"In post","2021","Darlington","Unknown","Female","40","40","[c]","[c]"
"In post","2021","Darlington","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derby","AA/AO","Female","310","250","20500","21010"
"In post","2021","Derby","AA/AO","Male","180","170","23160","21010"
"In post","2021","Derby","EO","Female","190","170","26960","27570"
"In post","2021","Derby","EO","Male","110","100","28420","27570"
"In post","2021","Derby","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derby","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derby","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derby","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derby","SEO/HEO","Female","30","30","[c]","[c]"
"In post","2021","Derby","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derby","Unknown","Female","100","90","29200","28200"
"In post","2021","Derby","Unknown","Male","40","40","[c]","[c]"
"In post","2021","Derry City and Strabane","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","AA/AO","Female","1050","880","21310","21010"
"In post","2021","Devon CC","AA/AO","Male","900","850","23240","21090"
"In post","2021","Devon CC","EO","Female","700","610","26850","27570"
"In post","2021","Devon CC","EO","Male","630","600","27010","27570"
"In post","2021","Devon CC","G6/G7","Female","250","230","52530","48830"
"In post","2021","Devon CC","G6/G7","Male","430","420","54280","51960"
"In post","2021","Devon CC","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","SEO/HEO","Female","650","590","36390","36460"
"In post","2021","Devon CC","SEO/HEO","Male","870","850","37680","38160"
"In post","2021","Devon CC","Unknown","Female","60","60","31950","30210"
"In post","2021","Devon CC","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","AA/AO","Female","430","400","22590","21710"
"In post","2021","Dorset CC","AA/AO","Male","560","540","24820","23860"
"In post","2021","Dorset CC","EO","Female","260","230","27220","27130"
"In post","2021","Dorset CC","EO","Male","300","290","28820","27570"
"In post","2021","Dorset CC","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","G6/G7","Male","40","40","[c]","[c]"
"In post","2021","Dorset CC","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dorset CC","SEO/HEO","Female","200","180","35770","33840"
"In post","2021","Dorset CC","SEO/HEO","Male","260","250","38120","38160"
"In post","2021","Dorset CC","Unknown","Female","40","30","[c]","[c]"
"In post","2021","Dorset CC","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","AA/AO","Female","370","290","20650","21010"
"In post","2021","Dudley","AA/AO","Male","160","150","20980","21010"
"In post","2021","Dudley","EO","Female","330","280","27240","27570"
"In post","2021","Dudley","EO","Male","150","140","27440","27570"
"In post","2021","Dudley","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","SEO/HEO","Female","60","50","34920","34290"
"In post","2021","Dudley","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dudley","Unknown","Female","40","40","[c]","[c]"
"In post","2021","Dudley","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","AA/AO","Female","120","100","22920","22230"
"In post","2021","Dumfries and Galloway","AA/AO","Male","130","130","24530","25870"
"In post","2021","Dumfries and Galloway","EO","Female","100","90","29090","27570"
"In post","2021","Dumfries and Galloway","EO","Male","130","110","31370","33650"
"In post","2021","Dumfries and Galloway","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dumfries and Galloway","SEO/HEO","Female","30","30","[c]","[c]"
"In post","2021","Dumfries and Galloway","SEO/HEO","Male","50","50","39240","38980"
"In post","2021","Durham CC","AA/AO","Female","1830","1550","22110","21430"
"In post","2021","Durham CC","AA/AO","Male","1500","1400","24550","22350"
"In post","2021","Durham CC","EO","Female","740","650","27110","27130"
"In post","2021","Durham CC","EO","Male","520","480","28510","27570"
"In post","2021","Durham CC","G6/G7","Female","50","50","59820","58610"
"In post","2021","Durham CC","G6/G7","Male","50","50","59520","56730"
"In post","2021","Durham CC","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2021","Durham CC","SEO/HEO","Female","420","390","35960","33840"
"In post","2021","Durham CC","SEO/HEO","Male","340","320","38560","37450"
"In post","2021","Durham CC","Unknown","Female","110","110","29900","30210"
"In post","2021","Durham CC","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","AA/AO","Female","40","40","[c]","[c]"
"In post","2021","Ealing","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","EO","Female","230","220","31250","31060"
"In post","2021","Ealing","EO","Male","120","120","31110","31060"
"In post","2021","Ealing","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ealing","Unknown","Female","30","30","[c]","[c]"
"In post","2021","Ealing","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Ayrshire and North Ayrshire mainland","AA/AO","Female","200","160","21270","21010"
"In post","2021","East Ayrshire and North Ayrshire mainland","AA/AO","Male","90","90","23160","21010"
"In post","2021","East Ayrshire and North Ayrshire mainland","EO","Female","240","210","26890","27570"
