"Status","Year","Sex","Disability","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Male","Unknown","Norwich and East Norfolk","30","30","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Nottingham","170","170","28650","25560"
"New entrant CS","2021","Male","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Oxfordshire","50","50","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Perth and Kinross and Stirling","30","30","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Peterborough","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Plymouth","90","90","27930","23540"
"New entrant CS","2021","Male","Unknown","Portsmouth","90","90","28990","21220"
"New entrant CS","2021","Male","Unknown","Powys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Scottish Borders","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Sefton","90","80","25630","21430"
"New entrant CS","2021","Male","Unknown","Sheffield","160","160","31650","27570"
"New entrant CS","2021","Male","Unknown","Shetland Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Shropshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Solihull","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Somerset","30","30","[c]","[c]"
"New entrant CS","2021","Male","Unknown","South and West Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","South Ayrshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","South Hampshire","130","120","29400","29540"
"New entrant CS","2021","Male","Unknown","South Lanarkshire","50","50","20500","20140"
"New entrant CS","2021","Male","Unknown","South Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","South Teesside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","South West Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Southampton","50","40","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Southend-on-Sea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Staffordshire CC","70","70","24630","22850"
"New entrant CS","2021","Male","Unknown","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Suffolk","40","40","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Sunderland","50","50","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Swansea","100","90","23920","21590"
"New entrant CS","2021","Male","Unknown","Swindon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Telford and Wrekin","50","50","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Thurrock","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Torbay","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Tower Hamlets","140","140","42940","36160"
"New entrant CS","2021","Male","Unknown","Tyneside","380","380","24550","21010"
"New entrant CS","2021","Male","Unknown","Unknown","220","210","40680","28000"
"New entrant CS","2021","Male","Unknown","Wakefield","50","50","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Walsall","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Wandsworth","50","50","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Warrington","120","120","31870","30190"
"New entrant CS","2021","Male","Unknown","Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","West Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","West Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","West Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","West Lothian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","West Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","West Surrey","40","40","[c]","[c]"
"New entrant CS","2021","Male","Unknown","West Sussex (North East)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","West Sussex (South West)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Westminster","1420","1410","41490","33570"
"New entrant CS","2021","Male","Unknown","Wiltshire","60","60","32660","28000"
"New entrant CS","2021","Male","Unknown","Wirral","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Wolverhampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Worcestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","York","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared disabled","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Declared non-disabled","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Angus and Dundee City","40","40","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Ards and North Down","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Barnet","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","50","40","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Bedford","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Berkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Birmingham","110","100","28920","27570"
"New entrant CS","2022","Female","Declared disabled","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Blackpool","50","50","24000","21260"
"New entrant CS","2022","Female","Declared disabled","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Bradford","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Brent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Brighton and Hove","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Bristol, City of","70","60","31440","27570"
"New entrant CS","2022","Female","Declared disabled","Bromley","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Buckinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Cardiff and Vale of Glamorgan","60","50","27210","22960"
"New entrant CS","2022","Female","Declared disabled","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Central Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Cheshire East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","City of Edinburgh","60","60","28520","27230"
"New entrant CS","2022","Female","Declared disabled","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Croydon","30","30","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Derby","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Derry City and Strabane","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Dorset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Dudley","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Ealing","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","East Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","East Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","East Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","East Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","East Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","East Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","East Sussex CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Enfield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Falkirk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Glasgow City","100","90","28340","27230"
"New entrant CS","2022","Female","Declared disabled","Gloucestershire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Greater Manchester North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Greater Manchester North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Greater Manchester South East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Greater Manchester South West","40","30","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Gwent Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Gwynedd","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Haringey and Islington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Heart of Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Herefordshire, County of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Hertfordshire CC","30","30","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Isle of Anglesey","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Lambeth","40","40","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Leeds","80","70","31420","27570"
"New entrant CS","2022","Female","Declared disabled","Leicester","40","40","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Lincolnshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Liverpool","70","60","27310","25520"
"New entrant CS","2022","Female","Declared disabled","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Luton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Manchester","60","50","31770","27570"
"New entrant CS","2022","Female","Declared disabled","Medway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Mid and East Antrim","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Mid Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Mid Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Mid Ulster","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Milton Keynes","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Declared disabled","Monmouthshire and Newport","50","40","[c]","[c]"
