"Status","Year","Ethnicity","Region_ITL2","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Black","Cornwall and Isles of Scilly","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cornwall and Isles of Scilly","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cornwall and Isles of Scilly","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cornwall and Isles of Scilly","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cornwall and Isles of Scilly","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cumbria","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cumbria","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cumbria","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cumbria","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cumbria","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cumbria","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cumbria","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","Derbyshire and Nottinghamshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","Derbyshire and Nottinghamshire","20-29","40","30","[c]","[c]"
"In post","2021","Black","Derbyshire and Nottinghamshire","30-39","70","60","25760","25830"
"In post","2021","Black","Derbyshire and Nottinghamshire","40-49","80","70","26790","25560"
"In post","2021","Black","Derbyshire and Nottinghamshire","50-59","120","110","29710","27570"
"In post","2021","Black","Derbyshire and Nottinghamshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","Derbyshire and Nottinghamshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","Devon","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","Devon","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Black","Devon","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Black","Devon","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Black","Devon","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Black","Devon","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","Devon","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Dorset and Somerset","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","Dorset and Somerset","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Black","Dorset and Somerset","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Black","Dorset and Somerset","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Black","Dorset and Somerset","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Black","Dorset and Somerset","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","Dorset and Somerset","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Anglia","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Anglia","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Anglia","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Anglia","40-49","30","30","[c]","[c]"
"In post","2021","Black","East Anglia","50-59","50","40","[c]","[c]"
"In post","2021","Black","East Anglia","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Anglia","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Wales","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Wales","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Wales","30-39","50","40","[c]","[c]"
"In post","2021","Black","East Wales","40-49","50","50","[c]","[c]"
"In post","2021","Black","East Wales","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Wales","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Wales","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Yorkshire and Northern Lincolnshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Yorkshire and Northern Lincolnshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Yorkshire and Northern Lincolnshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Yorkshire and Northern Lincolnshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Yorkshire and Northern Lincolnshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Yorkshire and Northern Lincolnshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","East Yorkshire and Northern Lincolnshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","Eastern Scotland","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","Eastern Scotland","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Black","Eastern Scotland","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Black","Eastern Scotland","40-49","40","40","[c]","[c]"
"In post","2021","Black","Eastern Scotland","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Black","Eastern Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","Eastern Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Essex","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","Essex","20-29","40","40","[c]","[c]"
"In post","2021","Black","Essex","30-39","50","50","28420","29290"
"In post","2021","Black","Essex","40-49","60","60","32610","29290"
"In post","2021","Black","Essex","50-59","70","70","29830","29290"
"In post","2021","Black","Essex","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","Essex","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Gloucestershire, Wiltshire and Bath/Bristol area","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","50","50","25190","25530"
"In post","2021","Black","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","160","160","32880","31810"
"In post","2021","Black","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","140","130","35350","33000"
"In post","2021","Black","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","110","100","33840","29830"
"In post","2021","Black","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","Gloucestershire, Wiltshire and Bath/Bristol area","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Greater Manchester","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","Greater Manchester","20-29","90","80","27240","26870"
"In post","2021","Black","Greater Manchester","30-39","140","130","29640","27570"
"In post","2021","Black","Greater Manchester","40-49","150","140","28950","27570"
"In post","2021","Black","Greater Manchester","50-59","110","100","28020","25560"
"In post","2021","Black","Greater Manchester","60-64","30","30","[c]","[c]"
"In post","2021","Black","Greater Manchester","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Hampshire and Isle of Wight","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","Hampshire and Isle of Wight","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Black","Hampshire and Isle of Wight","30-39","40","40","[c]","[c]"
"In post","2021","Black","Hampshire and Isle of Wight","40-49","50","50","29100","26510"
"In post","2021","Black","Hampshire and Isle of Wight","50-59","30","30","[c]","[c]"
"In post","2021","Black","Hampshire and Isle of Wight","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","Hampshire and Isle of Wight","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","Herefordshire, Worcestershire and Warwickshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","Herefordshire, Worcestershire and Warwickshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Black","Herefordshire, Worcestershire and Warwickshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Black","Herefordshire, Worcestershire and Warwickshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Black","Herefordshire, Worcestershire and Warwickshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Black","Herefordshire, Worcestershire and Warwickshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","Herefordshire, Worcestershire and Warwickshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","Highlands and Islands","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","Highlands and Islands","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Black","Highlands and Islands","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Black","Highlands and Islands","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Black","Highlands and Islands","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Black","Highlands and Islands","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","Highlands and Islands","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","Inner London - East","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","Inner London - East","20-29","340","340","30960","31060"
"In post","2021","Black","Inner London - East","30-39","430","420","33850","31060"
"In post","2021","Black","Inner London - East","40-49","550","520","35190","31060"
"In post","2021","Black","Inner London - East","50-59","950","910","33570","31060"
"In post","2021","Black","Inner London - East","60-64","190","180","32810","31060"
"In post","2021","Black","Inner London - East","65+","70","60","30880","28410"
"In post","2021","Black","Inner London - West","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","Inner London - West","20-29","730","720","33090","31800"
"In post","2021","Black","Inner London - West","30-39","790","770","38670","35160"
"In post","2021","Black","Inner London - West","40-49","940","910","39380","35870"
"In post","2021","Black","Inner London - West","50-59","1470","1440","37770","33260"
"In post","2021","Black","Inner London - West","60-64","320","310","33060","29970"
"In post","2021","Black","Inner London - West","65+","90","80","29500","25630"
"In post","2021","Black","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Kent","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","Kent","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Black","Kent","30-39","50","50","[c]","[c]"
"In post","2021","Black","Kent","40-49","50","40","[c]","[c]"
"In post","2021","Black","Kent","50-59","60","60","33780","29290"
"In post","2021","Black","Kent","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","Kent","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lancashire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lancashire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lancashire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lancashire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lancashire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lancashire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lancashire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Leicestershire, Rutland and Northamptonshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","Leicestershire, Rutland and Northamptonshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Black","Leicestershire, Rutland and Northamptonshire","30-39","40","40","[c]","[c]"
"In post","2021","Black","Leicestershire, Rutland and Northamptonshire","40-49","30","30","[c]","[c]"
"In post","2021","Black","Leicestershire, Rutland and Northamptonshire","50-59","60","60","27460","24990"
"In post","2021","Black","Leicestershire, Rutland and Northamptonshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","Leicestershire, Rutland and Northamptonshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lincolnshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lincolnshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lincolnshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lincolnshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lincolnshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lincolnshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lincolnshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","Merseyside","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","Merseyside","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Black","Merseyside","30-39","40","40","[c]","[c]"
"In post","2021","Black","Merseyside","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Black","Merseyside","50-59","30","30","[c]","[c]"
"In post","2021","Black","Merseyside","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","Merseyside","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Eastern Scotland","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Eastern Scotland","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Eastern Scotland","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Eastern Scotland","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Eastern Scotland","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Eastern Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Eastern Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Yorkshire","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Yorkshire","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Yorkshire","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Yorkshire","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Yorkshire","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Yorkshire","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Yorkshire","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northumberland and Tyne and Wear","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northumberland and Tyne and Wear","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northumberland and Tyne and Wear","30-39","30","30","[c]","[c]"
"In post","2021","Black","Northumberland and Tyne and Wear","40-49","50","40","[c]","[c]"
"In post","2021","Black","Northumberland and Tyne and Wear","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northumberland and Tyne and Wear","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northumberland and Tyne and Wear","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Outer London - East and North East","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","Outer London - East and North East","20-29","100","100","29770","31060"
"In post","2021","Black","Outer London - East and North East","30-39","120","110","30390","31060"
"In post","2021","Black","Outer London - East and North East","40-49","160","150","30810","31060"
"In post","2021","Black","Outer London - East and North East","50-59","220","220","31570","31060"
"In post","2021","Black","Outer London - East and North East","60-64","40","30","[c]","[c]"
"In post","2021","Black","Outer London - East and North East","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Outer London - South","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","Outer London - South","20-29","170","170","30110","29570"
"In post","2021","Black","Outer London - South","30-39","270","260","32660","31060"
"In post","2021","Black","Outer London - South","40-49","360","340","34420","31060"
"In post","2021","Black","Outer London - South","50-59","620","600","33600","30370"
