"Status","Year","Profession_of_post","Sex","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Digital, Data and Technology","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","HM Land Registry","40","30","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","HM Revenue and Customs (excl. agencies)","80","80","37360","31810"
"New entrant CS","2021","Digital, Data and Technology","Female","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Home Office (incl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Ministry of Justice (excl. agencies)","70","70","46790","47100"
"New entrant CS","2021","Digital, Data and Technology","Female","National Crime Agency","40","30","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","United Kingdom Statistics Authority","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Female","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Defence Equipment and Support","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Department for Education (excl. agencies)","50","50","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","80","80","41630","38750"
"New entrant CS","2021","Digital, Data and Technology","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Driver and Vehicle Licensing Agency","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","HM Land Registry","70","70","32350","27130"
"New entrant CS","2021","Digital, Data and Technology","Male","HM Revenue and Customs (excl. agencies)","140","140","36820","31810"
"New entrant CS","2021","Digital, Data and Technology","Male","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Home Office (incl. agencies)","120","120","51770","52050"
"New entrant CS","2021","Digital, Data and Technology","Male","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Maritime and Coastguard Agency","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Ministry of Justice (excl. agencies)","120","120","53980","56000"
"New entrant CS","2021","Digital, Data and Technology","Male","National Crime Agency","30","30","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","United Kingdom Statistics Authority","80","80","37000","36030"
"New entrant CS","2021","Digital, Data and Technology","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Male","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Male","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Male","Department for International Trade","30","30","[c]","[c]"
"New entrant CS","2021","Economics","Male","Department for Transport (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2021","Economics","Male","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Male","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Male","HM Treasury (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2021","Economics","Male","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Male","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Male","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Male","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Male","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Department of Health and Social Care (excl. agencies)","80","70","34740","32790"
"New entrant CS","2021","Finance","Female","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Ministry of Defence (excl. agencies)","60","60","30440","26350"
"New entrant CS","2021","Finance","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Defence Equipment and Support","30","30","[c]","[c]"
"New entrant CS","2021","Finance","Male","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Department of Health and Social Care (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","Finance","Male","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","Finance","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Male","Wilton Park","[c]","[c]","[c]","[c]"
