"Status","Year","Organisation","Sex","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","HM Prison and Probation Service","Female","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Female","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Female","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Female","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Female","Wakefield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Female","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Female","Warrington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Female","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Female","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Female","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Female","West Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Female","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Female","Westminster","40","40","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Female","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Female","Wirral","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Female","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Female","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Barnet","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Bedford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Blackpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Buckinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Dorset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Dudley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Ealing","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","East Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","East Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Enfield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Lambeth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Medway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Powys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Sandwell","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Shropshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","South Teesside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","South West Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Southampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Wakefield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Warrington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","West Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Wirral","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Male","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Female","Angus and Dundee City","40","30","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Female","Belfast","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Female","Birmingham","30","30","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Female","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Female","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Female","Cardiff and Vale of Glamorgan","40","40","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Female","City of Edinburgh","40","40","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Female","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Female","Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Female","East Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Female","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Female","Greater Manchester South West","50","50","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Female","Hackney and Newham","40","40","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Female","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Female","Leeds","40","40","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Female","Leicester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Female","Liverpool","40","30","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Female","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Female","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Female","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Female","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Female","Nottingham","30","30","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Female","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Female","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Female","South Lanarkshire","30","30","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Female","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Female","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Female","Sunderland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Female","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Female","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Female","Tyneside","80","70","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Female","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Female","Westminster","40","40","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Male","Angus and Dundee City","40","30","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Male","Belfast","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Male","Birmingham","40","40","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Male","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Male","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Male","Cardiff and Vale of Glamorgan","30","30","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Male","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Male","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Male","Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Male","East Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Male","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Male","Greater Manchester South West","40","40","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Male","Hackney and Newham","30","30","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Male","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Male","Leeds","40","40","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Male","Leicester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Male","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Male","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Male","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Male","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Male","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Male","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Male","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Male","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Male","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Male","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Male","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Male","Sunderland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Male","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Male","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Male","Tyneside","70","70","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Male","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","Male","Westminster","40","40","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","Female","Darlington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","Female","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","Female","Westminster","100","90","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","Male","Darlington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","Male","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","Male","Westminster","90","80","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Barnet","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Bedford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Belfast","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Croydon","100","90","40950","35200"
"Leaver Dept.","2022","Home Office","Female","Darlington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","East Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Glasgow City","30","30","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Lambeth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Liverpool","90","80","25830","24890"
"Leaver Dept.","2022","Home Office","Female","Luton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Solihull","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","South Teesside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Thurrock","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","West Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","Westminster","220","220","46280","41970"
"Leaver Dept.","2022","Home Office","Female","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Barnet","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Bedford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Belfast","[c]","[c]","[c]","[c]"
