"Status","Year","Sex","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Female","Antrim and Newtownabbey","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Antrim and Newtownabbey","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Antrim and Newtownabbey","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ards and North Down","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ards and North Down","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ards and North Down","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Armagh City, Banbridge and Craigavon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Armagh City, Banbridge and Craigavon","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Barking & Dagenham and Havering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Barking & Dagenham and Havering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Barking & Dagenham and Havering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Barnet","Heterosexual / straight","60","60","34990","31920"
"Leaver CS","2021","Female","Barnet","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Barnet","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Barnet","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Barnsley, Doncaster and Rotherham","Heterosexual / straight","70","50","[c]","[c]"
"Leaver CS","2021","Female","Barnsley, Doncaster and Rotherham","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Barnsley, Doncaster and Rotherham","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Barnsley, Doncaster and Rotherham","Unknown","30","20","[c]","[c]"
"Leaver CS","2021","Female","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","130","120","32980","28120"
"Leaver CS","2021","Female","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Bedford","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Bedford","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Bedford","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Bedford","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Belfast","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Belfast","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Belfast","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Belfast","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Female","Berkshire","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","Female","Berkshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Berkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Berkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Bexley and Greenwich","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","Female","Bexley and Greenwich","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Bexley and Greenwich","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Bexley and Greenwich","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Birmingham","Heterosexual / straight","140","120","30930","24180"
"Leaver CS","2021","Female","Birmingham","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Birmingham","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Birmingham","Unknown","120","110","30230","23140"
"Leaver CS","2021","Female","Blackburn with Darwen","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Blackburn with Darwen","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Blackburn with Darwen","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Blackburn with Darwen","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Blackpool","Heterosexual / straight","80","70","27010","21010"
"Leaver CS","2021","Female","Blackpool","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Blackpool","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Blackpool","Unknown","70","60","23610","21010"
"Leaver CS","2021","Female","Bournemouth and Poole","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Bournemouth and Poole","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Bournemouth and Poole","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Bournemouth and Poole","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Bradford","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Bradford","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Bradford","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Bradford","Unknown","110","80","[c]","[c]"
"Leaver CS","2021","Female","Breckland and South Norfolk","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Breckland and South Norfolk","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Breckland and South Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Brent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Brent","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Brent","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Brent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Bridgend and Neath Port Talbot","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Bridgend and Neath Port Talbot","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Bridgend and Neath Port Talbot","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Bridgend and Neath Port Talbot","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Brighton and Hove","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Brighton and Hove","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Brighton and Hove","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Brighton and Hove","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Bristol, City of","Heterosexual / straight","100","90","30700","27530"
"Leaver CS","2021","Female","Bristol, City of","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Bristol, City of","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Bristol, City of","Unknown","80","70","35260","27570"
"Leaver CS","2021","Female","Bromley","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Bromley","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Bromley","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Bromley","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Buckinghamshire CC","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2021","Female","Buckinghamshire CC","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Buckinghamshire CC","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Buckinghamshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Caithness and Sutherland and Ross and Cromarty","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Caithness and Sutherland and Ross and Cromarty","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Caithness and Sutherland and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Calderdale and Kirklees","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Calderdale and Kirklees","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Calderdale and Kirklees","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Calderdale and Kirklees","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cambridgeshire CC","Heterosexual / straight","70","60","[c]","[c]"
"Leaver CS","2021","Female","Cambridgeshire CC","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cambridgeshire CC","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Camden and City of London","Heterosexual / straight","60","50","35010","27020"
"Leaver CS","2021","Female","Camden and City of London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Camden and City of London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Camden and City of London","Unknown","150","130","[c]","[c]"
"Leaver CS","2021","Female","Cardiff and Vale of Glamorgan","Heterosexual / straight","100","80","35120","27460"
"Leaver CS","2021","Female","Cardiff and Vale of Glamorgan","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cardiff and Vale of Glamorgan","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cardiff and Vale of Glamorgan","Unknown","180","140","[c]","[c]"
"Leaver CS","2021","Female","Causeway Coast and Glens","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Causeway Coast and Glens","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Central Bedfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Central Bedfordshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Central Hampshire","Heterosexual / straight","70","70","28950","26890"
"Leaver CS","2021","Female","Central Hampshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Central Hampshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Central Hampshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Central Valleys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Central Valleys","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Central Valleys","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Central Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cheshire East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cheshire East","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cheshire East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cheshire West and Chester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cheshire West and Chester","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chorley and West Lancashire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chorley and West Lancashire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chorley and West Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chorley and West Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","City of Edinburgh","Heterosexual / straight","70","70","38010","32140"
"Leaver CS","2021","Female","City of Edinburgh","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","City of Edinburgh","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Female","City of Edinburgh","Unknown","170","150","36410","30650"
"Leaver CS","2021","Female","Clackmannanshire and Fife","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Clackmannanshire and Fife","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Clackmannanshire and Fife","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Conwy and Denbighshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Conwy and Denbighshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Conwy and Denbighshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Conwy and Denbighshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cornwall and Isles of Scilly","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","Female","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Coventry","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","Female","Coventry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Coventry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Coventry","Unknown","100","80","[c]","[c]"
"Leaver CS","2021","Female","Croydon","Heterosexual / straight","100","80","33960","28730"
"Leaver CS","2021","Female","Croydon","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Croydon","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Croydon","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Female","Darlington","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Darlington","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Darlington","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Derby","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Derby","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Derby","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Derby","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Derry City and Strabane","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Derry City and Strabane","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Derry City and Strabane","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Devon CC","Heterosexual / straight","60","50","[c]","[c]"
"Leaver CS","2021","Female","Devon CC","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Devon CC","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Devon CC","Unknown","110","90","[c]","[c]"
"Leaver CS","2021","Female","Dorset CC","Heterosexual / straight","50","40","[c]","[c]"
