"Status","Year","Age","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","30-39","Operational Research","No function","80","80","44240","46080"
"In post","2021","30-39","Operational Research","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Operational Research","Unknown","50","50","48890","46580"
"In post","2021","30-39","Other","Analysis","70","60","67960","65470"
"In post","2021","30-39","Other","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other","Communications","30","30","[c]","[c]"
"In post","2021","30-39","Other","Counter Fraud","60","50","40110","38630"
"In post","2021","30-39","Other","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other","Finance","30","30","[c]","[c]"
"In post","2021","30-39","Other","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Other","Legal","90","80","29060","27580"
"In post","2021","30-39","Other","No function","550","520","39360","35000"
"In post","2021","30-39","Other","Project Delivery","620","590","33820","30680"
"In post","2021","30-39","Other","Property","70","70","29570","28870"
"In post","2021","30-39","Other","Unknown","2260","2180","31420","28650"
"In post","2021","30-39","Planning","No function","40","40","[c]","[c]"
"In post","2021","30-39","Planning","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Planning Inspectors","No function","50","40","[c]","[c]"
"In post","2021","30-39","Policy","Analysis","110","110","50840","50400"
"In post","2021","30-39","Policy","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Policy","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Policy","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Policy","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Policy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Policy","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Policy","Legal","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Policy","No function","5810","5660","49070","52290"
"In post","2021","30-39","Policy","Project Delivery","690","670","51900","53000"
"In post","2021","30-39","Policy","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Policy","Unknown","1530","1490","47400","44930"
"In post","2021","30-39","Project Delivery","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Project Delivery","No function","60","50","38880","35890"
"In post","2021","30-39","Project Delivery","Project Delivery","3200","3100","40750","38630"
"In post","2021","30-39","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Project Delivery","Unknown","370","360","43740","41950"
"In post","2021","30-39","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Property","No function","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Property","Project Delivery","60","50","47750","49860"
"In post","2021","30-39","Property","Property","930","900","35300","33300"
"In post","2021","30-39","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Psychology","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Psychology","No function","580","550","35040","31180"
"In post","2021","30-39","Psychology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Science and Engineering","Analysis","210","200","34330","30220"
"In post","2021","30-39","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Science and Engineering","Digital, Data & Technology","150","150","38430","39650"
"In post","2021","30-39","Science and Engineering","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Science and Engineering","No function","1660","1580","38360","37360"
"In post","2021","30-39","Science and Engineering","Project Delivery","560","550","39090","39820"
"In post","2021","30-39","Science and Engineering","Security","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Science and Engineering","Unknown","370","360","38960","37410"
"In post","2021","30-39","Security","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","No function","50","50","46330","44030"
"In post","2021","30-39","Security","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Property","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Security","Security","1380","1370","32020","30660"
"In post","2021","30-39","Security","Unknown","60","60","30570","28710"
"In post","2021","30-39","Social Research","Analysis","280","260","42490","38440"
"In post","2021","30-39","Social Research","No function","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Social Research","Unknown","70","60","47560","47000"
"In post","2021","30-39","Statistics","Analysis","520","500","43920","40720"
"In post","2021","30-39","Statistics","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Statistics","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Statistics","No function","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Statistics","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Statistics","Unknown","60","50","44550","43560"
"In post","2021","30-39","Tax","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Tax","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Tax","Communications","700","680","27730","25560"
"In post","2021","30-39","Tax","Counter Fraud","440","430","37270","31810"
"In post","2021","30-39","Tax","Debt","230","220","20640","20140"
"In post","2021","30-39","Tax","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Tax","Finance","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Tax","Human Resources","40","30","[c]","[c]"
"In post","2021","30-39","Tax","Legal","90","90","38260","31810"
"In post","2021","30-39","Tax","No function","2800","2700","33910","31810"
"In post","2021","30-39","Tax","Project Delivery","30","30","[c]","[c]"
"In post","2021","30-39","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Commercial","300","290","63150","61710"
"In post","2021","30-39","Unknown","Communications","280","270","39790","35900"
"In post","2021","30-39","Unknown","Counter Fraud","60","60","38430","32910"
"In post","2021","30-39","Unknown","Debt","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Digital, Data & Technology","440","430","49880","54700"
"In post","2021","30-39","Unknown","Finance","80","80","44460","41760"
"In post","2021","30-39","Unknown","Human Resources","380","370","38030","35590"
"In post","2021","30-39","Unknown","Legal","60","60","55620","59160"
"In post","2021","30-39","Unknown","No function","1890","1840","39970","33250"
"In post","2021","30-39","Unknown","Project Delivery","130","130","43070","36610"
"In post","2021","30-39","Unknown","Property","180","170","31970","28120"
"In post","2021","30-39","Unknown","Security","140","140","35090","33300"
"In post","2021","30-39","Unknown","Unknown","18300","16930","29780","27570"
"In post","2021","30-39","Veterinarian","No function","100","100","38790","37240"
"In post","2021","30-39","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Commercial","1030","990","42820","39860"
"In post","2021","40-49","Commercial","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","No function","80","80","49030","49860"
"In post","2021","40-49","Commercial","Project Delivery","170","160","43580","41260"
"In post","2021","40-49","Commercial","Property","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Commercial","Unknown","30","30","[c]","[c]"
"In post","2021","40-49","Communications","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Communications","900","850","46000","41580"
"In post","2021","40-49","Communications","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Legal","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","No function","30","30","[c]","[c]"
"In post","2021","40-49","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Communications","Unknown","100","90","45830","43760"
"In post","2021","40-49","Corporate Finance","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Corporate Finance","Finance","40","40","[c]","[c]"
"In post","2021","40-49","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Corporate Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Counter Fraud","150","150","41470","39490"
"In post","2021","40-49","Counter Fraud","No function","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Counter Fraud","Unknown","60","50","27980","25310"
"In post","2021","40-49","Digital, Data and Technology","Analysis","70","60","46670","45250"
"In post","2021","40-49","Digital, Data and Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data and Technology","Digital, Data & Technology","3050","2980","43910","40000"
"In post","2021","40-49","Digital, Data and Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data and Technology","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data and Technology","Legal","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data and Technology","No function","60","50","40530","37190"
"In post","2021","40-49","Digital, Data and Technology","Project Delivery","110","100","47430","46430"
"In post","2021","40-49","Digital, Data and Technology","Property","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data and Technology","Security","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Digital, Data and Technology","Unknown","420","420","51120","47000"
"In post","2021","40-49","Economics","Analysis","130","130","67300","64920"
"In post","2021","40-49","Economics","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Economics","No function","50","50","60980","58120"
"In post","2021","40-49","Economics","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Finance","2020","1940","43070","38960"
"In post","2021","40-49","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","No function","100","100","47900","42710"
"In post","2021","40-49","Finance","Project Delivery","110","110","47040","44000"
"In post","2021","40-49","Finance","Property","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Finance","Unknown","160","150","46100","42410"
"In post","2021","40-49","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Human Resources","1820","1730","41300","37900"
"In post","2021","40-49","Human Resources","No function","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Security","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Human Resources","Unknown","230","210","44090","37560"
"In post","2021","40-49","Inspector of Education and Training","No function","270","260","65770","70500"
"In post","2021","40-49","Intelligence Analysis","Analysis","70","70","54590","53360"
"In post","2021","40-49","Intelligence Analysis","Counter Fraud","50","50","[c]","[c]"
"In post","2021","40-49","Intelligence Analysis","No function","110","110","32400","29180"
"In post","2021","40-49","Intelligence Analysis","Security","50","50","[c]","[c]"
"In post","2021","40-49","Intelligence Analysis","Unknown","580","550","32650","29480"
"In post","2021","40-49","Internal Audit","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Internal Audit","180","170","47500","44020"
"In post","2021","40-49","Internal Audit","No function","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","International Trade","No function","260","250","51920","51970"
"In post","2021","40-49","Knowledge and Information Management","Analysis","[c]","[c]","[c]","[c]"
