"Status","Year","Responsibility_level","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","G6/G7","Project Delivery","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Project Delivery","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Project Delivery","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Project Delivery","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Project Delivery","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Project Delivery","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Project Delivery","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Project Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Project Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Property","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Property","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Property","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Property","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Property","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Property","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Property","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Property","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Property","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Property","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Property","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Property","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Property","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Property","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Property","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Property","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Property","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Property","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Property","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Property","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Property","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Property","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Property","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Property","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Property","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Property","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Property","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Property","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Property","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Property","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Property","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Property","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Security","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Security","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Security","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Security","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Security","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Security","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Security","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Security","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Security","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Security","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Security","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Eastern Scotland","190","180","56470","53480"
"New entrant CS","2022","G6/G7","Unknown","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Greater Manchester","40","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Inner London - West","60","60","60870","57430"
"New entrant CS","2022","G6/G7","Unknown","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Outer London - South","60","60","63020","61700"
"New entrant CS","2022","G6/G7","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","West Central Scotland","130","130","57330","53480"
"New entrant CS","2022","G6/G7","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Analysis","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Analysis","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Analysis","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Commercial","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Commercial","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Commercial","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Commercial","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Commercial","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Commercial","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Commercial","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Communications","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Counter Fraud","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Digital, Data & Technology","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Digital, Data & Technology","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Digital, Data & Technology","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Digital, Data & Technology","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Digital, Data & Technology","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Digital, Data & Technology","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Digital, Data & Technology","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Digital, Data & Technology","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Digital, Data & Technology","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Digital, Data & Technology","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Finance","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Finance","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Finance","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Finance","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Finance","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Finance","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Human Resources","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Human Resources","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Human Resources","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Human Resources","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Human Resources","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Human Resources","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Human Resources","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Internal Audit","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Legal","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Legal","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","No function","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","No function","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","No function","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","No function","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","No function","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","No function","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","No function","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","No function","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","No function","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","No function","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","No function","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","No function","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","No function","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","No function","Inner London - West","80","70","98440","85100"
"New entrant CS","2022","SCS","No function","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","No function","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","No function","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","No function","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","No function","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","No function","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","No function","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","No function","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","No function","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","No function","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","No function","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","No function","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","No function","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","No function","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Project Delivery","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Project Delivery","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Project Delivery","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Project Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Project Delivery","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Project Delivery","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Property","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Property","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Property","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Property","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Property","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Security","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Security","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Security","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Analysis","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Analysis","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Analysis","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Analysis","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Analysis","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Analysis","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Analysis","East Wales","200","190","33010","30710"
"New entrant CS","2022","SEO/HEO","Analysis","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Analysis","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Analysis","Greater Manchester","50","50","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Analysis","Hampshire and Isle of Wight","120","110","30650","30710"
"New entrant CS","2022","SEO/HEO","Analysis","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Analysis","Inner London - East","70","70","36010","34610"
"New entrant CS","2022","SEO/HEO","Analysis","Inner London - West","220","210","36120","35000"
"New entrant CS","2022","SEO/HEO","Analysis","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Analysis","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Analysis","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Analysis","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Analysis","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Analysis","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Analysis","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Analysis","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Analysis","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Analysis","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Analysis","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Analysis","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Analysis","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Analysis","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Analysis","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","Inner London - West","110","90","37890","38010"
"New entrant CS","2022","SEO/HEO","Commercial","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Commercial","West Yorkshire","50","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Inner London - West","190","180","37460","36660"
"New entrant CS","2022","SEO/HEO","Communications","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
