"Status","Year","Ethnicity","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Asian","Declared non-disabled","UK Statistics Authority","40","40","[c]","[c]"
"New entrant CS","2022","Asian","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Declared non-disabled","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Undeclared","Department for Work and Pensions","50","50","26470","27570"
"New entrant CS","2022","Asian","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Undeclared","HM Revenue and Customs","30","30","[c]","[c]"
"New entrant CS","2022","Asian","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Department for Education","90","90","31280","29360"
"New entrant CS","2022","Asian","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Department of Health and Social Care","80","70","37730","32790"
"New entrant CS","2022","Asian","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","HM Revenue and Customs","120","110","28250","26590"
"New entrant CS","2022","Asian","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Home Office","80","80","29130","25770"
"New entrant CS","2022","Asian","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Ministry of Justice","30","30","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","National Crime Agency","40","30","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","Department for Work and Pensions","70","70","28850","29290"
"New entrant CS","2022","Black","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","Ministry of Justice","140","130","31000","28690"
"New entrant CS","2022","Black","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared non-disabled","Attorney General's Departments","70","70","32230","26950"
"New entrant CS","2022","Black","Declared non-disabled","Cabinet Office","40","40","[c]","[c]"
"New entrant CS","2022","Black","Declared non-disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared non-disabled","Department for Business, Energy and Industrial Strategy","50","50","34190","33570"
"New entrant CS","2022","Black","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared non-disabled","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared non-disabled","Department for Environment, Food and Rural Affairs","60","60","33080","32560"
"New entrant CS","2022","Black","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared non-disabled","Department for Levelling Up, Housing and Communities","40","40","[c]","[c]"
"New entrant CS","2022","Black","Declared non-disabled","Department for Transport","50","40","[c]","[c]"
"New entrant CS","2022","Black","Declared non-disabled","Department for Work and Pensions","570","560","27920","27570"
"New entrant CS","2022","Black","Declared non-disabled","Department of Health and Social Care","170","150","30420","28410"
"New entrant CS","2022","Black","Declared non-disabled","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared non-disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared non-disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared non-disabled","HM Revenue and Customs","250","240","28500","26590"
"New entrant CS","2022","Black","Declared non-disabled","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared non-disabled","Ministry of Defence","60","50","30960","29000"
"New entrant CS","2022","Black","Declared non-disabled","Ministry of Justice","570","560","28680","27060"
"New entrant CS","2022","Black","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared non-disabled","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"New entrant CS","2022","Black","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared non-disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared non-disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared non-disabled","Scottish Government","30","30","[c]","[c]"
"New entrant CS","2022","Black","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared non-disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Declared non-disabled","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Department for Education","40","40","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Department of Health and Social Care","40","30","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","HM Revenue and Customs","30","30","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Department for Work and Pensions","60","50","26990","27570"
"New entrant CS","2022","Mixed","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Ministry of Justice","80","70","28670","25120"
"New entrant CS","2022","Mixed","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","Cabinet Office","40","40","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","Department for Environment, Food and Rural Affairs","60","60","31490","29180"
"New entrant CS","2022","Mixed","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","Department for Transport","40","40","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","Department for Work and Pensions","220","220","26050","27570"
"New entrant CS","2022","Mixed","Declared non-disabled","Department of Health and Social Care","60","60","33700","28590"
"New entrant CS","2022","Mixed","Declared non-disabled","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","HM Revenue and Customs","120","120","29360","26590"
"New entrant CS","2022","Mixed","Declared non-disabled","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","Ministry of Defence","50","50","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","Ministry of Justice","340","330","27130","24690"
"New entrant CS","2022","Mixed","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Declared non-disabled","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Department of Health and Social Care","30","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
