"Status","Year","Disability","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Cardiff and Vale of Glamorgan","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cardiff and Vale of Glamorgan","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cardiff and Vale of Glamorgan","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cardiff and Vale of Glamorgan","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cardiff and Vale of Glamorgan","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cardiff and Vale of Glamorgan","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cardiff and Vale of Glamorgan","No function","450","410","28840","24370"
"In post","2021","Declared disabled","Cardiff and Vale of Glamorgan","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cardiff and Vale of Glamorgan","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cardiff and Vale of Glamorgan","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cardiff and Vale of Glamorgan","Unknown","400","370","33620","27570"
"In post","2021","Declared disabled","Causeway Coast and Glens","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Causeway Coast and Glens","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Causeway Coast and Glens","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Causeway Coast and Glens","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Bedfordshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Bedfordshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Bedfordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Bedfordshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Bedfordshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Bedfordshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Bedfordshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Bedfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Bedfordshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Bedfordshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Bedfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Hampshire","Analysis","40","40","[c]","[c]"
"In post","2021","Declared disabled","Central Hampshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Hampshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Hampshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Hampshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Hampshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Hampshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Hampshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Hampshire","No function","100","100","36250","32750"
"In post","2021","Declared disabled","Central Hampshire","Project Delivery","100","90","37820","33300"
"In post","2021","Declared disabled","Central Hampshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Hampshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Hampshire","Unknown","110","100","27770","26670"
"In post","2021","Declared disabled","Central Valleys","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Valleys","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Valleys","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Valleys","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Valleys","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Valleys","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Valleys","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Valleys","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Valleys","No function","30","30","[c]","[c]"
"In post","2021","Declared disabled","Central Valleys","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Valleys","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Central Valleys","Unknown","150","130","29330","27570"
"In post","2021","Declared disabled","Cheshire East","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire East","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire East","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire East","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire East","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire East","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire East","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire East","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire East","No function","50","50","31420","29420"
"In post","2021","Declared disabled","Cheshire East","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire East","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire East","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire East","Unknown","40","30","[c]","[c]"
"In post","2021","Declared disabled","Cheshire West and Chester","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire West and Chester","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire West and Chester","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire West and Chester","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire West and Chester","No function","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire West and Chester","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire West and Chester","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire West and Chester","Unknown","60","50","25760","27570"
"In post","2021","Declared disabled","Chorley and West Lancashire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chorley and West Lancashire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chorley and West Lancashire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chorley and West Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chorley and West Lancashire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chorley and West Lancashire","No function","100","90","28130","26810"
"In post","2021","Declared disabled","Chorley and West Lancashire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chorley and West Lancashire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chorley and West Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","City of Edinburgh","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","City of Edinburgh","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","City of Edinburgh","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","City of Edinburgh","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","City of Edinburgh","Debt","40","30","[c]","[c]"
"In post","2021","Declared disabled","City of Edinburgh","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","City of Edinburgh","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","City of Edinburgh","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","City of Edinburgh","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","City of Edinburgh","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","City of Edinburgh","No function","240","220","31200","30080"
"In post","2021","Declared disabled","City of Edinburgh","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","City of Edinburgh","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","City of Edinburgh","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","City of Edinburgh","Unknown","680","640","38580","33270"
"In post","2021","Declared disabled","Clackmannanshire and Fife","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Clackmannanshire and Fife","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Clackmannanshire and Fife","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Clackmannanshire and Fife","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Clackmannanshire and Fife","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Clackmannanshire and Fife","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Clackmannanshire and Fife","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Clackmannanshire and Fife","No function","60","50","32910","33650"
"In post","2021","Declared disabled","Clackmannanshire and Fife","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Clackmannanshire and Fife","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Clackmannanshire and Fife","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Clackmannanshire and Fife","Unknown","90","70","27290","27570"
"In post","2021","Declared disabled","Conwy and Denbighshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Conwy and Denbighshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Conwy and Denbighshire","No function","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Conwy and Denbighshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Conwy and Denbighshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Conwy and Denbighshire","Unknown","60","50","33290","27570"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","No function","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Unknown","170","150","25320","27570"
"In post","2021","Declared disabled","Coventry","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Coventry","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Coventry","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Coventry","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Coventry","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Coventry","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Coventry","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Coventry","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Coventry","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Coventry","No function","110","100","34200","32300"
"In post","2021","Declared disabled","Coventry","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Coventry","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Coventry","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Coventry","Unknown","80","70","27610","27570"
"In post","2021","Declared disabled","Croydon","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Croydon","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Croydon","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Croydon","Counter Fraud","50","40","[c]","[c]"
"In post","2021","Declared disabled","Croydon","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Croydon","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Croydon","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Croydon","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Croydon","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Croydon","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Croydon","No function","210","200","35430","32520"
"In post","2021","Declared disabled","Croydon","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Croydon","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Croydon","Security","[c]","[c]","[c]","[c]"
