"Status","Year","Responsibility_level","Region_ITL2","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","G6/G7","Derbyshire and Nottinghamshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Derbyshire and Nottinghamshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Derbyshire and Nottinghamshire","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Derbyshire and Nottinghamshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Derbyshire and Nottinghamshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Derbyshire and Nottinghamshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Derbyshire and Nottinghamshire","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Derbyshire and Nottinghamshire","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Derbyshire and Nottinghamshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Derbyshire and Nottinghamshire","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Devon","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Devon","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Devon","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Devon","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Devon","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Devon","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Devon","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Devon","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Devon","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Devon","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Devon","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Devon","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Dorset and Somerset","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Dorset and Somerset","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Dorset and Somerset","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Dorset and Somerset","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Dorset and Somerset","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Dorset and Somerset","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Dorset and Somerset","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Dorset and Somerset","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Dorset and Somerset","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Dorset and Somerset","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Dorset and Somerset","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Anglia","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Anglia","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Anglia","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Anglia","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Anglia","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Anglia","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Anglia","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Anglia","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Anglia","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Anglia","Operational Delivery","30","30","[c]","[c]"
"Leaver CS","2022","G6/G7","East Anglia","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Anglia","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Anglia","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Anglia","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Anglia","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Anglia","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Wales","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Wales","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Wales","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Wales","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Wales","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Wales","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Wales","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Wales","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Wales","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Wales","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Wales","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Wales","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Wales","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Wales","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Wales","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Wales","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Wales","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Wales","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Yorkshire and Northern Lincolnshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Yorkshire and Northern Lincolnshire","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Yorkshire and Northern Lincolnshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","East Yorkshire and Northern Lincolnshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Eastern Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Eastern Scotland","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Eastern Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Eastern Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Eastern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Eastern Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Eastern Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Eastern Scotland","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Eastern Scotland","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Eastern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Eastern Scotland","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Eastern Scotland","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Eastern Scotland","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Eastern Scotland","Unknown","100","90","66250","62170"
"Leaver CS","2022","G6/G7","Eastern Scotland","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Essex","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Essex","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Essex","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Essex","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Essex","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Essex","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","40","40","[c]","[c]"
"Leaver CS","2022","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Science and Engineering","60","60","56180","52150"
"Leaver CS","2022","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Greater Manchester","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Greater Manchester","Digital, Data and Technology","40","40","[c]","[c]"
"Leaver CS","2022","G6/G7","Greater Manchester","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Greater Manchester","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Greater Manchester","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Greater Manchester","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Greater Manchester","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Greater Manchester","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Greater Manchester","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Greater Manchester","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Greater Manchester","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Greater Manchester","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Greater Manchester","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Greater Manchester","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Greater Manchester","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","G6/G7","Hampshire and Isle of Wight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Hampshire and Isle of Wight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Hampshire and Isle of Wight","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Hampshire and Isle of Wight","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Hampshire and Isle of Wight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Hampshire and Isle of Wight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Hampshire and Isle of Wight","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Hampshire and Isle of Wight","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Hampshire and Isle of Wight","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Hampshire and Isle of Wight","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Hampshire and Isle of Wight","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Hampshire and Isle of Wight","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Hampshire and Isle of Wight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Hampshire and Isle of Wight","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Hampshire and Isle of Wight","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Hampshire and Isle of Wight","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Hampshire and Isle of Wight","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Hampshire and Isle of Wight","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Hampshire and Isle of Wight","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Hampshire and Isle of Wight","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Herefordshire, Worcestershire and Warwickshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Herefordshire, Worcestershire and Warwickshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Herefordshire, Worcestershire and Warwickshire","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Herefordshire, Worcestershire and Warwickshire","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Herefordshire, Worcestershire and Warwickshire","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Herefordshire, Worcestershire and Warwickshire","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Inner London - East","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Inner London - East","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Inner London - East","Digital, Data and Technology","30","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Inner London - East","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Inner London - East","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Inner London - East","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Inner London - East","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Inner London - East","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Inner London - East","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Inner London - East","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Inner London - East","Operational Delivery","200","190","58730","56260"
"Leaver CS","2022","G6/G7","Inner London - East","Other","50","50","61810","60240"
"Leaver CS","2022","G6/G7","Inner London - East","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Inner London - East","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Inner London - East","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Inner London - East","Science and Engineering","60","50","55070","52610"
"Leaver CS","2022","G6/G7","Inner London - East","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Inner London - East","Unknown","110","100","59790","58360"
"Leaver CS","2022","G6/G7","Inner London - West","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Inner London - West","Communications","40","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Inner London - West","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Inner London - West","Digital, Data and Technology","70","60","[c]","[c]"
"Leaver CS","2022","G6/G7","Inner London - West","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Inner London - West","Finance","30","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Inner London - West","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Inner London - West","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Inner London - West","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Inner London - West","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Inner London - West","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Inner London - West","Legal","170","160","58430","55000"
"Leaver CS","2022","G6/G7","Inner London - West","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Inner London - West","Operational Delivery","190","180","59240","56610"
"Leaver CS","2022","G6/G7","Inner London - West","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Inner London - West","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Inner London - West","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Inner London - West","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Inner London - West","Policy","380","330","58630","56090"
