"Status","Year","Region_ITL3","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Stoke-on-Trent","Valuation Office Agency","HM Revenue and Customs","60","50","33730","32100"
"In post","2021","Suffolk","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"In post","2021","Suffolk","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"In post","2021","Suffolk","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","460","440","34620","30220"
"In post","2021","Suffolk","Crown Prosecution Service","Attorney General's Departments","30","30","[c]","[c]"
"In post","2021","Suffolk","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","610","550","26980","27570"
"In post","2021","Suffolk","Driver and Vehicle Standards Agency","Department for Transport","60","50","29080","27230"
"In post","2021","Suffolk","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","HM Courts and Tribunals Service","Ministry of Justice","190","170","22140","19380"
"In post","2021","Suffolk","HM Prison and Probation Service","Ministry of Justice","1080","1020","30100","30380"
"In post","2021","Suffolk","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","550","510","29360","28130"
"In post","2021","Suffolk","Home Office (incl. agencies)","Home Office","260","250","25760","25310"
"In post","2021","Suffolk","Insolvency Service","Department for Business, Energy and Industrial Strategy","60","60","27010","20880"
"In post","2021","Suffolk","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Ministry of Defence (excl. agencies)","Ministry of Defence","700","670","25150","21580"
"In post","2021","Suffolk","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Public Health England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","1760","1520","25750","27570"
"In post","2021","Sunderland","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","HM Prison and Probation Service","Ministry of Justice","50","50","[c]","[c]"
"In post","2021","Sunderland","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","2480","2050","24100","21440"
"In post","2021","Sunderland","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","National Crime Agency","National Crime Agency","100","100","35440","36410"
"In post","2021","Swansea","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Crown Prosecution Service","Attorney General's Departments","70","60","41460","38180"
"In post","2021","Swansea","Department for Transport (excl. agencies)","Department for Transport","40","40","[c]","[c]"
"In post","2021","Swansea","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","590","520","24740","26120"
"In post","2021","Swansea","Driver and Vehicle Licensing Agency","Department for Transport","6230","5490","26100","21590"
"In post","2021","Swansea","Driver and Vehicle Standards Agency","Department for Transport","350","340","29220","26470"
"In post","2021","Swansea","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Government Property Agency","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","HM Courts and Tribunals Service","Ministry of Justice","120","100","23490","20100"
"In post","2021","Swansea","HM Land Registry","HM Land Registry","720","650","29080","27130"
"In post","2021","Swansea","HM Prison and Probation Service","Ministry of Justice","500","440","29010","28080"
"In post","2021","Swansea","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","40","30","[c]","[c]"
"In post","2021","Swansea","Home Office (incl. agencies)","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Valuation Office Agency","HM Revenue and Customs","60","60","36350","32100"
"In post","2021","Swansea","Welsh Government (excl. agencies)","Welsh Government","290","280","41290","37410"
"In post","2021","Swindon","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","170","160","27540","27570"
"In post","2021","Swindon","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","HM Courts and Tribunals Service","Ministry of Justice","80","80","21640","19570"
"In post","2021","Swindon","HM Prison and Probation Service","Ministry of Justice","40","30","[c]","[c]"
"In post","2021","Swindon","Home Office (incl. agencies)","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","UK Space Agency","Department for Business, Energy and Industrial Strategy","120","110","45900","49080"
"In post","2021","Telford and Wrekin","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Defence Equipment and Support","Ministry of Defence","60","60","29990","26910"
"In post","2021","Telford and Wrekin","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","410","360","26060","27570"
"In post","2021","Telford and Wrekin","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","HM Land Registry","HM Land Registry","340","310","28790","27130"
"In post","2021","Telford and Wrekin","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","810","760","39420","38630"
"In post","2021","Telford and Wrekin","Ministry of Defence (excl. agencies)","Ministry of Defence","240","230","31640","29040"
"In post","2021","Thurrock","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Thurrock","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","80","80","29720","29290"
"In post","2021","Thurrock","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Thurrock","Home Office (incl. agencies)","Home Office","270","260","25120","24890"
"In post","2021","Torbay","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","270","220","24720","26120"
"In post","2021","Torbay","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","HM Prison and Probation Service","Ministry of Justice","30","30","[c]","[c]"
"In post","2021","Torbay","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","Cabinet Office (excl. agencies)","Cabinet Office","870","850","51680","54700"
"In post","2021","Tower Hamlets","Competition and Markets Authority","Competition and Markets Authority","790","760","60810","56630"
"In post","2021","Tower Hamlets","Crown Commercial Service","Other Cabinet Office Agencies","70","70","50350","49300"
"In post","2021","Tower Hamlets","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","270","240","29410","31060"
"In post","2021","Tower Hamlets","Health and Safety Executive","Department for Work and Pensions","140","130","48000","45830"
"In post","2021","Tower Hamlets","HM Courts and Tribunals Service","Ministry of Justice","240","220","27220","22680"
"In post","2021","Tower Hamlets","HM Prison and Probation Service","Ministry of Justice","70","60","32200","32090"
"In post","2021","Tower Hamlets","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","1170","1120","48190","41760"
"In post","2021","Tower Hamlets","Home Office (incl. agencies)","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","1000","970","49410","41770"
"In post","2021","Tower Hamlets","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","Ministry of Justice (excl. agencies)","Ministry of Justice","1030","1010","44590","40480"
"In post","2021","Tower Hamlets","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","670","660","51150","47180"
"In post","2021","Tower Hamlets","Office of Rail and Road","Office of Rail and Road","210","200","55460","55430"
"In post","2021","Tower Hamlets","Valuation Office Agency","HM Revenue and Customs","340","320","43910","38180"
"In post","2021","Tyneside","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","140","130","29960","30950"
"In post","2021","Tyneside","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"In post","2021","Tyneside","Cabinet Office (excl. agencies)","Cabinet Office","400","380","28460","23850"
"In post","2021","Tyneside","Crown Prosecution Service","Attorney General's Departments","240","220","38030","32420"
"In post","2021","Tyneside","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
