"Status","Year","Profession_of_post","Organisation","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Digital, Data and Technology","Scottish Prison Service","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Scottish Prison Service","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Scottish Prison Service","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Scottish Prison Service","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Serious Fraud Office","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Serious Fraud Office","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Serious Fraud Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Serious Fraud Office","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Submarine Delivery Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Submarine Delivery Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Submarine Delivery Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","The Insolvency Service","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","The Insolvency Service","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","The Insolvency Service","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","The National Archives","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","The National Archives","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","The National Archives","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","The National Archives","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","UK Debt Management Office","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","UK Debt Management Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","UK Debt Management Office","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","UK Export Finance","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","UK Export Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","UK Export Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","UK Export Finance","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","UK Health Security Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","UK Health Security Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","UK Health Security Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","UK Health Security Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","UK Health Security Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","UK Hydrographic Office","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","UK Hydrographic Office","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","UK Hydrographic Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","UK Hydrographic Office","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","UK Statistics Authority","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","UK Statistics Authority","20-29","50","50","27380","23880"
"New entrant CS","2022","Digital, Data and Technology","UK Statistics Authority","30-39","40","40","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","UK Statistics Authority","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","UK Statistics Authority","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","UK Statistics Authority","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","UK Supreme Court","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","UK Supreme Court","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Valuation Office Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Valuation Office Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Valuation Office Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Valuation Office Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Water Services Regulation Authority","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Water Services Regulation Authority","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Water Services Regulation Authority","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Water Services Regulation Authority","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Welsh Government (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Welsh Government (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Welsh Government (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Welsh Revenue Authority","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data and Technology","Wilton Park","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Centre for Environment, Fisheries and Aquaculture Science","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Competition and Markets Authority","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Competition and Markets Authority","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Competition and Markets Authority","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Competition and Markets Authority","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Department for Business, Energy and Industrial Strategy (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Department for Business, Energy and Industrial Strategy (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Department for Business, Energy and Industrial Strategy (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Department for Digital, Culture, Media and Sport","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Department for Digital, Culture, Media and Sport","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Department for Environment, Food and Rural Affairs (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Department for Environment, Food and Rural Affairs (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Department for Environment, Food and Rural Affairs (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Department for International Trade","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Department for International Trade","20-29","30","30","[c]","[c]"
"New entrant CS","2022","Economics","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Department for Levelling Up, Housing and Communities (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Department for Levelling Up, Housing and Communities (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Department for Transport (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Department for Transport (excl. agencies)","20-29","30","30","[c]","[c]"
"New entrant CS","2022","Economics","Department for Transport (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Department for Transport (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Department for Transport (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Department for Work and Pensions (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Department for Work and Pensions (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Department of Health and Social Care (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Department of Health and Social Care (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Department of Health and Social Care (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Food Standards Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Health and Safety Executive","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Health and Safety Executive","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","HM Revenue and Customs (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","HM Revenue and Customs (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","HM Revenue and Customs (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","HM Treasury (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","HM Treasury (excl. agencies)","20-29","30","30","[c]","[c]"
"New entrant CS","2022","Economics","HM Treasury (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","HM Treasury (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Home Office","20-29","30","30","[c]","[c]"
"New entrant CS","2022","Economics","Intellectual Property Office","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Ministry of Justice (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","National Infrastructure Commission","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Northern Ireland Office","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Northern Ireland Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Office for Budget Responsibility","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Office for Budget Responsibility","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Office for Budget Responsibility","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Office of Gas and Electricity Markets","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Office of Gas and Electricity Markets","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Office of Gas and Electricity Markets","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Office of Qualifications and Examinations Regulation","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Office of Rail and Road","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Office of Rail and Road","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","The Insolvency Service","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","UK Export Finance","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","UK Statistics Authority","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","UK Statistics Authority","20-29","50","50","23920","19860"
"New entrant CS","2022","Economics","UK Statistics Authority","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","UK Statistics Authority","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Water Services Regulation Authority","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Water Services Regulation Authority","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Water Services Regulation Authority","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Water Services Regulation Authority","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Welsh Government (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Advisory, Conciliation and Arbitration Service","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Advisory, Conciliation and Arbitration Service","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Advisory, Conciliation and Arbitration Service","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Advisory, Conciliation and Arbitration Service","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Centre for Environment, Fisheries and Aquaculture Science","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Centre for Environment, Fisheries and Aquaculture Science","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Centre for Environment, Fisheries and Aquaculture Science","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Charity Commission","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Companies House","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Companies House","30-39","[c]","[c]","[c]","[c]"
