"Status","Year","Region_ITL3","Region_ITL2","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","East Lancashire","Lancashire","EO","210","190","27280","27570"
"In post","2021","East Lancashire","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","East Lancashire","Lancashire","SEO/HEO","30","30","[c]","[c]"
"In post","2021","East Lancashire","Lancashire","Unknown","80","70","28160","27090"
"In post","2021","East Lothian and Midlothian","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","Eastern Scotland","EO","80","70","27370","27570"
"In post","2021","East Lothian and Midlothian","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","East Lothian and Midlothian","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","Merseyside","AA/AO","280","240","20690","20320"
"In post","2021","East Merseyside","Merseyside","EO","520","460","27490","27570"
"In post","2021","East Merseyside","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","Merseyside","SCS","[c]","[c]","[c]","[c]"
"In post","2021","East Merseyside","Merseyside","SEO/HEO","110","100","35170","34240"
"In post","2021","East Merseyside","Merseyside","Unknown","100","90","29510","28200"
"In post","2021","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","AA/AO","1000","930","25270","24440"
"In post","2021","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","EO","600","580","28510","27160"
"In post","2021","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","SEO/HEO","220","220","39380","37270"
"In post","2021","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","Unknown","50","40","[c]","[c]"
"In post","2021","East Surrey","Surrey, East and West Sussex","AA/AO","550","520","30380","33050"
"In post","2021","East Surrey","Surrey, East and West Sussex","EO","230","210","31570","29290"
"In post","2021","East Surrey","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","East Surrey","Surrey, East and West Sussex","SCS","[c]","[c]","[c]","[c]"
"In post","2021","East Surrey","Surrey, East and West Sussex","SEO/HEO","150","140","42440","41500"
"In post","2021","East Surrey","Surrey, East and West Sussex","Unknown","40","40","[c]","[c]"
"In post","2021","East Sussex CC","Surrey, East and West Sussex","AA/AO","930","820","22480","21010"
"In post","2021","East Sussex CC","Surrey, East and West Sussex","EO","740","670","27360","27570"
"In post","2021","East Sussex CC","Surrey, East and West Sussex","G6/G7","40","40","[c]","[c]"
"In post","2021","East Sussex CC","Surrey, East and West Sussex","SEO/HEO","220","210","36210","34170"
"In post","2021","East Sussex CC","Surrey, East and West Sussex","Unknown","60","60","29820","30210"
"In post","2021","Enfield","Outer London - East and North East","AA/AO","70","60","23160","23130"
"In post","2021","Enfield","Outer London - East and North East","EO","250","230","30950","31060"
"In post","2021","Enfield","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Enfield","Outer London - East and North East","Unknown","30","30","[c]","[c]"
"In post","2021","Essex Haven Gateway","Essex","AA/AO","320","300","25510","21580"
"In post","2021","Essex Haven Gateway","Essex","EO","510","480","29800","29290"
"In post","2021","Essex Haven Gateway","Essex","G6/G7","40","40","[c]","[c]"
"In post","2021","Essex Haven Gateway","Essex","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Essex Haven Gateway","Essex","SEO/HEO","230","220","41010","36730"
"In post","2021","Essex Haven Gateway","Essex","Unknown","30","30","[c]","[c]"
"In post","2021","Essex Thames Gateway","Essex","AA/AO","340","290","23460","24180"
"In post","2021","Essex Thames Gateway","Essex","EO","410","370","29510","29290"
"In post","2021","Essex Thames Gateway","Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Essex Thames Gateway","Essex","SEO/HEO","70","60","35980","35790"
"In post","2021","Essex Thames Gateway","Essex","Unknown","110","100","26780","22920"
"In post","2021","Falkirk","Eastern Scotland","AA/AO","870","740","21550","21010"
"In post","2021","Falkirk","Eastern Scotland","EO","690","620","29420","27570"
"In post","2021","Falkirk","Eastern Scotland","G6/G7","50","40","[c]","[c]"
"In post","2021","Falkirk","Eastern Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Falkirk","Eastern Scotland","SEO/HEO","210","190","37910","37770"
"In post","2021","Fermanagh and Omagh","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","East Wales","AA/AO","1020","960","22300","21010"
"In post","2021","Flintshire and Wrexham","East Wales","EO","660","620","27990","27570"
"In post","2021","Flintshire and Wrexham","East Wales","G6/G7","70","70","56760","55610"
"In post","2021","Flintshire and Wrexham","East Wales","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","East Wales","SEO/HEO","300","290","37930","36710"
"In post","2021","Flintshire and Wrexham","East Wales","Unknown","100","100","28660","28200"
"In post","2021","Glasgow City","West Central Scotland","AA/AO","3820","3450","21070","21010"
"In post","2021","Glasgow City","West Central Scotland","EO","3250","3000","27290","27570"
"In post","2021","Glasgow City","West Central Scotland","G6/G7","1270","1240","60460","61010"
"In post","2021","Glasgow City","West Central Scotland","SCS","60","60","86330","83230"
"In post","2021","Glasgow City","West Central Scotland","SEO/HEO","3240","3090","36710","35000"
"In post","2021","Glasgow City","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","430","390","23040","21130"
"In post","2021","Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","EO","540","480","27450","27570"
"In post","2021","Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","50","40","[c]","[c]"
"In post","2021","Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","300","270","35770","33840"
"In post","2021","Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","90","80","28950","28200"
"In post","2021","Greater Manchester North East","Greater Manchester","AA/AO","350","320","22930","21010"
"In post","2021","Greater Manchester North East","Greater Manchester","EO","590","560","27650","27570"
"In post","2021","Greater Manchester North East","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North East","Greater Manchester","SEO/HEO","120","110","36170","34290"
"In post","2021","Greater Manchester North East","Greater Manchester","Unknown","130","120","29090","30210"
"In post","2021","Greater Manchester North West","Greater Manchester","AA/AO","1060","940","21580","21010"
"In post","2021","Greater Manchester North West","Greater Manchester","EO","650","580","27420","27570"
"In post","2021","Greater Manchester North West","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Greater Manchester","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester North West","Greater Manchester","SEO/HEO","150","140","35660","34290"
"In post","2021","Greater Manchester North West","Greater Manchester","Unknown","120","110","30010","30210"
"In post","2021","Greater Manchester South East","Greater Manchester","AA/AO","690","610","20870","21010"
"In post","2021","Greater Manchester South East","Greater Manchester","EO","410","380","27190","27570"
"In post","2021","Greater Manchester South East","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Greater Manchester South East","Greater Manchester","SEO/HEO","160","150","35290","33300"
"In post","2021","Greater Manchester South East","Greater Manchester","Unknown","110","110","29860","30210"
"In post","2021","Greater Manchester South West","Greater Manchester","AA/AO","1690","1520","20490","20140"
"In post","2021","Greater Manchester South West","Greater Manchester","EO","1720","1630","25860","25560"
"In post","2021","Greater Manchester South West","Greater Manchester","G6/G7","630","610","55950","52580"
"In post","2021","Greater Manchester South West","Greater Manchester","SCS","40","40","[c]","[c]"
"In post","2021","Greater Manchester South West","Greater Manchester","SEO/HEO","1820","1760","34180","31810"
"In post","2021","Greater Manchester South West","Greater Manchester","Unknown","250","240","31000","30210"
"In post","2021","Gwent Valleys","West Wales and The Valleys","AA/AO","340","290","20910","21010"
"In post","2021","Gwent Valleys","West Wales and The Valleys","EO","470","430","27490","27570"
"In post","2021","Gwent Valleys","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Gwent Valleys","West Wales and The Valleys","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Gwent Valleys","West Wales and The Valleys","SEO/HEO","160","150","38420","37410"
"In post","2021","Gwent Valleys","West Wales and The Valleys","Unknown","80","70","29330","28670"
"In post","2021","Gwynedd","West Wales and The Valleys","AA/AO","410","370","21140","21010"
"In post","2021","Gwynedd","West Wales and The Valleys","EO","190","170","27520","27570"
"In post","2021","Gwynedd","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Gwynedd","West Wales and The Valleys","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Gwynedd","West Wales and The Valleys","SEO/HEO","70","70","34890","35260"
"In post","2021","Gwynedd","West Wales and The Valleys","Unknown","60","60","27640","24320"
"In post","2021","Hackney and Newham","Inner London - East","AA/AO","770","670","24260","25060"
"In post","2021","Hackney and Newham","Inner London - East","EO","1090","1010","30850","31060"
"In post","2021","Hackney and Newham","Inner London - East","G6/G7","290","270","63050","59160"
"In post","2021","Hackney and Newham","Inner London - East","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Hackney and Newham","Inner London - East","SEO/HEO","770","740","39140","38510"
"In post","2021","Hackney and Newham","Inner London - East","Unknown","120","120","29930","26810"
"In post","2021","Haringey and Islington","Inner London - East","AA/AO","700","670","27950","25450"
"In post","2021","Haringey and Islington","Inner London - East","EO","510","480","31130","31060"
"In post","2021","Haringey and Islington","Inner London - East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Haringey and Islington","Inner London - East","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Haringey and Islington","Inner London - East","SEO/HEO","150","140","40660","38710"
"In post","2021","Haringey and Islington","Inner London - East","Unknown","130","120","32840","34100"
"In post","2021","Harrow and Hillingdon","Outer London - West and North West","AA/AO","610","560","25100","25630"
"In post","2021","Harrow and Hillingdon","Outer London - West and North West","EO","2010","1780","29540","29080"
"In post","2021","Harrow and Hillingdon","Outer London - West and North West","G6/G7","80","80","61830","59160"
"In post","2021","Harrow and Hillingdon","Outer London - West and North West","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Harrow and Hillingdon","Outer London - West and North West","SEO/HEO","650","620","37260","36620"
"In post","2021","Harrow and Hillingdon","Outer London - West and North West","Unknown","50","50","33420","30200"
"In post","2021","Hartlepool and Stockton-on-Tees","Tees Valley and Durham","AA/AO","810","730","23360","21010"
"In post","2021","Hartlepool and Stockton-on-Tees","Tees Valley and Durham","EO","510","460","28070","27570"
"In post","2021","Hartlepool and Stockton-on-Tees","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Hartlepool and Stockton-on-Tees","Tees Valley and Durham","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Hartlepool and Stockton-on-Tees","Tees Valley and Durham","SEO/HEO","150","150","37830","34810"
"In post","2021","Hartlepool and Stockton-on-Tees","Tees Valley and Durham","Unknown","60","60","31830","32690"
"In post","2021","Heart of Essex","Essex","AA/AO","440","410","25280","24510"
"In post","2021","Heart of Essex","Essex","EO","330","320","28970","29290"
"In post","2021","Heart of Essex","Essex","G6/G7","100","90","60740","59910"
"In post","2021","Heart of Essex","Essex","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Heart of Essex","Essex","SEO/HEO","170","160","37640","36410"
"In post","2021","Heart of Essex","Essex","Unknown","70","70","29170","30210"
"In post","2021","Herefordshire, County of","Herefordshire, Worcestershire and Warwickshire","AA/AO","220","210","25050","21010"
"In post","2021","Herefordshire, County of","Herefordshire, Worcestershire and Warwickshire","EO","140","130","28120","27570"
"In post","2021","Herefordshire, County of","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, County of","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","50","50","35740","33300"
"In post","2021","Herefordshire, County of","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Hertfordshire","Bedfordshire and Hertfordshire","AA/AO","700","650","25330","24240"
"In post","2021","Hertfordshire","Bedfordshire and Hertfordshire","EO","920","860","29990","29290"
"In post","2021","Hertfordshire","Bedfordshire and Hertfordshire","G6/G7","280","270","60300","59730"
"In post","2021","Hertfordshire","Bedfordshire and Hertfordshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Hertfordshire","Bedfordshire and Hertfordshire","SEO/HEO","660","640","39440","38510"
"In post","2021","Hertfordshire","Bedfordshire and Hertfordshire","Unknown","140","130","29320","28200"
"In post","2021","Hounslow and Richmond upon Thames","Outer London - West and North West","AA/AO","960","890","26830","25110"
"In post","2021","Hounslow and Richmond upon Thames","Outer London - West and North West","EO","940","890","30020","29250"
"In post","2021","Hounslow and Richmond upon Thames","Outer London - West and North West","G6/G7","150","140","56110","53600"
"In post","2021","Hounslow and Richmond upon Thames","Outer London - West and North West","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Hounslow and Richmond upon Thames","Outer London - West and North West","SEO/HEO","750","720","37950","36140"
"In post","2021","Hounslow and Richmond upon Thames","Outer London - West and North West","Unknown","50","50","32000","30370"
