"Status","Year","Parent_department","Profession_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Home Office","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Intelligence Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Operational Delivery","Declared disabled","60","50","26560","24890"
"Leaver CS","2021","Home Office","Operational Delivery","Declared non-disabled","410","330","26420","24890"
"Leaver CS","2021","Home Office","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Operational Delivery","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Home Office","Other","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Other","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Home Office","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Other","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Home Office","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Policy","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2021","Home Office","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Science and Engineering","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office","Unknown","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2021","Home Office","Unknown","Declared non-disabled","400","350","30850","25120"
"Leaver CS","2021","Home Office","Unknown","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Home Office","Unknown","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Commercial","Declared non-disabled","60","50","39600","38240"
"Leaver CS","2021","Ministry of Defence","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Digital, Data and Technology","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Finance","Declared non-disabled","70","60","38370","33700"
"Leaver CS","2021","Ministry of Defence","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Human Resources","Declared non-disabled","60","60","34470","26800"
"Leaver CS","2021","Ministry of Defence","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Intelligence Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Medicine","Declared non-disabled","100","90","41070","33180"
"Leaver CS","2021","Ministry of Defence","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Medicine","Unknown","60","50","40390","34850"
"Leaver CS","2021","Ministry of Defence","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Operational Delivery","Declared non-disabled","70","60","30440","26670"
"Leaver CS","2021","Ministry of Defence","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Other","Declared disabled","130","120","26440","22080"
"Leaver CS","2021","Ministry of Defence","Other","Declared non-disabled","580","550","26880","23610"
"Leaver CS","2021","Ministry of Defence","Other","Undeclared","70","70","25270","21580"
"Leaver CS","2021","Ministry of Defence","Other","Unknown","370","350","31690","30400"
"Leaver CS","2021","Ministry of Defence","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Project Delivery","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Project Delivery","Declared non-disabled","200","180","40960","38080"
"Leaver CS","2021","Ministry of Defence","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Project Delivery","Unknown","50","50","31950","28060"
"Leaver CS","2021","Ministry of Defence","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Property","Declared non-disabled","90","80","31390","33020"
"Leaver CS","2021","Ministry of Defence","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Property","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Science and Engineering","Declared disabled","50","50","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Science and Engineering","Declared non-disabled","240","230","32550","30960"
"Leaver CS","2021","Ministry of Defence","Science and Engineering","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Science and Engineering","Unknown","60","60","30810","26530"
"Leaver CS","2021","Ministry of Defence","Security","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Security","Declared non-disabled","180","180","29650","26670"
"Leaver CS","2021","Ministry of Defence","Security","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Security","Unknown","100","100","27350","23540"
"Leaver CS","2021","Ministry of Defence","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Economics","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Operational Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Operational Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Ministry of Housing, Communities and Local Government","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
