"Status","Year","Responsibility_level","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","AA/AO","HM Courts and Tribunals Service","Male","60","60","20000","19930"
"Leaver Dept.","2021","AA/AO","HM Prison and Probation Service","Female","90","80","[c]","[c]"
"Leaver Dept.","2021","AA/AO","HM Prison and Probation Service","Male","90","90","[c]","[c]"
"Leaver Dept.","2021","AA/AO","HM Revenue and Customs (excl. agencies)","Female","380","350","[c]","[c]"
"Leaver Dept.","2021","AA/AO","HM Revenue and Customs (excl. agencies)","Male","320","310","[c]","[c]"
"Leaver Dept.","2021","AA/AO","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Home Office (incl. agencies)","Female","80","70","21720","21010"
"Leaver Dept.","2021","AA/AO","Home Office (incl. agencies)","Male","70","70","21890","21010"
"Leaver Dept.","2021","AA/AO","Insolvency Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Insolvency Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Ministry of Defence (excl. agencies)","Female","50","40","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Ministry of Justice (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Office of the Public Guardian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Office of the Public Guardian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Public Health England","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Public Health England","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Scottish Forestry","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Scottish Forestry","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Scottish Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Scottish Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Social Security Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Social Security Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","UK Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","UK Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Valuation Office Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Wales Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Wales Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Welsh Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Cabinet Office (excl. agencies)","Female","80","80","27210","27500"
"Leaver Dept.","2021","EO","Cabinet Office (excl. agencies)","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","EO","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Companies House","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Companies House","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Defence Equipment and Support","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","EO","Defence Equipment and Support","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","EO","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for International Development","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for International Development","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Work and Pensions (excl. agencies)","Female","380","350","28080","27570"
"Leaver Dept.","2021","EO","Department for Work and Pensions (excl. agencies)","Male","270","260","28100","27570"
"Leaver Dept.","2021","EO","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","ESTYN","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","ESTYN","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Foreign and Commonwealth Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Foreign and Commonwealth Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Foreign, Commonwealth and Development Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Foreign, Commonwealth and Development Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Forestry and Land Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Forestry and Land Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Health and Safety Executive","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","HM Courts and Tribunals Service","Female","50","50","23460","22570"
"Leaver Dept.","2021","EO","HM Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","HM Prison and Probation Service","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","EO","HM Prison and Probation Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","HM Revenue and Customs (excl. agencies)","Female","180","170","[c]","[c]"
"Leaver Dept.","2021","EO","HM Revenue and Customs (excl. agencies)","Male","140","140","[c]","[c]"
"Leaver Dept.","2021","EO","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Home Office (incl. agencies)","Female","210","190","26370","25160"
"Leaver Dept.","2021","EO","Home Office (incl. agencies)","Male","140","140","26160","25130"
"Leaver Dept.","2021","EO","Insolvency Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Insolvency Service","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Medicines and Healthcare Products Regulatory Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Met Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Met Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Ministry of Defence (excl. agencies)","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","EO","Ministry of Defence (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Ministry of Housing, Communities and Local Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Ministry of Housing, Communities and Local Government (excl. agencies)","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","EO","Ministry of Justice (excl. agencies)","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","EO","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Office of the Public Guardian","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Office of the Public Guardian","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Public Health England","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Public Health England","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Revenue Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Revenue Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
