"Status","Year","Parent_department","Ethnicity","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Education","White","AA/AO","70","70","21430","21000"
"In post","2021","Department for Education","White","EO","540","520","26410","26000"
"In post","2021","Department for Education","White","G6/G7","2120","2040","56540","54160"
"In post","2021","Department for Education","White","SCS","240","230","84170","75290"
"In post","2021","Department for Education","White","SEO/HEO","2460","2370","35480","36500"
"In post","2021","Department for Education","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Asian","AA/AO","60","60","22270","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","Asian","EO","80","70","27560","28170"
"In post","2021","Department for Environment, Food and Rural Affairs","Asian","G6/G7","60","60","56300","54560"
"In post","2021","Department for Environment, Food and Rural Affairs","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Asian","SEO/HEO","150","150","35650","35580"
"In post","2021","Department for Environment, Food and Rural Affairs","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Black","AA/AO","40","30","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Black","EO","50","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Black","G6/G7","40","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Black","SEO/HEO","90","90","35280","34840"
"In post","2021","Department for Environment, Food and Rural Affairs","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Chinese","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Mixed","EO","30","30","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Mixed","G6/G7","40","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Mixed","SEO/HEO","90","90","34410","33740"
"In post","2021","Department for Environment, Food and Rural Affairs","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Undeclared","AA/AO","60","60","21380","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","Undeclared","EO","110","100","26550","25930"
"In post","2021","Department for Environment, Food and Rural Affairs","Undeclared","G6/G7","100","100","53990","52290"
"In post","2021","Department for Environment, Food and Rural Affairs","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Undeclared","SEO/HEO","180","170","34990","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","AA/AO","540","510","21250","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","EO","340","320","25760","25190"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","G6/G7","350","340","54970","53870"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","SCS","40","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","SEO/HEO","600","570","35010","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","White","AA/AO","1300","1160","21520","21050"
"In post","2021","Department for Environment, Food and Rural Affairs","White","EO","1440","1350","26170","25410"
"In post","2021","Department for Environment, Food and Rural Affairs","White","G6/G7","1730","1670","54430","53200"
"In post","2021","Department for Environment, Food and Rural Affairs","White","SCS","170","160","84120","77240"
"In post","2021","Department for Environment, Food and Rural Affairs","White","SEO/HEO","3240","3100","34870","35900"
"In post","2021","Department for Environment, Food and Rural Affairs","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Asian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Asian","EO","30","30","[c]","[c]"
"In post","2021","Department for International Trade","Asian","G6/G7","60","60","53900","51970"
"In post","2021","Department for International Trade","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Asian","SEO/HEO","100","100","35430","35560"
"In post","2021","Department for International Trade","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Black","EO","30","30","[c]","[c]"
"In post","2021","Department for International Trade","Black","G6/G7","30","30","[c]","[c]"
"In post","2021","Department for International Trade","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Black","SEO/HEO","60","60","35630","38160"
"In post","2021","Department for International Trade","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Chinese","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Mixed","G6/G7","40","40","[c]","[c]"
"In post","2021","Department for International Trade","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Mixed","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Department for International Trade","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Undeclared","SEO/HEO","40","30","[c]","[c]"
"In post","2021","Department for International Trade","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Unknown","EO","90","90","27280","26510"
"In post","2021","Department for International Trade","Unknown","G6/G7","290","290","55600","53160"
"In post","2021","Department for International Trade","Unknown","SCS","40","40","[c]","[c]"
"In post","2021","Department for International Trade","Unknown","SEO/HEO","360","350","35310","34340"
"In post","2021","Department for International Trade","White","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","White","EO","90","90","27250","26510"
"In post","2021","Department for International Trade","White","G6/G7","600","590","55460","52430"
"In post","2021","Department for International Trade","White","SCS","110","110","86500","76910"
"In post","2021","Department for International Trade","White","SEO/HEO","540","530","35320","34980"
"In post","2021","Department for Transport","Asian","AA/AO","80","70","23220","21590"
"In post","2021","Department for Transport","Asian","EO","120","110","28950","29970"
"In post","2021","Department for Transport","Asian","G6/G7","120","110","60780","55930"
"In post","2021","Department for Transport","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Asian","SEO/HEO","200","200","39770","36340"
"In post","2021","Department for Transport","Black","AA/AO","30","30","[c]","[c]"
"In post","2021","Department for Transport","Black","EO","70","70","29330","30470"
"In post","2021","Department for Transport","Black","G6/G7","30","30","[c]","[c]"
"In post","2021","Department for Transport","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Black","SEO/HEO","110","110","38850","37660"
"In post","2021","Department for Transport","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Chinese","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Chinese","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Mixed","AA/AO","40","40","[c]","[c]"
"In post","2021","Department for Transport","Mixed","EO","50","50","28640","26780"
"In post","2021","Department for Transport","Mixed","G6/G7","30","30","[c]","[c]"
"In post","2021","Department for Transport","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Mixed","SEO/HEO","80","80","36540","35060"
"In post","2021","Department for Transport","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Undeclared","AA/AO","330","310","23650","21590"
"In post","2021","Department for Transport","Undeclared","EO","340","320","29060","26780"
"In post","2021","Department for Transport","Undeclared","G6/G7","100","100","62430","59000"
"In post","2021","Department for Transport","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Undeclared","SEO/HEO","280","280","38660","37660"
"In post","2021","Department for Transport","Unknown","AA/AO","850","770","22360","21590"
"In post","2021","Department for Transport","Unknown","EO","650","630","27580","26700"
"In post","2021","Department for Transport","Unknown","G6/G7","250","250","60140","54960"
"In post","2021","Department for Transport","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Unknown","SEO/HEO","530","520","37410","35430"
"In post","2021","Department for Transport","White","AA/AO","4350","3720","21480","21590"
"In post","2021","Department for Transport","White","EO","2930","2710","27900","26780"
"In post","2021","Department for Transport","White","G6/G7","1330","1290","60420","56250"
"In post","2021","Department for Transport","White","SCS","190","190","89800","80980"
"In post","2021","Department for Transport","White","SEO/HEO","2750","2660","37550","36150"
"In post","2021","Department for Work and Pensions","Asian","AA/AO","2240","1880","21770","21010"
"In post","2021","Department for Work and Pensions","Asian","EO","4510","4160","29010","27570"
"In post","2021","Department for Work and Pensions","Asian","G6/G7","110","110","57210","54070"
"In post","2021","Department for Work and Pensions","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Asian","SEO/HEO","530","510","37390","36650"
"In post","2021","Department for Work and Pensions","Black","AA/AO","860","780","22760","22720"
"In post","2021","Department for Work and Pensions","Black","EO","2700","2570","29890","31060"
"In post","2021","Department for Work and Pensions","Black","G6/G7","40","40","[c]","[c]"
"In post","2021","Department for Work and Pensions","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Black","SEO/HEO","290","290","38050","36650"
"In post","2021","Department for Work and Pensions","Chinese","AA/AO","60","50","21380","21010"
"In post","2021","Department for Work and Pensions","Chinese","EO","70","70","28890","27570"
"In post","2021","Department for Work and Pensions","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Chinese","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Mixed","AA/AO","480","440","21720","21010"
