"Status","Year","Responsibility_level","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","EO","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Work and Pensions","Heterosexual / straight","430","410","28050","27570"
"Leaver Dept.","2021","EO","Department for Work and Pensions","LGBO","30","30","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Work and Pensions","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2021","EO","Department for Work and Pensions","Unknown","150","140","28050","27570"
"Leaver Dept.","2021","EO","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","ESTYN","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Foreign, Commonwealth and Development Office","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","HM Revenue and Customs","Unknown","330","320","[c]","[c]"
"Leaver Dept.","2021","EO","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Home Office","Heterosexual / straight","300","270","26310","25130"
"Leaver Dept.","2021","EO","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Ministry of Defence","Heterosexual / straight","120","120","24800","25940"
"Leaver Dept.","2021","EO","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Ministry of Housing, Communities and Local Government","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2021","EO","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Ministry of Justice","Heterosexual / straight","180","180","24070","22710"
"Leaver Dept.","2021","EO","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Office for Standards in Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other Cabinet Office Agencies","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","United Kingdom Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Wales Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Attorney General's Departments","Heterosexual / straight","50","50","57270","54760"
"Leaver Dept.","2021","G6/G7","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Cabinet Office","Heterosexual / straight","180","170","57620","56340"
"Leaver Dept.","2021","G6/G7","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Cabinet Office","Unknown","100","100","57250","54700"
"Leaver Dept.","2021","G6/G7","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","140","130","56260","53600"
"Leaver Dept.","2021","G6/G7","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Business, Energy and Industrial Strategy","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Digital, Culture, Media and Sport","Heterosexual / straight","50","50","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Education","Heterosexual / straight","50","50","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Environment, Food and Rural Affairs","Unknown","120","110","55630","54280"
"Leaver Dept.","2021","G6/G7","Department for International Trade","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for International Trade","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Transport","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Work and Pensions","Heterosexual / straight","60","60","58510","57230"
"Leaver Dept.","2021","G6/G7","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Department of Health and Social Care","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Foreign, Commonwealth and Development Office","Unknown","90","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","HM Revenue and Customs","Unknown","170","160","[c]","[c]"
"Leaver Dept.","2021","G6/G7","HM Treasury","Heterosexual / straight","40","30","[c]","[c]"
"Leaver Dept.","2021","G6/G7","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Home Office","Heterosexual / straight","130","130","59830","57460"
"Leaver Dept.","2021","G6/G7","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Ministry of Defence","Heterosexual / straight","120","110","56580","55750"
"Leaver Dept.","2021","G6/G7","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Ministry of Housing, Communities and Local Government","Heterosexual / straight","80","80","56090","53130"
"Leaver Dept.","2021","G6/G7","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Ministry of Justice","Heterosexual / straight","80","80","58070","58080"
"Leaver Dept.","2021","G6/G7","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Office for Standards in Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Other Cabinet Office Agencies","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","United Kingdom Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
