"Status","Year","Sex","Region_ITL2","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Male","East Wales","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","East Wales","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","East Wales","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","East Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","East Wales","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","East Wales","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","East Wales","No function","110","110","35380","27570"
"Leaver Dept.","2022","Male","East Wales","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","East Wales","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","East Wales","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","East Wales","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2022","Male","East Yorkshire and Northern Lincolnshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","East Yorkshire and Northern Lincolnshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","East Yorkshire and Northern Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","East Yorkshire and Northern Lincolnshire","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","East Yorkshire and Northern Lincolnshire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Eastern Scotland","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Eastern Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Eastern Scotland","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Eastern Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Eastern Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Eastern Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Eastern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Eastern Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Eastern Scotland","No function","90","90","25260","27570"
"Leaver Dept.","2022","Male","Eastern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Eastern Scotland","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Eastern Scotland","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Eastern Scotland","Unknown","80","80","[c]","[c]"
"Leaver Dept.","2022","Male","Essex","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Essex","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Essex","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Essex","No function","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","Essex","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data & Technology","40","30","[c]","[c]"
"Leaver Dept.","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","No function","470","450","41240","36330"
"Leaver Dept.","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","160","160","35620","33000"
"Leaver Dept.","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Greater Manchester","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Greater Manchester","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Greater Manchester","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Greater Manchester","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Greater Manchester","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Greater Manchester","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Greater Manchester","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Greater Manchester","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Greater Manchester","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Greater Manchester","No function","250","250","33710","27570"
"Leaver Dept.","2022","Male","Greater Manchester","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Greater Manchester","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Greater Manchester","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Greater Manchester","Unknown","90","90","[c]","[c]"
"Leaver Dept.","2022","Male","Hampshire and Isle of Wight","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Hampshire and Isle of Wight","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Hampshire and Isle of Wight","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Hampshire and Isle of Wight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Hampshire and Isle of Wight","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Hampshire and Isle of Wight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Hampshire and Isle of Wight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Hampshire and Isle of Wight","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Hampshire and Isle of Wight","No function","70","60","31830","27570"
"Leaver Dept.","2022","Male","Hampshire and Isle of Wight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Hampshire and Isle of Wight","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Herefordshire, Worcestershire and Warwickshire","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Herefordshire, Worcestershire and Warwickshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Herefordshire, Worcestershire and Warwickshire","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Herefordshire, Worcestershire and Warwickshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Herefordshire, Worcestershire and Warwickshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Herefordshire, Worcestershire and Warwickshire","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Herefordshire, Worcestershire and Warwickshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Herefordshire, Worcestershire and Warwickshire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Herefordshire, Worcestershire and Warwickshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Herefordshire, Worcestershire and Warwickshire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Herefordshire, Worcestershire and Warwickshire","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Highlands and Islands","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Highlands and Islands","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Highlands and Islands","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Highlands and Islands","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Inner London - East","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Inner London - East","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Inner London - East","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Inner London - East","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Inner London - East","Digital, Data & Technology","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Inner London - East","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Inner London - East","Human Resources","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","Inner London - East","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Inner London - East","No function","610","570","47970","41310"
"Leaver Dept.","2022","Male","Inner London - East","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Inner London - East","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Inner London - East","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Inner London - East","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2022","Male","Inner London - West","Analysis","170","120","44320","38280"
"Leaver Dept.","2022","Male","Inner London - West","Commercial","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Inner London - West","Communications","110","70","45240","40330"
"Leaver Dept.","2022","Male","Inner London - West","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Inner London - West","Digital, Data & Technology","80","60","48170","40540"
"Leaver Dept.","2022","Male","Inner London - West","Finance","80","60","[c]","[c]"
"Leaver Dept.","2022","Male","Inner London - West","Human Resources","60","50","[c]","[c]"
"Leaver Dept.","2022","Male","Inner London - West","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Inner London - West","Legal","50","50","[c]","[c]"
"Leaver Dept.","2022","Male","Inner London - West","No function","1540","1380","44240","39600"
"Leaver Dept.","2022","Male","Inner London - West","Project Delivery","60","50","55460","51730"
"Leaver Dept.","2022","Male","Inner London - West","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Inner London - West","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Inner London - West","Unknown","440","290","49260","42570"
"Leaver Dept.","2022","Male","Kent","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Kent","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Kent","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Kent","No function","50","50","[c]","[c]"
"Leaver Dept.","2022","Male","Kent","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Kent","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Kent","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Lancashire","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Lancashire","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Lancashire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Lancashire","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Lancashire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Lancashire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Lancashire","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Lancashire","No function","50","50","[c]","[c]"
"Leaver Dept.","2022","Male","Lancashire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Lancashire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Lancashire","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","Leicestershire, Rutland and Northamptonshire","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Leicestershire, Rutland and Northamptonshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Leicestershire, Rutland and Northamptonshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Leicestershire, Rutland and Northamptonshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Leicestershire, Rutland and Northamptonshire","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Leicestershire, Rutland and Northamptonshire","No function","40","30","[c]","[c]"
"Leaver Dept.","2022","Male","Leicestershire, Rutland and Northamptonshire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Lincolnshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Lincolnshire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Lincolnshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Lincolnshire","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Merseyside","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Merseyside","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Merseyside","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Merseyside","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Merseyside","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Merseyside","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Merseyside","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Merseyside","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Merseyside","No function","110","100","35510","27570"
"Leaver Dept.","2022","Male","Merseyside","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Merseyside","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Merseyside","Unknown","130","130","25610","24890"
"Leaver Dept.","2022","Male","North Eastern Scotland","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","North Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","North Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","North Yorkshire","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","North Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","North Yorkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","North Yorkshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","North Yorkshire","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","North Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","North Yorkshire","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","North Yorkshire","No function","60","60","[c]","[c]"
"Leaver Dept.","2022","Male","North Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","North Yorkshire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","North Yorkshire","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Northern Ireland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Northern Ireland","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Northumberland, and Tyne and Wear","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Northumberland, and Tyne and Wear","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Northumberland, and Tyne and Wear","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Northumberland, and Tyne and Wear","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Northumberland, and Tyne and Wear","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Northumberland, and Tyne and Wear","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Northumberland, and Tyne and Wear","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Northumberland, and Tyne and Wear","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Northumberland, and Tyne and Wear","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Northumberland, and Tyne and Wear","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Northumberland, and Tyne and Wear","No function","120","120","32930","27570"
"Leaver Dept.","2022","Male","Northumberland, and Tyne and Wear","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Northumberland, and Tyne and Wear","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Northumberland, and Tyne and Wear","Unknown","110","110","[c]","[c]"
"Leaver Dept.","2022","Male","Outer London - East and North East","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Outer London - East and North East","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Outer London - East and North East","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Outer London - East and North East","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Outer London - East and North East","No function","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","Outer London - East and North East","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Outer London - South","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Outer London - South","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Outer London - South","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Outer London - South","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Outer London - South","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Outer London - South","No function","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Outer London - South","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Outer London - South","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Outer London - South","Unknown","100","100","41510","35070"
"Leaver Dept.","2022","Male","Outer London - West and North West","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Outer London - West and North West","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Outer London - West and North West","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Outer London - West and North West","Digital, Data & Technology","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Outer London - West and North West","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Outer London - West and North West","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Outer London - West and North West","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Outer London - West and North West","No function","340","320","45480","40070"
"Leaver Dept.","2022","Male","Outer London - West and North West","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Outer London - West and North West","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Outer London - West and North West","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Overseas","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Overseas","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Overseas","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Overseas","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Shropshire and Staffordshire","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Shropshire and Staffordshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Shropshire and Staffordshire","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Shropshire and Staffordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Shropshire and Staffordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Shropshire and Staffordshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Shropshire and Staffordshire","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Shropshire and Staffordshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Shropshire and Staffordshire","No function","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Shropshire and Staffordshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Shropshire and Staffordshire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Shropshire and Staffordshire","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","South Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","South Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","South Yorkshire","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","South Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","South Yorkshire","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","South Yorkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","South Yorkshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","South Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","South Yorkshire","No function","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","South Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","South Yorkshire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","South Yorkshire","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Southern Scotland","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Southern Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Southern Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Southern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Southern Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Southern Scotland","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Southern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Surrey, East and West Sussex","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Surrey, East and West Sussex","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Surrey, East and West Sussex","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Surrey, East and West Sussex","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Surrey, East and West Sussex","No function","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Surrey, East and West Sussex","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Surrey, East and West Sussex","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Tees Valley and Durham","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Tees Valley and Durham","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Tees Valley and Durham","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Tees Valley and Durham","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Tees Valley and Durham","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Tees Valley and Durham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Tees Valley and Durham","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Tees Valley and Durham","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Tees Valley and Durham","No function","50","40","[c]","[c]"
"Leaver Dept.","2022","Male","Tees Valley and Durham","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Tees Valley and Durham","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
