"Status","Year","Region_ITL1","Region_ITL2","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Wales","West Wales and The Valleys","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","West Wales and The Valleys","20-29","120","120","21800","21590"
"Leaver CS","2021","Wales","West Wales and The Valleys","30-39","110","100","25410","21590"
"Leaver CS","2021","Wales","West Wales and The Valleys","40-49","100","90","27140","21590"
"Leaver CS","2021","Wales","West Wales and The Valleys","50-59","170","150","27420","21950"
"Leaver CS","2021","Wales","West Wales and The Valleys","60-64","150","110","29930","26130"
"Leaver CS","2021","Wales","West Wales and The Valleys","65+","120","80","25930","21590"
"Leaver CS","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","20-29","60","60","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","30-39","50","40","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","50-59","50","40","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","60-64","40","30","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","65+","50","40","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Shropshire and Staffordshire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Shropshire and Staffordshire","20-29","120","120","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Shropshire and Staffordshire","30-39","70","60","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Shropshire and Staffordshire","40-49","60","60","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Shropshire and Staffordshire","50-59","100","90","29920","27350"
"Leaver CS","2021","West Midlands (England)","Shropshire and Staffordshire","60-64","90","80","29610","27570"
"Leaver CS","2021","West Midlands (England)","Shropshire and Staffordshire","65+","60","40","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","West Midlands","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","West Midlands","20-29","160","150","23970","21010"
"Leaver CS","2021","West Midlands (England)","West Midlands","30-39","140","130","32270","27570"
"Leaver CS","2021","West Midlands (England)","West Midlands","40-49","150","130","37980","27570"
"Leaver CS","2021","West Midlands (England)","West Midlands","50-59","290","260","36780","29580"
"Leaver CS","2021","West Midlands (England)","West Midlands","60-64","210","170","34650","27570"
"Leaver CS","2021","West Midlands (England)","West Midlands","65+","140","90","28540","21430"
"Leaver CS","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","20-29","50","50","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","30-39","40","30","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","40-49","60","50","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","50-59","190","170","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","60-64","80","60","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","65+","50","40","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","North Yorkshire","20-29","30","30","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","North Yorkshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","North Yorkshire","40-49","30","30","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","North Yorkshire","50-59","60","60","36710","30810"
"Leaver CS","2021","Yorkshire and The Humber","North Yorkshire","60-64","70","60","36600","32350"
"Leaver CS","2021","Yorkshire and The Humber","North Yorkshire","65+","40","30","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","South Yorkshire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","South Yorkshire","20-29","110","100","23530","21010"
"Leaver CS","2021","Yorkshire and The Humber","South Yorkshire","30-39","70","60","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","South Yorkshire","40-49","70","60","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","South Yorkshire","50-59","180","160","31590","27570"
"Leaver CS","2021","Yorkshire and The Humber","South Yorkshire","60-64","130","100","29790","26890"
"Leaver CS","2021","Yorkshire and The Humber","South Yorkshire","65+","80","60","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","West Yorkshire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","West Yorkshire","20-29","200","190","25120","21010"
"Leaver CS","2021","Yorkshire and The Humber","West Yorkshire","30-39","130","120","30520","27570"
"Leaver CS","2021","Yorkshire and The Humber","West Yorkshire","40-49","120","100","30490","27570"
"Leaver CS","2021","Yorkshire and The Humber","West Yorkshire","50-59","240","200","33650","27570"
"Leaver CS","2021","Yorkshire and The Humber","West Yorkshire","60-64","160","120","31040","26300"
"Leaver CS","2021","Yorkshire and The Humber","West Yorkshire","65+","90","60","26870","26640"
"Leaver CS","2021","Yorkshire and The Humber","West Yorkshire","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","20-29","230","220","23540","21590"
"Leaver CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","30-39","190","170","29150","27130"
"Leaver CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","40-49","130","110","29300","27570"
"Leaver CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","50-59","230","200","30840","27570"
"Leaver CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","60-64","180","140","32980","27570"
"Leaver CS","2022","East Midlands (England)","Derbyshire and Nottinghamshire","65+","120","90","27010","21410"
"Leaver CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","20-29","230","220","22450","21260"
"Leaver CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","30-39","160","150","27330","25510"
"Leaver CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","40-49","130","120","29640","27350"
"Leaver CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","50-59","190","170","32550","27570"
"Leaver CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","60-64","130","100","28970","26980"
"Leaver CS","2022","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","65+","80","60","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Lincolnshire","20-29","60","60","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Lincolnshire","30-39","40","40","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Lincolnshire","40-49","50","50","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Lincolnshire","50-59","60","60","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Lincolnshire","60-64","40","40","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Lincolnshire","65+","40","30","[c]","[c]"
"Leaver CS","2022","East of England","Bedfordshire and Hertfordshire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Bedfordshire and Hertfordshire","20-29","150","150","27340","27570"
"Leaver CS","2022","East of England","Bedfordshire and Hertfordshire","30-39","130","120","32760","29290"
"Leaver CS","2022","East of England","Bedfordshire and Hertfordshire","40-49","70","70","[c]","[c]"
"Leaver CS","2022","East of England","Bedfordshire and Hertfordshire","50-59","130","120","32280","28720"
"Leaver CS","2022","East of England","Bedfordshire and Hertfordshire","60-64","70","50","36100","31310"
"Leaver CS","2022","East of England","Bedfordshire and Hertfordshire","65+","50","40","[c]","[c]"
"Leaver CS","2022","East of England","East Anglia","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","East Anglia","20-29","290","280","24390","22710"
"Leaver CS","2022","East of England","East Anglia","30-39","260","240","29720","27570"
"Leaver CS","2022","East of England","East Anglia","40-49","220","200","33230","27570"
"Leaver CS","2022","East of England","East Anglia","50-59","320","290","35640","27570"
"Leaver CS","2022","East of England","East Anglia","60-64","190","170","33420","27570"
"Leaver CS","2022","East of England","East Anglia","65+","180","140","29670","26670"
"Leaver CS","2022","East of England","Essex","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Essex","20-29","110","110","26640","25680"
"Leaver CS","2022","East of England","Essex","30-39","100","90","29250","29290"
"Leaver CS","2022","East of England","Essex","40-49","90","80","29690","28330"
"Leaver CS","2022","East of England","Essex","50-59","150","130","32160","29290"
"Leaver CS","2022","East of England","Essex","60-64","110","90","32230","29290"
"Leaver CS","2022","East of England","Essex","65+","60","50","[c]","[c]"
"Leaver CS","2022","London","Inner London - East","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Inner London - East","20-29","640","620","30380","29740"
"Leaver CS","2022","London","Inner London - East","30-39","630","610","42040","38200"
"Leaver CS","2022","London","Inner London - East","40-49","460","430","51670","47130"
"Leaver CS","2022","London","Inner London - East","50-59","460","430","51450","46080"
"Leaver CS","2022","London","Inner London - East","60-64","240","220","53300","46000"
"Leaver CS","2022","London","Inner London - East","65+","170","140","47500","38440"
"Leaver CS","2022","London","Inner London - West","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Inner London - West","20-29","1890","1630","32310","30680"
"Leaver CS","2022","London","Inner London - West","30-39","1150","990","46250","44900"
"Leaver CS","2022","London","Inner London - West","40-49","640","540","54940","54700"
"Leaver CS","2022","London","Inner London - West","50-59","600","520","55280","53240"
"Leaver CS","2022","London","Inner London - West","60-64","420","350","52930","46710"
"Leaver CS","2022","London","Inner London - West","65+","220","180","43320","38670"
"Leaver CS","2022","London","Outer London - East and North East","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Outer London - East and North East","20-29","130","130","28830","31060"
"Leaver CS","2022","London","Outer London - East and North East","30-39","100","90","30060","31060"
"Leaver CS","2022","London","Outer London - East and North East","40-49","60","60","[c]","[c]"
"Leaver CS","2022","London","Outer London - East and North East","50-59","60","60","[c]","[c]"
"Leaver CS","2022","London","Outer London - East and North East","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Outer London - East and North East","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Outer London - South","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Outer London - South","20-29","170","170","29820","28670"
"Leaver CS","2022","London","Outer London - South","30-39","130","130","36970","31130"
"Leaver CS","2022","London","Outer London - South","40-49","110","100","38730","31060"
"Leaver CS","2022","London","Outer London - South","50-59","120","110","38160","31060"
"Leaver CS","2022","London","Outer London - South","60-64","120","110","36130","31060"
"Leaver CS","2022","London","Outer London - South","65+","110","90","31210","29080"
"Leaver CS","2022","London","Outer London - West and North West","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Outer London - West and North West","20-29","240","240","27700","28630"
"Leaver CS","2022","London","Outer London - West and North West","30-39","170","160","32050","31060"
"Leaver CS","2022","London","Outer London - West and North West","40-49","120","110","34410","31060"
"Leaver CS","2022","London","Outer London - West and North West","50-59","140","120","34120","31060"
"Leaver CS","2022","London","Outer London - West and North West","60-64","120","90","36740","31880"
"Leaver CS","2022","London","Outer London - West and North West","65+","110","80","32170","29080"
"Leaver CS","2022","North East (England)","Northumberland, and Tyne and Wear","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Northumberland, and Tyne and Wear","20-29","370","360","23320","21260"
"Leaver CS","2022","North East (England)","Northumberland, and Tyne and Wear","30-39","270","250","30220","24880"
"Leaver CS","2022","North East (England)","Northumberland, and Tyne and Wear","40-49","230","210","30120","25620"
"Leaver CS","2022","North East (England)","Northumberland, and Tyne and Wear","50-59","340","290","32120","26120"
"Leaver CS","2022","North East (England)","Northumberland, and Tyne and Wear","60-64","350","260","30880","27570"
"Leaver CS","2022","North East (England)","Northumberland, and Tyne and Wear","65+","260","180","24600","21260"
"Leaver CS","2022","North East (England)","Tees Valley and Durham","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Tees Valley and Durham","20-29","130","130","23550","22010"
"Leaver CS","2022","North East (England)","Tees Valley and Durham","30-39","120","110","[c]","[c]"
"Leaver CS","2022","North East (England)","Tees Valley and Durham","40-49","80","80","[c]","[c]"
"Leaver CS","2022","North East (England)","Tees Valley and Durham","50-59","140","130","29970","27350"
"Leaver CS","2022","North East (England)","Tees Valley and Durham","60-64","130","90","29250","25310"
"Leaver CS","2022","North East (England)","Tees Valley and Durham","65+","110","70","26470","21680"
"Leaver CS","2022","North West (England)","Cheshire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Cheshire","20-29","60","60","[c]","[c]"
