"Status","Year","Profession_of_post","Disability","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Planning Inspectors","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Undeclared","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Declared disabled","East Midlands (England)","40","40","[c]","[c]"
"In post","2022","Policy","Declared disabled","East of England","30","30","[c]","[c]"
"In post","2022","Policy","Declared disabled","London","2000","1940","47560","42470"
"In post","2022","Policy","Declared disabled","North East (England)","70","70","41310","36500"
"In post","2022","Policy","Declared disabled","North West (England)","170","160","40180","36740"
"In post","2022","Policy","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Declared disabled","Overseas","130","130","48620","43840"
"In post","2022","Policy","Declared disabled","Scotland","40","40","[c]","[c]"
"In post","2022","Policy","Declared disabled","South East (England)","40","40","[c]","[c]"
"In post","2022","Policy","Declared disabled","South West (England)","100","100","37910","35900"
"In post","2022","Policy","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Declared disabled","Wales","130","130","39770","38160"
"In post","2022","Policy","Declared disabled","West Midlands (England)","100","100","38550","34690"
"In post","2022","Policy","Declared disabled","Yorkshire and The Humber","230","220","39950","36500"
"In post","2022","Policy","Declared non-disabled","East Midlands (England)","210","200","42420","36960"
"In post","2022","Policy","Declared non-disabled","East of England","170","170","43700","40590"
"In post","2022","Policy","Declared non-disabled","London","14220","13840","50490","52290"
"In post","2022","Policy","Declared non-disabled","North East (England)","400","390","41940","37100"
"In post","2022","Policy","Declared non-disabled","North West (England)","930","900","42870","38240"
"In post","2022","Policy","Declared non-disabled","Northern Ireland","60","60","42690","37910"
"In post","2022","Policy","Declared non-disabled","Overseas","1250","1250","52110","53370"
"In post","2022","Policy","Declared non-disabled","Scotland","280","270","44070","40580"
"In post","2022","Policy","Declared non-disabled","South East (England)","370","360","40670","38650"
"In post","2022","Policy","Declared non-disabled","South West (England)","780","740","41750","37040"
"In post","2022","Policy","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Declared non-disabled","Wales","1740","1660","42920","38160"
"In post","2022","Policy","Declared non-disabled","West Midlands (England)","610","590","41680","36740"
"In post","2022","Policy","Declared non-disabled","Yorkshire and The Humber","1360","1290","43020","37660"
"In post","2022","Policy","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Undeclared","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Undeclared","London","1130","1110","49250","52290"
"In post","2022","Policy","Undeclared","North East (England)","50","40","[c]","[c]"
"In post","2022","Policy","Undeclared","North West (England)","90","80","42550","37900"
"In post","2022","Policy","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Undeclared","Overseas","70","70","54160","54500"
"In post","2022","Policy","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Undeclared","South East (England)","40","40","[c]","[c]"
"In post","2022","Policy","Undeclared","South West (England)","40","40","[c]","[c]"
"In post","2022","Policy","Undeclared","Wales","100","90","38160","37910"
"In post","2022","Policy","Undeclared","West Midlands (England)","40","40","[c]","[c]"
"In post","2022","Policy","Undeclared","Yorkshire and The Humber","90","80","39000","36960"
"In post","2022","Policy","Unknown","East Midlands (England)","50","50","34990","31160"
"In post","2022","Policy","Unknown","East of England","50","40","[c]","[c]"
"In post","2022","Policy","Unknown","London","3920","3850","47930","43810"
"In post","2022","Policy","Unknown","North East (England)","120","120","36640","32970"
"In post","2022","Policy","Unknown","North West (England)","310","300","36840","33370"
"In post","2022","Policy","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Unknown","Overseas","240","240","55820","55060"
"In post","2022","Policy","Unknown","Scotland","80","80","38990","36360"
"In post","2022","Policy","Unknown","South East (England)","70","60","37740","33520"
"In post","2022","Policy","Unknown","South West (England)","180","170","40640","37200"
"In post","2022","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Unknown","Wales","140","130","40190","37090"
"In post","2022","Policy","Unknown","West Midlands (England)","190","180","37230","35900"
"In post","2022","Policy","Unknown","Yorkshire and The Humber","390","380","38440","36050"
"In post","2022","Project Delivery","Declared disabled","East Midlands (England)","30","30","[c]","[c]"
"In post","2022","Project Delivery","Declared disabled","East of England","60","50","38590","37890"
"In post","2022","Project Delivery","Declared disabled","London","330","320","46150","41970"
"In post","2022","Project Delivery","Declared disabled","North East (England)","100","90","40100","39120"
"In post","2022","Project Delivery","Declared disabled","North West (England)","200","190","37980","35370"
"In post","2022","Project Delivery","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Declared disabled","Scotland","60","60","40550","38600"
"In post","2022","Project Delivery","Declared disabled","South East (England)","150","140","35240","33300"
"In post","2022","Project Delivery","Declared disabled","South West (England)","360","350","40470","39970"
"In post","2022","Project Delivery","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Declared disabled","Wales","50","50","39150","36390"
"In post","2022","Project Delivery","Declared disabled","West Midlands (England)","60","60","38890","39280"
"In post","2022","Project Delivery","Declared disabled","Yorkshire and The Humber","90","80","41230","36520"
"In post","2022","Project Delivery","Declared non-disabled","East Midlands (England)","210","200","42600","40180"
"In post","2022","Project Delivery","Declared non-disabled","East of England","340","320","40980","38550"
"In post","2022","Project Delivery","Declared non-disabled","London","2460","2390","50930","45400"
"In post","2022","Project Delivery","Declared non-disabled","North East (England)","710","680","43040","40520"
"In post","2022","Project Delivery","Declared non-disabled","North West (England)","1260","1200","41350","38890"
"In post","2022","Project Delivery","Declared non-disabled","Northern Ireland","40","40","[c]","[c]"
"In post","2022","Project Delivery","Declared non-disabled","Overseas","80","80","50290","51500"
"In post","2022","Project Delivery","Declared non-disabled","Scotland","450","430","43360","40180"
"In post","2022","Project Delivery","Declared non-disabled","South East (England)","1090","1030","40190","39590"
"In post","2022","Project Delivery","Declared non-disabled","South West (England)","3320","3200","41680","40000"
"In post","2022","Project Delivery","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Declared non-disabled","Wales","460","440","42480","38160"
"In post","2022","Project Delivery","Declared non-disabled","West Midlands (England)","490","470","41800","40180"
"In post","2022","Project Delivery","Declared non-disabled","Yorkshire and The Humber","550","520","41100","37450"
"In post","2022","Project Delivery","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","East of England","30","30","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","London","160","150","50500","46170"
"In post","2022","Project Delivery","Undeclared","North East (England)","40","40","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","North West (England)","70","60","38860","36850"
"In post","2022","Project Delivery","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","South East (England)","70","70","39860","40000"
"In post","2022","Project Delivery","Undeclared","South West (England)","240","240","43180","40850"
"In post","2022","Project Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","West Midlands (England)","40","30","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Yorkshire and The Humber","40","40","[c]","[c]"
"In post","2022","Project Delivery","Unknown","East Midlands (England)","40","40","[c]","[c]"
"In post","2022","Project Delivery","Unknown","East of England","70","60","41390","40520"
"In post","2022","Project Delivery","Unknown","London","690","670","48310","42590"
"In post","2022","Project Delivery","Unknown","North East (England)","180","170","42630","40520"
"In post","2022","Project Delivery","Unknown","North West (England)","240","230","40470","40180"
"In post","2022","Project Delivery","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Scotland","90","90","42690","40350"
"In post","2022","Project Delivery","Unknown","South East (England)","130","130","41440","37570"
"In post","2022","Project Delivery","Unknown","South West (England)","390","370","42440","40240"
"In post","2022","Project Delivery","Unknown","Wales","110","110","42880","40180"
"In post","2022","Project Delivery","Unknown","West Midlands (England)","100","90","40670","40000"
"In post","2022","Project Delivery","Unknown","Yorkshire and The Humber","70","70","40450","37450"
"In post","2022","Property","Declared disabled","East Midlands (England)","40","40","[c]","[c]"
"In post","2022","Property","Declared disabled","East of England","60","50","34490","33300"
"In post","2022","Property","Declared disabled","London","100","90","45370","40650"
"In post","2022","Property","Declared disabled","North East (England)","30","30","[c]","[c]"
