"Status","Year","Age","Profession_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","Property","FCDO Services","80","80","40580","40330"
"In post","2022","30-39","Property","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","HM Revenue and Customs (excl. agencies)","40","30","[c]","[c]"
"In post","2022","30-39","Property","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Ministry of Defence (excl. agencies)","220","220","32560","33300"
"In post","2022","30-39","Property","Ministry of Justice (excl. agencies)","50","50","41770","41700"
"In post","2022","30-39","Property","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Valuation Office Agency","350","330","35680","32890"
"In post","2022","30-39","Property","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Psychology","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Psychology","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Psychology","HM Prison and Probation Service","550","530","34690","31180"
"In post","2022","30-39","Psychology","Scottish Prison Service","40","40","[c]","[c]"
"In post","2022","30-39","Science and Engineering","Animal and Plant Health Agency","110","110","30350","28270"
"In post","2022","30-39","Science and Engineering","Centre for Environment, Fisheries and Aquaculture Science","130","130","32890","30220"
"In post","2022","30-39","Science and Engineering","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Science and Engineering","Defence Equipment and Support","490","480","38750","38640"
"In post","2022","30-39","Science and Engineering","Defence Science and Technology Laboratory","560","550","40760","38070"
"In post","2022","30-39","Science and Engineering","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Science and Engineering","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Science and Engineering","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Science and Engineering","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Science and Engineering","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Science and Engineering","Food Standards Agency","40","40","[c]","[c]"
"In post","2022","30-39","Science and Engineering","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Science and Engineering","Health and Safety Executive","80","70","34940","32460"
"In post","2022","30-39","Science and Engineering","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Science and Engineering","Intellectual Property Office","110","100","44750","42070"
"In post","2022","30-39","Science and Engineering","Medicines and Healthcare Products Regulatory Agency","80","80","44510","41010"
"In post","2022","30-39","Science and Engineering","Met Office","280","270","37120","38200"
"In post","2022","30-39","Science and Engineering","Ministry of Defence (excl. agencies)","280","280","37940","33300"
"In post","2022","30-39","Science and Engineering","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Science and Engineering","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Science and Engineering","Submarine Delivery Agency","180","180","42000","40580"
"In post","2022","30-39","Science and Engineering","UK Health Security Agency","510","480","37280","37000"
"In post","2022","30-39","Science and Engineering","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Science and Engineering","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Science and Engineering","Vehicle Certification Agency","30","30","[c]","[c]"
"In post","2022","30-39","Science and Engineering","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Science and Engineering","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Science and Engineering","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Department for Work and Pensions (excl. agencies)","70","70","40170","36650"
"In post","2022","30-39","Security","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","FCDO Services","50","50","[c]","[c]"
"In post","2022","30-39","Security","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","HM Prison and Probation Service","230","230","38050","36480"
"In post","2022","30-39","Security","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Home Office","60","60","33000","29080"
"In post","2022","30-39","Security","Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Ministry of Defence (excl. agencies)","1120","1110","30860","28750"
"In post","2022","30-39","Security","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Security","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Social Research","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Social Research","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Social Research","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Social Research","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Social Research","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Social Research","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Social Research","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Social Research","HM Revenue and Customs (excl. agencies)","40","40","[c]","[c]"
"In post","2022","30-39","Social Research","Home Office","50","50","53360","59430"
"In post","2022","30-39","Social Research","Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Social Research","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Social Research","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Social Research","UK Statistics Authority","200","190","40740","38340"
"In post","2022","30-39","Social Research","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Social Research","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","Department for Work and Pensions (excl. agencies)","50","50","42260","36780"
"In post","2022","30-39","Statistics","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","HM Revenue and Customs (excl. agencies)","80","80","49860","47940"
"In post","2022","30-39","Statistics","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","Ministry of Defence (excl. agencies)","60","50","41890","42410"
"In post","2022","30-39","Statistics","Ministry of Justice (excl. agencies)","40","40","[c]","[c]"
"In post","2022","30-39","Statistics","Office for Standards in Education, Children's Services and Skills","40","30","[c]","[c]"
"In post","2022","30-39","Statistics","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Statistics","UK Health Security Agency","[c]","[c]","[c]","[c]"
