"Status","Year","Parent_department","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Rural Payments Agency","Male","80","80","24800","21300"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Veterinary Medicines Directorate","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs","Veterinary Medicines Directorate","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Department for International Trade","Female","100","100","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Department for International Trade","Male","120","120","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","80","80","43100","39600"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","80","80","43190","36340"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Planning Inspectorate","Male","40","40","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Department for Transport (excl. agencies)","Female","110","100","43160","35430"
"Leaver CS","2022","Department for Transport","Department for Transport (excl. agencies)","Male","130","120","47160","43360"
"Leaver CS","2022","Department for Transport","Driver and Vehicle Licensing Agency","Female","250","190","23170","21840"
"Leaver CS","2022","Department for Transport","Driver and Vehicle Licensing Agency","Male","170","160","26460","21840"
"Leaver CS","2022","Department for Transport","Driver and Vehicle Standards Agency","Female","120","100","27810","26470"
"Leaver CS","2022","Department for Transport","Driver and Vehicle Standards Agency","Male","340","310","28740","26780"
"Leaver CS","2022","Department for Transport","Maritime and Coastguard Agency","Female","70","60","28930","26470"
"Leaver CS","2022","Department for Transport","Maritime and Coastguard Agency","Male","90","90","39420","34090"
"Leaver CS","2022","Department for Transport","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Transport","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Work and Pensions","Department for Work and Pensions (excl. agencies)","Female","5350","4520","26650","27570"
"Leaver CS","2022","Department for Work and Pensions","Department for Work and Pensions (excl. agencies)","Male","3310","3100","27550","27570"
"Leaver CS","2022","Department for Work and Pensions","Health and Safety Executive","Female","110","90","35890","31660"
"Leaver CS","2022","Department for Work and Pensions","Health and Safety Executive","Male","100","90","45270","44220"
"Leaver CS","2022","Department of Health and Social Care","Department of Health and Social Care (excl. agencies)","Female","380","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Department of Health and Social Care (excl. agencies)","Male","260","[c]","[c]","[c]"
"Leaver CS","2022","Department of Health and Social Care","Medicines and Healthcare Products Regulatory Agency","Female","160","150","43540","33190"
"Leaver CS","2022","Department of Health and Social Care","Medicines and Healthcare Products Regulatory Agency","Male","110","100","53980","53100"
"Leaver CS","2022","Department of Health and Social Care","Public Health England","Female","1160","1040","42710","38200"
"Leaver CS","2022","Department of Health and Social Care","Public Health England","Male","360","340","45250","38200"
"Leaver CS","2022","Department of Health and Social Care","UK Health Security Agency","Female","510","450","38970","34530"
"Leaver CS","2022","Department of Health and Social Care","UK Health Security Agency","Male","280","270","43540","36330"
"Leaver CS","2022","Estyn","Estyn","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Estyn","Estyn","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Food Standards Agency","Food Standards Agency","Male","60","50","34730","30320"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","FCDO Services","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","FCDO Services","Male","50","40","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Foreign, Commonwealth and Development Office (excl. agencies)","Female","150","50","51090","51960"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Foreign, Commonwealth and Development Office (excl. agencies)","Male","190","80","47750","41740"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Wilton Park","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Wilton Park","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","HM Land Registry","Female","230","190","31680","27130"
"Leaver CS","2022","HM Land Registry","HM Land Registry","Male","180","160","34600","33840"
"Leaver CS","2022","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","Female","2620","2100","30290","26820"
"Leaver CS","2022","HM Revenue and Customs","HM Revenue and Customs (excl. agencies)","Male","2080","1860","36410","33370"
"Leaver CS","2022","HM Revenue and Customs","Valuation Office Agency","Female","150","130","26830","22040"
"Leaver CS","2022","HM Revenue and Customs","Valuation Office Agency","Male","120","110","32160","26030"
"Leaver CS","2022","HM Treasury","Government Internal Audit Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Government Internal Audit Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","HM Treasury (excl. agencies)","Female","90","80","[c]","[c]"
"Leaver CS","2022","HM Treasury","HM Treasury (excl. agencies)","Male","100","100","[c]","[c]"
"Leaver CS","2022","HM Treasury","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","UK Debt Management Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","UK Debt Management Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Home Office","Female","1030","870","30600","25630"
"Leaver CS","2022","Home Office","Home Office","Male","1060","930","33210","27910"
"Leaver CS","2022","Ministry of Defence","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Defence Electronics and Components Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Defence Equipment and Support","Female","270","240","31670","26950"
"Leaver CS","2022","Ministry of Defence","Defence Equipment and Support","Male","620","600","34180","31600"
"Leaver CS","2022","Ministry of Defence","Defence Science and Technology Laboratory","Female","90","80","34470","29850"
"Leaver CS","2022","Ministry of Defence","Defence Science and Technology Laboratory","Male","220","210","37310","38070"
"Leaver CS","2022","Ministry of Defence","Ministry of Defence (excl. agencies)","Female","1360","1240","29620","26350"
"Leaver CS","2022","Ministry of Defence","Ministry of Defence (excl. agencies)","Male","2020","1940","32710","29250"
"Leaver CS","2022","Ministry of Defence","Royal Fleet Auxiliary","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Royal Fleet Auxiliary","Male","210","210","36610","33570"
"Leaver CS","2022","Ministry of Defence","Submarine Delivery Agency","Female","40","30","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Submarine Delivery Agency","Male","110","100","39040","39500"
"Leaver CS","2022","Ministry of Defence","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","UK Hydrographic Office","Male","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","HM Courts and Tribunals Service","Female","1360","1180","23500","20970"
"Leaver CS","2022","Ministry of Justice","HM Courts and Tribunals Service","Male","690","640","24880","21010"
"Leaver CS","2022","Ministry of Justice","HM Prison and Probation Service","Female","3570","3240","30510","26720"
"Leaver CS","2022","Ministry of Justice","HM Prison and Probation Service","Male","3620","3400","34170","31650"
"Leaver CS","2022","Ministry of Justice","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Ministry of Justice (excl. agencies)","Female","240","230","40580","34260"
"Leaver CS","2022","Ministry of Justice","Ministry of Justice (excl. agencies)","Male","180","180","43730","41750"
"Leaver CS","2022","Ministry of Justice","Office of the Public Guardian","Female","30","30","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Office of the Public Guardian","Male","30","30","[c]","[c]"
"Leaver CS","2022","National Crime Agency","National Crime Agency","Female","120","110","39450","34140"
"Leaver CS","2022","National Crime Agency","National Crime Agency","Male","200","200","44200","41170"
"Leaver CS","2022","Northern Ireland Office","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Female","130","130","50600","51360"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Male","50","50","58370","62220"
"Leaver CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Female","110","110","41580","35980"
"Leaver CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","130","120","49330","41410"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Accountant in Bankruptcy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Accountant in Bankruptcy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Crown Office and Procurator Fiscal Service","Female","70","60","33500","23230"
"Leaver CS","2022","Scottish Government","Crown Office and Procurator Fiscal Service","Male","40","30","[c]","[c]"
"Leaver CS","2022","Scottish Government","Disclosure Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Disclosure Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Education Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Education Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government","Forestry and Land Scotland","Female","40","40","[c]","[c]"
