"Status","Year","Ethnicity","Profession_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Mixed","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","International Trade","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Knowledge and Information Management","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Medicine","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Medicine","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Operational Delivery","AA/AO","360","340","22800","21260"
"New entrant CS","2022","Mixed","Operational Delivery","EO","220","210","28040","27570"
"New entrant CS","2022","Mixed","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Operational Delivery","SEO/HEO","50","50","36020","33740"
"New entrant CS","2022","Mixed","Operational Delivery","Unknown","210","200","28680","24970"
"New entrant CS","2022","Mixed","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Other","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Mixed","Other","EO","30","30","[c]","[c]"
"New entrant CS","2022","Mixed","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Other","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Planning","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Planning","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Planning","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Planning","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Policy","EO","30","30","[c]","[c]"
"New entrant CS","2022","Mixed","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Policy","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Policy","SEO/HEO","110","100","34780","33570"
"New entrant CS","2022","Mixed","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Psychology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Science and Engineering","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Social Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Statistics","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Tax","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Tax","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Tax","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","EO","50","50","26980","27230"
"New entrant CS","2022","Mixed","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Veterinarian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Corporate Finance","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data and Technology","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Economics","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Finance","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Geography","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Geography","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Geography","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Geography","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Human Resources","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Inspector of Education and Training","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","International Trade","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Knowledge and Information Management","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Medicine","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Medicine","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Operational Delivery","AA/AO","90","90","23860","21840"
"New entrant CS","2022","Other ethnicity","Operational Delivery","EO","60","60","28200","27570"
"New entrant CS","2022","Other ethnicity","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Operational Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Operational Delivery","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Other","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Other","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Planning","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Planning","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Planning","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Planning","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Policy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Policy","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Psychology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Science and Engineering","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Social Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Statistics","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Tax","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Tax","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Tax","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Veterinarian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Veterinarian","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Digital, Data and Technology","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Geography","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Legal","G6/G7","[c]","[c]","[c]","[c]"
