"Status","Year","Responsibility_level","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","EO","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data & Technology","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data & Technology","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data & Technology","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data & Technology","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data & Technology","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data & Technology","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data & Technology","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data & Technology","HM Land Registry","40","40","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","70","70","25680","25560"
"New entrant CS","2021","EO","Digital, Data & Technology","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data & Technology","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data & Technology","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data & Technology","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data & Technology","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data & Technology","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data & Technology","National Crime Agency","30","30","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data & Technology","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data & Technology","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data & Technology","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data & Technology","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data & Technology","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data & Technology","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Digital, Data & Technology","United Kingdom Statistics Authority","40","40","[c]","[c]"
"New entrant CS","2021","EO","Finance","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Finance","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Finance","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Finance","Defence Equipment and Support","50","50","[c]","[c]"
"New entrant CS","2021","EO","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Finance","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Finance","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Finance","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Finance","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Finance","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Finance","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Finance","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","EO","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Finance","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Finance","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Finance","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Finance","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Finance","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Grants Management","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Grants Management","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","Cabinet Office (excl. agencies)","40","30","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","Department of Health and Social Care (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Internal Audit","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Legal","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Legal","Crown Prosecution Service","80","80","26650","26970"
"New entrant CS","2021","EO","Legal","Government Legal Department","80","80","27790","26950"
"New entrant CS","2021","EO","Legal","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Legal","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Legal","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Legal","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Legal","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","No function","Advisory, Conciliation and Arbitration Service","110","110","24360","24250"
"New entrant CS","2021","EO","No function","Animal and Plant Health Agency","190","190","25980","24920"
"New entrant CS","2021","EO","No function","Cabinet Office (excl. agencies)","120","110","27480","27500"
"New entrant CS","2021","EO","No function","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","No function","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","No function","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","No function","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","No function","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","90","90","28080","27680"
"New entrant CS","2021","EO","No function","Department for Digital, Culture, Media and Sport","50","40","[c]","[c]"
"New entrant CS","2021","EO","No function","Department for Education (excl. agencies)","80","80","26460","25000"
"New entrant CS","2021","EO","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","130","130","23760","24920"
"New entrant CS","2021","EO","No function","Department for International Trade","50","50","[c]","[c]"
"New entrant CS","2021","EO","No function","Department for Transport (excl. agencies)","90","90","27310","29970"
"New entrant CS","2021","EO","No function","Department of Health and Social Care (excl. agencies)","110","110","26750","27270"
"New entrant CS","2021","EO","No function","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","No function","Driver and Vehicle Standards Agency","60","60","26900","26130"
"New entrant CS","2021","EO","No function","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","No function","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","No function","Health and Safety Executive","70","70","26490","26370"
"New entrant CS","2021","EO","No function","HM Courts and Tribunals Service","180","180","23700","22840"
"New entrant CS","2021","EO","No function","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","No function","HM Prison and Probation Service","130","130","25600","24620"
"New entrant CS","2021","EO","No function","HM Revenue and Customs (excl. agencies)","180","180","25900","25560"
"New entrant CS","2021","EO","No function","HM Treasury (excl. agencies)","60","60","25510","24300"
"New entrant CS","2021","EO","No function","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","No function","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","No function","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","No function","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","No function","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","No function","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","EO","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","50","50","[c]","[c]"
