"Status","Year","Region_ITL1","Disability","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Scotland","Declared disabled","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared disabled","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared disabled","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared disabled","Orkney Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared disabled","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared disabled","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared disabled","Shetland Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared disabled","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared disabled","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared disabled","West Lothian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared non-disabled","Aberdeen City and Aberdeenshire","80","70","34910","27570"
"Leaver CS","2022","Scotland","Declared non-disabled","Angus and Dundee City","130","110","26280","21260"
"Leaver CS","2022","Scotland","Declared non-disabled","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared non-disabled","City of Edinburgh","400","370","42230","36130"
"Leaver CS","2022","Scotland","Declared non-disabled","Clackmannanshire and Fife","80","70","27720","27570"
"Leaver CS","2022","Scotland","Declared non-disabled","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared non-disabled","East Ayrshire and North Ayrshire mainland","60","50","25740","26120"
"Leaver CS","2022","Scotland","Declared non-disabled","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","110","100","31940","27570"
"Leaver CS","2022","Scotland","Declared non-disabled","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared non-disabled","Falkirk","50","50","23580","21260"
"Leaver CS","2022","Scotland","Declared non-disabled","Glasgow City","430","380","30170","26120"
"Leaver CS","2022","Scotland","Declared non-disabled","Inverclyde, East Renfrewshire, and Renfrewshire","40","30","[c]","[c]"
"Leaver CS","2022","Scotland","Declared non-disabled","Inverness and Nairn, Moray, and Badenoch and Strathspey","80","70","28180","26720"
"Leaver CS","2022","Scotland","Declared non-disabled","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared non-disabled","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared non-disabled","North Lanarkshire","120","100","24980","21260"
"Leaver CS","2022","Scotland","Declared non-disabled","Orkney Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared non-disabled","Perth and Kinross, and Stirling","40","30","[c]","[c]"
"Leaver CS","2022","Scotland","Declared non-disabled","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared non-disabled","Shetland Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared non-disabled","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Declared non-disabled","South Lanarkshire","170","140","34890","27570"
"Leaver CS","2022","Scotland","Declared non-disabled","West Lothian","50","40","[c]","[c]"
"Leaver CS","2022","Scotland","Undeclared","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Undeclared","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Undeclared","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Undeclared","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Undeclared","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Undeclared","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Undeclared","Falkirk","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Undeclared","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Undeclared","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Undeclared","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Undeclared","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Undeclared","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Undeclared","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Undeclared","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Undeclared","West Lothian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Unknown","Aberdeen City and Aberdeenshire","60","60","29220","27230"
"Leaver CS","2022","Scotland","Unknown","Angus and Dundee City","80","70","[c]","[c]"
"Leaver CS","2022","Scotland","Unknown","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Unknown","City of Edinburgh","410","380","35640","31540"
"Leaver CS","2022","Scotland","Unknown","Clackmannanshire and Fife","40","30","[c]","[c]"
"Leaver CS","2022","Scotland","Unknown","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Unknown","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Unknown","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","60","60","30700","26900"
"Leaver CS","2022","Scotland","Unknown","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Unknown","Falkirk","60","50","28240","23780"
"Leaver CS","2022","Scotland","Unknown","Glasgow City","190","170","34340","27230"
"Leaver CS","2022","Scotland","Unknown","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Unknown","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Unknown","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Unknown","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Unknown","North Lanarkshire","70","60","[c]","[c]"
"Leaver CS","2022","Scotland","Unknown","Perth and Kinross, and Stirling","70","60","30960","30450"
"Leaver CS","2022","Scotland","Unknown","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Unknown","Shetland Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Unknown","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Unknown","South Lanarkshire","120","100","[c]","[c]"
"Leaver CS","2022","Scotland","Unknown","West Lothian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared disabled","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared disabled","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared disabled","Buckinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared disabled","Central Hampshire","40","40","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared disabled","East Kent","50","40","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared disabled","East Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared disabled","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared disabled","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared disabled","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared disabled","Medway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared disabled","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared disabled","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared disabled","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared disabled","Oxfordshire CC","40","40","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared disabled","Portsmouth","40","40","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared disabled","South Hampshire","40","30","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared disabled","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared disabled","West Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared disabled","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared disabled","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared disabled","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared non-disabled","Berkshire","190","180","31520","29290"
"Leaver CS","2022","South East (England)","Declared non-disabled","Brighton and Hove","50","40","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared non-disabled","Buckinghamshire","140","130","31900","28000"
"Leaver CS","2022","South East (England)","Declared non-disabled","Central Hampshire","240","220","34410","30570"
"Leaver CS","2022","South East (England)","Declared non-disabled","East Kent","150","120","29070","25310"
"Leaver CS","2022","South East (England)","Declared non-disabled","East Surrey","100","80","42000","39380"
"Leaver CS","2022","South East (England)","Declared non-disabled","East Sussex CC","160","140","24510","21260"
"Leaver CS","2022","South East (England)","Declared non-disabled","Isle of Wight","60","60","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared non-disabled","Kent Thames Gateway","110","100","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared non-disabled","Medway","110","100","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared non-disabled","Mid Kent","90","80","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared non-disabled","Milton Keynes","190","180","34460","27570"
"Leaver CS","2022","South East (England)","Declared non-disabled","North Hampshire","50","50","29070","27570"
"Leaver CS","2022","South East (England)","Declared non-disabled","Oxfordshire CC","310","290","27080","21780"
"Leaver CS","2022","South East (England)","Declared non-disabled","Portsmouth","230","200","32160","27570"
"Leaver CS","2022","South East (England)","Declared non-disabled","South Hampshire","230","200","29120","25220"
"Leaver CS","2022","South East (England)","Declared non-disabled","Southampton","100","90","36200","27570"
"Leaver CS","2022","South East (England)","Declared non-disabled","West Kent","50","40","[c]","[c]"
"Leaver CS","2022","South East (England)","Declared non-disabled","West Surrey","190","180","33650","29290"
"Leaver CS","2022","South East (England)","Declared non-disabled","West Sussex (North East)","70","60","29170","27570"
"Leaver CS","2022","South East (England)","Declared non-disabled","West Sussex (South West)","70","50","[c]","[c]"
"Leaver CS","2022","South East (England)","Undeclared","Berkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Undeclared","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Undeclared","Buckinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Undeclared","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Undeclared","East Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Undeclared","East Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Undeclared","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Undeclared","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Undeclared","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Undeclared","Medway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Undeclared","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Undeclared","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Undeclared","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Undeclared","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Undeclared","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Undeclared","South Hampshire","60","60","28300","26720"
"Leaver CS","2022","South East (England)","Undeclared","Southampton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Undeclared","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Undeclared","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Undeclared","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Unknown","Berkshire","90","80","33830","28750"
"Leaver CS","2022","South East (England)","Unknown","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Unknown","Buckinghamshire","30","30","[c]","[c]"
"Leaver CS","2022","South East (England)","Unknown","Central Hampshire","50","50","[c]","[c]"
"Leaver CS","2022","South East (England)","Unknown","East Kent","50","50","[c]","[c]"
"Leaver CS","2022","South East (England)","Unknown","East Surrey","30","30","[c]","[c]"
"Leaver CS","2022","South East (England)","Unknown","East Sussex CC","30","30","[c]","[c]"
"Leaver CS","2022","South East (England)","Unknown","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Unknown","Kent Thames Gateway","50","40","[c]","[c]"
"Leaver CS","2022","South East (England)","Unknown","Medway","30","30","[c]","[c]"
"Leaver CS","2022","South East (England)","Unknown","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Unknown","Milton Keynes","60","50","[c]","[c]"
"Leaver CS","2022","South East (England)","Unknown","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Unknown","Oxfordshire CC","130","120","27920","20970"
"Leaver CS","2022","South East (England)","Unknown","Portsmouth","80","70","[c]","[c]"
"Leaver CS","2022","South East (England)","Unknown","South Hampshire","130","100","22540","19860"
"Leaver CS","2022","South East (England)","Unknown","Southampton","30","30","[c]","[c]"
"Leaver CS","2022","South East (England)","Unknown","West Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Unknown","West Surrey","50","40","[c]","[c]"
"Leaver CS","2022","South East (England)","Unknown","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Unknown","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","110","100","37940","33300"
"Leaver CS","2022","South West (England)","Declared disabled","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","Declared disabled","Bristol, City of","60","50","[c]","[c]"
