"Status","Year","Region_ITL2","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Derbyshire and Nottinghamshire","Legal","Legal","190","170","49050","48830"
"In post","2021","Derbyshire and Nottinghamshire","Legal","Operational Delivery","200","180","25640","25480"
"In post","2021","Derbyshire and Nottinghamshire","Legal","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","No function","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","No function","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","No function","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","No function","Inspector of Education and Training","70","70","64380","64500"
"In post","2021","Derbyshire and Nottinghamshire","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","No function","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","No function","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","No function","Operational Delivery","4670","4320","27780","25790"
"In post","2021","Derbyshire and Nottinghamshire","No function","Other","70","70","39410","26620"
"In post","2021","Derbyshire and Nottinghamshire","No function","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","No function","Policy","170","160","41070","36960"
"In post","2021","Derbyshire and Nottinghamshire","No function","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","No function","Property","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","No function","Psychology","100","100","34470","30450"
"In post","2021","Derbyshire and Nottinghamshire","No function","Science and Engineering","280","250","43590","40000"
"In post","2021","Derbyshire and Nottinghamshire","No function","Tax","820","780","34800","31810"
"In post","2021","Derbyshire and Nottinghamshire","No function","Unknown","140","130","31450","31810"
"In post","2021","Derbyshire and Nottinghamshire","No function","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Project Delivery","Other","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Project Delivery","Policy","50","50","39200","36940"
"In post","2021","Derbyshire and Nottinghamshire","Project Delivery","Project Delivery","190","180","42990","38640"
"In post","2021","Derbyshire and Nottinghamshire","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Project Delivery","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Property","Operational Delivery","40","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Property","Property","290","270","38070","35910"
"In post","2021","Derbyshire and Nottinghamshire","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Security","Security","70","70","33220","33200"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Other","110","110","25720","21130"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Unknown","Unknown","2290","2030","26060","27570"
"In post","2021","Devon","Analysis","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Analysis","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Commercial","Commercial","220","210","42790","39790"
"In post","2021","Devon","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Communications","Communications","50","50","[c]","[c]"
"In post","2021","Devon","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Communications","Other","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Digital, Data & Technology","Digital, Data and Technology","890","850","37780","38450"
"In post","2021","Devon","Digital, Data & Technology","Science and Engineering","490","460","42310","39750"
"In post","2021","Devon","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Finance","Finance","90","80","41760","39650"
"In post","2021","Devon","Grants Management","Operational Delivery","180","170","26610","25190"
"In post","2021","Devon","Human Resources","Human Resources","110","100","36750","33050"
"In post","2021","Devon","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Legal","Legal","90","80","49030","50700"
"In post","2021","Devon","Legal","Operational Delivery","40","40","[c]","[c]"
"In post","2021","Devon","No function","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Devon","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Devon","No function","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Devon","No function","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Devon","No function","Operational Delivery","2080","1900","28250","26290"
"In post","2021","Devon","No function","Other","[c]","[c]","[c]","[c]"
"In post","2021","Devon","No function","Policy","40","40","[c]","[c]"
"In post","2021","Devon","No function","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Devon","No function","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Devon","No function","Science and Engineering","240","230","37000","38200"
"In post","2021","Devon","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon","No function","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Project Delivery","Operational Delivery","140","130","41590","40040"
"In post","2021","Devon","Project Delivery","Other","50","40","[c]","[c]"
"In post","2021","Devon","Project Delivery","Project Delivery","380","370","40070","39650"
"In post","2021","Devon","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Project Delivery","Science and Engineering","90","90","30390","27780"
"In post","2021","Devon","Property","Operational Delivery","300","280","23600","21100"
"In post","2021","Devon","Property","Property","220","210","33770","32910"
"In post","2021","Devon","Security","Security","430","420","26940","20920"
"In post","2021","Devon","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","Medicine","130","110","36690","30620"
"In post","2021","Devon","Unknown","Operational Delivery","110","100","28770","25310"
"In post","2021","Devon","Unknown","Other","340","320","25470","21130"
"In post","2021","Devon","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","Science and Engineering","100","90","32460","26670"
"In post","2021","Devon","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Unknown","Unknown","2080","1770","25600","27570"
"In post","2021","Dorset and Somerset","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Analysis","Other","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Analysis","Science and Engineering","120","110","33040","29270"
"In post","2021","Dorset and Somerset","Analysis","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Commercial","Commercial","40","40","[c]","[c]"
"In post","2021","Dorset and Somerset","Commercial","Knowledge and Information Management","30","30","[c]","[c]"
"In post","2021","Dorset and Somerset","Commercial","Other","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Communications","Communications","40","40","[c]","[c]"
"In post","2021","Dorset and Somerset","Communications","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Digital, Data & Technology","Digital, Data and Technology","230","230","38130","35340"
"In post","2021","Dorset and Somerset","Finance","Finance","40","30","[c]","[c]"
"In post","2021","Dorset and Somerset","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Human Resources","Human Resources","50","50","34910","32810"
"In post","2021","Dorset and Somerset","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Legal","Legal","30","30","[c]","[c]"
"In post","2021","Dorset and Somerset","No function","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","No function","Operational Delivery","2160","2010","28540","27130"
"In post","2021","Dorset and Somerset","No function","Other","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","No function","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","No function","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","No function","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Project Delivery","Commercial","30","30","[c]","[c]"
"In post","2021","Dorset and Somerset","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Project Delivery","Other","120","110","28800","26360"
"In post","2021","Dorset and Somerset","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Project Delivery","Project Delivery","150","150","35890","33780"
"In post","2021","Dorset and Somerset","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Project Delivery","Science and Engineering","110","110","38320","38010"
"In post","2021","Dorset and Somerset","Project Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Property","Property","70","70","29860","29200"
"In post","2021","Dorset and Somerset","Security","Security","140","130","23220","19560"
"In post","2021","Dorset and Somerset","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Medicine","50","40","47780","37890"
"In post","2021","Dorset and Somerset","Unknown","Operational Delivery","110","100","27850","26990"
"In post","2021","Dorset and Somerset","Unknown","Other","450","440","25270","21130"
"In post","2021","Dorset and Somerset","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Unknown","Science and Engineering","90","90","30290","25190"
"In post","2021","Dorset and Somerset","Unknown","Unknown","980","860","26980","27570"
"In post","2021","East Anglia","Analysis","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Analysis","Economics","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Analysis","Finance","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Analysis","Science and Engineering","350","330","34330","30220"
"In post","2021","East Anglia","Analysis","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Analysis","Tax","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Commercial","Commercial","210","200","38330","35730"
"In post","2021","East Anglia","Commercial","Knowledge and Information Management","70","70","34030","33000"
"In post","2021","East Anglia","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Commercial","Unknown","70","60","57230","54620"
"In post","2021","East Anglia","Communications","Communications","50","40","[c]","[c]"
"In post","2021","East Anglia","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Communications","Other","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
