"Status","Year","Region_ITL2","Function_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","East Anglia","Human Resources","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Human Resources","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Legal","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Legal","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Legal","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Legal","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","No function","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","No function","20-29","450","440","23970","23170"
"New entrant CS","2022","East Anglia","No function","30-39","310","290","25960","24800"
"New entrant CS","2022","East Anglia","No function","40-49","240","230","29340","26310"
"New entrant CS","2022","East Anglia","No function","50-59","220","210","27580","24920"
"New entrant CS","2022","East Anglia","No function","60-64","70","60","27070","23390"
"New entrant CS","2022","East Anglia","No function","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Property","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Property","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Property","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Property","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Security","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Security","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Security","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Security","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Unknown","20-29","30","30","[c]","[c]"
"New entrant CS","2022","East Anglia","Unknown","30-39","30","30","[c]","[c]"
"New entrant CS","2022","East Anglia","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Anglia","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Analysis","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Analysis","20-29","180","170","28250","30710"
"New entrant CS","2022","East Wales","Analysis","30-39","70","70","35780","36840"
"New entrant CS","2022","East Wales","Analysis","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Analysis","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Analysis","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Commercial","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Commercial","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Commercial","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Commercial","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Communications","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Communications","30-39","30","30","[c]","[c]"
"New entrant CS","2022","East Wales","Communications","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Communications","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Communications","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Counter Fraud","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Counter Fraud","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Debt","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Debt","20-29","50","50","[c]","[c]"
"New entrant CS","2022","East Wales","Debt","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Debt","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Debt","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Debt","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Digital, Data & Technology","20-29","50","50","28890","26590"
"New entrant CS","2022","East Wales","Digital, Data & Technology","30-39","50","50","[c]","[c]"
"New entrant CS","2022","East Wales","Digital, Data & Technology","40-49","40","40","[c]","[c]"
"New entrant CS","2022","East Wales","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Digital, Data & Technology","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Finance","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Finance","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Finance","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Human Resources","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Human Resources","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Human Resources","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Human Resources","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Legal","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Legal","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Legal","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Legal","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","No function","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","No function","20-29","530","520","23390","21810"
"New entrant CS","2022","East Wales","No function","30-39","350","340","25710","23140"
"New entrant CS","2022","East Wales","No function","40-49","210","200","27870","24030"
"New entrant CS","2022","East Wales","No function","50-59","150","140","27030","22840"
"New entrant CS","2022","East Wales","No function","60-64","40","30","[c]","[c]"
"New entrant CS","2022","East Wales","No function","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Project Delivery","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Property","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Property","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Property","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Property","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Property","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Security","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Security","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Security","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Security","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Security","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Security","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Unknown","20-29","130","130","26040","25860"
"New entrant CS","2022","East Wales","Unknown","30-39","90","90","31910","26820"
"New entrant CS","2022","East Wales","Unknown","40-49","80","80","36010","28090"
"New entrant CS","2022","East Wales","Unknown","50-59","50","50","[c]","[c]"
"New entrant CS","2022","East Wales","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Wales","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Commercial","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Communications","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Digital, Data & Technology","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Human Resources","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Human Resources","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Legal","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Legal","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Legal","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","No function","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","No function","20-29","200","200","22710","23140"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","No function","30-39","110","110","26000","23140"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","No function","40-49","100","100","28390","25320"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","No function","50-59","70","70","25650","24800"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","No function","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","No function","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Property","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Property","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Property","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Security","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Security","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Security","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Analysis","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Analysis","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Analysis","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Commercial","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Commercial","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Commercial","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Commercial","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Commercial","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Communications","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Communications","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Communications","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Debt","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Debt","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Debt","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Debt","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Debt","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Debt","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Digital, Data & Technology","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Digital, Data & Technology","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Digital, Data & Technology","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Finance","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Finance","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Finance","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Finance","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Human Resources","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Human Resources","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Human Resources","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Human Resources","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Legal","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Legal","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Legal","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Legal","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","No function","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","No function","20-29","450","440","23490","21640"
"New entrant CS","2022","Eastern Scotland","No function","30-39","280","280","25500","21640"
"New entrant CS","2022","Eastern Scotland","No function","40-49","150","140","27300","22000"
"New entrant CS","2022","Eastern Scotland","No function","50-59","100","100","24490","21640"
"New entrant CS","2022","Eastern Scotland","No function","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","No function","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Property","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Property","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Property","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Property","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Property","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Property","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Security","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Security","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Unknown","20-29","630","620","27590","27230"
"New entrant CS","2022","Eastern Scotland","Unknown","30-39","610","590","32580","31280"
"New entrant CS","2022","Eastern Scotland","Unknown","40-49","380","370","35340","31540"
"New entrant CS","2022","Eastern Scotland","Unknown","50-59","270","260","35360","31540"
"New entrant CS","2022","Eastern Scotland","Unknown","60-64","40","40","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Unknown","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Analysis","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Commercial","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Digital, Data & Technology","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Digital, Data & Technology","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Human Resources","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Legal","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Legal","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Legal","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Legal","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Legal","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Legal","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","No function","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","No function","20-29","200","200","25010","24250"
"New entrant CS","2022","Essex","No function","30-39","130","120","27980","25010"
"New entrant CS","2022","Essex","No function","40-49","130","120","29740","26230"
"New entrant CS","2022","Essex","No function","50-59","100","90","28170","26140"
"New entrant CS","2022","Essex","No function","60-64","30","30","[c]","[c]"
"New entrant CS","2022","Essex","No function","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Property","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Property","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Property","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Property","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Security","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Security","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Security","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Security","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Unknown","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Analysis","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Analysis","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Analysis","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Analysis","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Analysis","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Analysis","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Analysis","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","20-29","50","50","25870","26670"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","30-39","30","30","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data & Technology","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data & Technology","20-29","70","70","29720","28050"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data & Technology","30-39","80","70","35450","35900"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data & Technology","40-49","60","60","43660","47550"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data & Technology","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data & Technology","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","20-29","50","50","25020","25000"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Grants Management","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Grants Management","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Grants Management","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Grants Management","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Grants Management","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Grants Management","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","20-29","50","50","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Internal Audit","30-39","[c]","[c]","[c]","[c]"
