"Status","Year","Sex","Region_ITL3","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","Caithness and Sutherland and Ross and Cromarty","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Caithness and Sutherland and Ross and Cromarty","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Caithness and Sutherland and Ross and Cromarty","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Female","Caithness and Sutherland and Ross and Cromarty","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Female","Caithness and Sutherland and Ross and Cromarty","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Caithness and Sutherland and Ross and Cromarty","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Calderdale and Kirklees","Department for Work and Pensions (excl. agencies)","470","390","27110","27570"
"In post","2021","Female","Calderdale and Kirklees","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Calderdale and Kirklees","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Calderdale and Kirklees","HM Courts and Tribunals Service","40","30","[c]","[c]"
"In post","2021","Female","Calderdale and Kirklees","HM Prison and Probation Service","90","80","28550","28200"
"In post","2021","Female","Calderdale and Kirklees","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Calderdale and Kirklees","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Calderdale and Kirklees","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Calderdale and Kirklees","Valuation Office Agency","90","70","24800","21100"
"In post","2021","Female","Cambridgeshire CC","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cambridgeshire CC","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cambridgeshire CC","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cambridgeshire CC","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cambridgeshire CC","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cambridgeshire CC","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cambridgeshire CC","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cambridgeshire CC","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cambridgeshire CC","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cambridgeshire CC","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cambridgeshire CC","Department for Work and Pensions (excl. agencies)","150","130","28230","27570"
"In post","2021","Female","Cambridgeshire CC","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cambridgeshire CC","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cambridgeshire CC","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cambridgeshire CC","HM Courts and Tribunals Service","50","50","21150","19570"
"In post","2021","Female","Cambridgeshire CC","HM Prison and Probation Service","510","470","28330","27380"
"In post","2021","Female","Cambridgeshire CC","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cambridgeshire CC","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cambridgeshire CC","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cambridgeshire CC","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cambridgeshire CC","Ministry of Defence (excl. agencies)","460","440","32490","33300"
"In post","2021","Female","Cambridgeshire CC","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cambridgeshire CC","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cambridgeshire CC","Office for Standards in Education, Children's Services and Skills","70","70","58660","51360"
"In post","2021","Female","Cambridgeshire CC","Public Health England","210","180","39340","31970"
"In post","2021","Female","Cambridgeshire CC","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cambridgeshire CC","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cambridgeshire CC","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Camden and City of London","Cabinet Office (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Female","Camden and City of London","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Female","Camden and City of London","Debt Management Office","40","40","[c]","[c]"
"In post","2021","Female","Camden and City of London","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Female","Camden and City of London","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Camden and City of London","Department for Work and Pensions (excl. agencies)","50","40","[c]","[c]"
"In post","2021","Female","Camden and City of London","Government Actuary's Department","80","70","60350","60780"
"In post","2021","Female","Camden and City of London","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Female","Camden and City of London","HM Courts and Tribunals Service","520","490","26310","23500"
"In post","2021","Female","Camden and City of London","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Female","Camden and City of London","HM Revenue and Customs (excl. agencies)","640","600","36610","36160"
"In post","2021","Female","Camden and City of London","Home Office (incl. agencies)","190","180","33410","30460"
"In post","2021","Female","Camden and City of London","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Camden and City of London","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Camden and City of London","Ministry of Justice (excl. agencies)","90","90","38910","33500"
"In post","2021","Female","Camden and City of London","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","Female","Camden and City of London","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Camden and City of London","Water Services Regulation Authority","40","40","[c]","[c]"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Advisory, Conciliation and Arbitration Service","60","50","30560","30950"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Animal and Plant Health Agency","50","50","25340","21050"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Companies House","570","490","29340","24500"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Crown Prosecution Service","140","130","38430","38000"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Department for Business, Energy and Industrial Strategy (excl. agencies)","50","50","32820","26900"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Department for Work and Pensions (excl. agencies)","680","600","26700","27570"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cardiff and Vale of Glamorgan","ESTYN","70","60","53760","63880"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Food Standards Agency","60","50","38700","37910"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Health and Safety Executive","40","30","[c]","[c]"
"In post","2021","Female","Cardiff and Vale of Glamorgan","HM Courts and Tribunals Service","210","190","22590","20100"
"In post","2021","Female","Cardiff and Vale of Glamorgan","HM Prison and Probation Service","380","360","30990","27150"
"In post","2021","Female","Cardiff and Vale of Glamorgan","HM Revenue and Customs (excl. agencies)","2050","1810","27230","25560"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Home Office (incl. agencies)","180","170","29180","25360"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Insolvency Service","40","30","[c]","[c]"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Ministry of Defence (excl. agencies)","100","90","24440","21580"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Ministry of Justice (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Valuation Office Agency","70","60","31350","26500"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Welsh Government (excl. agencies)","1650","1520","42570","37410"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","Female","Causeway Coast and Glens","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Causeway Coast and Glens","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Bedfordshire","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Bedfordshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Bedfordshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Bedfordshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Bedfordshire","Ministry of Defence (excl. agencies)","140","130","27840","21580"
"In post","2021","Female","Central Hampshire","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Hampshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Hampshire","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Hampshire","Defence Science and Technology Laboratory","400","370","38280","37320"
"In post","2021","Female","Central Hampshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Hampshire","Department for Work and Pensions (excl. agencies)","80","70","27460","27570"
"In post","2021","Female","Central Hampshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Hampshire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Hampshire","HM Prison and Probation Service","150","150","29040","28970"
"In post","2021","Female","Central Hampshire","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Hampshire","Ministry of Defence (excl. agencies)","1120","1080","32760","33300"
"In post","2021","Female","Central Hampshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Hampshire","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Hampshire","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Valleys","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Valleys","Department for Work and Pensions (excl. agencies)","420","360","25970","27570"
"In post","2021","Female","Central Valleys","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Valleys","Food Standards Agency","[c]","[c]","[c]","[c]"
