"Status","Year","Organisation","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Crown Commercial Service","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","SCS","No function","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","SEO/HEO","Commercial","270","260","33250","34800"
"In post","2021","Crown Commercial Service","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","SEO/HEO","Digital, Data & Technology","50","50","33170","34800"
"In post","2021","Crown Commercial Service","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","SEO/HEO","No function","60","60","32400","33900"
"In post","2021","Crown Commercial Service","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","AA/AO","No function","690","620","21920","22220"
"In post","2021","Crown Office and Procurator Fiscal Service","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","EO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","EO","No function","300","280","27170","26570"
"In post","2021","Crown Office and Procurator Fiscal Service","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","G6/G7","Legal","160","150","67480","68470"
"In post","2021","Crown Office and Procurator Fiscal Service","G6/G7","No function","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","SCS","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","SCS","No function","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","SEO/HEO","Legal","410","390","47800","52490"
"In post","2021","Crown Office and Procurator Fiscal Service","SEO/HEO","No function","300","280","34630","34150"
"In post","2021","Crown Office and Procurator Fiscal Service","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","AA/AO","Legal","1430","1310","22250","21950"
"In post","2021","Crown Prosecution Service","EO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","EO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","EO","Legal","1270","1170","28040","28430"
"In post","2021","Crown Prosecution Service","EO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","G6/G7","Human Resources","40","40","[c]","[c]"
"In post","2021","Crown Prosecution Service","G6/G7","Legal","2740","2530","57580","55610"
"In post","2021","Crown Prosecution Service","G6/G7","Security","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","G6/G7","Unknown","40","40","[c]","[c]"
"In post","2021","Crown Prosecution Service","SCS","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","SCS","Legal","80","80","94740","89660"
"In post","2021","Crown Prosecution Service","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","SEO/HEO","Communications","40","30","[c]","[c]"
"In post","2021","Crown Prosecution Service","SEO/HEO","Digital, Data & Technology","70","60","36820","38180"
"In post","2021","Crown Prosecution Service","SEO/HEO","Finance","40","40","[c]","[c]"
"In post","2021","Crown Prosecution Service","SEO/HEO","Human Resources","80","80","34720","33310"
"In post","2021","Crown Prosecution Service","SEO/HEO","Legal","730","690","36200","36240"
"In post","2021","Crown Prosecution Service","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","AA/AO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","EO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","G6/G7","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","SCS","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","EO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","EO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","EO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","G6/G7","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","G6/G7","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","G6/G7","Security","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","SCS","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","SEO/HEO","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","AA/AO","Project Delivery","80","70","19690","19810"
"In post","2021","Defence Electronics and Components Agency","AA/AO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","EO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","EO","Project Delivery","230","220","28120","28750"
"In post","2021","Defence Electronics and Components Agency","EO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","SCS","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","SEO/HEO","Project Delivery","50","50","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","EO","Commercial","30","30","[c]","[c]"
"In post","2021","Defence Equipment and Support","EO","Communications","170","160","20470","19600"
"In post","2021","Defence Equipment and Support","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","EO","Finance","140","140","21790","20000"
"In post","2021","Defence Equipment and Support","EO","Human Resources","50","40","[c]","[c]"
"In post","2021","Defence Equipment and Support","EO","Project Delivery","2160","2070","22430","21660"
"In post","2021","Defence Equipment and Support","EO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","G6/G7","Commercial","80","80","58170","55420"
"In post","2021","Defence Equipment and Support","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","G6/G7","Finance","80","70","58780","56320"
"In post","2021","Defence Equipment and Support","G6/G7","Human Resources","50","40","[c]","[c]"
"In post","2021","Defence Equipment and Support","G6/G7","Project Delivery","1360","1330","56570","55080"
"In post","2021","Defence Equipment and Support","G6/G7","Property","50","50","58300","55830"
"In post","2021","Defence Equipment and Support","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","SCS","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","SCS","Project Delivery","70","70","100290","93990"
"In post","2021","Defence Equipment and Support","SCS","Property","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","SCS","Unknown","[c]","[c]","[c]","[c]"
