"Status","Year","Region_ITL1","Organisation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Scotland","Health and Safety Executive","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Health and Safety Executive","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","HM Courts and Tribunals Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","HM Courts and Tribunals Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","HM Revenue and Customs (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","HM Revenue and Customs (excl. agencies)","Declared non-disabled","220","210","22550","20140"
"New entrant CS","2021","Scotland","HM Revenue and Customs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","HM Revenue and Customs (excl. agencies)","Unknown","450","440","21240","20140"
"New entrant CS","2021","Scotland","Home Office (incl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Home Office (incl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Home Office (incl. agencies)","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Scotland","Insolvency Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Insolvency Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Maritime and Coastguard Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Maritime and Coastguard Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Met Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Met Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Ministry of Defence (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Ministry of Defence (excl. agencies)","Declared non-disabled","130","130","25750","20920"
"New entrant CS","2021","Scotland","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Ministry of Defence (excl. agencies)","Unknown","70","70","26550","23540"
"New entrant CS","2021","Scotland","Ministry of Justice (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Ministry of Justice (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","National Records of Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","National Records of Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Office of Gas and Electricity Markets","Declared non-disabled","140","140","29560","23450"
"New entrant CS","2021","Scotland","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Office of the Scottish Charity Regulator","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Office of the Scottish Charity Regulator","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Public Health England","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Public Health England","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Registers of Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Registers of Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Revenue Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Revenue Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scotland Office (incl. Office of the Advocate General for Scotland)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scotland Office (incl. Office of the Advocate General for Scotland)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scottish Courts and Tribunals Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scottish Courts and Tribunals Service","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","Scotland","Scottish Courts and Tribunals Service","Unknown","70","60","23150","20850"
"New entrant CS","2021","Scotland","Scottish Forestry","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scottish Forestry","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scottish Government (excl. agencies)","Declared disabled","50","50","34570","30650"
"New entrant CS","2021","Scotland","Scottish Government (excl. agencies)","Declared non-disabled","270","260","36060","30650"
"New entrant CS","2021","Scotland","Scottish Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scottish Government (excl. agencies)","Unknown","460","440","38330","30650"
"New entrant CS","2021","Scotland","Scottish Housing Regulator","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scottish Housing Regulator","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scottish Housing Regulator","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scottish Prison Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scottish Prison Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scottish Prison Service","Unknown","280","270","22010","20810"
"New entrant CS","2021","Scotland","Scottish Public Pensions Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scottish Public Pensions Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Social Security Scotland","Declared disabled","50","50","23030","20060"
"New entrant CS","2021","Scotland","Social Security Scotland","Declared non-disabled","200","190","25380","20060"
"New entrant CS","2021","Scotland","Social Security Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Social Security Scotland","Unknown","130","130","27950","23340"
"New entrant CS","2021","Scotland","Student Awards Agency for Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Student Awards Agency for Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Student Awards Agency for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Student Awards Agency for Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Submarine Delivery Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Submarine Delivery Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Submarine Delivery Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Transport Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Transport Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Transport Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","United Kingdom Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","United Kingdom Statistics Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Valuation Office Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Valuation Office Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Advisory, Conciliation and Arbitration Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Advisory, Conciliation and Arbitration Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Animal and Plant Health Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Animal and Plant Health Agency","Declared non-disabled","90","90","27040","24920"
"New entrant CS","2021","South East (England)","Animal and Plant Health Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Cabinet Office (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Cabinet Office (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Cabinet Office (excl. agencies)","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","South East (England)","Crown Prosecution Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Crown Prosecution Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Crown Prosecution Service","Unknown","120","120","32560","26970"
"New entrant CS","2021","South East (England)","Defence Equipment and Support","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Defence Equipment and Support","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Defence Science and Technology Laboratory","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Defence Science and Technology Laboratory","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","South East (England)","Defence Science and Technology Laboratory","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for Transport (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for Transport (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for Transport (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department for Work and Pensions (excl. agencies)","Declared disabled","230","220","27140","27570"
"New entrant CS","2021","South East (England)","Department for Work and Pensions (excl. agencies)","Declared non-disabled","1520","1480","26900","27570"
"New entrant CS","2021","South East (England)","Department for Work and Pensions (excl. agencies)","Undeclared","100","90","26660","27570"
"New entrant CS","2021","South East (England)","Department for Work and Pensions (excl. agencies)","Unknown","190","180","27010","27570"
"New entrant CS","2021","South East (England)","Department of Health and Social Care (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department of Health and Social Care (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Driver and Vehicle Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Driver and Vehicle Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Health and Safety Executive","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Health and Safety Executive","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","HM Courts and Tribunals Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","HM Courts and Tribunals Service","Declared non-disabled","80","80","20820","19930"
"New entrant CS","2021","South East (England)","HM Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","HM Courts and Tribunals Service","Unknown","90","80","20090","18880"
"New entrant CS","2021","South East (England)","HM Prison and Probation Service","Declared disabled","60","60","24650","24020"
"New entrant CS","2021","South East (England)","HM Prison and Probation Service","Declared non-disabled","560","550","24760","24120"
"New entrant CS","2021","South East (England)","HM Prison and Probation Service","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","HM Prison and Probation Service","Unknown","340","320","24620","24020"
"New entrant CS","2021","South East (England)","HM Revenue and Customs (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","HM Revenue and Customs (excl. agencies)","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","South East (England)","HM Revenue and Customs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","HM Revenue and Customs (excl. agencies)","Unknown","80","80","23030","20140"
"New entrant CS","2021","South East (England)","Home Office (incl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Home Office (incl. agencies)","Declared non-disabled","50","50","25050","24880"
"New entrant CS","2021","South East (England)","Home Office (incl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Home Office (incl. agencies)","Unknown","210","210","25030","24880"
"New entrant CS","2021","South East (England)","Insolvency Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Insolvency Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Maritime and Coastguard Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Maritime and Coastguard Agency","Declared non-disabled","60","60","34850","31040"
"New entrant CS","2021","South East (England)","Maritime and Coastguard Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Maritime and Coastguard Agency","Unknown","90","80","31690","26590"
"New entrant CS","2021","South East (England)","Met Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Met Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Ministry of Defence (excl. agencies)","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","South East (England)","Ministry of Defence (excl. agencies)","Declared non-disabled","550","530","30350","26350"
"New entrant CS","2021","South East (England)","Ministry of Defence (excl. agencies)","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","South East (England)","Ministry of Defence (excl. agencies)","Unknown","220","210","31940","26350"
"New entrant CS","2021","South East (England)","Ministry of Justice (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Ministry of Justice (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","National Crime Agency","Unknown","70","70","31450","32770"
"New entrant CS","2021","South East (England)","Public Health England","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Public Health England","Declared non-disabled","80","70","33620","30460"
"New entrant CS","2021","South East (England)","Public Health England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Public Health England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Rural Payments Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Rural Payments Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","UK Space Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","UK Space Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","United Kingdom Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","United Kingdom Statistics Authority","Declared non-disabled","130","120","28950","29540"
"New entrant CS","2021","South East (England)","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","United Kingdom Statistics Authority","Unknown","200","190","29050","29540"
"New entrant CS","2021","South East (England)","Valuation Office Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Valuation Office Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Veterinary Medicines Directorate","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Veterinary Medicines Directorate","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Veterinary Medicines Directorate","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Wilton Park","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Wilton Park","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South East (England)","Wilton Park","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Advisory, Conciliation and Arbitration Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Advisory, Conciliation and Arbitration Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Animal and Plant Health Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Animal and Plant Health Agency","Declared non-disabled","50","50","23350","21050"
"New entrant CS","2021","South West (England)","Animal and Plant Health Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Cabinet Office (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Cabinet Office (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Centre for Environment, Fisheries and Aquaculture Science","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Centre for Environment, Fisheries and Aquaculture Science","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Crown Prosecution Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Crown Prosecution Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Crown Prosecution Service","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","South West (England)","Defence Equipment and Support","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","South West (England)","Defence Equipment and Support","Declared non-disabled","430","420","33930","30000"
"New entrant CS","2021","South West (England)","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Defence Equipment and Support","Unknown","150","150","29560","27250"
"New entrant CS","2021","South West (England)","Defence Science and Technology Laboratory","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Defence Science and Technology Laboratory","Declared non-disabled","110","100","33610","28650"
"New entrant CS","2021","South West (England)","Defence Science and Technology Laboratory","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Education (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Education (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Declared non-disabled","120","110","34950","30350"
"New entrant CS","2021","South West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Work and Pensions (excl. agencies)","Declared disabled","140","130","25810","27570"
"New entrant CS","2021","South West (England)","Department for Work and Pensions (excl. agencies)","Declared non-disabled","840","810","25490","27570"
"New entrant CS","2021","South West (England)","Department for Work and Pensions (excl. agencies)","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","South West (England)","Department for Work and Pensions (excl. agencies)","Unknown","120","120","26550","27570"
"New entrant CS","2021","South West (England)","Driver and Vehicle Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Driver and Vehicle Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Education and Skills Funding Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Education and Skills Funding Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Government Internal Audit Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Government Internal Audit Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Government Property Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Government Property Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Health and Safety Executive","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Health and Safety Executive","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","HM Courts and Tribunals Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","HM Courts and Tribunals Service","Declared non-disabled","50","50","20160","18880"
"New entrant CS","2021","South West (England)","HM Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","HM Courts and Tribunals Service","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","South West (England)","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","HM Land Registry","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","HM Land Registry","Unknown","170","160","27600","22350"
"New entrant CS","2021","South West (England)","HM Prison and Probation Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","HM Prison and Probation Service","Declared non-disabled","270","260","22870","22850"
"New entrant CS","2021","South West (England)","HM Prison and Probation Service","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","HM Prison and Probation Service","Unknown","150","150","22690","22850"
"New entrant CS","2021","South West (England)","HM Revenue and Customs (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","HM Revenue and Customs (excl. agencies)","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","South West (England)","HM Revenue and Customs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","HM Revenue and Customs (excl. agencies)","Unknown","60","60","29040","25560"
"New entrant CS","2021","South West (England)","Home Office (incl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Home Office (incl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
